"","year","month","T_ID","P_ID","START_CK","RELIEF_CK","CG_CK","HOLD","INN2","BF","PA","AB","HIT","H2","H3","HR","SB","CS","SH","SF","BB","IB","HP","KK","GD","WP","BK","ERR","R","ER","VS_T_ID_HH","VS_T_ID_HT","VS_T_ID_KT","VS_T_ID_LG","VS_T_ID_LT","VS_T_ID_NC","VS_T_ID_OB","VS_T_ID_SK","VS_T_ID_SS","VS_T_ID_WO","TB_SC_B","TB_SC_T","WLS_D","WLS_L","WLS_ND","WLS_S","WLS_W","KBB"
"1166",2017,3,"LT",72551,0,1,0,0,1,21,4,2,1,0,0,1,1,0,0,0,2,0,0,1,0,0,0,0,3,2,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,2.36666666666667
"1167",2017,3,"LT",72862,0,1,0,0,3,12,4,4,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,2.2280701754386
"1168",2017,3,"LT",76540,0,1,0,0,2,10,2,2,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1.82051282051282
"1169",2017,3,"NC",67948,1,0,0,0,21,89,24,23,2,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,2.60606060606061
"1170",2017,3,"NC",75867,0,1,0,1,2,9,2,2,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,3.6025641025641
"1171",2017,3,"NC",76118,0,1,0,0,1,11,4,4,3,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,3.03529411764706
"1172",2017,3,"NC",78352,0,1,0,0,3,24,4,4,2,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,2.56944444444444
"1173",2017,3,"OB",61240,1,0,0,0,24,112,30,26,4,0,0,0,0,1,1,0,3,0,0,7,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,2.70520231213873
"1174",2017,3,"OB",73226,0,1,0,0,3,17,3,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,2.14285714285714
"1175",2017,3,"SK",65856,1,0,0,0,18,91,26,25,7,2,0,1,0,0,0,0,1,1,0,8,0,0,0,0,3,2,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,3.30263157894737
"1176",2017,3,"SK",66859,0,1,0,0,2,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1.64788732394366
"1177",2017,3,"SK",71845,0,1,0,0,3,9,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,2.32727272727273
"1178",2017,3,"SK",75250,0,1,0,0,3,21,4,3,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,2
"1179",2017,3,"SK",76858,0,1,0,0,1,13,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1.65384615384615
"1180",2017,3,"SS",61365,0,1,0,0,2,6,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1.48453608247423
"1181",2017,3,"SS",66492,0,1,0,0,1,25,5,3,2,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,2,2,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1.22413793103448
"1182",2017,3,"SS",67435,1,0,0,0,19,104,26,24,4,1,1,1,0,0,0,0,2,0,0,2,0,0,0,0,2,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1.67307692307692
"1183",2017,3,"SS",67443,0,1,0,0,1,11,2,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1.27586206896552
"1184",2017,3,"SS",74630,0,1,0,0,3,20,5,4,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1.31428571428571
"1185",2017,3,"SS",77446,0,1,0,0,1,14,3,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,2,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,2.26436781609195
"1186",2017,3,"WO",62322,1,0,0,0,18,99,24,21,3,0,0,1,0,0,0,0,3,0,0,6,1,0,0,0,2,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,3.60655737704918
"1187",2017,3,"WO",72749,0,1,0,0,3,19,3,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1.55263157894737
"1188",2017,3,"WO",75258,0,1,0,0,3,19,4,4,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1.21323529411765
"1189",2017,3,"WO",76430,0,1,0,0,3,14,3,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,2.47413793103448
"1190",2017,4,"HH",60768,3,2,0,0,51,325,81,71,25,6,1,0,4,1,0,1,9,1,0,9,3,0,0,1,16,15,0,1,1,0,0,1,0,1,0,1,3,2,0,3,2,0,0,1.93893129770992
"1191",2017,4,"HH",67742,4,0,0,0,76,380,97,85,17,4,0,1,3,1,2,2,6,0,2,13,4,3,0,0,8,8,0,1,0,1,1,0,0,0,1,0,1,3,0,2,1,0,1,2.95652173913043
"1192",2017,4,"HH",67748,6,0,0,0,101,584,150,137,40,2,0,1,2,0,1,2,7,0,3,28,4,2,0,0,16,15,0,0,1,1,0,1,1,0,1,1,3,3,0,2,2,0,2,2.46666666666667
"1193",2017,4,"HH",70425,4,0,0,0,64,339,92,85,24,6,0,1,0,1,3,0,3,0,1,16,0,0,1,0,8,7,0,0,1,0,1,1,0,0,1,0,1,3,0,0,1,0,3,2.6
"1194",2017,4,"HH",72447,0,2,0,0,5,23,8,8,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,1,1,0,0,2,0,0,2.03076923076923
"1195",2017,4,"HH",73738,2,5,0,0,39,257,64,53,20,4,0,3,0,2,2,1,8,1,0,9,1,0,0,0,12,10,0,0,1,1,1,0,1,2,0,1,4,3,0,2,5,0,0,2.546875
"1196",2017,4,"HH",73750,0,11,0,0,36,192,50,42,9,0,1,2,0,0,0,2,6,0,0,12,0,0,0,0,4,4,0,1,1,1,2,0,1,1,2,2,4,7,0,0,9,0,2,1.94615384615385
"1197",2017,4,"HH",73801,5,0,0,0,66,363,98,81,22,3,0,2,2,0,1,0,13,0,3,4,4,0,0,0,15,15,0,1,1,0,0,0,1,1,0,1,2,3,0,2,3,0,0,1.5
"1198",2017,4,"HH",74167,0,11,0,0,44,231,64,59,15,2,0,1,2,0,0,0,4,0,1,11,1,1,0,0,6,5,0,1,2,0,1,1,1,2,2,1,4,7,0,0,11,0,0,1.6551724137931
"1199",2017,4,"HH",74731,0,16,0,1,61,373,92,79,20,3,0,1,4,2,2,1,10,1,0,21,0,0,0,0,14,13,0,2,2,2,2,1,1,2,2,2,7,9,0,0,16,0,0,1.82926829268293
"1200",2017,4,"HH",74857,0,10,0,0,32,162,42,37,5,0,0,1,0,0,1,0,3,0,1,11,0,0,0,0,2,2,0,1,0,2,2,0,2,0,2,1,3,7,0,0,6,2,2,3.84
"1201",2017,4,"HH",77452,0,1,0,0,5,22,5,5,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,3.57142857142857
"1202",2017,4,"HH",79764,1,7,0,0,43,263,63,50,14,3,1,1,0,1,2,4,6,0,1,7,2,2,0,0,13,7,0,1,1,1,1,1,2,1,0,0,3,5,0,3,5,0,0,1.95205479452055
"1203",2017,4,"HH",99314,0,5,0,0,19,107,26,24,6,1,0,0,0,0,0,0,0,0,2,6,1,0,0,0,3,3,0,0,1,0,1,0,1,1,0,1,2,3,0,0,5,0,0,6.5
"1204",2017,4,"HH",99737,0,13,0,0,31,184,45,35,8,2,0,3,1,0,1,1,8,0,0,11,1,2,0,0,9,8,0,2,1,1,0,1,2,2,2,2,6,7,0,1,12,0,0,2.3859649122807
"1205",2017,4,"HT",60636,0,12,0,2,29,160,41,39,10,2,0,2,0,0,0,0,2,0,0,13,0,1,0,0,7,6,2,0,0,1,0,3,2,1,2,1,8,4,0,0,10,2,0,1.95555555555556
"1206",2017,4,"HT",61643,2,4,0,0,33,263,65,57,27,5,1,1,4,1,1,2,5,0,0,12,0,3,0,1,19,18,0,0,1,1,0,0,1,0,2,1,2,4,0,1,5,0,0,2.00917431192661
"1207",2017,4,"HT",61666,0,13,0,2,36,263,62,51,17,1,0,2,0,0,1,1,9,2,0,14,1,3,0,1,12,12,2,0,0,2,0,1,2,2,2,2,8,5,0,1,10,1,1,1.6046511627907
"1208",2017,4,"HT",62637,0,10,0,3,27,132,35,31,7,1,1,0,2,0,0,1,3,0,0,7,2,0,0,0,2,2,1,0,1,1,0,1,2,1,2,1,5,5,0,0,9,0,1,1.11111111111111
"1209",2017,4,"HT",62648,1,9,0,2,44,270,63,56,15,0,0,2,2,0,0,2,4,0,1,11,1,1,0,0,5,5,0,0,0,2,0,1,3,0,2,2,4,6,0,1,7,2,0,1.36
"1210",2017,4,"HT",62754,5,0,1,0,98,504,130,123,32,6,1,1,1,2,0,1,5,0,1,20,4,0,0,0,11,8,0,0,1,0,0,1,1,1,1,0,3,2,0,1,1,0,3,2.69411764705882
"1211",2017,4,"HT",66643,4,0,1,0,90,425,120,116,27,4,1,2,0,1,0,0,4,0,0,19,1,0,0,0,4,4,1,0,1,0,0,0,1,0,1,0,2,2,0,0,0,0,4,3.21969696969697
"1212",2017,4,"HT",66659,1,0,0,0,7,58,14,12,5,1,0,1,3,0,0,0,2,0,0,2,0,0,0,0,3,3,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0.75
"1213",2017,4,"HT",67645,5,0,1,0,102,521,144,134,39,5,1,4,0,0,2,0,5,0,3,25,3,1,0,0,13,12,1,0,0,1,0,0,0,0,2,1,3,2,0,1,2,0,2,3.6969696969697
"1214",2017,4,"HT",67646,0,1,0,0,7,70,18,16,10,2,0,0,1,0,0,1,1,0,0,2,0,0,0,0,5,5,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1.05882352941176
"1215",2017,4,"HT",70142,0,4,0,0,14,126,31,29,13,4,1,2,2,0,0,0,1,0,1,4,0,0,0,0,14,12,0,0,0,0,0,1,1,0,2,0,1,3,0,0,4,0,0,1.96
"1216",2017,4,"HT",72523,1,5,0,0,26,181,45,38,14,3,0,0,0,0,1,0,5,0,1,8,2,0,0,1,8,8,0,0,1,0,0,1,0,0,4,0,3,3,0,1,5,0,0,1.71551724137931
"1217",2017,4,"HT",72641,1,0,0,0,13,92,21,13,3,0,0,0,2,2,0,0,6,0,2,2,1,1,0,0,5,5,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1.10714285714286
"1218",2017,4,"HT",76639,0,7,0,1,18,100,29,27,12,2,0,2,0,2,1,0,1,0,0,4,0,0,0,0,8,8,0,0,1,1,0,2,0,0,1,2,5,2,0,0,7,0,0,3
"1219",2017,4,"HT",77637,5,0,0,0,103,486,130,127,36,4,0,0,2,4,0,0,3,0,0,31,7,3,0,1,7,7,1,0,0,1,0,1,0,1,0,1,4,1,0,0,0,0,5,3.05936073059361
"1220",2017,4,"HT",95657,0,11,0,3,25,189,44,34,10,2,0,0,2,0,0,1,8,0,1,9,0,0,0,0,3,3,2,0,1,2,0,2,1,1,1,1,6,5,0,1,7,2,1,2.95081967213115
"1221",2017,4,"KT",60264,5,0,0,0,79,406,113,105,34,6,0,3,2,2,0,1,6,0,1,9,6,1,0,0,19,18,0,1,0,1,0,1,0,1,1,0,2,3,0,3,0,0,2,1.29850746268657
"1222",2017,4,"KT",64001,5,0,1,0,90,493,130,120,31,5,0,3,1,0,0,0,5,0,5,30,3,0,0,0,15,14,1,1,0,1,0,0,1,0,0,1,4,1,0,3,0,0,2,5.35
"1223",2017,4,"KT",64017,0,13,0,3,45,261,69,62,20,1,0,2,1,1,2,1,4,0,0,15,0,2,0,2,10,8,2,2,0,3,0,0,1,1,2,2,9,4,0,1,11,0,1,1.875
"1224",2017,4,"KT",65056,0,11,0,2,34,189,51,39,7,1,0,0,1,0,1,0,9,0,2,4,0,1,0,0,4,3,1,1,0,3,0,2,1,0,1,2,5,6,0,0,11,0,0,1.55339805825243
"1225",2017,4,"KT",65058,2,4,0,0,55,299,80,75,22,3,0,1,5,0,0,0,5,0,0,11,2,1,0,0,10,10,1,0,0,3,0,0,1,0,0,1,3,3,0,0,6,0,0,1.69158878504673
"1226",2017,4,"KT",65060,3,2,0,0,45,295,84,73,32,10,2,2,1,0,0,1,7,0,3,8,3,0,0,0,19,19,1,1,0,1,0,0,1,0,0,1,3,2,0,3,2,0,0,1.87301587301587
"1227",2017,4,"KT",65062,0,9,0,0,24,91,26,24,2,0,0,0,0,0,1,0,1,0,0,7,1,0,0,0,0,0,1,1,0,3,0,0,1,1,1,1,6,3,0,0,3,6,0,3.96666666666667
"1228",2017,4,"KT",65067,0,7,0,2,14,79,23,22,7,2,0,1,0,0,0,0,1,0,0,3,0,2,0,1,7,6,2,1,0,0,0,0,2,0,1,1,6,1,0,0,7,0,0,1.27777777777778
"1229",2017,4,"KT",65331,5,0,1,0,111,442,131,129,24,3,0,4,2,1,1,0,0,0,1,29,5,1,0,0,7,6,1,0,0,1,0,1,0,1,1,0,2,3,0,2,0,0,3,3.56410256410256
"1230",2017,4,"KT",65516,0,3,0,0,14,91,24,20,6,1,0,2,1,0,0,0,4,0,0,4,0,0,0,0,6,6,1,1,0,0,0,1,0,0,0,0,2,1,0,0,3,0,0,1.42727272727273
"1231",2017,4,"KT",67033,5,0,0,0,90,488,131,120,34,4,1,3,0,3,1,0,9,0,1,20,2,1,0,1,13,9,0,1,0,1,0,1,0,0,1,1,3,2,0,2,2,0,1,1.65
"1232",2017,4,"KT",77318,0,5,0,2,19,94,26,22,5,1,0,0,2,0,0,1,3,0,0,6,1,1,0,0,1,1,0,0,0,1,0,0,1,1,1,1,2,3,0,0,4,0,1,1.85945945945946
"1233",2017,4,"KT",77563,0,11,0,2,33,181,47,44,12,2,0,0,0,0,0,0,2,0,1,6,1,1,1,0,4,4,1,1,0,2,0,2,1,1,1,2,5,6,0,0,10,0,1,2.48780487804878
"1234",2017,4,"KT",79191,0,1,0,0,4,20,7,7,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,2.36666666666667
"1235",2017,4,"LG",60140,0,11,0,1,32,184,45,41,9,2,0,1,1,0,0,0,4,1,0,11,1,1,0,0,6,3,1,1,4,0,2,1,0,1,0,1,4,7,0,0,5,6,0,2.36231884057971
"1236",2017,4,"LG",60181,0,11,0,3,33,186,46,41,8,1,0,0,0,0,0,0,5,0,0,8,0,0,0,0,0,0,1,2,3,0,1,1,0,1,1,1,6,5,0,0,11,0,0,3.34146341463415
"1237",2017,4,"LG",61101,4,0,0,0,62,332,83,69,10,1,0,1,2,1,0,0,8,0,6,19,2,3,0,0,4,4,0,1,1,0,1,0,0,1,0,0,3,1,0,1,2,0,1,2.19251336898396
"1238",2017,4,"LG",61329,3,5,0,1,50,240,70,66,19,1,0,3,0,2,0,1,2,0,1,7,0,0,0,0,9,8,1,2,1,0,1,1,0,1,0,1,3,5,0,1,6,0,1,2.05714285714286
"1239",2017,4,"LG",62146,0,9,0,1,14,84,23,19,4,2,0,1,0,0,0,0,4,0,0,5,0,1,0,1,2,2,2,0,2,0,1,1,0,0,1,2,3,6,0,0,9,0,0,1.38888888888889
"1240",2017,4,"LG",62698,5,0,0,0,92,452,125,119,30,3,2,1,1,1,1,1,4,0,0,21,2,0,0,0,9,9,1,1,1,0,0,1,0,0,1,0,2,3,0,2,1,0,2,4.22834645669291
"1241",2017,4,"LG",63111,5,0,0,0,87,470,122,108,25,5,0,2,2,1,1,0,11,0,2,35,2,4,0,0,12,9,1,0,1,0,1,0,0,1,0,1,2,3,0,0,0,0,5,1.82781456953642
"1242",2017,4,"LG",66145,3,4,0,0,70,312,94,87,25,4,1,3,1,2,1,1,5,1,0,12,4,3,0,0,14,14,1,0,2,0,1,1,0,1,1,0,3,4,0,2,4,0,1,1.4344262295082
"1243",2017,4,"LG",67119,0,6,0,1,17,105,25,22,6,0,0,1,0,0,0,0,3,0,0,5,0,1,0,0,4,4,1,1,2,0,0,0,0,2,0,0,4,2,0,0,6,0,0,1.825
"1244",2017,4,"LG",70839,0,3,0,0,11,57,12,10,1,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,2,1,0,0,3,0,0,1.33333333333333
"1245",2017,4,"LG",71118,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,3.38709677419355
"1246",2017,4,"LG",76455,5,0,0,0,100,518,141,129,34,3,0,4,1,1,1,2,6,0,3,34,2,2,0,0,12,11,0,1,2,0,0,1,0,0,1,0,3,2,0,2,0,0,3,2.18587360594796
"1247",2017,4,"LG",76650,0,13,0,7,29,137,32,30,4,1,0,1,0,0,0,1,1,0,0,13,1,0,0,0,2,2,2,1,3,0,2,1,0,2,0,2,5,8,0,1,12,0,0,2.28089887640449
"1248",2017,4,"LG",78148,0,10,0,0,26,160,42,32,9,3,1,0,1,0,2,0,8,1,0,6,0,2,0,1,6,5,1,2,2,0,1,1,0,2,1,0,6,4,0,2,6,1,1,2.46376811594203
"1249",2017,4,"LG",79140,0,11,0,3,34,195,52,46,13,3,0,1,2,1,0,0,3,0,3,13,0,0,0,0,3,3,1,1,3,0,2,1,0,1,0,2,3,8,0,0,11,0,0,1.96491228070175
"1250",2017,4,"LT",60559,0,15,0,4,50,276,71,58,12,3,0,3,0,0,1,1,11,2,0,15,1,0,0,0,9,9,1,0,0,2,0,2,3,2,2,3,7,8,0,1,14,0,0,1.71428571428571
"1251",2017,4,"LT",62528,5,0,0,0,67,419,101,91,27,1,1,1,1,0,0,3,6,0,1,19,1,1,0,0,11,11,0,0,0,1,0,2,1,1,0,0,2,3,0,1,2,0,2,1.76683937823834
"1252",2017,4,"LT",63512,5,0,0,0,76,449,109,94,27,1,0,4,4,1,3,1,10,0,1,29,2,2,1,0,15,15,1,0,0,1,0,2,0,0,1,0,4,1,0,1,3,0,1,1.99212598425197
"1253",2017,4,"LT",64021,5,0,0,0,91,494,126,111,26,3,1,0,0,1,0,2,10,1,3,20,2,3,0,0,7,7,0,0,0,0,0,0,1,1,1,2,2,3,0,2,0,0,3,1.9639175257732
"1254",2017,4,"LT",64596,0,4,0,0,15,65,18,17,4,1,0,1,0,0,0,0,0,0,1,5,1,0,0,0,1,1,2,0,0,0,0,2,0,0,0,0,4,0,0,0,4,0,0,1.29824561403509
"1255",2017,4,"LT",65546,5,0,0,0,88,473,121,113,30,3,0,5,1,0,1,1,5,0,1,32,3,1,0,1,10,9,0,0,0,0,0,1,1,1,0,2,2,3,0,2,2,0,1,2.9018691588785
"1256",2017,4,"LT",67559,4,0,0,0,62,381,92,83,22,5,1,1,4,2,0,1,5,0,3,20,0,1,0,0,12,11,1,0,0,1,0,0,0,0,1,1,3,1,0,2,1,0,1,2.4
"1257",2017,4,"LT",67591,0,2,0,0,15,57,18,17,2,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,2,0,0,1.54545454545455
"1258",2017,4,"LT",70615,0,4,0,0,7,64,13,12,4,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,2,1,0,0,0,0,0,0,0,2,2,0,2,2,0,1,3,0,0,1.3
"1259",2017,4,"LT",72535,0,1,0,0,3,6,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1.91176470588235
"1260",2017,4,"LT",72551,0,9,0,1,25,111,35,34,11,2,0,1,0,0,1,0,0,0,0,2,2,0,0,0,3,3,1,0,0,1,0,3,1,2,1,0,5,4,0,1,6,0,2,2.36666666666667
"1261",2017,4,"LT",72862,0,11,0,1,32,216,50,44,11,3,0,2,0,0,0,0,3,0,3,15,0,0,0,0,7,7,1,0,0,2,0,3,2,1,0,2,6,5,0,0,11,0,0,2.2280701754386
"1262",2017,4,"LT",73211,0,2,0,0,6,35,10,9,4,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,2,2,0,0,0,1,0,0,0,0,0,1,2,0,0,0,2,0,0,1.83505154639175
"1263",2017,4,"LT",75321,0,8,0,0,25,146,38,35,12,1,1,1,2,0,1,0,1,1,1,10,1,0,1,0,3,3,1,0,0,1,0,1,0,2,2,1,4,4,0,0,2,6,0,2.89189189189189
"1264",2017,4,"LT",76540,0,11,0,0,37,194,53,45,12,3,0,2,1,0,0,2,5,2,1,9,1,1,0,0,6,5,1,0,0,2,0,2,1,1,2,2,6,5,0,0,9,0,2,1.82051282051282
"1265",2017,4,"LT",77318,0,5,0,2,14,91,20,16,3,0,0,0,0,1,0,0,3,0,1,4,0,0,0,0,4,4,1,0,0,0,0,2,1,0,0,1,3,2,0,1,4,0,0,1.85945945945946
"1266",2017,4,"LT",77591,1,7,0,1,53,295,73,71,19,2,1,5,0,0,0,0,1,0,1,20,2,1,0,0,10,10,1,0,0,2,0,2,0,2,1,0,5,3,0,0,7,0,1,2.16521739130435
"1267",2017,4,"NC",60263,2,0,0,0,14,118,32,25,11,2,0,1,0,0,1,0,3,0,3,2,0,1,0,0,9,9,0,0,0,0,1,0,0,1,0,0,1,1,0,2,0,0,0,2.37089201877934
"1268",2017,4,"NC",62929,0,7,0,0,23,136,40,35,11,3,0,2,1,0,0,0,4,1,1,10,0,0,0,0,8,7,0,1,1,0,2,0,2,0,1,0,3,4,1,0,6,0,0,2.07079646017699
"1269",2017,4,"NC",62951,0,6,0,0,21,108,29,26,5,1,0,0,0,0,0,0,3,0,0,6,1,0,0,0,1,0,1,2,0,0,2,0,0,0,1,0,2,4,0,0,6,0,0,1.140625
"1270",2017,4,"NC",62966,3,4,0,0,65,381,97,80,19,2,0,2,0,3,2,0,10,0,5,15,1,2,0,0,12,11,1,0,1,2,1,0,1,1,0,0,4,3,0,1,4,0,2,1.66304347826087
"1271",2017,4,"NC",63938,5,0,0,0,88,421,124,113,29,5,1,3,1,0,2,1,3,0,5,20,3,0,1,0,12,11,1,1,0,1,1,0,0,0,1,0,1,4,0,0,3,0,2,3.02222222222222
"1272",2017,4,"NC",63950,4,2,0,0,60,400,92,73,15,1,0,1,4,1,1,0,17,0,1,28,0,4,0,0,10,9,1,1,0,1,1,0,1,0,1,0,3,3,0,1,4,0,1,1.65161290322581
"1273",2017,4,"NC",63959,0,12,0,0,17,103,22,18,4,1,0,0,1,1,0,1,2,0,1,8,1,0,0,0,2,2,1,2,0,2,3,0,1,1,2,0,4,8,0,0,11,0,1,2.34285714285714
"1274",2017,4,"NC",64907,0,2,0,0,17,77,22,19,3,0,0,0,0,0,0,1,2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,2,0,0,0.944444444444444
"1275",2017,4,"NC",64995,1,2,0,0,24,169,41,34,13,1,0,4,0,0,1,0,6,0,0,4,2,0,0,0,8,8,1,0,0,0,0,0,1,1,0,0,1,2,0,1,2,0,0,1.5
"1276",2017,4,"NC",65064,0,14,0,1,43,220,59,54,14,2,0,2,0,0,0,1,4,0,0,15,2,1,0,0,8,8,1,2,1,2,5,0,0,2,1,0,5,9,0,0,13,0,1,1.29787234042553
"1277",2017,4,"NC",65933,5,0,0,0,65,425,104,89,26,3,0,5,3,1,1,0,11,1,3,24,1,4,0,0,21,19,0,0,1,0,1,0,1,1,1,0,3,2,0,3,1,0,1,2.6
"1278",2017,4,"NC",66920,0,1,0,0,2,31,7,5,3,0,0,2,0,0,0,0,2,0,0,1,0,0,0,0,2,2,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1.47474747474747
"1279",2017,4,"NC",67948,5,0,0,0,91,486,123,110,23,1,0,1,2,1,0,0,11,0,1,30,5,0,0,1,8,6,0,1,1,1,1,0,0,1,0,0,2,3,0,0,0,0,5,2.60606060606061
"1280",2017,4,"NC",75867,0,12,0,5,56,265,70,64,9,0,0,2,1,0,1,1,3,0,1,22,1,3,0,0,4,4,0,2,1,2,3,0,1,2,1,0,5,7,0,0,10,0,2,3.6025641025641
"1281",2017,4,"NC",76118,0,13,0,9,48,271,62,54,7,1,0,0,2,0,0,0,8,0,0,15,2,0,0,0,3,3,1,1,2,2,3,0,1,2,1,0,6,7,0,0,13,0,0,3.03529411764706
"1282",2017,4,"NC",78352,0,12,0,0,41,181,52,49,7,2,0,1,0,0,0,0,3,0,0,13,0,1,0,1,1,1,1,1,2,2,2,0,0,2,2,0,4,8,0,0,3,8,1,2.56944444444444
"1283",2017,4,"NC",79358,0,1,0,0,6,52,13,9,4,0,0,1,0,0,0,1,3,0,0,0,0,1,0,0,2,2,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,2.0952380952381
"1284",2017,4,"OB",60255,0,2,0,0,4,12,5,4,0,0,0,0,2,0,0,0,1,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,1
"1285",2017,4,"OB",61214,0,6,0,0,19,116,34,31,13,2,0,1,3,1,0,0,3,0,0,3,0,0,0,1,7,2,0,0,1,0,2,0,0,0,0,3,4,2,0,0,5,0,1,1.46052631578947
"1286",2017,4,"OB",61215,0,1,0,0,1,13,3,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0.875
"1287",2017,4,"OB",61240,4,0,0,0,74,410,103,93,22,7,2,1,0,1,1,1,8,0,0,20,0,1,0,1,9,8,0,1,0,0,1,0,0,0,1,1,4,0,0,2,1,0,1,2.70520231213873
"1288",2017,4,"OB",63248,5,0,0,0,81,488,116,97,22,6,0,3,0,3,4,0,15,1,0,27,1,0,0,0,12,10,0,1,1,0,1,0,0,1,1,0,3,2,0,2,2,0,1,1.8974358974359
"1289",2017,4,"OB",66226,2,0,0,0,19,135,31,27,8,3,1,1,1,0,0,1,3,0,0,5,0,0,0,0,6,5,0,0,0,0,0,0,0,1,0,1,0,2,0,1,1,0,0,2.29347826086957
"1290",2017,4,"OB",67246,2,6,0,0,50,283,79,71,25,1,1,1,1,0,0,1,3,0,4,10,2,0,0,0,13,13,2,0,1,0,0,1,0,1,0,3,4,4,0,0,7,0,1,3.25
