"","year","month","P_ID","T_ID","AB","HIT","H2","H3","HR","BB","HP","KK","BK","AVG","VS_T_ID_HH","VS_T_ID_HT","VS_T_ID_KT","VS_T_ID_LG","VS_T_ID_LT","VS_T_ID_NC","VS_T_ID_OB","VS_T_ID_SK","VS_T_ID_SS","VS_T_ID_WO","H_A_AWAY","H_A_HOME","PA","R","ER","H2_rate","H3_rate","HR_rate","BB_rate","HP_rate","KK_rate","OBP","SLG","OPS","BABIP","BK_rate","SB_try","SB_succ","ERR","KBB","ERA","R_FIP","kwERA"
"1614",2017,6,76118,"NC",63,11,1,1,0,3,2,14,0,0.174603174603175,0,3,2,2,1,0,1,1,0,3,6,7,68,3,3,0.0909090909090909,0.0909090909090909,0,0.0441176470588235,0.0294117647058824,0.205882352941176,0.235294117647059,0.222222222222222,0.457516339869281,0.203703703703704,0,0.02827965435978,0.694444444444444,0.00265957446808511,4.66666666666667,1.55769230769231,3.07424619042473,3.45882352941176
"1615",2017,6,78352,"NC",37,7,1,0,2,2,0,9,0,0.189189189189189,0,3,1,2,0,0,1,0,0,2,4,5,39,2,2,0.142857142857143,0,0.285714285714286,0.0512820512820513,0,0.230769230769231,0.230769230769231,0.378378378378378,0.609147609147609,0.178571428571429,0,0.0205761316872428,0.733333333333333,0.00265957446808511,4.5,1.8,5.22424619042473,3.24615384615385
"1616",2017,6,79358,"NC",34,5,1,0,1,6,0,9,0,0.147058823529412,0,1,0,0,0,0,0,1,0,1,1,2,40,2,2,0.2,0,0.2,0.15,0,0.225,0.275,0.264705882352941,0.539705882352941,0.133333333333333,0,0.0297029702970297,0.75,0.00265957446808511,1.5,1.86206896551724,5.16907377663162,4.5
"1617",2017,6,60255,"OB",2,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,3,0,0,0,0,0,0.333333333333333,0,0.333333333333333,0.333333333333333,0,0.333333333333333,0,0,0.136363636363636,1,0.00281590989088349,1,0,5.32424619042473,5.4
"1618",2017,6,60441,"OB",6,4,0,0,0,1,0,1,0,0.666666666666667,0,0,0,0,0,1,0,0,0,0,0,1,8,3,3,0,0,0,0.125,0,0.125,0.625,0.666666666666667,1.29166666666667,0.5,0,0,0,0.00281590989088349,1,27,4.82424619042473,5.4
"1619",2017,6,61214,"OB",20,8,2,0,1,0,0,2,0,0.4,0,0,0,0,1,0,0,0,0,1,2,0,20,6,3,0.25,0,0.125,0,0,0.1,0.4,0.65,1.05,0.411764705882353,0,0.0324675324675325,0.84,0.00281590989088349,0,6.75,6.07424619042473,4.2
"1620",2017,6,61215,"OB",20,6,3,1,0,7,0,4,0,0.3,0,2,0,2,0,0,0,0,0,0,2,2,28,8,8,0.5,0.166666666666667,0,0.25,0,0.142857142857143,0.464285714285714,0.55,1.01428571428571,0.24,0,0.0230769230769231,0.333333333333333,0.00281590989088349,0.571428571428571,14.4,6.42424619042473,6.68571428571429
"1621",2017,6,61240,"OB",112,27,7,0,4,16,3,21,0,0.241071428571429,0,1,0,1,0,0,0,1,1,1,2,3,133,21,20,0.259259259259259,0,0.148148148148148,0.120300751879699,0.0225563909774436,0.157894736842105,0.345864661654135,0.410714285714286,0.756578947368421,0.209090909090909,0,0.0293594306049822,0.727272727272727,0.00281590989088349,1.3125,6.20689655172414,6.13459101801093,4.94887218045113
"1622",2017,6,63248,"OB",100,27,3,1,1,11,1,22,0,0.27,0,1,0,1,1,0,0,1,0,1,3,2,113,13,13,0.111111111111111,0.037037037037037,0.037037037037037,0.0973451327433628,0.00884955752212389,0.194690265486726,0.345132743362832,0.35,0.695132743362832,0.285714285714286,0,0.0202808112324493,0.730769230769231,0.00281590989088349,2,4.74324324324324,4.02694889312743,4.23185840707965
"1623",2017,6,64267,"OB",15,4,2,0,0,1,0,3,0,0.266666666666667,0,1,0,0,0,1,0,0,0,0,1,1,16,3,3,0.5,0,0,0.0625,0,0.1875,0.3125,0.4,0.7125,0.307692307692308,0,0,0,0.00281590989088349,3,7.36363636363636,3.00606437224291,3.9
"1624",2017,6,66201,"OB",4,2,0,0,0,1,0,0,0,0.5,0,0,0,0,0,0,0,0,0,1,1,0,5,0,0,0,0,0,0.2,0,0,0.6,0.5,1.1,0.4,0,0.0377358490566038,1,0.00281590989088349,0,0,8.32424619042473,7.8
"1625",2017,6,66291,"OB",58,21,1,1,3,9,2,12,0,0.362068965517241,0,1,0,0,2,1,0,0,0,2,4,2,73,12,12,0.0476190476190476,0.0476190476190476,0.142857142857143,0.123287671232877,0.0273972602739726,0.164383561643836,0.438356164383562,0.568965517241379,1.00732168162494,0.290322580645161,0,0.0303203661327231,0.679245283018868,0.00281590989088349,1.33333333333333,7.90243902439024,7.33644131237595,4.90684931506849
"1626",2017,6,67266,"OB",46,16,3,1,1,5,3,6,0,0.347826086956522,1,1,0,2,3,2,0,1,0,1,5,6,56,10,10,0.1875,0.0625,0.0625,0.0892857142857143,0.0535714285714286,0.107142857142857,0.428571428571429,0.521739130434783,0.950310559006211,0.294117647058824,0,0.024906600249066,0.85,0.00281590989088349,1.2,8.4375,6.16799619042473,5.18571428571429
"1627",2017,6,73226,"OB",45,16,3,0,2,4,1,9,0,0.355555555555556,1,1,0,1,3,1,0,1,3,1,4,8,53,9,9,0.1875,0,0.125,0.0754716981132075,0.0188679245283019,0.169811320754717,0.39622641509434,0.555555555555556,0.951781970649895,0.311111111111111,0,0.0132978723404255,0.6,0.00281590989088349,2.25,7.59375,5.98049619042473,4.26792452830189
"1628",2017,6,73248,"OB",49,21,4,0,1,7,1,7,0,0.428571428571429,0,0,0,1,4,1,0,1,3,2,3,9,59,12,12,0.19047619047619,0,0.0476190476190476,0.11864406779661,0.0169491525423729,0.11864406779661,0.491525423728814,0.571428571428571,1.06295399515738,0.377358490566038,0,0.0133185349611543,0.75,0.00281590989088349,1,10.8,6.12424619042473,5.4
"1629",2017,6,74513,"OB",131,38,8,1,1,7,3,20,0,0.290076335877863,0,0,0,0,2,1,0,1,1,0,1,4,142,15,10,0.210526315789474,0.0263157894736842,0.0263157894736842,0.0492957746478873,0.0211267605633803,0.140845070422535,0.338028169014085,0.389312977099237,0.727341146113321,0.30327868852459,0,0.0140540540540541,0.730769230769231,0.00281590989088349,2.85714285714286,2.87234042553191,3.91999087127579,4.30140845070423
"1630",2017,6,76329,"OB",18,10,2,0,1,2,0,2,0,0.555555555555556,0,0,0,0,0,0,0,0,3,1,1,3,20,6,6,0.2,0,0.1,0.1,0,0.1,0.6,0.833333333333333,1.43333333333333,0.529411764705882,0,0.0160642570281124,0.666666666666667,0.00281590989088349,1,20.25,9.44924619042473,5.4
"1631",2017,6,77211,"OB",57,16,1,0,1,2,1,12,0,0.280701754385965,1,0,0,1,5,1,0,1,2,1,4,8,61,5,5,0.0625,0,0.0625,0.0327868852459016,0.0163934426229508,0.19672131147541,0.311475409836066,0.350877192982456,0.662352602818522,0.306122448979592,0,0.0126874279123414,0.590909090909091,0.00281590989088349,6,3.21428571428571,3.68138904756758,3.4327868852459
"1632",2017,6,77253,"OB",2,2,1,0,0,2,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,4,1,1,0.5,0,0,0.5,0,0,1,1.5,2.5,0.5,0,0,0,0.00281590989088349,0,99.99,3.82424619042473,11.4
"1633",2017,6,77263,"OB",81,26,3,0,1,6,1,14,0,0.320987654320988,1,1,0,2,3,2,0,1,2,2,5,9,88,13,11,0.115384615384615,0,0.0384615384615385,0.0681818181818182,0.0113636363636364,0.159090909090909,0.375,0.395061728395062,0.770061728395062,0.342465753424658,0,0.0160919540229885,0.5,0.00281590989088349,2.33333333333333,5.4,4.15151891769745,4.30909090909091
"1634",2017,6,79229,"OB",151,54,11,1,8,6,3,22,1,0.357615894039735,2,0,0,1,1,1,0,0,1,0,2,4,167,33,31,0.203703703703704,0.0185185185185185,0.148148148148148,0.0359281437125748,0.0179640718562874,0.131736526946108,0.377245508982036,0.602649006622517,0.979894515604552,0.319444444444444,0.0158730158730159,0.0140030441400304,0.565217391304348,0.00281590989088349,3.66666666666667,8.04807692307692,6.33386157504011,4.2502994011976
"1635",2017,6,79235,"OB",0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2,0,0,0,0,0,0,1,0,1,0,0,0,0,0.0208333333333333,1,0.00281590989088349,0,0,3.82424619042473,5.4
"1636",2017,6,60337,"SK",20,7,2,0,1,1,0,3,0,0.35,0,0,0,1,0,1,0,0,2,1,3,2,22,4,4,0.285714285714286,0,0.142857142857143,0.0454545454545455,0,0.136363636363636,0.363636363636364,0.6,0.963636363636364,0.315789473684211,0,0.0469798657718121,0.428571428571429,0.00421644413211525,3,7.71428571428571,5.96710333328187,4.30909090909091
"1637",2017,6,60841,"SK",102,24,4,0,1,13,3,22,0,0.235294117647059,2,0,0,1,0,1,1,0,0,0,3,2,118,6,5,0.166666666666667,0,0.0416666666666667,0.110169491525424,0.0254237288135593,0.186440677966102,0.338983050847458,0.303921568627451,0.642904619474909,0.242105263157895,0,0.0536075522589346,0.773584905660377,0.00421644413211525,1.69230769230769,1.73076923076923,4.47809234427088,4.48474576271186
"1638",2017,6,60845,"SK",36,9,1,0,0,3,1,12,0,0.25,0,0,2,1,0,1,1,0,3,1,5,4,42,6,5,0.111111111111111,0,0,0.0714285714285714,0.0238095238095238,0.285714285714286,0.30952380952381,0.277777777777778,0.587301587301587,0.28125,0,0.0332640332640333,0.75,0.00421644413211525,4,4.6551724137931,2.5828668800799,2.82857142857143
"1639",2017,6,61895,"SK",33,8,2,0,1,7,0,6,0,0.242424242424242,3,0,0,1,0,1,1,0,1,1,4,4,40,6,6,0.25,0,0.125,0.175,0,0.15,0.375,0.393939393939394,0.768939393939394,0.212121212121212,0,0.0210526315789474,0.6,0.00421644413211525,0.857142857142857,6.48,6.46424619042473,5.7
"1640",2017,6,62869,"SK",120,35,4,0,4,8,1,12,0,0.291666666666667,2,0,0,0,0,1,1,0,0,1,2,3,133,14,11,0.114285714285714,0,0.114285714285714,0.0601503759398496,0.0075187969924812,0.0902255639097744,0.330827067669173,0.425,0.755827067669173,0.256198347107438,0,0.0101325019485581,0.5,0.00421644413211525,1.5,3.33707865168539,5.67817877469439,5.0390977443609
"1641",2017,6,62892,"SK",10,5,0,0,0,1,0,1,0,0.5,0,0,1,1,0,0,0,0,0,0,2,0,11,5,5,0,0,0,0.0909090909090909,0,0.0909090909090909,0.545454545454545,0.5,1.04545454545455,0.5,0,0,0,0.00421644413211525,1,27,4.42424619042473,5.4
"1642",2017,6,65856,"SK",137,33,9,0,1,5,1,30,0,0.240875912408759,1,0,0,1,0,1,1,0,1,0,4,1,145,9,7,0.272727272727273,0,0.0303030303030303,0.0344827586206897,0.00689655172413793,0.206896551724138,0.268965517241379,0.328467153284672,0.597432670526051,0.275862068965517,0,0.0137044967880086,0.59375,0.00421644413211525,6,1.78301886792453,3.00349147344359,3.33103448275862
"1643",2017,6,66859,"SK",58,14,2,1,1,8,0,8,1,0.241379310344828,4,0,3,1,0,1,2,0,2,2,7,8,67,5,4,0.142857142857143,0.0714285714285714,0.0714285714285714,0.119402985074627,0,0.119402985074627,0.328358208955224,0.362068965517241,0.690427174472465,0.220338983050847,0.0454545454545455,0.0345710627400768,0.703703703703704,0.00421644413211525,1,2.4,5.22424619042473,5.4
"1644",2017,6,67815,"SK",129,40,9,1,2,11,3,12,0,0.310077519379845,1,0,2,0,0,0,0,0,2,1,2,4,145,21,18,0.225,0.025,0.05,0.0758620689655172,0.0206896551724138,0.0827586206896552,0.372413793103448,0.441860465116279,0.814274258219727,0.285714285714286,0,0.0206540447504303,0.333333333333333,0.00421644413211525,1.09090909090909,5.34065934065934,5.27479564097418,5.31724137931035
"1645",2017,6,71845,"SK",42,13,2,0,1,3,1,9,0,0.30952380952381,2,0,2,1,0,1,0,0,2,1,4,5,47,7,7,0.153846153846154,0,0.0769230769230769,0.0638297872340425,0.0212765957446809,0.191489361702128,0.361702127659574,0.428571428571429,0.790273556231003,0.315789473684211,0,0.0248275862068966,0.722222222222222,0.00421644413211525,3,6.3,4.52424619042473,3.86808510638298
"1646",2017,6,74838,"SK",74,21,4,0,2,3,1,9,0,0.283783783783784,0,0,1,0,0,0,0,0,1,1,1,2,78,13,13,0.19047619047619,0,0.0952380952380952,0.0384615384615385,0.0128205128205128,0.115384615384615,0.320512820512821,0.418918918918919,0.739431739431739,0.283582089552239,0,0.030256012412723,0.794871794871795,0.00421644413211525,3,6.62264150943396,4.95632166212284,4.47692307692308
"1647",2017,6,75250,"SK",44,7,4,0,1,3,0,10,0,0.159090909090909,4,0,2,1,0,1,2,0,0,1,5,6,50,4,4,0.571428571428571,0,0.142857142857143,0.06,0,0.2,0.2,0.318181818181818,0.518181818181818,0.142857142857143,0,0.01875,0.4,0.00421644413211525,3.33333333333333,2.7,3.97424619042473,3.72
"1648",2017,6,75340,"SK",22,9,3,0,0,4,1,2,0,0.409090909090909,0,0,1,1,0,1,1,0,1,0,3,2,28,5,5,0.333333333333333,0,0,0.142857142857143,0.0357142857142857,0.0714285714285714,0.5,0.545454545454545,1.04545454545455,0.333333333333333,0,0.029040404040404,0.695652173913043,0.00421644413211525,0.5,9.64285714285714,6.18138904756758,6.25714285714286
"1649",2017,6,76858,"SK",14,2,0,0,0,2,0,2,0,0.142857142857143,2,0,0,0,0,0,1,0,1,0,3,1,16,0,0,0,0,0,0.125,0,0.125,0.25,0.142857142857143,0.392857142857143,0.142857142857143,0,0.0170157068062827,0.692307692307692,0.00421644413211525,1,0,4.32424619042473,5.4
"1650",2017,6,79847,"SK",58,22,4,1,5,6,1,10,0,0.379310344827586,2,0,1,1,0,1,0,0,2,2,4,5,67,17,14,0.181818181818182,0.0454545454545455,0.227272727272727,0.0895522388059701,0.0149253731343284,0.149253731343284,0.432835820895522,0.741379310344828,1.17421513124035,0.314814814814815,0,0.0222793487574979,0.769230769230769,0.00421644413211525,1.66666666666667,9.94736842105263,9.0347725062142,4.68358208955224
"1651",2017,6,60146,"SS",18,6,1,0,0,5,0,1,0,0.333333333333333,0,4,0,1,0,0,0,0,0,0,3,2,25,3,1,0.166666666666667,0,0,0.2,0,0.04,0.44,0.388888888888889,0.828888888888889,0.230769230769231,0,0.0191458026509573,0.769230769230769,0.00202839756592292,0.2,1.92857142857143,6.60996047613901,7.32
"1652",2017,6,60457,"SS",12,4,1,1,0,2,1,3,0,0.333333333333333,1,1,0,0,0,0,0,0,0,0,1,1,16,5,5,0.25,0.25,0,0.125,0.0625,0.1875,0.4375,0.583333333333333,1.02083333333333,0.285714285714286,0,0.027972027972028,1,0.00202839756592292,1.5,15,4.82424619042473,4.65
"1653",2017,6,61365,"SS",44,13,5,1,0,2,2,5,0,0.295454545454545,0,1,1,1,0,0,0,0,0,0,2,1,50,8,8,0.384615384615385,0.0769230769230769,0,0.04,0.04,0.1,0.34,0.454545454545455,0.794545454545455,0.276595744680851,0,0.0312764158918005,0.594594594594595,0.00202839756592292,2.5,6.54545454545455,4.00606437224291,4.68
"1654",2017,6,61411,"SS",35,5,0,0,1,8,1,9,0,0.142857142857143,3,0,1,1,0,0,2,2,0,0,5,4,45,6,6,0,0,0.2,0.177777777777778,0.0222222222222222,0.2,0.311111111111111,0.228571428571429,0.53968253968254,0.111111111111111,0,0.0304347826086957,0.857142857142857,0.00202839756592292,1.125,5.2258064516129,5.95327844848924,5.13333333333333
"1655",2017,6,61457,"SS",35,9,3,0,0,4,2,3,0,0.257142857142857,2,1,1,1,0,0,3,1,0,0,5,4,43,6,5,0.333333333333333,0,0,0.0930232558139535,0.0465116279069767,0.0697674418604651,0.348837209302326,0.342857142857143,0.691694352159469,0.214285714285714,0,0.025,0.8,0.00202839756592292,0.75,4.82142857142857,5.10996047613901,5.67906976744186
"1656",2017,6,63027,"SS",13,4,1,0,1,4,0,1,0,0.307692307692308,0,0,0,0,0,0,1,0,0,0,1,0,18,3,3,0.25,0,0.25,0.222222222222222,0,0.0555555555555556,0.444444444444444,0.615384615384615,1.05982905982906,0.176470588235294,0,0,0,0.00202839756592292,0.25,8.1,10.7242461904247,7.4
"1657",2017,6,66451,"SS",82,21,5,0,2,8,1,13,0,0.25609756097561,2,2,2,2,1,0,1,2,0,0,6,6,91,11,11,0.238095238095238,0,0.0952380952380952,0.0879120879120879,0.010989010989011,0.142857142857143,0.32967032967033,0.390243902439024,0.719914232109354,0.25,0,0.022022022022022,0.863636363636364,0.00202839756592292,1.625,4.86885245901639,5.15211504288374,4.74065934065934
"1658",2017,6,66492,"SS",35,13,1,0,1,4,1,6,0,0.371428571428571,2,2,1,0,0,0,2,1,0,0,4,4,40,5,4,0.0769230769230769,0,0.0769230769230769,0.1,0.025,0.15,0.45,0.485714285714286,0.935714285714286,0.363636363636364,0,0.0226757369614512,0.9,0.00202839756592292,1.5,4.90909090909091,6.00606437224291,4.8
"1659",2017,6,67421,"SS",14,4,0,0,0,4,0,5,0,0.285714285714286,0,1,0,0,0,0,0,0,0,0,0,1,18,2,2,0,0,0,0.222222222222222,0,0.277777777777778,0.444444444444444,0.285714285714286,0.73015873015873,0.307692307692308,0,0.0224137931034483,0.769230769230769,0.00202839756592292,1.25,5.4,4.42424619042473,4.73333333333333
"1660",2017,6,67423,"SS",96,31,11,0,5,13,4,12,1,0.322916666666667,1,1,0,1,0,0,1,1,0,0,4,1,115,23,19,0.354838709677419,0,0.161290322580645,0.11304347826087,0.0347826086956522,0.104347826086957,0.417391304347826,0.59375,1.01114130434783,0.26,0.0208333333333333,0.0164609053497942,0.25,0.00202839756592292,0.923076923076923,7.65671641791045,7.94364917549935,5.50434782608696
"1661",2017,6,67435,"SS",89,32,7,1,2,10,1,10,0,0.359550561797753,2,1,0,0,0,0,0,1,0,0,2,2,100,24,24,0.21875,0.03125,0.0625,0.1,0.01,0.1,0.43,0.528089887640449,0.958089887640449,0.340909090909091,0,0.0161550888529887,0.7,0.00202839756592292,1,11.3684210526316,5.8768777693721,5.4
"1662",2017,6,73117,"SS",97,35,7,1,2,5,5,16,0,0.360824742268041,1,0,1,1,1,0,1,0,0,0,2,3,114,24,15,0.2,0.0285714285714286,0.0571428571428571,0.043859649122807,0.043859649122807,0.140350877192982,0.394736842105263,0.515463917525773,0.910200759631036,0.320388349514563,0,0.0157391793142215,0.428571428571429,0.00202839756592292,3.2,5.8695652173913,4.86772445129429,4.2421052631579
"1663",2017,6,74454,"SS",115,30,3,1,7,8,2,20,0,0.260869565217391,1,1,1,0,0,0,0,2,0,0,1,4,126,18,18,0.1,0.0333333333333333,0.233333333333333,0.0634920634920635,0.0158730158730159,0.158730158730159,0.317460317460317,0.48695652173913,0.804416839199448,0.23,0,0.0196514645902855,0.452830188679245,0.00202839756592292,2.5,5.65116279069767,6.64982758577356,4.25714285714286
"1664",2017,6,76355,"SS",60,15,0,0,1,3,3,14,0,0.25,3,1,2,2,0,0,3,2,0,0,7,6,69,5,5,0,0,0.0666666666666667,0.0434782608695652,0.0434782608695652,0.202898550724638,0.304347826086957,0.3,0.604347826086957,0.245614035087719,0,0.0317775571002979,0.6875,0.00202839756592292,4.66666666666667,2.8125,4.01174619042473,3.48695652173913
"1665",2017,6,77446,"SS",59,19,5,0,3,5,0,9,0,0.322033898305085,1,2,0,0,0,0,0,0,0,0,2,1,66,9,9,0.263157894736842,0,0.157894736842105,0.0757575757575758,0,0.136363636363636,0.363636363636364,0.559322033898305,0.922958397534669,0.285714285714286,0,0.016356201726488,0.444444444444444,0.00202839756592292,1.8,5.78571428571429,6.3956747618533,4.67272727272727
"1666",2017,6,77927,"SS",45,9,1,0,1,2,0,12,0,0.2,4,1,2,1,0,0,1,1,0,0,4,6,47,1,1,0.111111111111111,0,0.111111111111111,0.0425531914893617,0,0.25531914893617,0.234042553191489,0.288888888888889,0.522931442080378,0.235294117647059,0,0.0151515151515152,0.631578947368421,0.00202839756592292,6,0.75,3.40757952375806,2.8468085106383
"1667",2017,6,79791,"SS",70,24,7,0,1,6,1,7,0,0.342857142857143,2,3,1,1,1,0,0,1,0,0,4,5,78,9,9,0.291666666666667,0,0.0416666666666667,0.0769230769230769,0.0128205128205128,0.0897435897435897,0.397435897435897,0.485714285714286,0.883150183150183,0.323943661971831,0,0.0150602409638554,0.8,0.00202839756592292,1.16666666666667,5.17021276595745,5.10084193510558,5.24615384615385
"1668",2017,6,99445,"SS",8,5,1,0,1,0,0,2,0,0.625,0,1,0,0,0,0,0,0,0,0,1,0,8,5,5,0.2,0,0.2,0,0,0.25,0.625,1.125,1.75,0.8,0,0.0258519388954172,0.727272727272727,0.00202839756592292,0,45,12.8242461904247,2.4
"1669",2017,6,61456,"WO",48,13,3,0,1,1,0,11,0,0.270833333333333,1,0,1,1,0,1,0,0,0,0,2,2,49,3,3,0.230769230769231,0,0.0769230769230769,0.0204081632653061,0,0.224489795918367,0.285714285714286,0.395833333333333,0.681547619047619,0.324324324324324,0,0.0278688524590164,0.705882352941177,0.00105950909411972,11,2.31428571428571,3.30996047613901,2.95102040816327
"1670",2017,6,62322,"WO",63,15,2,0,2,5,0,19,0,0.238095238095238,0,1,0,1,1,0,0,0,0,0,1,2,68,6,4,0.133333333333333,0,0.133333333333333,0.0735294117647059,0,0.279411764705882,0.294117647058824,0.365079365079365,0.659197012138189,0.276595744680851,0,0.0182232346241458,0.5,0.00105950909411972,3.8,2.25,4.01174619042473,2.92941176470588
"1671",2017,6,62338,"WO",15,4,0,0,0,4,0,2,0,0.266666666666667,0,0,0,0,0,0,1,0,0,0,0,1,19,3,3,0,0,0,0.210526315789474,0,0.105263157894737,0.421052631578947,0.266666666666667,0.687719298245614,0.235294117647059,0,0,0,0.00105950909411972,0.5,7.36363636363636,6.00606437224291,6.66315789473684
"1672",2017,6,62363,"WO",59,20,4,0,3,3,2,9,0,0.338983050847458,0,0,0,1,0,1,0,1,0,0,2,1,65,10,10,0.2,0,0.15,0.0461538461538462,0.0307692307692308,0.138461538461538,0.384615384615385,0.559322033898305,0.94393741851369,0.314814814814815,0,0.0194508009153318,0.617647058823529,0.00105950909411972,3,6.75,6.52424619042473,4.29230769230769
"1673",2017,6,62937,"WO",100,32,7,0,6,10,3,11,0,0.32,1,1,0,0,0,2,1,0,0,0,3,2,115,20,20,0.21875,0,0.1875,0.0869565217391304,0.0260869565217391,0.0956521739130435,0.391304347826087,0.57,0.961304347826087,0.26,0,0.0257234726688103,0.5,0.00105950909411972,1.1,7.71428571428571,7.8956747618533,5.29565217391304
"1674",2017,6,63342,"WO",20,4,0,0,0,3,0,8,0,0.2,2,0,1,1,0,0,0,0,0,0,3,1,23,1,1,0,0,0,0.130434782608696,0,0.347826086956522,0.304347826086957,0.2,0.504347826086956,0.266666666666667,0,0.0123893805309735,0.857142857142857,0.00105950909411972,2.66666666666667,1.6875,2.51174619042473,2.79130434782609
"1675",2017,6,64350,"WO",57,19,3,0,3,15,0,8,0,0.333333333333333,2,2,0,1,1,2,1,2,0,0,6,5,75,13,13,0.157894736842105,0,0.157894736842105,0.2,0,0.106666666666667,0.453333333333333,0.543859649122807,0.99719298245614,0.238805970149254,0,0.0168269230769231,0.428571428571429,0.00105950909411972,0.533333333333333,8.5609756097561,8.79985594652229,6.52
"1676",2017,6,65320,"WO",83,27,5,0,3,5,6,18,0,0.325301204819277,1,0,0,0,0,1,1,1,0,0,2,2,95,19,19,0.185185185185185,0,0.111111111111111,0.0526315789473684,0.0631578947368421,0.189473684210526,0.4,0.493975903614458,0.893975903614458,0.32,0,0.0341324664770419,0.773809523809524,0.00105950909411972,3.6,9,5.71898303252999,3.75789473684211
"1677",2017,6,65345,"WO",4,1,0,0,0,1,2,1,0,0.25,0,0,0,0,0,1,0,0,0,0,1,0,7,1,1,0,0,0,0.142857142857143,0.285714285714286,0.142857142857143,0.571428571428571,0.25,0.821428571428571,0.166666666666667,0,0,0,0.00105950909411972,1,9,10.8242461904247,5.4
"1678",2017,6,66305,"WO",8,0,0,0,0,3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,12,1,1,0,0,0,0.25,0.0833333333333333,0,0.333333333333333,0,0.333333333333333,0,0,0,0,0.00105950909411972,0,3.375,8.32424619042473,8.4
"1679",2017,6,67313,"WO",132,42,6,1,5,9,2,18,0,0.318181818181818,1,1,0,0,1,1,1,0,0,0,3,2,143,18,18,0.142857142857143,0.0238095238095238,0.119047619047619,0.0629370629370629,0.013986013986014,0.125874125874126,0.370629370629371,0.492424242424242,0.863053613053613,0.308333333333333,0,0.0134288272157565,0.733333333333333,0.00105950909411972,2,5.4,5.89091285709139,4.64475524475525
"1680",2017,6,67360,"WO",17,6,1,0,0,6,1,2,0,0.352941176470588,0,1,0,1,0,1,0,0,0,0,2,1,24,9,9,0.166666666666667,0,0,0.25,0.0416666666666667,0.0833333333333333,0.541666666666667,0.411764705882353,0.95343137254902,0.272727272727273,0,0,0,0.00105950909411972,0.333333333333333,22.0909090909091,8.46060982678836,7.4
"1681",2017,6,67828,"WO",50,13,2,0,1,8,0,11,0,0.26,0,0,0,2,1,1,0,1,0,0,3,2,59,8,6,0.153846153846154,0,0.0769230769230769,0.135593220338983,0,0.186440677966102,0.355932203389831,0.36,0.715932203389831,0.25,0,0.0176017601760176,0.4375,0.00105950909411972,1.375,4.26315789473684,5.00845671674052,4.78983050847458
"1682",2017,6,74359,"WO",47,17,2,0,3,1,0,9,0,0.361702127659574,1,0,0,1,1,3,2,2,0,0,4,6,48,8,8,0.117647058823529,0,0.176470588235294,0.0208333333333333,0,0.1875,0.375,0.595744680851064,0.970744680851064,0.388888888888889,0,0.013671875,0.285714285714286,0.00105950909411972,9,7.2,6.22424619042473,3.4
"1683",2017,6,75258,"WO",87,28,6,0,1,11,0,15,0,0.32183908045977,0,2,1,1,1,1,0,0,0,0,3,3,100,10,8,0.214285714285714,0,0.0357142857142857,0.11,0,0.15,0.39,0.425287356321839,0.815287356321839,0.313953488372093,0,0.0165229885057471,0.652173913043478,0.00105950909411972,1.36363636363636,3.54098360655738,4.61113143632637,4.92
"1684",2017,6,75342,"WO",27,8,1,0,0,2,0,9,0,0.296296296296296,1,0,0,2,0,0,2,2,0,0,3,4,29,1,1,0.125,0,0,0.0689655172413793,0,0.310344827586207,0.344827586206897,0.333333333333333,0.67816091954023,0.4,0,0.0292841648590022,0.814814814814815,0.00105950909411972,4.5,1.42105263157895,1.92950934831946,2.50344827586207
"1685",2017,6,76350,"WO",26,14,1,1,0,3,1,2,0,0.538461538461538,0,2,0,0,0,2,0,1,0,0,3,2,30,9,9,0.0714285714285714,0.0714285714285714,0,0.1,0.0333333333333333,0.0666666666666667,0.6,0.653846153846154,1.25384615384615,0.5,0,0.0319148936170213,0.791666666666667,0.00105950909411972,0.666666666666667,20.25,5.82424619042473,5.8
"1686",2017,6,76430,"WO",51,14,2,0,3,0,0,14,0,0.274509803921569,2,2,1,1,1,2,2,1,0,0,6,6,52,8,8,0.142857142857143,0,0.214285714285714,0,0,0.269230769230769,0.269230769230769,0.490196078431373,0.759426847662142,0.305555555555556,0,0.028448275862069,0.727272727272727,0.00105950909411972,0,5.68421052631579,4.69266724305631,2.16923076923077
"1687",2017,7,60768,"HH",7,3,2,0,1,1,1,0,0,0.428571428571429,0,0,0,0,0,1,1,0,0,0,1,1,10,3,3,0.666666666666667,0,0.333333333333333,0.1,0.1,0,0.5,1.14285714285714,1.64285714285714,0.2,0,0.0243079000675219,0.694444444444444,0.00157950157950158,0,16.2,15.2242461904247,6.6
"1688",2017,7,63749,"HH",18,8,1,0,2,5,2,2,0,0.444444444444444,0,0,0,0,2,2,1,0,0,2,4,3,26,11,10,0.125,0,0.25,0.192307692307692,0.0769230769230769,0.0769230769230769,0.576923076923077,0.833333333333333,1.41025641025641,0.260869565217391,0,0.025974025974026,0,0.00157950157950158,0.4,24.5454545454545,15.5515189176975,6.78461538461539
