"PA","BB_rate","HR_rate","AVG","OBP","SLG","OPS","SB_rate","BABIP","H2_rate","H3_rate","T_ID","year","month","P_ID","BAT_ORDER","VS_T_ID_HH","VS_T_ID_HT","VS_T_ID_KT","VS_T_ID_LG","VS_T_ID_LT","VS_T_ID_NC","VS_T_ID_OB","VS_T_ID_SK","VS_T_ID_SS","VS_T_ID_WO"
0,0,0,0,0,0,0,0,0,0,0,"SS",2020,8,61365,0,5,0,2,2,2,0,6,4,0,4
0,0,0,0,0,0,0,0,0,0,0,"SS",2020,9,61365,0,3,4,4,2,2,4,4,2,0,2
0,0,0,0,0,0,0,0,0,0,0,"SS",2020,10,61365,0,3,1,2,3,3,5,0,4,0,0
14,0.104838709677419,0,0.82010582010582,0.84331797235023,0.936713110626154,1.78003108297638,0.0483870967741935,0.304635761589404,0.173913043478261,0,"SS",2020,7,61404,5,2,2,0,0,0,1,0,0,0,1
40,0.104838709677419,0,0.459259259259259,0.529032258064516,0.524559341950646,1.05359160001516,0.0483870967741935,0.304635761589404,0.173913043478261,0,"SS",2020,8,61404,5,5,0,2,2,2,0,6,4,0,4
32,0.104838709677419,0,0.502314814814815,0.566532258064516,0.573736780258519,1.14026903832303,0.0483870967741935,0.304635761589404,0.173913043478261,0,"SS",2020,9,61404,5,3,4,4,2,2,4,4,2,0,2
25,0.104838709677419,0,0.551111111111111,0.609032258064516,0.629471210340775,1.23850346840529,0.0483870967741935,0.304635761589404,0.173913043478261,0,"SS",2020,10,61404,5,3,1,2,3,3,5,0,4,0,0
0,0.0909090909090909,0,0,0,0,0,0,0.324468085106383,0.2,0,"HH",2020,7,61554,2,0,2,0,1,0,0,0,3,2,0
0,0.0909090909090909,0,0,0,0,0,0,0.324468085106383,0.2,0,"HH",2020,8,61554,2,0,0,3,3,2,4,0,2,5,3
0,0.0909090909090909,0,0,0,0,0,0,0.324468085106383,0.2,0,"HH",2020,9,61554,2,0,4,2,2,2,2,6,2,3,4
0,0.0909090909090909,0,0,0,0,0,0,0.324468085106383,0.2,0,"HH",2020,10,61554,2,0,5,2,1,3,1,4,0,3,3
12,0.0714285714285714,0.0909090909090909,0.301960784313726,0.364285714285714,0.403846153846154,0.768131868131868,0,0.315151515151515,0.0909090909090909,0,"LT",2020,7,61566,3,0,1,0,0,0,1,0,1,0,3
23,0.0714285714285714,0.0909090909090909,0.262574595055413,0.328416149068323,0.351170568561873,0.679586717630196,0,0.315151515151515,0.0909090909090909,0,"LT",2020,8,61566,3,2,2,0,0,0,2,6,4,2,5
28,0.0714285714285714,0.0909090909090909,0.258823529411765,0.325,0.346153846153846,0.671153846153846,0,0.315151515151515,0.0909090909090909,0,"LT",2020,9,61566,3,2,5,4,6,0,5,0,2,2,2
25,0.0714285714285714,0.0909090909090909,0.24156862745098,0.309285714285714,0.323076923076923,0.632362637362637,0,0.315151515151515,0.0909090909090909,0,"LT",2020,10,61566,3,3,1,3,4,0,5,2,4,3,0
0,0.217391304347826,0,0,0,0,0,0.0217391304347826,0.309133489461358,0.222222222222222,0,"HH",2020,7,61700,6,0,2,0,1,0,0,0,3,2,0
0,0.217391304347826,0,0,0,0,0,0.0217391304347826,0.309133489461358,0.222222222222222,0,"HH",2020,8,61700,6,0,0,3,3,2,4,0,2,5,3
0,0.217391304347826,0,0,0,0,0,0.0217391304347826,0.309133489461358,0.222222222222222,0,"HH",2020,9,61700,6,0,4,2,2,2,2,6,2,3,4
0,0.217391304347826,0,0,0,0,0,0.0217391304347826,0.309133489461358,0.222222222222222,0,"HH",2020,10,61700,6,0,5,2,1,3,1,4,0,3,3
2,0.0574712643678161,0.0952380952380952,0,0.0689655172413793,0,0.0689655172413793,0.0229885057471264,0.317708333333333,0.142857142857143,0,"SK",2020,7,61743,2,3,0,1,3,1,0,0,0,0,0
0,0.0574712643678161,0.0952380952380952,0,0,0,0,0.0229885057471264,0.317708333333333,0.142857142857143,0,"SK",2020,8,61743,2,2,5,4,0,4,2,2,0,4,0
0,0.0574712643678161,0.0952380952380952,0,0,0,0,0.0229885057471264,0.317708333333333,0.142857142857143,0,"SK",2020,9,61743,2,2,2,5,4,2,4,2,0,2,4
0,0.0574712643678161,0.0952380952380952,0,0,0,0,0.0229885057471264,0.317708333333333,0.142857142857143,0,"SK",2020,10,61743,2,0,3,3,0,4,1,3,0,4,3
8,0.0434782608695652,0.0666666666666667,0,0.0507246376811594,0,0.0507246376811594,0.0579710144927536,0.287917737789203,0.0666666666666667,0.0666666666666667,"SK",2020,7,61869,7,3,0,1,3,1,0,0,0,0,0
11,0.0434782608695652,0.0666666666666667,0,0.0507246376811594,0,0.0507246376811594,0.0579710144927536,0.287917737789203,0.0666666666666667,0.0666666666666667,"SK",2020,8,61869,7,2,5,4,0,4,2,2,0,4,0
12,0.0434782608695652,0.0666666666666667,0,0.0507246376811594,0,0.0507246376811594,0.0579710144927536,0.287917737789203,0.0666666666666667,0.0666666666666667,"SK",2020,9,61869,7,2,2,5,4,2,4,2,0,2,4
10,0.0434782608695652,0.0666666666666667,0,0.0507246376811594,0,0.0507246376811594,0.0579710144927536,0.287917737789203,0.0666666666666667,0.0666666666666667,"SK",2020,10,61869,7,0,3,3,0,4,1,3,0,4,3
0,0,0,0,0,0,0,0,0,0,0,"SK",2020,7,61895,8,3,0,1,3,1,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,"SK",2020,8,61895,8,2,5,4,0,4,2,2,0,4,0
0,0,0,0,0,0,0,0,0,0,0,"SK",2020,9,61895,8,2,2,5,4,2,4,2,0,2,4
0,0,0,0,0,0,0,0,0,0,0,"SK",2020,10,61895,8,0,3,3,0,4,1,3,0,4,3
6,0.108108108108108,0,0.560606060606061,0.608108108108108,0.654040404040404,1.26214851214851,0.027027027027027,0.302395209580838,0.166666666666667,0,"NC",2020,7,62025,0,0,0,3,0,1,0,1,0,1,0
7,0.108108108108108,0,0.48051948051948,0.536679536679537,0.560606060606061,1.0972855972856,0.027027027027027,0.302395209580838,0.166666666666667,0,"NC",2020,8,62025,0,4,4,2,3,2,0,4,2,0,2
16,0.108108108108108,0,0.350378787878788,0.420608108108108,0.408775252525253,0.829383360633361,0.027027027027027,0.302395209580838,0.166666666666667,0,"NC",2020,9,62025,0,2,2,2,4,5,0,2,4,4,2
15,0.108108108108108,0,0.373737373737374,0.441441441441441,0.436026936026936,0.877468377468377,0.027027027027027,0.302395209580838,0.166666666666667,0,"NC",2020,10,62025,0,1,5,0,5,5,0,0,1,5,3
0,0,0,0,0,0,0,0,0,0,0,"LG",2020,7,62146,9,1,0,1,0,0,0,3,3,0,0
0,0,0,0,0,0,0,0,0,0,0,"LG",2020,8,62146,9,3,8,2,0,0,3,2,0,2,5
0,0,0,0,0,0,0,0,0,0,0,"LG",2020,9,62146,9,2,2,2,0,6,4,2,4,2,2
0,0,0,0,0,0,0,0,0,0,0,"LG",2020,10,62146,9,1,3,5,0,4,5,0,0,3,0
6,0.0196078431372549,0.0625,0,0.117647058823529,0,0.117647058823529,0.0392156862745098,0.315589353612167,0.1875,0,"OB",2020,7,62234,0,0,0,0,3,0,1,0,0,0,3
6,0.0196078431372549,0.0625,0,0.117647058823529,0,0.117647058823529,0.0392156862745098,0.315589353612167,0.1875,0,"HT",2020,7,62234,0,2,0,1,0,1,0,0,0,2,0
45,0.0196078431372549,0.0625,0.134320987654321,0.236165577342048,0.166222222222222,0.40238779956427,0.0392156862745098,0.315589353612167,0.1875,0,"OB",2020,8,62234,0,0,2,3,2,6,4,0,2,6,0
45,0.0196078431372549,0.0625,0.134320987654321,0.236165577342048,0.166222222222222,0.40238779956427,0.0392156862745098,0.315589353612167,0.1875,0,"HT",2020,8,62234,0,0,0,2,8,2,4,2,5,0,2
31,0.0196078431372549,0.0625,0.0779928315412186,0.186464263124605,0.0965161290322581,0.282980392156863,0.0392156862745098,0.315589353612167,0.1875,0,"OB",2020,9,62234,0,6,2,4,2,0,2,0,2,4,5
31,0.0196078431372549,0.0625,0.0779928315412186,0.186464263124605,0.0965161290322581,0.282980392156863,0.0392156862745098,0.315589353612167,0.1875,0,"HT",2020,9,62234,0,4,0,2,2,5,2,2,2,4,4
28,0.0196078431372549,0.0625,0.0431746031746032,0.155742296918767,0.0534285714285714,0.209170868347339,0.0392156862745098,0.315589353612167,0.1875,0,"OB",2020,10,62234,0,4,3,4,0,2,0,0,3,0,5
28,0.0196078431372549,0.0625,0.0431746031746032,0.155742296918767,0.0534285714285714,0.209170868347339,0.0392156862745098,0.315589353612167,0.1875,0,"HT",2020,10,62234,0,5,0,2,3,1,5,3,3,1,1
52,0.0731707317073171,0.0566037735849057,0.249822324414716,0.326669793621013,0.324099190283401,0.650768983904414,0.0195121951219512,0.319698600645856,0.132075471698113,0.0188679245283019,"OB",2020,7,62244,8,0,0,0,3,0,1,0,0,0,3
88,0.0731707317073171,0.0566037735849057,0.254983942687747,0.33130266075388,0.330795454545455,0.662098115299335,0.0195121951219512,0.319698600645856,0.132075471698113,0.0188679245283019,"OB",2020,8,62244,8,0,2,3,2,6,4,0,2,6,0
99,0.0731707317073171,0.0566037735849057,0.26243961352657,0.337994579945799,0.34046783625731,0.678462416203109,0.0195121951219512,0.319698600645856,0.132075471698113,0.0188679245283019,"OB",2020,9,62244,8,6,2,4,2,0,2,0,2,4,5
77,0.0731707317073171,0.0566037735849057,0.260735460191982,0.336464998416218,0.338257006151743,0.674722004567961,0.0195121951219512,0.319698600645856,0.132075471698113,0.0188679245283019,"OB",2020,10,62244,8,4,3,4,0,2,0,0,3,0,5
44,0.116279069767442,0.0652173913043478,0.193859121011439,0.292283298097252,0.263755980861244,0.556039278958496,0,0.332644628099174,0.173913043478261,0,"HT",2020,7,62265,5,2,0,1,0,1,0,0,0,2,0
91,0.116279069767442,0.0652173913043478,0.241030492686122,0.333695374393049,0.327935222672065,0.661630597065114,0,0.332644628099174,0.173913043478261,0,"HT",2020,8,62265,5,0,0,2,8,2,4,2,5,0,2
98,0.116279069767442,0.0652173913043478,0.236248141640762,0.329496915045088,0.321428571428572,0.650925486473659,0,0.332644628099174,0.173913043478261,0,"HT",2020,9,62265,5,4,0,2,2,5,2,2,2,4,4
88,0.116279069767442,0.0652173913043478,0.235400361228176,0.328752642706131,0.320275119617225,0.649027762323356,0,0.332644628099174,0.173913043478261,0,"HT",2020,10,62265,5,5,0,2,3,1,5,3,3,1,1
9,0.0526315789473684,0,0.482539682539682,0.523391812865497,0.469135802469136,0.992527615334633,0.0526315789473684,0.341107871720117,0,0,"WO",2020,7,62353,3,0,0,0,0,3,0,3,0,1,0
31,0.0526315789473684,0,0.280184331797235,0.337011884550085,0.272401433691756,0.609413318241841,0.0526315789473684,0.341107871720117,0,0,"WO",2020,8,62353,3,3,2,5,5,5,2,0,0,4,0
5,0.0526315789473684,0,0.651428571428571,0.678947368421053,0.633333333333333,1.31228070175439,0.0526315789473684,0.341107871720117,0,0,"WO",2020,9,62353,3,4,4,2,2,2,2,5,4,2,0
3,0.0526315789473684,0,0.723809523809524,0.745614035087719,0.703703703703704,1.44931773879142,0.0526315789473684,0.341107871720117,0,0,"WO",2020,10,62353,3,3,1,3,0,0,3,5,3,0,0
0,0.0515463917525773,0.0526315789473684,Inf,Inf,Inf,Inf,0.0103092783505155,0.359550561797753,0.105263157894737,0.0526315789473684,"WO",2020,7,62356,8,0,0,0,0,3,0,3,0,1,0
0,0.0515463917525773,0.0526315789473684,Inf,Inf,Inf,Inf,0.0103092783505155,0.359550561797753,0.105263157894737,0.0526315789473684,"WO",2020,8,62356,8,3,2,5,5,5,2,0,0,4,0
1,0.0515463917525773,0.0526315789473684,6.67753623188406,6.38487972508591,9.13768115942029,15.5225608845062,0.0103092783505155,0.359550561797753,0.105263157894737,0.0526315789473684,"WO",2020,9,62356,8,4,4,2,2,2,2,5,4,2,0
0,0.0515463917525773,0.0526315789473684,Inf,Inf,Inf,Inf,0.0103092783505155,0.359550561797753,0.105263157894737,0.0526315789473684,"WO",2020,10,62356,8,3,1,3,0,0,3,5,3,0,0
41,0.0611111111111111,0.120689655172414,0.0907786617973132,0.166547106647537,0.140585603558785,0.307132710206322,0.0611111111111111,0.36358024691358,0.224137931034483,0,"SS",2020,7,62404,2,2,2,0,0,0,1,0,0,0,1
98,0.0611111111111111,0.120689655172414,0.227872967368766,0.292216886754702,0.352898555872053,0.645115442626755,0.0611111111111111,0.36358024691358,0.224137931034483,0,"SS",2020,8,62404,2,5,0,2,2,2,0,6,4,0,4
94,0.0611111111111111,0.120689655172414,0.224371373307544,0.289007092198582,0.347475764824374,0.636482857022955,0.0611111111111111,0.36358024691358,0.224137931034483,0,"SS",2020,9,62404,2,3,4,4,2,2,4,4,2,0,2
73,0.0611111111111111,0.120689655172414,0.186946011281225,0.254700510341123,0.289516471255764,0.544216981596886,0.0611111111111111,0.36358024691358,0.224137931034483,0,"SS",2020,10,62404,2,3,1,2,3,3,5,0,4,0,0
0,0.127450980392157,0.0476190476190476,Inf,Inf,Inf,Inf,0.0490196078431373,0.338235294117647,0.238095238095238,0,"SS",2020,7,62409,2,2,2,0,0,0,1,0,0,0,1
0,0.127450980392157,0.0476190476190476,Inf,Inf,Inf,Inf,0.0490196078431373,0.338235294117647,0.238095238095238,0,"SS",2020,8,62409,2,5,0,2,2,2,0,6,4,0,4
0,0.127450980392157,0.0476190476190476,Inf,Inf,Inf,Inf,0.0490196078431373,0.338235294117647,0.238095238095238,0,"SS",2020,9,62409,2,3,4,4,2,2,4,4,2,0,2
0,0.127450980392157,0.0476190476190476,Inf,Inf,Inf,Inf,0.0490196078431373,0.338235294117647,0.238095238095238,0,"SS",2020,10,62409,2,3,1,2,3,3,5,0,4,0,0
53,0.0497512437810945,0.0909090909090909,0.24025486515855,0.278053130573547,0.35819816260002,0.636251293173567,0.0696517412935323,0.321924603174603,0.145454545454545,0.0363636363636364,"SS",2020,7,62415,2,2,2,0,0,0,1,0,0,0,1
114,0.0497512437810945,0.0909090909090909,0.264012124552218,0.300628436763551,0.393618076605125,0.694246513368676,0.0696517412935323,0.321924603174603,0.145454545454545,0.0363636363636364,"SS",2020,8,62415,2,5,0,2,2,2,0,6,4,0,4
106,0.0497512437810945,0.0909090909090909,0.2620962165366,0.298807847554679,0.390761631927294,0.689569479481974,0.0696517412935323,0.321924603174603,0.145454545454545,0.0363636363636364,"SS",2020,9,62415,2,3,4,4,2,2,4,4,2,0,2
82,0.0497512437810945,0.0909090909090909,0.254105478227557,0.291214658415241,0.378848167539267,0.670062825954508,0.0696517412935323,0.321924603174603,0.145454545454545,0.0363636363636364,"SS",2020,10,62415,2,3,1,2,3,3,5,0,4,0,0
0,0,0,0,0,0,0,0,0,0,0,"LT",2020,7,62528,0,0,1,0,0,0,1,0,1,0,3
0,0,0,0,0,0,0,0,0,0,0,"LT",2020,8,62528,0,2,2,0,0,0,2,6,4,2,5
0,0,0,0,0,0,0,0,0,0,0,"LT",2020,9,62528,0,2,5,4,6,0,5,0,2,2,2
0,0,0,0,0,0,0,0,0,0,0,"LT",2020,10,62528,0,3,1,3,4,0,5,2,4,3,0
12,0.0535714285714286,0.1,0.498575498575499,0.534391534391534,0.63591893780573,1.17031047219726,0,0.316851664984864,0,0,"LT",2020,7,62556,9,0,1,0,0,0,1,0,1,0,3
21,0.0535714285714286,0.1,0.398860398860399,0.441798941798942,0.508735150244584,0.950534092043526,0,0.316851664984864,0,0,"LT",2020,8,62556,9,2,2,0,0,0,2,6,4,2,5
19,0.0535714285714286,0.1,0.440845704003599,0.48078529657477,0.562286218691383,1.04307151526615,0,0.316851664984864,0,0,"LT",2020,9,62556,9,2,5,4,6,0,5,0,2,2,2
17,0.0535714285714286,0.1,0.422322775263952,0.46358543417367,0.538660747317795,1.00224618149146,0,0.316851664984864,0,0,"LT",2020,10,62556,9,3,1,3,4,0,5,2,4,3,0
4,0.13986013986014,0.0333333333333333,0.30067283431455,0.398480829515312,0.390874684608915,0.789355514124227,0,0.312236286919831,0.133333333333333,0.0333333333333333,"LT",2020,7,62558,8,0,1,0,0,0,1,0,1,0,3
7,0.13986013986014,0.0333333333333333,0.343626096359486,0.435426642323194,0.446713925267332,0.882140567590526,0,0.312236286919831,0.133333333333333,0.0333333333333333,"LT",2020,8,62558,8,2,2,0,0,0,2,6,4,2,5
15,0.13986013986014,0.0333333333333333,0.32071768993552,0.415722208825657,0.416932996916176,0.832655205741833,0,0.312236286919831,0.133333333333333,0.0333333333333333,"LT",2020,9,62558,8,2,5,4,6,0,5,0,2,2,2
13,0.13986013986014,0.0333333333333333,0.277544154751892,0.378586930311068,0.36080740117746,0.739394331488528,0,0.312236286919831,0.133333333333333,0.0333333333333333,"LT",2020,10,62558,8,3,1,3,4,0,5,2,4,3,0
28,0.0357142857142857,0,0.148148148148148,0.178571428571429,0.177777777777778,0.356349206349206,0.0357142857142857,0.344199424736337,0.2,0,"HH",2020,7,62700,3,0,2,0,1,0,0,0,3,2,0
57,0.0357142857142857,0,0.200129954515919,0.228696741854637,0.240155945419103,0.46885268727374,0.0357142857142857,0.344199424736337,0.2,0,"HH",2020,8,62700,3,0,0,3,3,2,4,0,2,5,3
77,0.0357142857142857,0,0.228956228956229,0.256493506493506,0.274747474747475,0.531240981240981,0.0357142857142857,0.344199424736337,0.2,0,"HH",2020,9,62700,3,0,4,2,2,2,2,6,2,3,4
63,0.0357142857142857,0,0.213991769547325,0.242063492063492,0.25679012345679,0.498853615520282,0.0357142857142857,0.344199424736337,0.2,0,"HH",2020,10,62700,3,0,5,2,1,3,1,4,0,3,3
0,0,0,0,0,0,0,0,0.299554565701559,0,0,"HH",2020,7,62797,0,0,2,0,1,0,0,0,3,2,0
0,0,0,0,0,0,0,0,0.299554565701559,0,0,"HH",2020,8,62797,0,0,0,3,3,2,4,0,2,5,3
0,0,0,0,0,0,0,0,0.299554565701559,0,0,"HH",2020,9,62797,0,0,4,2,2,2,2,6,2,3,4
0,0,0,0,0,0,0,0,0.299554565701559,0,0,"HH",2020,10,62797,0,0,5,2,1,3,1,4,0,3,3
5,0.0952380952380952,0,0.466666666666667,0.542857142857143,0.589473684210527,1.13233082706767,0.0476190476190476,0.31328320802005,0,0.166666666666667,"KT",2020,7,62802,6,0,1,0,1,0,3,0,1,0,0
27,0.0952380952380952,0,0.216049382716049,0.328042328042328,0.272904483430799,0.600946811473127,0.0476190476190476,0.31328320802005,0,0.166666666666667,"KT",2020,8,62802,6,3,2,0,2,0,2,3,4,2,5
20,0.0952380952380952,0,0.233333333333333,0.342857142857143,0.294736842105263,0.637593984962406,0.0476190476190476,0.31328320802005,0,0.166666666666667,"KT",2020,9,62802,6,2,2,0,2,4,2,4,5,4,2
18,0.0952380952380952,0,0.259259259259259,0.365079365079365,0.327485380116959,0.692564745196324,0.0476190476190476,0.31328320802005,0,0.166666666666667,"KT",2020,10,62802,6,2,2,0,5,3,0,4,3,2,3
8,0.0526315789473684,0,0,0.0526315789473684,0,0.0526315789473684,0,0.277854195323246,0,0.142857142857143,"HT",2020,7,62864,5,2,0,1,0,1,0,0,0,2,0
20,0.0526315789473684,0,0.105555555555556,0.152631578947368,0.135714285714286,0.288345864661654,0,0.277854195323246,0,0.142857142857143,"HT",2020,8,62864,5,0,0,2,8,2,4,2,5,0,2
17,0.0526315789473684,0,0.0620915032679739,0.111455108359133,0.0798319327731093,0.191287041132242,0,0.277854195323246,0,0.142857142857143,"HT",2020,9,62864,5,4,0,2,2,5,2,2,2,4,4
15,0.0526315789473684,0,0.0703703703703704,0.119298245614035,0.0904761904761905,0.209774436090226,0,0.277854195323246,0,0.142857142857143,"HT",2020,10,62864,5,5,0,2,3,1,5,3,3,1,1
6,0.105263157894737,0,0.575757575757576,0.631578947368421,0.558823529411765,1.19040247678019,0.0263157894736842,0.347107438016529,0,0,"SK",2020,7,62884,8,3,0,1,3,1,0,0,0,0,0
17,0.105263157894737,0,0.406417112299465,0.484520123839009,0.394463667820069,0.878983791659079,0.0263157894736842,0.347107438016529,0,0,"SK",2020,8,62884,8,2,5,4,0,4,2,2,0,4,0
12,0.105263157894737,0,0.47979797979798,0.548245614035088,0.465686274509804,1.01393188854489,0.0263157894736842,0.347107438016529,0,0,"SK",2020,9,62884,8,2,2,5,4,2,4,2,0,2,4
9,0.105263157894737,0,0.511784511784512,0.576023391812866,0.496732026143791,1.07275541795666,0.0263157894736842,0.347107438016529,0,0,"SK",2020,10,62884,8,0,3,3,0,4,1,3,0,4,3
0,0,0,0,0,0,0,0,0.41340782122905,0,0,"HT",2020,7,62893,7,2,0,1,0,1,0,0,0,2,0
0,0,0,0,0,0,0,0,0.41340782122905,0,0,"HT",2020,8,62893,7,0,0,2,8,2,4,2,5,0,2
0,0,0,0,0,0,0,0,0.41340782122905,0,0,"HT",2020,9,62893,7,4,0,2,2,5,2,2,2,4,4
0,0,0,0,0,0,0,0,0.41340782122905,0,0,"HT",2020,10,62893,7,5,0,2,3,1,5,3,3,1,1
10,0.0888888888888889,0.333333333333333,0.333333333333333,0.4,0.705574912891985,1.10557491289199,0,0.305672268907563,0.142857142857143,0,"SK",2020,7,62895,5,3,0,1,3,1,0,0,0,0,0
9,0.0888888888888889,0.333333333333333,0.185185185185185,0.266666666666667,0.39198606271777,0.658652729384436,0,0.305672268907563,0.142857142857143,0,"SK",2020,8,62895,5,2,5,4,0,4,2,2,0,4,0
13,0.0888888888888889,0.333333333333333,0.256410256410256,0.330769230769231,0.542749932993835,0.873519163763066,0,0.305672268907563,0.142857142857143,0,"SK",2020,9,62895,5,2,2,5,4,2,4,2,0,2,4
10,0.0888888888888889,0.333333333333333,0.333333333333333,0.4,0.705574912891985,1.10557491289199,0,0.305672268907563,0.142857142857143,0,"SK",2020,10,62895,5,0,3,3,0,4,1,3,0,4,3
46,0.0731707317073171,0.0434782608695652,0.519509251810137,0.558573540280857,0.731381318909923,1.28995485919078,0.0284552845528455,0.374193548387097,0.231884057971014,0.0289855072463768,"NC",2020,7,62907,1,0,0,3,0,1,0,1,0,1,0
110,0.0731707317073171,0.0434782608695652,0.413808235208074,0.461466102264329,0.582572132811367,1.0440382350757,0.0284552845528455,0.374193548387097,0.231884057971014,0.0289855072463768,"NC",2020,8,62907,1,4,4,2,3,2,0,4,2,0,2
129,0.0731707317073171,0.0434782608695652,0.405788695766057,0.454098557898898,0.571281975198744,1.02538053309764,0.0284552845528455,0.374193548387097,0.231884057971014,0.0289855072463768,"NC",2020,9,62907,1,2,2,2,4,5,0,2,4,4,2
120,0.0731707317073171,0.0434782608695652,0.407773531777956,0.455922025129342,0.574076289207868,1.02999831433721,0.0284552845528455,0.374193548387097,0.231884057971014,0.0289855072463768,"NC",2020,10,62907,1,1,5,0,5,5,0,0,1,5,3
9,0,0,0.222222222222222,0.222222222222222,0.253968253968254,0.476190476190476,0.0333333333333333,0.267241379310345,0.142857142857143,0,"HT",2020,7,62908,0,2,0,1,0,1,0,0,0,2,0
67,0,0,0.223880597014925,0.223880597014925,0.255863539445629,0.479744136460554,0.0333333333333333,0.267241379310345,0.142857142857143,0,"HT",2020,8,62908,0,0,0,2,8,2,4,2,5,0,2
93,0,0,0.225806451612903,0.225806451612903,0.258064516129032,0.483870967741935,0.0333333333333333,0.267241379310345,0.142857142857143,0,"HT",2020,9,62908,0,4,0,2,2,5,2,2,2,4,4
83,0,0,0.228915662650602,0.228915662650602,0.261617900172117,0.49053356282272,0.0333333333333333,0.267241379310345,0.142857142857143,0,"HT",2020,10,62908,0,5,0,2,3,1,5,3,3,1,1
46,0.0509259259259259,0.142857142857143,0.109565217391304,0.175523349436393,0.175609756097561,0.351133105533954,0.0231481481481481,0.334394904458599,0.214285714285714,0,"NC",2020,7,62925,7,0,0,3,0,1,0,1,0,1,0
2,0.0509259259259259,0.142857142857143,0,0.074074074074074,0,0.074074074074074,0.0231481481481481,0.334394904458599,0.214285714285714,0,"NC",2020,8,62925,7,4,4,2,3,2,0,4,2,0,2
22,0.0509259259259259,0.142857142857143,0,0.074074074074074,0,0.074074074074074,0.0231481481481481,0.334394904458599,0.214285714285714,0,"NC",2020,9,62925,7,2,2,2,4,5,0,2,4,4,2
20,0.0509259259259259,0.142857142857143,0,0.074074074074074,0,0.074074074074074,0.0231481481481481,0.334394904458599,0.214285714285714,0,"NC",2020,10,62925,7,1,5,0,5,5,0,0,1,5,3
26,0.0878048780487805,0.176470588235294,0.358391608391608,0.414727954971857,0.6184012066365,1.03312916160836,0.00975609756097561,0.322175732217573,0.156862745098039,0.0196078431372549,"NC",2020,7,62931,7,0,0,3,0,1,0,1,0,1,0
43,0.0878048780487805,0.176470588235294,0.309574146783449,0.370196904626854,0.534167155234186,0.90436405986104,0.00975609756097561,0.322175732217573,0.156862745098039,0.0196078431372549,"NC",2020,8,62931,7,4,4,2,3,2,0,4,2,0,2
25,0.0878048780487805,0.176470588235294,0.319480519480519,0.379233449477352,0.55126050420168,0.930493953679032,0.00975609756097561,0.322175732217573,0.156862745098039,0.0196078431372549,"NC",2020,9,62931,7,2,2,2,4,5,0,2,4,4,2
23,0.0878048780487805,0.176470588235294,0.347261434217956,0.404575064384184,0.599196200219218,1.0037712646034,0.00975609756097561,0.322175732217573,0.156862745098039,0.0196078431372549,"NC",2020,10,62931,7,1,5,0,5,5,0,0,1,5,3
25,0.0674157303370786,0.157894736842105,0.260956790123457,0.327387640449438,0.402108433734939,0.729496074184377,0.0898876404494382,0.280561122244489,0.105263157894737,0,"NC",2020,7,62934,1,0,0,3,0,1,0,1,0,1,0
66,0.0674157303370786,0.157894736842105,0.237233445566779,0.305796731358529,0.365553121577218,0.671349852935747,0.0898876404494382,0.280561122244489,0.105263157894737,0,"NC",2020,8,62934,1,4,4,2,3,2,0,4,2,0,2
64,0.0674157303370786,0.157894736842105,0.244646990740741,0.312543890449438,0.376976656626506,0.689520547075944,0.0898876404494382,0.280561122244489,0.105263157894737,0,"NC",2020,9,62934,1,2,2,2,4,5,0,2,4,4,2
59,0.0674157303370786,0.157894736842105,0.243264804352375,0.311285945534184,0.374846845007147,0.686132790541331,0.0898876404494382,0.280561122244489,0.105263157894737,0,"NC",2020,10,62934,1,1,5,0,5,5,0,0,1,5,3
0,0,0,0,0,0,0,0,0,0,0,"WO",2020,7,62937,0,0,0,0,0,3,0,3,0,1,0
0,0,0,0,0,0,0,0,0,0,0,"WO",2020,8,62937,0,3,2,5,5,5,2,0,0,4,0
0,0,0,0,0,0,0,0,0,0,0,"WO",2020,9,62937,0,4,4,2,2,2,2,5,4,2,0
0,0,0,0,0,0,0,0,0,0,0,"WO",2020,10,62937,0,3,1,3,0,0,3,5,3,0,0
53,0.0864661654135338,0.202702702702703,0.263382899379544,0.33815230432974,0.486588994566112,0.824741298895852,0,0.391553328561203,0.243243243243243,0.0135135135135135,"NC",2020,7,62947,3,0,0,3,0,1,0,1,0,1,0
112,0.0864661654135338,0.202702702702703,0.286664066378271,0.359070345354913,0.529599986050081,0.888670331404993,0,0.391553328561203,0.243243243243243,0.0135135135135135,"NC",2020,8,62947,3,4,4,2,3,2,0,4,2,0,2
131,0.0864661654135338,0.202702702702703,0.287710632833685,0.360010681380641,0.531533474216875,0.891544155597516,0,0.391553328561203,0.243243243243243,0.0135135135135135,"NC",2020,9,62947,3,2,2,2,4,5,0,2,4,4,2
122,0.0864661654135338,0.202702702702703,0.297493143725419,0.368800230640508,0.549606257796805,0.918406488437313,0,0.391553328561203,0.243243243243243,0.0135135135135135,"NC",2020,10,62947,3,1,5,0,5,5,0,0,1,5,3
0,0,0,0,0,0,0,0,0,0,0,"OB",2020,7,62951,0,0,0,0,3,0,1,0,0,0,3
0,0,0,0,0,0,0,0,0,0,0,"OB",2020,8,62951,0,0,2,3,2,6,4,0,2,6,0
0,0,0,0,0,0,0,0,0,0,0,"OB",2020,9,62951,0,6,2,4,2,0,2,0,2,4,5
