"","year","month","P_ID","T_ID","AB","HIT","H2","H3","HR","BB","HP","KK","BK","PA","ER","SF","stadium_MH","stadium_MS","stadium_JS","stadium_SW","stadium_DJ","stadium_DG","stadium_GJ","stadium_GC","stadium_SJ","stadium_PH","stadium_US","stadium_CJ","stadium_CW","VS_T_ID_HH","VS_T_ID_HT","VS_T_ID_KT","VS_T_ID_LG","VS_T_ID_LT","VS_T_ID_NC","VS_T_ID_OB","VS_T_ID_SK","VS_T_ID_SS","VS_T_ID_WO","HOME","AWAY","BABIP","ERA","R_FIP","kwERA","SB_try","SB_succ","GD_rate","H2_rate","H3_rate","HR_rate","BB_rate","HP_rate","KK_rate","BK_rate","KBB","AVG","OBP","SLG","OPS","ER_rate","ERR","ERR_rate"
"476",2016,6,75867,"NC",62,15,3,1,3,3,0,17,1,66,11,1,3,10,5,3,0,0,0,0,2,0,0,0,0,2,3,3,2,2,0,5,3,0,3,10,13,0.293125810635538,6.1875,4.79116279385049,2.85454545454545,0.022202486678508,0.56,0.0142095914742451,0.2,0.0666666666666667,0.2,0.0454545454545455,0,0.257575757575758,0.0555555555555556,3.86585365853659,0.241935483870968,0.272727272727273,0.467741935483871,0.740469208211144,1,14,0.0024809498493709
"477",2016,6,76118,"NC",58,16,2,0,2,3,0,17,0,61,6,0,3,10,5,3,0,0,0,0,2,0,0,0,0,2,3,3,2,2,0,5,3,0,3,10,13,0.311578947368421,3.85714285714286,3.98759136527906,2.64590163934426,0.02827965435978,0.694444444444444,0.0290652003142184,0.125,0,0.125,0.0491803278688525,0,0.278688524590164,0,2.95698924731183,0.275862068965517,0.311475409836066,0.413793103448276,0.725268513284341,0.857142857142857,14,0.0024809498493709
"478",2016,6,76329,"OB",38,14,4,0,1,4,3,7,1,49,8,4,3,2,11,3,0,3,3,0,0,0,0,0,0,0,3,5,0,3,5,0,6,3,0,11,14,0.326013513513513,7.71428571428571,6.05901993670764,4.66530612244898,0.0160642570281124,0.666666666666667,0.0187416331994645,0.285714285714286,0,0.0714285714285714,0.0816326530612245,0.0612244897959184,0.142857142857143,0.0476190476190476,2.1875,0.368421052631579,0.428571428571429,0.552631578947368,0.981203007518797,0.666666666666667,6,0.00106044538706257
"479",2016,6,76350,"WO",41,12,1,0,1,1,0,10,0,43,4,1,0,3,3,0,0,0,2,14,0,0,0,3,0,6,2,3,3,3,3,0,0,5,0,14,11,0.353135313531353,3.6,3.51616279385049,2.88837209302326,0.0319148936170213,0.791666666666667,0.0212765957446809,0.0833333333333333,0,0.0833333333333333,0.0232558139534884,0,0.232558139534884,0,2.41538461538462,0.292682926829268,0.302325581395349,0.390243902439024,0.692569483834373,1,10,0.00175932441942294
"480",2016,6,76355,"SS",87,33,4,2,6,8,0,19,0,95,21,0,0,0,3,0,0,12,3,5,3,0,0,0,0,3,3,3,3,3,0,3,3,0,5,12,14,0.359452736318408,10.5,7.47171834940605,4.01052631578947,0.0317775571002979,0.6875,0.012909632571996,0.121212121212121,0.0606060606060606,0.181818181818182,0.0842105263157895,0,0.2,0,2.37878787878788,0.379310344827586,0.431578947368421,0.67816091954023,1.10973986690865,0.875,8,0.00137954819796517
"481",2016,6,76430,"WO",47,14,3,2,1,5,0,8,0,54,6,2,0,3,3,0,0,0,2,14,0,0,0,3,0,6,2,3,3,3,3,0,0,5,0,14,11,0.32133676092545,4.62857142857143,4.94473422242192,4.73333333333333,0.028448275862069,0.727272727272727,0.0163793103448276,0.214285714285714,0.142857142857143,0.0714285714285714,0.0925925925925926,0,0.148148148148148,0,2.51219512195122,0.297872340425532,0.351851851851852,0.51063829787234,0.862490149724192,0.75,10,0.00175932441942294
"482",2016,6,76455,"SS",150,47,6,2,6,17,1,31,0,172,24,4,0,0,3,0,0,12,3,5,3,0,0,0,0,3,3,3,3,3,0,3,3,0,5,12,14,0.308703535811423,6.05607476635514,5.8787796162804,4.42325581395349,0.0179188934297391,0.614035087719298,0.018233259981138,0.127659574468085,0.0425531914893617,0.127659574468085,0.0988372093023256,0.00581395348837209,0.180232558139535,0,2.18587360594796,0.313333333333333,0.377906976744186,0.5,0.877906976744186,0.96,8,0.00137954819796517
"483",2016,6,76461,"SS",75,13,5,0,2,8,2,10,0,85,5,0,0,0,3,0,0,12,3,5,3,0,0,0,0,3,3,3,3,3,0,3,3,0,5,12,14,0.28735632183908,2.17741935483871,5.65809827772146,5.11764705882353,0.0311614730878187,0.636363636363636,0.0084985835694051,0.384615384615385,0,0.153846153846154,0.0941176470588235,0.0235294117647059,0.117647058823529,0,1.63636363636364,0.173333333333333,0.270588235294118,0.32,0.590588235294118,1,8,0.00137954819796517
"484",2016,6,76540,"LT",3,1,1,0,0,0,0,1,0,3,0,0,3,0,3,0,3,0,3,3,10,0,0,0,0,3,3,2,0,0,2,3,6,3,3,10,15,0.306010928961749,0,0.916162793850492,1.4,0.0238568588469185,0.833333333333333,0.0318091451292246,1,0,0,0,0,0.333333333333333,0,1.82051282051282,0.333333333333333,0.333333333333333,0.666666666666667,1,0,13,0.00224719101123596
"485",2016,6,76610,"HT",23,7,0,0,3,1,1,5,0,25,3,0,0,3,5,0,3,0,14,0,0,0,0,0,0,3,0,0,8,3,3,3,0,3,2,14,11,0.348348348348348,5.0625,10.4786627938505,3.48,0.0498915401301518,0.739130434782609,0.0238611713665944,0,0,0.428571428571429,0.04,0.04,0.2,0,1.35714285714286,0.304347826086957,0.36,0.695652173913043,1.05565217391304,1,19,0.00329232368740253
"486",2016,6,76650,"LG",33,7,0,1,2,7,0,15,0,42,5,2,3,0,13,3,3,0,3,0,0,0,0,0,0,3,8,3,0,0,2,0,3,3,3,13,12,0.34045584045584,4.82142857142857,5.73759136527906,3.11428571428571,0.0196078431372549,0.526315789473684,0.0113519091847265,0,0.142857142857143,0.285714285714286,0.166666666666667,0,0.357142857142857,0,2.26262626262626,0.212121212121212,0.333333333333333,0.454545454545455,0.787878787878788,1,16,0.00276720857834659
"487",2016,6,76858,"SK",27,8,0,0,1,4,2,5,0,34,5,1,12,0,3,3,2,3,0,0,3,0,0,0,0,2,0,3,3,6,3,6,0,3,0,12,14,0.303085299455535,6.75,7.06616279385049,5.04705882352941,0.0170157068062827,0.692307692307692,0.0222513089005236,0,0,0.125,0.117647058823529,0.0588235294117647,0.147058823529412,0,1.63855421686747,0.296296296296296,0.411764705882353,0.407407407407407,0.81917211328976,1,18,0.00318077398833716
"488",2016,6,77147,"LG",21,2,1,0,0,5,0,6,0,26,0,0,3,0,13,3,3,0,3,0,0,0,0,0,0,3,8,3,0,0,2,0,3,3,3,13,12,0.291338582677165,0,4.38984700437681,4.93846153846154,0.04,0.857142857142857,0.0114285714285714,0.5,0,0,0.192307692307692,0,0.230769230769231,0,0.909090909090909,0.0952380952380952,0.269230769230769,0.142857142857143,0.412087912087912,0,16,0.00276720857834659
"489",2016,6,77318,"KT",107,37,7,1,3,13,0,18,0,121,19,1,0,0,2,14,0,3,0,3,2,0,0,0,0,2,0,0,3,2,3,5,3,3,3,14,10,0.340214698596201,7.22535211267606,5.69081068117444,4.90413223140496,0.0295748613678373,0.770833333333333,0.0234134319162046,0.189189189189189,0.027027027027027,0.0810810810810811,0.107438016528926,0,0.148760330578512,0,1.80281690140845,0.345794392523364,0.413223140495868,0.514018691588785,0.927241832084653,1,18,0.00305291723202171
"490",2016,6,77446,"SS",40,16,4,1,1,3,1,9,0,45,11,1,0,0,3,0,0,12,3,5,3,0,0,0,0,3,3,3,3,3,0,3,3,0,5,12,14,0.307397959183673,11.88,4.75616279385049,3.8,0.016356201726488,0.444444444444444,0.016356201726488,0.25,0.0625,0.0625,0.0666666666666667,0.0222222222222222,0.2,0,2.27428571428571,0.4,0.444444444444444,0.625,1.06944444444444,1,8,0.00137954819796517
"491",2016,6,77452,"HH",8,2,0,0,1,2,0,0,0,10,2,0,0,2,0,2,11,3,0,3,0,0,0,3,0,0,3,2,3,3,2,0,2,3,6,14,10,0.284671532846715,9,13.4161627938505,7.8,0,0,0.0333333333333333,0,0,0.5,0.2,0,0,0,3.57142857142857,0.25,0.4,0.625,1.025,1,24,0.00404244567963618
"492",2016,6,77563,"KT",33,12,0,0,3,1,0,5,0,36,7,2,0,0,2,14,0,3,0,3,2,0,0,0,0,2,0,0,3,2,3,5,3,3,3,14,10,0.330729166666667,8.21739130434783,8.09007583732875,4.06666666666667,0.0275229357798165,0.933333333333333,0.0238532110091743,0,0,0.25,0.0277777777777778,0,0.138888888888889,0,2.48780487804878,0.363636363636364,0.361111111111111,0.636363636363636,0.997474747474747,0.875,18,0.00305291723202171
"493",2016,6,77637,"HT",126,31,5,0,2,9,1,28,1,139,11,3,0,3,5,0,3,0,14,0,0,0,0,0,0,3,0,0,8,3,3,3,0,3,2,14,11,0.309864457831325,3.03061224489796,3.91616279385049,3.75971223021583,0.0245593759029182,0.529411764705882,0.0231147067321583,0.161290322580645,0,0.0645161290322581,0.0647482014388489,0.00719424460431655,0.201438848920863,0.024390243902439,2.97177419354839,0.246031746031746,0.294964028776978,0.333333333333333,0.628297362110312,0.846153846153846,19,0.00329232368740253
"494",2016,6,77829,"SK",111,29,5,0,4,6,0,31,0,117,12,0,12,0,3,3,2,3,0,0,3,0,0,0,0,2,0,3,3,6,3,6,0,3,0,12,14,0.312312312312312,3.95121951219512,4.20884572067976,2.83589743589744,0.0249609984399376,0.6875,0.0239209568382735,0.172413793103448,0,0.137931034482759,0.0512820512820513,0,0.264957264957265,0,3.90825688073395,0.261261261261261,0.299145299145299,0.414414414414414,0.713559713559714,0.923076923076923,18,0.00318077398833716
"495",2016,6,77927,"SS",21,8,1,0,1,1,2,3,0,24,7,0,0,0,3,0,0,12,3,5,3,0,0,0,0,3,3,3,3,3,0,3,3,0,5,12,14,0.336405529953917,14.5384615384615,7.60847048615818,4.4,0.0151515151515152,0.631578947368421,0.0215311004784689,0.125,0,0.125,0.0416666666666667,0.0833333333333333,0.125,0,2.34166666666667,0.380952380952381,0.458333333333333,0.571428571428571,1.0297619047619,1,8,0.00137954819796517
"496",2016,6,78257,"OB",54,12,4,0,2,6,0,13,0,61,4,1,3,2,11,3,0,3,3,0,0,0,0,0,0,0,3,5,0,3,5,0,6,3,0,11,14,0.319148936170213,2.51162790697674,5.17197674733886,4.02295081967213,0.0306122448979592,0.666666666666667,0.0136054421768707,0.333333333333333,0,0.166666666666667,0.0983606557377049,0,0.213114754098361,0,1.4,0.222222222222222,0.295081967213115,0.407407407407407,0.702489374620522,0.5,6,0.00106044538706257
"497",2016,6,78352,"NC",44,10,1,0,0,3,0,12,0,47,1,0,3,10,5,3,0,0,0,0,2,0,0,0,0,2,3,3,2,2,0,5,3,0,3,10,13,0.303901437371663,0.794117647058823,2.59263338208579,3.10212765957447,0.0205761316872428,0.733333333333333,0.0123456790123457,0.1,0,0,0.0638297872340425,0,0.25531914893617,0,2.62820512820513,0.227272727272727,0.276595744680851,0.25,0.526595744680851,1,14,0.0024809498493709
"498",2016,6,78366,"NC",23,7,1,0,1,5,0,5,0,28,3,0,3,10,5,3,0,0,0,0,2,0,0,0,0,2,3,3,2,2,0,5,3,0,3,10,13,0.35672514619883,5.0625,7.29116279385049,5.4,0.016597510373444,0.5,0.020746887966805,0.142857142857143,0,0.142857142857143,0.178571428571429,0,0.178571428571429,0,1.52173913043478,0.304347826086957,0.428571428571429,0.478260869565217,0.906832298136646,1,14,0.0024809498493709
"499",2016,6,78552,"LT",7,3,1,0,0,1,0,1,0,8,2,0,3,0,3,0,3,0,3,3,10,0,0,0,0,3,3,2,0,0,2,3,6,3,3,10,15,0.366197183098592,13.5,4.66616279385049,5.4,0.0137614678899083,0.666666666666667,0.0275229357798165,0.333333333333333,0,0,0.125,0,0.125,0,2.45,0.428571428571429,0.5,0.571428571428571,1.07142857142857,1,13,0.00224719101123596
"500",2016,6,78760,"HH",36,7,3,0,0,1,0,5,0,37,1,0,0,2,0,2,11,3,0,3,0,0,0,3,0,0,3,2,3,3,2,0,2,3,6,14,10,0.33587786259542,0.931034482758621,3.19202486281601,4.1027027027027,0.0175438596491228,1,0.0116959064327485,0.428571428571429,0,0,0.027027027027027,0,0.135135135135135,0,2.6,0.194444444444444,0.216216216216216,0.277777777777778,0.493993993993994,1,24,0.00404244567963618
"501",2016,6,79140,"LG",41,9,1,0,1,5,1,5,0,49,4,2,3,0,13,3,3,0,3,0,0,0,0,0,0,3,8,3,0,0,2,0,3,3,3,13,12,0.26865671641791,3.17647058823529,5.76910397032108,5.4,0.0244252873563218,0.705882352941177,0.014367816091954,0.111111111111111,0,0.111111111111111,0.102040816326531,0.0204081632653061,0.102040816326531,0,2.09677419354839,0.219512195121951,0.306122448979592,0.317073170731707,0.623195619711299,1,16,0.00276720857834659
"502",2016,6,79229,"OB",136,43,5,1,5,6,0,23,0,145,14,3,3,2,11,3,0,3,3,0,0,0,0,0,0,0,3,5,0,3,5,0,6,3,0,11,14,0.319580166485704,3.9375,5.07241279385049,3.99310344827586,0.0140030441400304,0.565217391304348,0.0246575342465753,0.116279069767442,0.0232558139534884,0.116279069767442,0.0413793103448276,0,0.158620689655172,0,1.80821917808219,0.316176470588235,0.337931034482759,0.477941176470588,0.815872210953347,0.875,6,0.00106044538706257
"503",2016,6,79349,"OB",46,13,1,0,0,7,3,13,0,57,7,1,3,2,11,3,0,3,3,0,0,0,0,0,0,0,3,5,0,3,5,0,6,3,0,11,14,0.407079646017699,5.55882352941176,4.26910397032108,4.13684210526316,0.0481927710843374,0.5,0.0180722891566265,0.0769230769230769,0,0,0.12280701754386,0.0526315789473684,0.228070175438596,0,1.42105263157895,0.282608695652174,0.403508771929825,0.304347826086957,0.707856598016781,1,6,0.00106044538706257
"504",2016,6,79440,"SS",101,27,2,0,6,15,1,16,0,117,19,0,0,0,3,0,0,12,3,5,3,0,0,0,0,3,3,3,3,3,0,3,3,0,5,12,14,0.317771084337349,6.93243243243243,7.7269736046613,5.2974358974359,0.0459893048128342,0.790697674418605,0.0106951871657754,0.0740740740740741,0,0.222222222222222,0.128205128205128,0.00854700854700855,0.136752136752137,0,1.36538461538462,0.267326732673267,0.367521367521368,0.465346534653465,0.832867902174833,1,8,0.00137954819796517
"505",2016,6,79535,"OB",88,22,3,1,2,8,1,11,0,99,11,2,3,2,11,3,0,3,3,0,0,0,0,0,0,0,3,5,0,3,5,0,6,3,0,11,14,0.311036789297659,4.36764705882353,5.28380985267402,5.03636363636364,0.028436018957346,0.583333333333333,0.018957345971564,0.136363636363636,0.0454545454545455,0.0909090909090909,0.0808080808080808,0.0101010101010101,0.111111111111111,0,1.35714285714286,0.25,0.313131313131313,0.375,0.688131313131313,0.846153846153846,6,0.00106044538706257
"506",2016,6,79617,"HT",23,12,1,1,0,3,0,2,0,28,6,2,0,3,5,0,3,0,14,0,0,0,0,0,0,3,0,0,8,3,3,3,0,3,2,14,11,0.299342105263158,12.4615384615385,5.07000894769665,5.82857142857143,0.0163170163170163,0.285714285714286,0.027972027972028,0.0833333333333333,0.0833333333333333,0,0.107142857142857,0,0.0714285714285714,0,0.787878787878788,0.521739130434783,0.535714285714286,0.652173913043478,1.18788819875776,0.75,19,0.00329232368740253
"507",2016,6,79657,"NC",10,3,1,0,1,3,0,3,0,13,2,0,3,10,5,3,0,0,0,0,2,0,0,0,0,2,3,3,2,2,0,5,3,0,3,10,13,0.333333333333333,7.71428571428571,10.7733056509933,5.4,0,0,0,0.333333333333333,0,0.333333333333333,0.230769230769231,0,0.230769230769231,0,1,0.3,0.461538461538462,0.7,1.16153846153846,1,14,0.0024809498493709
"508",2016,6,79764,"HH",92,21,2,0,5,16,0,18,0,108,14,0,0,2,0,2,11,3,0,3,0,0,0,3,0,0,3,2,3,3,2,0,2,3,6,14,10,0.339123867069486,5.32394366197183,7.16968392061105,5.17777777777778,0.0252383623107123,0.755555555555556,0.0196298373527762,0.0952380952380952,0,0.238095238095238,0.148148148148148,0,0.166666666666667,0,1.93288590604027,0.228260869565217,0.342592592592593,0.41304347826087,0.755636070853462,0.823529411764706,24,0.00404244567963618
"509",2016,6,79791,"SS",21,6,3,0,1,2,1,4,0,24,5,0,0,0,3,0,0,12,3,5,3,0,0,0,0,3,3,3,3,3,0,3,3,0,5,12,14,0.375510204081633,9,6.71616279385049,4.4,0.0150602409638554,0.8,0.0451807228915663,0.5,0,0.166666666666667,0.0833333333333333,0.0416666666666667,0.166666666666667,0,1.05714285714286,0.285714285714286,0.375,0.571428571428571,0.946428571428571,1,8,0.00137954819796517
"510",2016,6,79847,"SK",15,6,0,0,0,1,0,4,0,17,2,1,12,0,3,3,2,3,0,0,3,0,0,0,0,2,0,3,3,6,3,6,0,3,0,12,14,0.313967861557478,5.4,2.41616279385049,3.28235294117647,0.0222793487574979,0.769230769230769,0.0231362467866324,0,0,0,0.0588235294117647,0,0.235294117647059,0,1.99212598425197,0.4,0.411764705882353,0.4,0.811764705882353,1,18,0.00318077398833716
"511",2016,6,96462,"LG",24,9,0,0,2,2,2,2,0,28,8,0,3,0,13,3,3,0,3,0,0,0,0,0,0,3,8,3,0,0,2,0,3,3,3,13,12,0.295081967213115,14.4,10.7161627938505,5.4,0.0309278350515464,0.666666666666667,0.0309278350515464,0,0,0.222222222222222,0.0714285714285714,0.0714285714285714,0.0714285714285714,0,1.8,0.375,0.464285714285714,0.625,1.08928571428571,0.888888888888889,16,0.00276720857834659
"512",2016,6,97336,"HT",40,13,3,0,0,2,0,10,0,42,3,0,0,3,5,0,3,0,14,0,0,0,0,0,0,3,0,0,8,3,3,3,0,3,2,14,11,0.39247311827957,3,2.36060723829494,3.11428571428571,0.0386100386100386,0.6,0.0154440154440154,0.230769230769231,0,0,0.0476190476190476,0,0.238095238095238,0,6.875,0.325,0.357142857142857,0.4,0.757142857142857,1,19,0.00329232368740253
"513",2016,6,99314,"HH",37,13,2,0,0,1,1,2,0,40,4,1,0,2,0,2,11,3,0,3,0,0,0,3,0,0,3,2,3,3,2,0,2,3,6,14,10,0.402777777777778,4.32,4.15616279385049,5.1,0,0,0.043956043956044,0.153846153846154,0,0,0.025,0.025,0.05,0,6.5,0.351351351351351,0.375,0.405405405405405,0.780405405405405,1,24,0.00404244567963618
"514",2016,6,99445,"SS",16,3,1,0,1,1,1,4,0,18,1,0,0,0,3,0,0,12,3,5,3,0,0,0,0,3,3,3,3,3,0,3,3,0,5,12,14,0.305882352941176,2.07692307692308,6.45462433231203,3.4,0.0258519388954172,0.727272727272727,0.0176263219741481,0.333333333333333,0,0.333333333333333,0.0555555555555556,0.0555555555555556,0.222222222222222,0,3.42307692307692,0.1875,0.277777777777778,0.4375,0.715277777777778,1,8,0.00137954819796517
"515",2016,6,99563,"KT",25,8,2,0,1,0,1,4,0,28,4,2,0,0,2,14,0,3,0,3,2,0,0,0,0,2,0,0,3,2,3,5,3,3,3,14,10,0.314763231197772,5.68421052631579,5.17932068858733,3.68571428571429,0.025390625,0.923076923076923,0.01171875,0.25,0,0.125,0,0.0357142857142857,0.142857142857143,0,2.57142857142857,0.32,0.321428571428571,0.52,0.841428571428571,0.666666666666667,18,0.00305291723202171
"516",2016,6,99737,"HH",48,11,2,0,2,6,0,12,0,56,5,2,0,2,0,2,11,3,0,3,0,0,0,3,0,0,3,2,3,3,2,0,2,3,6,14,10,0.321428571428571,3.46153846153846,5.45462433231203,4.11428571428571,0.0328151986183074,0.631578947368421,0.0241796200345423,0.181818181818182,0,0.181818181818182,0.107142857142857,0,0.214285714285714,0,2.3859649122807,0.229166666666667,0.303571428571429,0.395833333333333,0.699404761904762,1,24,0.00404244567963618
"517",2016,7,60146,"LG",21,7,1,0,2,3,3,5,0,28,6,1,0,3,11,0,0,2,0,3,3,0,0,0,0,3,0,0,0,6,3,3,2,2,3,11,11,0.277777777777778,10.8,10.7161627938505,4.54285714285714,0.0191458026509573,0.769230769230769,0.0176730486008837,0.142857142857143,0,0.285714285714286,0.107142857142857,0.107142857142857,0.178571428571429,0,1.75609756097561,0.333333333333333,0.464285714285714,0.666666666666667,1.13095238095238,1,16,0.00276720857834659
"518",2016,7,60164,"LG",20,7,1,0,1,4,0,0,0,25,4,1,0,3,11,0,0,2,0,3,3,0,0,0,0,3,0,0,0,6,3,3,2,2,3,11,11,0.3,7.71428571428571,9.27330565099335,7.32,0,0,0.08,0.142857142857143,0,0.142857142857143,0.16,0,0,0,0,0.35,0.44,0.55,0.99,1,16,0.00276720857834659
"519",2016,7,60181,"LG",83,22,4,0,4,6,3,21,0,92,10,0,0,3,11,0,0,2,0,3,3,0,0,0,0,3,0,0,0,6,3,3,2,2,3,11,11,0.277542372881356,4.42622950819672,5.73583492499803,3.44347826086957,0.020260492040521,0.857142857142857,0.0130246020260492,0.181818181818182,0,0.181818181818182,0.0652173913043478,0.0326086956521739,0.228260869565217,0,3.34146341463415,0.265060240963855,0.33695652173913,0.457831325301205,0.794787847040335,1,16,0.00276720857834659
"520",2016,7,60263,"NC",44,15,3,0,1,4,0,11,0,50,8,2,0,11,0,0,0,3,3,3,0,0,0,0,0,0,3,0,3,2,0,3,3,3,3,11,9,0.321969696969697,6.96774193548387,4.20648537449565,3.72,0.0178843226788432,0.468085106382979,0.0156012176560122,0.2,0,0.0666666666666667,0.08,0,0.22,0,2.25550660792952,0.340909090909091,0.38,0.477272727272727,0.857272727272727,1,14,0.0024809498493709
"521",2016,7,60264,"KT",42,12,1,0,0,11,2,6,0,56,7,1,3,0,0,11,3,0,3,0,0,0,0,0,0,3,5,0,0,3,0,0,3,3,3,11,9,0.329749103942652,6.09677419354839,6.52906601965694,6.47142857142857,0.036144578313253,0.666666666666667,0.0227576974564926,0.0833333333333333,0,0,0.196428571428571,0.0357142857142857,0.107142857142857,0,1.29850746268657,0.285714285714286,0.446428571428571,0.30952380952381,0.755952380952381,1,18,0.00305291723202171
"522",2016,7,60339,"WO",32,10,1,0,2,4,0,5,0,37,5,1,3,0,2,3,0,1,0,12,0,0,0,0,0,0,3,3,3,0,3,5,3,1,0,12,9,0.288188976377953,5.8695652173913,7.56833670689397,5.07567567567568,0.021505376344086,0.777777777777778,0.019115890083632,0.1,0,0.2,0.108108108108108,0,0.135135135135135,0,1.5,0.3125,0.378378378378378,0.53125,0.909628378378378,1,10,0.00175932441942294
"523",2016,7,60457,"SS",1,0,0,0,0,1,0,0,0,2,0,0,0,0,3,3,3,6,0,0,0,3,0,0,0,3,0,3,2,3,3,3,0,0,1,9,9,0.357894736842105,0,12.9161627938505,11.4,0.027972027972028,1,0.013986013986014,0,0,0,0.5,0,0,0,4.28571428571429,0,0.5,0,0.5,0,8,0.00137954819796517
"524",2016,7,60559,"LT",49,13,1,0,1,5,1,13,0,55,7,0,0,2,3,3,0,0,0,0,9,3,0,0,0,3,3,3,6,0,2,0,0,3,0,9,11,0.296402877697842,5.25,4.33282946051716,3.65454545454546,0.0173410404624277,0.666666666666667,0.0134874759152216,0.0769230769230769,0,0.0769230769230769,0.0909090909090909,0.0181818181818182,0.236363636363636,0,1.672,0.26530612244898,0.345454545454545,0.346938775510204,0.692393320964749,1,13,0.00224719101123596
"525",2016,7,60634,"HT",49,14,0,1,1,16,3,5,0,69,7,1,3,0,3,2,0,0,9,3,3,0,0,0,0,0,0,5,0,3,3,3,6,0,3,9,14,0.307359307359307,5.25,8.91616279385049,7.31304347826087,0.0269865067466267,0.611111111111111,0.0179910044977511,0,0.0714285714285714,0.0714285714285714,0.231884057971014,0.0434782608695652,0.072463768115942,0,1.10344827586207,0.285714285714286,0.478260869565217,0.387755102040816,0.866015971606034,0.875,19,0.00329232368740253
"526",2016,7,60636,"HT",18,9,1,0,2,2,2,0,0,22,8,0,3,0,3,2,0,0,9,3,3,0,0,0,0,0,0,5,0,3,3,3,6,0,3,9,14,0.357142857142857,24,16.5828294605172,6.49090909090909,0.0361990950226244,0.9375,0.0113122171945701,0.111111111111111,0,0.222222222222222,0.0909090909090909,0.0909090909090909,0,0,1.95555555555556,0.5,0.590909090909091,0.888888888888889,1.47979797979798,0.8,19,0.00329232368740253
"527",2016,7,60757,"HH",6,1,0,0,0,4,0,3,0,10,2,0,2,0,6,0,10,0,0,0,3,0,0,0,0,0,0,3,3,3,0,4,5,3,0,10,11,0.394495412844037,10.8,7.51616279385049,6.6,0.0106951871657754,0.5,0.0160427807486631,0,0,0,0.4,0,0.3,0,1.32258064516129,0.166666666666667,0.5,0.166666666666667,0.666666666666667,1,24,0.00404244567963618
"528",2016,7,60768,"HH",54,14,2,0,2,4,0,7,0,58,6,0,2,0,6,0,10,0,0,0,3,0,0,0,0,0,0,3,3,3,0,4,5,3,0,10,11,0.318181818181818,4.05,5.71616279385049,4.77931034482759,0.0243079000675219,0.694444444444444,0.0263335584064821,0.142857142857143,0,0.142857142857143,0.0689655172413793,0,0.120689655172414,0,1.93525179856115,0.259259259259259,0.310344827586207,0.407407407407407,0.717752234993614,1,24,0.00404244567963618
"529",2016,7,60841,"SK",72,26,2,2,6,14,3,8,0,90,19,1,11,3,2,0,3,0,3,0,0,0,0,0,0,5,6,3,2,0,3,0,0,0,3,11,11,0.301764159702878,10.9148936170213,11.1289287512973,6.2,0.0536075522589346,0.773584905660377,0.0198921105866487,0.0769230769230769,0.0769230769230769,0.230769230769231,0.155555555555556,0.0333333333333333,0.0888888888888889,0,1.71517027863777,0.361111111111111,0.477777777777778,0.694444444444444,1.17222222222222,0.791666666666667,18,0.00318077398833716
"530",2016,7,60845,"SK",33,14,4,0,4,3,0,4,1,36,9,0,11,3,2,0,3,0,3,0,0,0,0,0,0,5,6,3,2,0,3,0,0,0,3,11,11,0.360248447204969,12.7894736842105,12.2845838464821,5.06666666666667,0.0332640332640333,0.75,0.0207900207900208,0.285714285714286,0,0.285714285714286,0.0833333333333333,0,0.111111111111111,0.0588235294117647,1.8936170212766,0.424242424242424,0.472222222222222,0.909090909090909,1.38131313131313,1,18,0.00318077398833716
"531",2016,7,60848,"KT",13,4,1,0,0,3,0,6,0,16,3,0,3,0,0,11,3,0,3,0,0,0,0,0,0,3,5,0,0,3,0,0,3,3,3,11,9,0.470588235294118,9,2.91616279385049,3.15,0.0909090909090909,0.4,0,0.25,0,0,0.1875,0,0.375,0,2.6,0.307692307692308,0.4375,0.384615384615385,0.822115384615385,1,18,0.00305291723202171
"532",2016,7,61101,"LG",16,3,1,0,0,4,1,4,0,21,1,0,0,3,11,0,0,2,0,3,3,0,0,0,0,3,0,0,0,6,3,3,2,2,3,11,11,0.321868916288125,2.07692307692308,5.53154740923511,5.4,0.0244821092278719,0.615384615384615,0.0141242937853107,0.333333333333333,0,0,0.19047619047619,0.0476190476190476,0.19047619047619,0,2.05882352941176,0.1875,0.380952380952381,0.25,0.630952380952381,1,16,0.00276720857834659
"533",2016,7,61214,"OB",39,11,2,0,1,3,0,6,0,43,5,1,0,3,14,0,1,0,0,3,0,0,0,0,0,4,3,0,3,0,3,0,0,3,5,11,10,0.353790613718412,4.6551724137931,4.95064555247118,4.56279069767442,0.0324675324675325,0.84,0.0142857142857143,0.181818181818182,0,0.0909090909090909,0.0697674418604651,0,0.13953488372093,0,1.46052631578947,0.282051282051282,0.325581395348837,0.41025641025641,0.735837805605247,1,6,0.00106044538706257
"534",2016,7,61215,"OB",36,15,2,0,3,5,1,4,0,42,11,0,0,3,14,0,1,0,0,3,0,0,0,0,0,4,3,0,3,0,3,0,0,3,5,11,10,0.389473684210526,14.1428571428571,10.9161627938505,5.68571428571429,0.0230769230769231,0.333333333333333,0.0346153846153846,0.133333333333333,0,0.2,0.119047619047619,0.0238095238095238,0.0952380952380952,0,0.875,0.416666666666667,0.5,0.722222222222222,1.22222222222222,1,6,0.00106044538706257
