year,month,T_ID,P_ID,START_CK,RELIEF_CK,CG_CK,HOLD,INN2,BF,PA,AB,HIT,H2,H3,HR,SB,CS,SH,SF,BB,IB,HP,KK,GD,WP,BK,ERR,R,ER,VS_T_ID_HH,VS_T_ID_HT,VS_T_ID_KT,VS_T_ID_LG,VS_T_ID_LT,VS_T_ID_NC,VS_T_ID_OB,VS_T_ID_SK,VS_T_ID_SS,VS_T_ID_WO,TB_SC_B,TB_SC_T,WLS_D,WLS_L,WLS_ND,WLS_S,WLS_W
2016,7,HH,66750,4,1,0,0,71,390,106,93,28,5,0,0,1,1,1,0,10,0,2,18,4,2,0,0,15,14,0,0,1,1,1,0,1,0,1,0,2,3,0,0,3,0,2
2016,7,HH,72447,0,11,0,1,51,288,78,64,17,4,1,0,2,0,4,0,7,1,3,18,1,0,0,0,9,9,0,0,2,2,1,0,2,2,2,0,6,5,0,1,8,0,2
2016,7,HH,73750,2,0,0,0,21,161,37,25,6,0,0,0,1,1,0,2,10,0,0,2,0,0,0,1,8,7,0,0,0,0,1,0,0,0,1,0,1,1,0,1,0,0,1
2016,7,HH,73801,3,0,0,0,37,180,55,52,17,1,0,2,0,0,1,0,2,0,0,9,1,0,0,0,10,9,0,0,1,1,0,0,0,1,0,0,1,2,0,0,3,0,0
2016,7,HH,74167,1,7,0,0,42,218,63,50,13,2,0,0,3,0,0,5,8,0,0,7,0,2,0,0,8,6,0,0,1,1,1,0,3,2,0,0,3,5,0,1,6,0,1
2016,7,HH,74731,0,12,0,1,58,299,77,67,10,3,1,0,1,1,1,0,4,0,5,14,0,2,0,0,4,4,0,0,2,2,1,0,2,4,1,0,5,7,0,0,9,0,3
2016,7,HH,74857,0,7,0,0,31,192,44,39,12,3,0,4,0,1,2,1,1,0,1,10,0,1,0,0,9,9,0,0,1,0,1,0,2,1,2,0,5,2,0,2,3,2,0
2016,7,HH,77452,0,2,0,0,9,42,13,13,4,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,1,1,0,0,1,1,0,0,2,0,0
2016,7,HH,78760,0,13,0,0,42,225,64,58,16,4,0,0,3,0,0,0,6,0,0,8,0,1,0,0,7,7,0,0,3,0,2,0,2,4,2,0,8,5,0,0,12,0,1
2016,7,HH,79764,2,7,0,1,67,375,96,84,22,1,0,2,3,0,0,2,9,0,1,17,4,1,0,1,5,5,0,0,2,2,1,0,1,2,1,0,5,4,0,0,7,0,2
2016,7,HH,99314,2,0,0,0,7,32,11,11,6,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,2,2,0,0,0,1,0,0,1,0,0,0,1,1,0,0,2,0,0
2016,7,HH,99737,0,12,0,2,39,228,58,54,17,3,0,2,2,0,0,0,4,0,0,13,2,0,0,1,11,11,0,0,1,2,2,0,1,4,2,0,5,7,1,0,11,0,0
2016,7,HT,60634,4,0,0,0,41,290,69,49,14,0,1,1,1,1,1,0,16,0,3,5,2,0,0,1,8,7,0,0,0,0,0,1,1,1,0,1,1,3,0,1,3,0,0
2016,7,HT,60636,0,6,0,0,9,83,22,18,9,1,0,2,1,0,0,0,2,0,2,0,0,0,0,0,10,8,0,0,1,0,0,2,1,0,0,2,3,3,0,1,5,0,0
2016,7,HT,61643,4,2,0,0,67,391,93,84,22,2,0,1,0,0,0,1,8,0,0,15,1,2,0,0,6,6,0,0,1,0,1,1,1,1,0,1,3,3,0,0,4,0,2
2016,7,HT,61666,0,9,0,0,25,191,44,36,15,5,1,1,0,1,1,0,7,0,0,6,1,3,0,1,13,10,0,0,2,0,1,2,1,2,0,1,4,5,0,0,9,0,0
2016,7,HT,62648,0,7,0,0,19,148,33,25,6,3,0,3,1,0,0,0,7,0,1,5,0,2,0,0,7,7,0,0,2,0,1,2,1,1,0,0,5,2,0,0,7,0,0
2016,7,HT,63638,0,1,0,0,2,26,5,3,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0
2016,7,HT,65665,0,3,0,0,16,104,23,21,5,0,1,2,0,0,0,0,2,0,0,2,0,0,0,0,4,4,0,0,0,0,0,0,2,0,0,1,0,3,0,0,3,0,0
2016,7,HT,66628,5,0,0,0,75,471,120,103,37,5,1,4,2,3,0,4,13,0,0,10,4,0,0,0,24,21,0,0,1,0,1,0,1,1,0,1,2,3,0,3,1,0,1
2016,7,HT,66643,5,0,1,0,114,573,148,140,28,7,0,3,5,1,0,1,5,0,2,19,2,0,0,0,13,11,0,0,2,0,1,0,0,2,0,0,2,3,0,0,2,0,3
2016,7,HT,66659,0,4,0,0,6,28,9,8,3,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,2,0,1,1,0,0,1,3,0,0,4,0,0
2016,7,HT,70142,0,9,0,4,28,153,42,37,11,1,1,1,1,0,1,0,4,0,0,7,2,0,0,0,5,4,0,0,1,0,2,1,1,3,0,1,4,5,0,1,8,0,0
2016,7,HT,75668,0,6,0,0,14,94,24,19,5,0,1,0,5,0,0,0,5,0,0,1,0,0,0,0,3,3,0,0,0,0,1,0,2,1,0,2,1,5,0,1,5,0,0
2016,7,HT,76610,0,8,0,0,35,182,48,43,13,3,0,0,3,0,1,0,4,2,0,5,4,0,0,0,3,3,0,0,3,0,2,1,0,1,0,1,4,4,0,0,7,0,1
2016,7,HT,77637,5,0,1,0,101,519,134,119,23,3,0,3,0,2,2,0,13,0,0,26,2,0,0,0,7,7,0,0,1,0,1,1,0,2,0,0,2,3,0,1,1,0,3
2016,7,HT,95657,0,10,0,0,32,196,53,49,19,3,1,1,0,0,1,1,2,0,0,9,1,1,1,0,8,7,0,0,2,0,1,1,1,3,0,2,4,6,0,2,5,2,1
2016,7,HT,97336,0,11,0,0,33,168,49,45,14,2,0,3,1,0,0,2,1,0,1,13,1,1,0,0,6,4,0,0,3,0,1,2,1,2,0,2,5,6,0,0,9,0,2
2016,7,KT,60264,3,0,0,0,34,226,56,42,12,1,0,0,4,1,1,0,11,0,2,6,1,0,0,0,7,7,0,0,0,0,1,0,0,1,1,0,2,1,0,1,1,0,1
2016,7,KT,60848,0,5,0,0,9,83,16,13,4,1,0,0,2,0,0,0,3,0,0,6,0,0,0,0,3,3,0,2,0,0,0,0,0,2,0,1,3,2,0,0,5,0,0
2016,7,KT,61929,0,1,0,0,1,19,4,2,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0
2016,7,KT,64017,0,9,0,1,22,160,41,33,14,2,0,1,0,0,2,1,4,0,1,8,0,0,0,0,8,8,2,1,0,0,1,0,0,2,1,2,4,5,0,2,6,0,1
2016,7,KT,64041,0,3,0,0,13,84,21,16,3,1,0,1,0,0,0,0,5,0,0,4,0,0,0,0,5,5,1,0,0,0,0,0,0,0,0,2,2,1,0,0,3,0,0
2016,7,KT,65056,0,11,0,2,35,234,54,43,13,6,0,0,1,2,1,0,10,1,0,12,2,1,0,0,9,9,1,2,0,0,2,0,0,2,1,3,7,4,0,0,11,0,0
2016,7,KT,65057,0,10,0,1,24,151,36,32,10,2,1,2,1,1,0,1,3,0,0,9,0,1,0,0,6,6,2,2,0,0,2,0,0,1,1,2,6,4,0,0,9,0,1
2016,7,KT,65058,0,8,0,0,39,184,49,41,8,3,0,1,1,0,2,0,6,0,0,7,2,0,0,0,6,6,2,2,0,0,0,0,0,1,1,2,4,4,0,0,8,0,0
2016,7,KT,65060,4,0,0,0,58,335,90,79,25,4,1,4,3,0,0,2,8,0,1,11,1,0,0,0,17,16,0,2,0,0,0,0,0,0,1,1,3,1,0,2,2,0,0
2016,7,KT,65062,0,9,0,1,24,156,38,33,11,1,0,3,4,1,1,0,3,0,1,12,0,0,0,2,9,9,1,1,0,0,3,0,0,2,1,1,6,3,0,0,4,4,1
2016,7,KT,65067,0,3,0,0,3,53,14,11,9,3,1,1,1,0,1,1,1,0,0,0,0,1,0,0,8,8,1,1,0,0,0,0,0,0,1,0,2,1,0,0,3,0,0
2016,7,KT,65331,1,0,0,0,24,102,27,24,2,0,0,0,0,1,0,0,3,0,0,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
2016,7,KT,66032,2,2,0,0,31,204,54,48,21,3,0,1,0,1,1,1,4,0,0,4,0,2,0,0,9,4,1,1,0,0,0,0,0,1,0,1,2,2,0,1,3,0,0
2016,7,KT,66047,1,0,0,0,15,74,20,18,4,1,0,0,0,0,0,0,2,0,0,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
2016,7,KT,66050,3,0,0,0,34,266,62,48,16,2,0,0,0,1,0,0,12,0,2,13,0,1,0,0,10,10,1,0,0,0,1,0,0,0,1,0,2,1,0,1,0,0,2
2016,7,KT,67845,4,0,0,0,53,346,83,75,25,4,0,4,3,2,0,0,8,0,0,9,2,0,0,0,18,17,1,1,0,0,0,0,0,1,0,1,1,3,0,3,1,0,0
2016,7,KT,75149,0,9,0,0,17,103,26,22,8,0,0,0,0,1,0,0,3,0,1,1,1,0,0,0,3,3,1,2,0,0,1,0,0,2,0,3,5,4,0,0,8,1,0
2016,7,KT,77318,2,6,0,1,40,279,74,58,20,5,0,2,2,0,2,2,8,0,4,10,1,2,0,0,21,16,2,2,0,0,1,0,0,0,2,1,5,3,0,2,5,0,1
2016,7,KT,77563,0,1,0,0,7,70,18,16,10,4,0,0,0,0,0,1,1,0,0,2,0,0,0,0,6,6,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
2016,7,KT,79191,0,8,0,1,32,119,35,32,5,2,0,1,0,0,1,1,1,0,0,7,3,0,0,0,2,1,1,4,0,0,2,0,0,0,1,0,5,3,0,0,8,0,0
2016,7,KT,99563,0,5,0,1,7,71,14,11,4,1,0,0,2,0,0,0,2,0,1,4,0,0,0,0,3,3,0,1,0,0,0,0,0,2,0,2,3,2,0,0,5,0,0
2016,7,LG,60146,0,6,0,0,16,105,28,21,7,1,0,2,0,1,1,0,3,1,3,5,0,0,0,0,6,6,1,0,0,0,1,2,1,0,0,1,3,3,0,0,6,0,0
2016,7,LG,60164,2,0,0,0,16,108,25,20,7,1,0,1,0,0,0,1,4,0,0,0,2,1,0,0,4,4,1,0,0,0,0,0,1,0,0,0,2,0,0,0,2,0,0
2016,7,LG,60181,0,14,0,3,62,362,92,83,22,4,0,4,5,0,0,0,6,2,3,21,1,3,0,0,10,10,2,0,0,0,3,3,1,1,2,2,6,8,0,2,12,0,0
2016,7,LG,61101,1,0,0,0,15,86,21,16,3,1,0,0,0,1,0,0,4,0,1,4,0,2,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0
2016,7,LG,61329,0,6,0,0,15,90,23,20,6,1,0,0,0,1,0,0,2,0,1,7,0,0,0,0,4,4,0,0,0,0,1,3,2,0,0,0,3,3,0,0,5,0,1
2016,7,LG,61891,0,9,0,0,29,170,43,35,9,1,0,3,1,0,0,0,6,0,1,9,2,0,0,0,3,3,1,0,0,0,3,0,2,1,1,1,6,3,0,1,5,3,0
2016,7,LG,62146,0,8,0,1,20,119,33,27,7,0,0,0,0,0,1,0,5,0,0,3,0,0,0,1,6,4,2,0,0,0,1,0,1,0,2,2,3,5,0,1,7,0,0
2016,7,LG,62698,6,0,0,0,105,573,152,141,42,6,2,3,5,0,3,0,8,0,0,12,1,2,0,0,22,22,1,0,0,0,1,1,1,1,0,1,3,3,0,1,4,0,1
2016,7,LG,63111,5,0,0,0,68,424,114,94,31,5,0,4,2,1,0,2,15,0,3,15,1,3,0,1,23,21,1,0,0,0,2,0,1,1,0,0,4,1,0,3,1,0,1
2016,7,LG,66138,2,1,0,0,44,244,55,54,13,2,2,0,4,2,0,0,1,0,0,10,3,0,0,1,6,6,1,0,0,0,1,0,0,0,0,1,2,1,0,0,2,0,1
2016,7,LG,66154,1,0,0,0,5,43,11,9,5,1,0,2,0,0,0,1,1,0,0,1,0,2,0,0,6,6,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0
2016,7,LG,66160,0,4,0,0,8,38,11,11,3,0,1,1,0,0,0,0,0,0,0,1,0,1,1,0,2,2,0,0,0,0,2,1,0,1,0,0,2,2,0,0,4,0,0
2016,7,LG,70839,0,6,0,1,8,57,14,12,4,3,0,0,0,0,1,0,0,0,1,2,0,0,0,0,5,4,1,0,0,0,3,0,0,1,0,1,2,4,0,1,5,0,0
2016,7,LG,71118,0,10,0,0,25,178,41,36,13,3,0,1,2,0,0,1,3,0,1,10,0,1,0,0,8,8,1,0,0,0,3,2,1,1,1,1,5,5,0,1,8,0,1
2016,7,LG,73117,5,0,0,0,80,418,122,106,29,7,0,3,0,1,0,1,12,0,3,15,4,0,0,0,17,14,0,0,0,0,2,1,0,0,1,1,1,4,0,2,2,0,1
2016,7,LG,76650,0,15,0,4,34,230,56,41,8,1,0,1,0,0,2,1,11,1,1,11,0,1,0,0,7,5,2,0,0,0,4,2,1,2,1,3,7,8,0,2,12,1,0
2016,7,LG,76757,0,5,0,0,19,117,31,24,9,0,0,0,1,0,2,1,3,0,1,3,1,0,0,0,5,5,2,0,0,0,0,0,1,0,0,2,3,2,0,0,3,0,2
2016,7,LG,77147,0,3,0,1,6,45,13,13,7,2,0,2,0,0,0,0,0,0,0,1,0,0,0,0,3,3,0,0,0,0,1,0,0,1,1,0,1,2,0,0,3,0,0
2016,7,LG,79140,0,3,0,0,7,56,15,10,4,2,0,0,0,0,0,1,2,0,2,1,0,0,0,1,8,7,0,0,0,0,1,0,2,0,0,0,3,0,0,0,3,0,0
2016,7,LT,60559,0,9,0,0,37,209,55,49,13,1,0,1,1,0,0,0,5,1,1,13,1,2,0,0,7,7,2,1,1,2,0,1,0,0,2,0,4,5,0,0,8,0,1
2016,7,LT,62655,0,11,0,1,21,133,34,32,11,4,0,1,0,1,0,0,2,0,0,5,0,0,0,0,6,6,1,2,2,4,0,1,0,0,1,0,4,7,0,0,11,0,0
2016,7,LT,63512,0,11,0,1,30,221,55,38,12,3,0,1,0,1,2,1,8,0,6,9,0,1,0,0,10,10,1,2,2,4,0,1,0,0,1,0,5,6,0,0,10,0,1
2016,7,LT,63935,0,4,0,0,12,80,17,13,3,0,0,1,0,0,0,1,3,1,0,6,0,1,0,0,2,1,0,0,0,2,0,1,0,0,1,0,2,2,0,0,4,0,0
2016,7,LT,64021,3,0,0,0,55,316,79,73,19,3,0,3,2,2,0,1,5,0,0,23,0,1,0,1,11,9,0,1,0,2,0,0,0,0,0,0,2,1,0,2,0,0,1
2016,7,LT,64596,0,11,0,2,23,138,31,25,5,0,1,0,0,0,1,1,4,0,0,8,0,0,0,0,0,0,1,2,3,2,0,0,0,0,3,0,3,8,0,0,10,1,0
2016,7,LT,64764,0,1,0,0,6,46,10,8,2,0,0,1,0,0,0,0,1,0,1,1,0,1,0,0,2,2,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0
2016,7,LT,65543,3,0,0,0,48,289,77,65,21,5,0,3,3,2,1,1,10,0,0,5,1,2,0,0,11,9,1,0,0,2,0,0,0,0,0,0,2,1,0,1,1,0,1
2016,7,LT,65546,5,0,0,0,86,507,129,117,36,11,1,3,4,1,0,1,9,0,2,19,3,1,0,0,19,18,0,1,1,2,0,0,0,0,1,0,2,3,0,1,4,0,0
2016,7,LT,71801,0,1,0,0,6,33,8,7,2,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0
2016,7,LT,72535,0,12,0,1,16,100,26,22,6,1,0,0,0,0,0,0,4,0,0,3,0,0,0,0,5,3,2,2,1,5,0,1,0,0,1,0,6,6,0,0,11,0,1
2016,7,LT,72551,0,5,0,0,22,99,31,25,8,1,0,0,0,0,3,1,2,0,0,3,3,2,0,0,2,1,1,1,0,3,0,0,0,0,0,0,4,1,0,0,5,0,0
2016,7,LT,72862,0,10,0,1,27,178,47,38,13,2,0,2,4,0,1,0,8,0,0,6,1,1,0,0,11,10,1,1,1,4,0,1,0,0,2,0,4,6,0,1,6,0,3
2016,7,LT,73211,5,0,0,0,62,434,100,82,24,2,0,7,4,0,1,0,16,0,1,10,4,4,0,0,24,19,1,1,1,0,0,1,0,0,1,0,2,3,0,5,0,0,0
2016,7,LT,75321,0,8,0,0,30,172,44,34,9,0,0,1,1,0,3,0,7,2,0,3,1,1,1,0,4,4,1,1,1,3,0,0,0,0,2,0,4,4,0,1,3,3,1
2016,7,LT,77591,4,0,0,0,52,322,84,73,28,4,1,3,1,0,1,1,8,0,1,9,2,0,0,0,21,21,1,0,1,0,0,1,0,0,1,0,1,3,0,0,4,0,0
2016,7,NC,60263,3,0,0,0,29,208,50,44,15,3,0,1,1,0,1,1,4,0,0,11,0,1,0,1,8,8,0,1,0,0,0,0,0,1,0,1,1,2,0,0,3,0,0
2016,7,NC,62929,5,0,0,0,63,356,101,89,32,8,0,6,0,0,2,0,9,0,1,16,3,0,0,0,21,18,0,0,0,1,1,0,1,1,1,0,4,1,0,2,1,0,2
2016,7,NC,62966,0,7,0,1,36,207,52,45,11,2,0,2,0,0,0,0,4,0,3,9,2,1,1,0,5,5,0,1,0,0,1,0,0,2,1,2,3,4,0,0,5,1,1
2016,7,NC,63938,4,0,0,0,50,314,84,75,26,3,0,4,1,2,0,0,6,0,3,15,0,0,0,0,16,16,0,0,0,1,0,0,1,1,1,0,3,1,0,0,3,0,1
2016,7,NC,63950,0,9,0,1,45,251,60,52,11,3,0,2,1,2,0,1,7,0,0,14,0,4,0,0,6,6,0,0,0,2,1,0,1,1,2,2,5,4,0,0,9,0,0
2016,7,NC,63959,0,3,0,0,5,49,11,8,4,0,1,0,0,0,0,1,1,0,1,1,1,1,0,0,5,5,0,0,0,0,1,0,0,0,0,2,1,2,0,0,2,0,1
2016,7,NC,64960,1,0,0,0,4,53,12,10,6,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0
2016,7,NC,65931,4,0,0,0,72,348,99,89,24,2,0,2,1,2,1,0,8,0,1,15,3,0,0,0,6,6,0,1,0,1,1,0,1,0,0,0,3,1,0,1,1,0,2
2016,7,NC,65933,0,4,0,0,25,153,36,31,6,4,0,0,0,1,0,0,5,0,0,9,0,1,0,0,3,3,0,1,0,0,0,0,1,0,2,0,1,3,0,0,4,0,0
2016,7,NC,66920,0,1,0,0,1,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0
2016,7,NC,66928,0,7,0,0,32,195,55,46,16,2,0,1,0,0,2,0,7,0,0,5,1,1,0,0,13,10,0,1,0,1,1,0,1,0,2,1,3,4,0,1,5,0,1
2016,7,NC,66960,3,0,0,0,29,198,47,37,13,1,0,2,2,2,0,1,8,0,1,9,1,1,0,0,12,12,0,1,0,0,0,0,0,0,1,1,0,3,0,1,2,0,0
2016,7,NC,75852,0,1,0,0,0,8,2,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0
2016,7,NC,75867,0,12,0,2,43,245,54,53,14,1,0,2,0,2,0,0,1,0,0,25,1,2,0,0,6,6,0,2,0,2,1,0,2,2,1,2,7,5,0,2,8,0,2
2016,7,NC,76118,0,12,0,4,55,252,64,58,4,1,0,0,1,0,0,1,5,0,0,16,1,0,0,0,1,1,0,2,0,1,1,0,2,2,2,2,6,6,0,1,8,1,2
2016,7,NC,78352,0,9,0,0,28,152,38,34,6,1,0,1,0,0,0,0,3,0,1,13,0,1,0,0,1,1,0,1,0,1,1,0,2,2,1,1,6,3,0,0,4,5,0
2016,7,NC,78366,0,2,0,0,11,47,12,11,2,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,2,0,0,0,0,0,0,2,0,0,0,2,0,0
2016,7,OB,61214,0,9,0,0,30,176,43,39,11,2,0,1,1,0,1,0,3,0,0,6,0,1,0,0,5,5,1,2,0,1,0,0,0,0,2,3,6,3,0,0,9,0,0
2016,7,OB,61215,1,2,0,0,24,177,42,36,15,2,0,3,1,1,0,0,5,0,1,4,2,0,0,0,11,11,1,2,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0
2016,7,OB,61240,4,0,0,0,63,340,88,79,19,4,1,0,0,0,0,1,7,0,1,10,3,0,0,0,10,7,0,0,0,1,0,1,0,0,0,2,1,3,0,1,1,0,2
2016,7,OB,62242,0,10,0,1,32,153,42,35,6,2,1,0,0,0,1,1,4,0,1,4,2,2,0,0,3,3,3,1,0,2,0,1,0,0,0,3,5,5,0,0,10,0,0
2016,7,OB,66201,0,1,0,0,2,12,3,2,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
2016,7,OB,66226,5,0,0,0,90,494,120,101,21,4,0,4,3,0,3,1,13,0,2,15,7,0,0,0,18,17,1,1,0,0,0,1,0,0,1,1,3,2,0,3,0,0,2
2016,7,OB,73226,0,3,0,0,12,64,17,16,6,0,1,1,0,0,0,1,0,0,0,2,1,0,0,0,2,2,2,0,0,0,0,0,0,0,0,1,2,1,0,1,2,0,0
2016,7,OB,73241,0,8,0,3,18,111,31,26,9,2,0,1,0,1,0,0,4,0,1,4,0,0,0,0,6,6,2,1,0,2,0,1,0,0,1,1,4,4,0,2,6,0,0
2016,7,OB,74513,4,0,0,0,75,464,110,98,26,3,1,1,3,0,3,1,7,0,1,21,0,2,0,0,11,11,1,1,0,1,0,0,0,0,1,0,3,1,0,1,1,0,2
2016,7,OB,76329,0,6,0,0,24,134,33,30,7,1,0,1,1,1,0,0,3,0,0,5,0,0,0,0,4,4,2,1,0,1,0,0,0,0,1,1,4,2,0,0,2,4,0
2016,7,OB,77263,0,9,0,1,29,164,41,33,9,2,0,1,0,0,0,0,8,0,0,4,4,3,0,0,6,6,1,1,0,1,0,2,0,0,2,2,4,5,0,0,9,0,0
2016,7,OB,78257,0,12,0,0,32,246,57,45,15,2,1,3,0,0,1,0,10,0,0,12,1,1,0,0,12,12,1,3,0,1,0,2,0,0,2,3,7,5,0,0,11,0,1
2016,7,OB,79229,5,0,0,0,93,502,138,117,35,4,1,4,2,0,4,4,13,0,0,10,3,1,0,0,21,20,1,0,0,0,0,1,0,0,1,2,2,3,0,3,0,0,2
2016,7,OB,79235,0,3,0,0,10,70,20,15,7,1,0,2,1,0,0,2,1,0,2,0,0,1,0,0,6,6,0,0,0,1,0,0,0,0,0,2,0,3,0,0,3,0,0
2016,7,OB,79349,0,1,0,0,6,42,11,10,4,1,0,0,0,0,0,0,1,0,0,2,0,0,0,0,2,2,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
2016,7,OB,79535,2,0,0,0,21,150,34,27,8,2,0,1,0,1,0,1,4,0,2,4,0,2,0,0,7,7,0,1,0,1,0,0,0,0,0,0,1,1,0,1,1,0,0
2016,7,SK,60841,4,0,0,0,51,347,90,72,26,2,2,6,5,3,0,1,14,0,3,8,3,1,0,0,24,19,1,0,1,1,0,0,0,0,0,1,2,2,0,2,1,0,1
2016,7,SK,60845,0,9,0,1,21,140,36,33,14,4,0,4,0,1,0,0,3,0,0,4,1,0,1,0,9,9,1,2,1,2,0,1,0,0,0,2,4,5,0,1,7,0,1
2016,7,SK,61895,0,5,0,0,16,110,25,20,4,1,0,1,0,1,0,0,5,1,0,6,0,1,0,0,4,3,2,2,0,0,0,0,0,0,0,1,3,2,0,0,5,0,0
2016,7,SK,62056,0,4,0,0,8,60,14,11,4,2,0,0,0,0,0,0,3,0,0,2,1,0,0,0,3,3,2,0,1,0,0,1,0,0,0,0,3,1,0,0,4,0,0
2016,7,SK,62869,3,2,0,0,46,332,80,63,24,5,0,1,2,0,1,3,13,0,0,12,4,0,0,0,17,15,1,2,1,0,0,1,0,0,0,0,2,3,0,2,2,0,1
2016,7,SK,64893,0,4,0,0,13,72,18,18,5,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,2,2,1,1,2,0,0,0,0,0,0,0,3,1,0,0,4,0,0
2016,7,SK,65827,0,2,0,0,7,57,12,8,1,0,0,0,0,0,0,0,4,0,0,2,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,2,0,0
2016,7,SK,65856,5,0,0,0,97,506,141,122,32,4,0,1,3,0,2,2,14,0,1,23,3,1,1,0,14,12,2,2,0,0,0,1,0,0,0,0,2,3,0,1,3,0,1
2016,7,SK,66825,2,2,0,1,44,257,61,57,15,3,0,1,1,3,1,0,3,0,0,15,0,1,1,1,8,5,1,1,1,1,0,0,0,0,0,0,1,3,0,2,1,0,1
2016,7,SK,66859,1,6,0,0,30,202,51,49,19,4,0,4,2,0,0,0,2,0,0,5,0,0,0,0,14,14,1,2,1,1,0,1,0,0,0,1,4,3,0,0,7,0,0
2016,7,SK,71845,0,11,0,1,49,248,66,59,17,3,0,2,2,1,1,1,4,0,1,13,2,1,0,0,9,8,2,4,2,1,0,1,0,0,0,1,7,4,0,1,10,0,0
2016,7,SK,72523,0,2,0,0,14,98,24,20,6,4,0,0,1,0,0,1,3,0,0,3,0,0,0,0,4,4,1,0,0,0,0,0,0,0,0,1,1,1,0,0,2,0,0
2016,7,SK,73248,0,1,0,0,4,47,10,8,4,0,1,0,1,0,0,0,2,0,0,1,0,0,0,0,3,3,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
2016,7,SK,74838,5,0,0,0,91,507,132,116,30,6,1,3,3,2,0,0,13,0,3,25,1,1,0,0,15,15,1,2,0,0,0,1,0,0,0,1,3,2,0,2,1,0,2
2016,7,SK,75250,0,5,0,0,19,90,28,25,8,1,1,2,0,1,1,0,2,0,0,4,0,0,0,0,3,3,2,1,0,0,0,1,0,0,0,1,2,3,0,0,5,0,0
2016,7,SK,75340,0,5,0,0,13,94,25,21,7,1,0,1,1,0,0,0,4,0,0,2,0,0,0,1,6,4,1,2,1,0,0,1,0,0,0,0,2,3,0,0,5,0,0
2016,7,SK,76858,0,11,0,0,38,209,58,48,12,2,0,0,3,0,0,2,7,1,1,9,0,0,0,0,6,5,0,4,2,2,0,1,0,0,0,2,6,5,0,1,4,4,2
2016,7,SK,77829,1,0,0,0,7,48,10,9,2,0,0,0,0,0,0,0,1,0,0,2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
2016,7,SK,79847,1,6,0,0,22,101,31,26,5,1,0,0,1,0,0,1,4,0,0,3,1,0,0,0,4,4,3,1,1,0,0,1,0,0,0,1,4,3,0,1,6,0,0
2016,7,SS,60457,0,1,0,0,1,8,2,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0
2016,7,SS,61365,0,11,0,2,30,149,44,42,13,1,0,1,2,0,0,0,2,0,0,7,1,1,0,0,3,3,2,0,1,1,2,2,2,0,0,1,6,5,0,0,10,0,1
2016,7,SS,61411,0,12,0,0,47,229,57,55,11,1,0,1,4,0,1,0,1,0,0,15,1,1,0,0,3,2,1,0,1,2,3,2,2,0,0,1,8,4,0,2,7,3,0
2016,7,SS,66423,2,0,0,0,34,204,49,41,9,0,0,2,0,1,0,1,6,0,1,13,0,0,0,0,7,5,0,0,1,0,0,0,0,0,0,1,1,1,0,0,1,0,1
2016,7,SS,66446,1,0,0,0,9,59,13,10,4,2,0,0,0,0,1,1,0,0,1,2,0,0,0,0,2,2,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0
