"","year","P_ID","PA","AB","BB","HP","HIT","HR","KK"
"2010",2017,66508,29,26,1,1,7,0,8
"2011",2017,67598,100,95,2,3,29,4,16
"2012",2017,71552,97,85,12,0,30,1,14
"2013",2017,71564,89,82,5,2,28,4,10
"2014",2017,71565,60,53,4,1,15,2,9
"2015",2017,72546,40,34,3,1,11,2,2
"2016",2017,74540,88,78,9,1,27,4,16
"2017",2017,76509,70,60,6,3,18,0,16
"2018",2017,77532,113,104,7,2,37,4,20
"2019",2017,78513,37,33,4,0,10,2,3
"2020",2017,79356,22,14,6,2,5,1,4
"2021",2017,60566,44,41,2,0,15,0,1
"2022",2017,62016,13,13,0,0,2,0,1
"2023",2017,62907,46,41,3,1,13,0,2
"2024",2017,62908,3,1,1,1,0,0,1
"2025",2017,62927,7,7,0,0,3,0,0
"2026",2017,62934,36,36,0,0,8,0,6
"2027",2017,62947,94,87,5,1,30,4,22
"2028",2017,63920,16,12,3,0,2,0,5
"2029",2017,63963,95,76,10,6,18,2,15
"2030",2017,64907,0,0,0,0,0,0,0
"2031",2017,64944,11,11,0,0,2,0,5
"2032",2017,65064,0,0,0,0,0,0,0
"2033",2017,66960,0,0,0,0,0,0,0
"2034",2017,66965,8,8,0,0,2,0,3
"2035",2017,66968,8,7,0,1,0,0,4
"2036",2017,67935,102,86,13,1,22,5,29
"2037",2017,73213,71,67,1,0,21,0,9
"2038",2017,73306,45,40,4,1,6,1,14
"2039",2017,73339,79,70,5,3,25,0,3
"2040",2017,74465,88,76,10,2,14,1,23
"2041",2017,75867,0,0,0,0,0,0,0
"2042",2017,78122,76,65,3,3,19,0,8
"2043",2017,78813,94,89,4,0,29,0,13
"2044",2017,79358,0,0,0,0,0,0,0
"2045",2017,94629,22,19,2,0,3,0,2
"2046",2017,61208,9,9,0,0,1,1,3
"2047",2017,62234,28,25,1,1,5,0,6
"2048",2017,62244,22,17,3,1,4,0,6
"2049",2017,63257,0,0,0,0,0,0,0
"2050",2017,64086,10,10,0,0,0,0,5
"2051",2017,65269,1,1,0,0,0,0,1
"2052",2017,66209,13,11,1,1,2,0,2
"2053",2017,66244,101,85,16,0,26,5,17
"2054",2017,74206,74,61,8,1,23,2,14
"2055",2017,75334,60,49,11,0,11,3,6
"2056",2017,76232,80,72,5,2,26,2,9
"2057",2017,76249,105,94,7,3,33,4,10
"2058",2017,76267,95,80,10,3,28,1,8
"2059",2017,77248,52,43,6,1,11,2,14
"2060",2017,78224,107,93,11,3,21,4,22
"2061",2017,79215,103,91,10,0,31,2,16
"2062",2017,79240,73,63,7,2,20,1,6
"2063",2017,79290,14,12,0,2,2,1,4
"2064",2017,61869,39,38,0,1,9,3,13
"2065",2017,62802,57,48,4,1,10,1,18
"2066",2017,62892,0,0,0,0,0,0,0
"2067",2017,62895,101,85,12,3,23,6,21
"2068",2017,63634,43,39,3,1,6,3,17
"2069",2017,63704,38,33,5,0,8,0,9
"2070",2017,64868,99,88,7,0,29,0,12
"2071",2017,65464,8,6,1,0,2,0,0
"2072",2017,66838,85,74,8,2,19,5,8
"2073",2017,66859,0,0,0,0,0,0,0
"2074",2017,67872,80,62,17,0,15,7,24
"2075",2017,71837,9,6,3,0,1,0,1
"2076",2017,72860,0,0,0,0,0,0,0
"2077",2017,73209,76,70,5,0,24,3,12
"2078",2017,74846,66,60,5,1,12,1,14
"2079",2017,75151,40,40,0,0,10,2,9
"2080",2017,75847,83,66,12,4,19,4,16
"2081",2017,76158,18,15,2,1,3,1,8
"2082",2017,76802,94,81,11,0,26,1,5
"2083",2017,76812,73,66,2,3,17,1,9
"2084",2017,60456,15,12,2,0,1,0,2
"2085",2017,60464,4,4,0,0,0,0,2
"2086",2017,61104,12,11,1,0,3,1,3
"2087",2017,61197,8,7,1,0,1,0,1
"2088",2017,61404,98,89,6,2,21,1,6
"2089",2017,61742,5,5,0,0,1,0,3
"2090",2017,62404,107,89,14,1,30,6,21
"2091",2017,62406,5,3,1,0,0,0,2
"2092",2017,62415,96,90,3,0,24,0,7
"2093",2017,64610,62,55,5,0,11,0,11
"2094",2017,65412,15,14,1,0,2,1,5
"2095",2017,66406,2,2,0,0,0,0,0
"2096",2017,67450,109,94,14,0,31,7,24
"2097",2017,71432,21,21,0,0,5,1,5
"2098",2017,72466,79,69,7,3,17,3,12
"2099",2017,75566,53,48,5,0,11,2,10
"2100",2017,79402,82,74,4,1,18,1,10
"2101",2017,79456,76,67,6,2,10,0,9
"2102",2017,79465,21,19,1,1,5,0,2
"2103",2017,95436,81,71,8,0,20,3,13
"2104",2017,61353,72,65,5,1,23,0,12
"2105",2017,62332,40,38,1,1,6,0,12
"2106",2017,62353,49,41,2,4,10,0,8
"2107",2017,62356,17,15,1,1,5,0,6
"2108",2017,64300,93,76,15,1,19,2,9
"2109",2017,65357,35,32,1,0,9,0,7
"2110",2017,65399,45,41,2,2,8,0,11
"2111",2017,65898,33,33,0,0,13,2,8
"2112",2017,66302,12,10,1,0,3,0,3
"2113",2017,66306,14,12,2,0,1,0,4
"2114",2017,66354,7,6,0,1,1,0,4
"2115",2017,67341,91,80,7,2,31,0,10
"2116",2017,73342,35,33,2,0,7,1,10
"2117",2017,74215,96,88,7,1,28,1,9
"2118",2017,76368,4,4,0,0,0,0,1
"2119",2017,76746,24,22,2,0,5,0,7
"2120",2017,77463,69,62,6,1,18,2,22
"2121",2017,77564,89,78,7,1,22,4,17
"2122",2017,78168,113,97,14,0,37,2,8
"2123",2017,79130,2,2,0,0,0,0,1
"2124",2017,79300,4,3,0,0,1,1,2
"2125",2017,79334,3,2,1,0,0,0,1
"2126",2017,79365,38,33,5,0,7,0,6
"2127",2017,61700,23,21,1,1,5,0,5
"2128",2017,62700,110,99,4,1,34,4,11
"2129",2017,62768,28,26,1,1,11,2,6
"2130",2017,62797,75,66,5,2,25,0,6
"2131",2017,66702,5,5,0,0,1,0,1
"2132",2017,66704,16,15,1,0,1,1,8
"2133",2017,66707,1,0,1,0,0,0,0
"2134",2017,66740,108,95,11,2,32,11,11
"2135",2017,71347,68,65,0,0,19,0,7
"2136",2017,71610,67,56,11,0,14,4,12
"2137",2017,71752,88,77,7,1,25,1,8
"2138",2017,73136,106,91,5,5,27,5,20
"2139",2017,73602,36,29,6,0,7,1,9
"2140",2017,74729,8,6,1,0,2,0,2
"2141",2017,75808,115,98,13,2,34,5,14
"2142",2017,76753,64,59,2,0,18,2,11
"2143",2017,77243,17,13,1,1,2,0,5
"2144",2017,77464,3,3,0,0,2,0,0
"2145",2017,78288,45,39,3,3,10,1,8
"2146",2017,78756,16,14,2,0,1,0,2
"2147",2017,79705,6,5,1,0,1,0,2
"2148",2017,60636,0,0,0,0,0,0,0
"2149",2017,61666,0,0,0,0,0,0,0
"2150",2017,62007,3,3,0,0,1,0,0
"2151",2017,62648,0,0,0,0,0,0,0
"2152",2017,62754,0,0,0,0,0,0,0
"2153",2017,62864,75,63,9,0,14,2,10
"2154",2017,63636,9,9,0,0,2,0,2
"2155",2017,63722,17,16,1,0,2,0,5
"2156",2017,65653,11,10,0,1,1,0,5
"2157",2017,66606,25,22,3,0,8,0,2
"2158",2017,66657,2,1,0,1,0,0,1
"2159",2017,67650,113,103,9,0,36,6,19
"2160",2017,70142,0,0,0,0,0,0,0
"2161",2017,70410,69,62,5,1,27,1,10
"2162",2017,70756,69,59,5,3,15,3,15
"2163",2017,72443,110,88,19,1,33,4,13
"2164",2017,72559,21,20,1,0,5,1,3
"2165",2017,73606,78,68,6,1,24,3,14
"2166",2017,74605,14,13,1,0,4,0,1
"2167",2017,76639,0,0,0,0,0,0,0
"2168",2017,76849,115,100,11,1,39,0,8
"2169",2017,78603,95,86,7,1,36,1,6
"2170",2017,78629,81,72,6,3,22,4,16
"2171",2017,79608,109,97,9,2,35,5,10
"2172",2017,60343,42,37,3,0,6,1,8
"2173",2017,60558,52,49,1,0,15,1,11
"2174",2017,62265,3,3,0,0,1,0,0
"2175",2017,63450,55,46,5,3,8,0,10
"2176",2017,64006,100,97,1,1,33,1,16
"2177",2017,64017,0,0,0,0,0,0,0
"2178",2017,65042,0,0,0,0,0,0,0
"2179",2017,65062,0,0,0,0,0,0,0
"2180",2017,66052,17,15,2,0,1,0,5
"2181",2017,67025,69,61,5,2,17,1,11
"2182",2017,67092,1,1,0,0,0,0,1
"2183",2017,70553,40,33,6,0,7,0,6
"2184",2017,73113,102,91,8,1,30,3,21
"2185",2017,73153,87,80,6,0,22,0,16
"2186",2017,74339,96,89,6,1,26,7,14
"2187",2017,77462,79,75,1,0,18,0,15
"2188",2017,77563,0,0,0,0,0,0,0
"2189",2017,77609,10,9,0,0,3,0,1
"2190",2017,78361,20,17,2,0,5,0,1
"2191",2017,78517,39,32,7,0,9,1,8
"2192",2017,78548,59,52,5,0,13,2,10
"2193",2017,78753,3,3,0,0,2,0,1
"2194",2017,79453,44,37,3,2,14,0,1
"2195",2017,99810,58,54,4,0,17,0,6
"2196",2017,60100,33,28,2,1,11,0,5
"2197",2017,60140,0,0,0,0,0,0,0
"2198",2017,61102,45,39,3,2,14,3,12
"2199",2017,61114,53,49,2,0,11,1,12
"2200",2017,61186,86,72,10,2,22,2,12
"2201",2017,61329,0,0,0,0,0,0,0
"2202",2017,62147,37,32,2,0,7,0,5
"2203",2017,63077,1,1,0,0,0,0,0
"2204",2017,63123,42,36,2,1,15,0,5
"2205",2017,63913,4,3,1,0,0,0,1
"2206",2017,64153,114,103,9,0,30,4,17
"2207",2017,65103,2,2,0,0,0,0,0
"2208",2017,65115,37,31,2,1,10,1,9
"2209",2017,71118,0,0,0,0,0,0,0
"2210",2017,71842,16,16,0,0,4,0,4
"2211",2017,72133,111,91,18,1,30,1,15
"2212",2017,72456,69,62,4,1,19,2,10
"2213",2017,76650,0,0,0,0,0,0,0
"2214",2017,78135,67,59,5,3,18,2,17
"2215",2017,78217,34,30,4,0,5,0,9
"2216",2017,79109,91,81,8,1,22,2,31
"2217",2017,79140,0,0,0,0,0,0,0
"2218",2017,79192,102,87,7,5,29,0,17
"2219",2017,99606,57,45,10,1,16,1,7
"2220",2017,60523,37,29,5,2,9,0,9
"2221",2017,61204,40,36,1,0,6,1,6
"2222",2017,61591,20,18,1,1,3,0,3
"2223",2017,62556,86,70,8,5,19,2,14
"2224",2017,62559,44,40,4,0,9,0,8
"2225",2017,65513,33,28,2,2,5,0,10
"2226",2017,66508,15,14,1,0,2,0,4
"2227",2017,67504,13,11,1,0,3,0,4
"2228",2017,67539,0,0,0,0,0,0,0
"2229",2017,67598,6,6,0,0,1,0,1
"2230",2017,71552,85,73,11,1,17,6,20
"2231",2017,71564,107,102,5,0,31,3,16
"2232",2017,71565,43,36,3,3,8,1,5
"2233",2017,72546,20,18,1,0,5,0,1
"2234",2017,72862,0,0,0,0,0,0,0
"2235",2017,73211,2,2,0,0,0,0,2
"2236",2017,74540,90,83,5,2,26,9,14
"2237",2017,75321,0,0,0,0,0,0,0
"2238",2017,76509,68,59,7,1,20,2,8
"2239",2017,77318,0,0,0,0,0,0,0
"2240",2017,77532,115,98,16,0,38,3,13
"2241",2017,77669,4,4,0,0,0,0,0
"2242",2017,78513,112,106,4,1,39,5,16
"2243",2017,78566,61,54,4,1,15,0,17
"2244",2017,79356,18,18,0,0,2,0,7
"2245",2017,60566,67,63,1,1,23,0,4
"2246",2017,62016,14,11,2,0,4,0,3
"2247",2017,62907,99,80,13,3,27,0,14
"2248",2017,62908,2,2,0,0,0,0,0
"2249",2017,62925,14,12,1,1,5,0,2
"2250",2017,62929,0,0,0,0,0,0,0
"2251",2017,62934,82,66,9,3,18,1,10
"2252",2017,62947,36,26,8,2,13,4,4
"2253",2017,63920,45,40,2,1,12,0,7
"2254",2017,63950,0,0,0,0,0,0,0
"2255",2017,63959,0,0,0,0,0,0,0
"2256",2017,63963,93,81,10,1,25,5,18
"2257",2017,66920,0,0,0,0,0,0,0
"2258",2017,66968,12,10,0,1,3,0,2
"2259",2017,67935,39,37,2,0,11,3,12
"2260",2017,73213,72,59,7,1,21,0,8
"2261",2017,73306,61,53,3,4,13,3,12
"2262",2017,73339,87,75,10,1,27,1,4
"2263",2017,74358,12,10,2,0,3,0,2
"2264",2017,74465,69,55,10,4,20,3,13
"2265",2017,75441,22,20,1,0,3,1,5
"2266",2017,78122,82,66,10,4,19,1,9
"2267",2017,78352,0,0,0,0,0,0,0
"2268",2017,78813,99,88,8,1,25,3,17
"2269",2017,79364,19,17,2,0,2,0,2
"2270",2017,94629,8,4,1,1,0,0,1
"2271",2017,61208,52,44,7,0,17,2,6
"2272",2017,62234,50,47,2,0,12,0,14
"2273",2017,62244,45,38,5,1,10,2,7
"2274",2017,64086,2,2,0,0,0,0,1
"2275",2017,65269,7,7,0,0,1,0,2
"2276",2017,66203,1,1,0,0,0,0,0
"2277",2017,66209,5,4,1,0,1,0,2
"2278",2017,66244,95,87,6,1,22,3,24
"2279",2017,74206,63,56,5,1,14,1,8
"2280",2017,75334,80,73,6,1,25,3,13
"2281",2017,76232,67,55,9,3,16,4,2
"2282",2017,76249,83,70,9,2,20,2,13
"2283",2017,76267,108,98,8,2,29,4,11
"2284",2017,77248,83,72,10,0,20,2,16
"2285",2017,78224,113,97,14,2,43,8,20
"2286",2017,79215,106,98,7,0,36,4,12
"2287",2017,79240,37,33,2,1,6,1,8
"2288",2017,79290,32,30,2,0,5,2,8
"2289",2017,61869,53,48,4,1,12,2,11
"2290",2017,61895,0,0,0,0,0,0,0
"2291",2017,62802,38,31,4,3,4,0,11
"2292",2017,62884,8,8,0,0,2,0,2
"2293",2017,62895,110,93,14,2,30,7,16
"2294",2017,63634,15,14,1,0,1,0,7
"2295",2017,63704,47,42,3,2,14,2,10
"2296",2017,64868,26,20,5,1,6,0,6
"2297",2017,66838,74,69,4,1,21,5,9
"2298",2017,66859,0,0,0,0,0,0,0
"2299",2017,67872,108,96,9,3,15,6,30
"2300",2017,71184,14,13,1,0,1,0,0
"2301",2017,71837,54,48,3,3,8,1,13
"2302",2017,73209,102,97,3,0,25,5,17
"2303",2017,74846,49,42,4,1,12,3,11
"2304",2017,75151,39,37,1,1,17,1,6
"2305",2017,75340,1,1,0,0,0,0,1
"2306",2017,75847,105,84,16,4,27,12,14
"2307",2017,76802,64,57,5,1,12,3,6
"2308",2017,76812,76,67,3,2,15,3,8
"2309",2017,61104,15,13,2,0,4,1,5
"2310",2017,61404,87,72,7,4,17,2,9
"2311",2017,61463,71,64,4,2,18,0,10
"2312",2017,61742,3,3,0,0,0,0,2
"2313",2017,62404,118,102,14,1,34,4,22
"2314",2017,62406,2,2,0,0,0,0,0
"2315",2017,62415,121,107,10,0,34,0,15
"2316",2017,62499,2,2,0,0,0,0,0
"2317",2017,64610,79,75,3,0,25,0,10
"2318",2017,65412,20,20,0,0,3,0,9
"2319",2017,66409,3,3,0,0,1,0,0
"2320",2017,67449,7,7,0,0,1,1,2
"2321",2017,67450,104,90,11,2,32,5,18
"2322",2017,67454,0,0,0,0,0,0,0
"2323",2017,71432,12,11,1,0,1,0,6
"2324",2017,72466,79,72,2,2,17,1,14
"2325",2017,75566,56,54,0,0,16,3,7
"2326",2017,78454,4,4,0,0,0,0,0
"2327",2017,79402,41,40,0,0,10,0,10
"2328",2017,79456,78,68,6,1,15,0,9
"2329",2017,79465,40,32,6,1,14,1,5
"2330",2017,79791,0,0,0,0,0,0,0
"2331",2017,95436,89,79,8,1,21,7,14
"2332",2017,61353,95,93,2,0,28,1,20
"2333",2017,62332,6,6,0,0,0,0,3
"2334",2017,64300,110,101,5,1,35,4,12
"2335",2017,64346,23,21,2,0,3,0,6
"2336",2017,64350,0,0,0,0,0,0,0
"2337",2017,65399,76,64,9,3,17,0,22
"2338",2017,65898,44,43,0,1,10,0,9
"2339",2017,66306,5,4,1,0,1,1,0
"2340",2017,66354,11,11,0,0,3,0,4
"2341",2017,67304,0,0,0,0,0,0,0
"2342",2017,67341,111,94,16,1,28,0,12
"2343",2017,73342,45,42,3,0,9,0,9
"2344",2017,74215,95,87,4,2,25,4,18
"2345",2017,76368,8,8,0,0,3,0,2
"2346",2017,76430,0,0,0,0,0,0,0
"2347",2017,76746,26,23,3,0,6,1,7
"2348",2017,77463,44,33,9,1,14,3,5
"2349",2017,77564,105,96,6,1,30,4,20
"2350",2017,77848,8,6,2,0,3,0,0
"2351",2017,78168,96,82,14,0,30,1,11
"2352",2017,79300,6,5,0,0,1,0,0
"2353",2017,79365,69,61,5,0,19,3,10
"2354",2017,61700,9,9,0,0,3,0,2
"2355",2017,62700,44,42,2,0,12,1,12
"2356",2017,62768,40,37,2,1,10,2,12
"2357",2017,62797,62,53,7,1,13,0,6
"2358",2017,66704,0,0,0,0,0,0,0
"2359",2017,66716,39,36,1,0,10,0,9
"2360",2017,66740,87,78,7,1,24,4,12
"2361",2017,71347,17,14,2,0,0,0,4
"2362",2017,71610,8,8,0,0,3,0,2
"2363",2017,71752,88,82,6,0,22,6,17
"2364",2017,73136,32,28,3,0,15,7,6
"2365",2017,73602,2,2,0,0,1,0,1
"2366",2017,74163,64,58,5,0,13,0,6
"2367",2017,74729,39,35,4,0,10,4,10
"2368",2017,75808,86,80,3,2,29,3,11
"2369",2017,76753,59,58,1,0,16,3,11
"2370",2017,77243,16,14,1,0,3,0,2
"2371",2017,77464,16,13,0,0,5,0,1
"2372",2017,78288,53,45,7,0,11,0,5
"2373",2017,78756,0,0,0,0,0,0,0
"2374",2017,62007,7,7,0,0,1,0,3
"2375",2017,62864,61,58,2,1,10,1,13
"2376",2017,62893,5,5,0,0,2,0,2
"2377",2017,63636,5,5,0,0,1,0,0
"2378",2017,63722,14,12,1,1,3,0,5
"2379",2017,65653,11,11,0,0,3,0,4
"2380",2017,66606,31,29,1,0,13,1,2
"2381",2017,67646,1,1,0,0,0,0,1
"2382",2017,67650,92,78,9,3,26,5,14
"2383",2017,70410,94,86,7,0,33,5,13
"2384",2017,70756,91,77,12,1,23,9,14
"2385",2017,72443,98,79,16,2,30,5,13
"2386",2017,72559,8,8,0,0,3,0,3
"2387",2017,73606,52,46,6,0,12,1,16
"2388",2017,74605,2,2,0,0,0,0,1
"2389",2017,76849,104,91,7,1,28,4,11
"2390",2017,78603,65,61,3,1,22,1,3
"2391",2017,78629,86,71,9,4,22,6,13
"2392",2017,79608,68,64,2,0,18,2,14
"2393",2017,60343,33,31,1,0,6,1,2
"2394",2017,60558,53,50,1,0,12,0,10
"2395",2017,63450,61,49,3,7,15,1,7
"2396",2017,64006,28,26,1,0,9,0,3
"2397",2017,65062,0,0,0,0,0,0,0
"2398",2017,65067,0,0,0,0,0,0,0
"2399",2017,66052,16,13,2,1,3,0,5
"2400",2017,67006,7,5,0,0,0,0,2
"2401",2017,67025,83,78,4,0,23,5,19
"2402",2017,70553,23,18,3,0,5,0,6
"2403",2017,73113,73,57,14,2,15,0,13
"2404",2017,73153,57,48,7,0,9,0,7
"2405",2017,74215,69,62,6,1,22,2,10
"2406",2017,74339,64,51,12,0,11,1,6
"2407",2017,75149,0,0,0,0,0,0,0
"2408",2017,77462,28,27,1,0,6,0,4
"2409",2017,77563,0,0,0,0,0,0,0
"2410",2017,77609,5,4,0,0,0,0,1
"2411",2017,78361,15,13,1,0,3,0,2
"2412",2017,78517,3,3,0,0,0,0,1
"2413",2017,78548,48,44,3,0,8,0,8
"2414",2017,78892,1,1,0,0,0,0,1
"2415",2017,99810,39,37,2,0,9,0,7
"2416",2017,60100,50,39,6,2,15,4,9
"2417",2017,60181,0,0,0,0,0,0,0
"2418",2017,61102,53,48,2,2,15,2,9
"2419",2017,61114,38,36,2,0,13,2,7
"2420",2017,61186,55,50,4,0,13,0,8
"2421",2017,62147,1,1,0,0,0,0,0
"2422",2017,63077,17,13,1,1,5,0,1
"2423",2017,63123,69,65,0,1,15,2,13
"2424",2017,64115,3,3,0,0,0,0,0
"2425",2017,64153,77,68,7,2,20,3,9
"2426",2017,65115,36,32,1,0,9,0,3
"2427",2017,67119,0,0,0,0,0,0,0
"2428",2017,67134,18,15,1,1,4,1,4
"2429",2017,71842,22,19,2,1,3,0,2
"2430",2017,72133,79,68,8,1,29,4,9
"2431",2017,72456,15,12,1,0,3,0,0
"2432",2017,76455,0,0,0,0,0,0,0
"2433",2017,78135,63,49,10,1,12,2,8
"2434",2017,78148,1,1,0,0,1,0,0
"2435",2017,79109,54,48,4,1,14,1,14
"2436",2017,79140,0,0,0,0,0,0,0
"2437",2017,79150,2,2,0,0,0,0,1
"2438",2017,79192,33,30,2,1,5,0,6
"2439",2017,99606,44,39,2,2,12,3,7
"2440",2017,60523,3,3,0,0,0,0,1
"2441",2017,61204,13,12,1,0,2,0,2
"2442",2017,61591,8,6,1,0,2,0,0
"2443",2017,62556,83,75,3,1,23,0,18
"2444",2017,62559,36,31,4,1,7,0,5
"2445",2017,65513,3,3,0,0,0,0,1
"2446",2017,66508,21,18,3,0,7,1,2
"2447",2017,67539,1,1,0,0,0,0,1
"2448",2017,67598,73,65,5,2,18,3,18
"2449",2017,71552,21,18,3,0,1,0,7
"2450",2017,71564,98,85,7,6,22,5,14
"2451",2017,71565,33,28,1,3,6,0,6
"2452",2017,72546,64,54,2,0,9,1,7
"2453",2017,74540,83,70,10,3,15,1,15
"2454",2017,75321,0,0,0,0,0,0,0
"2455",2017,76509,94,83,6,4,25,0,12
"2456",2017,77532,104,90,12,1,28,4,25
"2457",2017,78513,97,84,10,2,25,1,17
"2458",2017,78566,19,17,1,1,3,0,7
"2459",2017,60566,37,34,2,1,10,0,1
"2460",2017,62016,21,21,0,0,5,0,4
"2461",2017,62025,4,4,0,0,0,0,1
"2462",2017,62907,75,64,10,1,26,1,10
"2463",2017,62908,0,0,0,0,0,0,0
"2464",2017,62925,2,1,1,0,0,0,0
"2465",2017,62929,0,0,0,0,0,0,0
"2466",2017,62934,51,42,4,3,14,0,8
"2467",2017,62947,93,81,9,3,31,3,17
"2468",2017,62966,0,0,0,0,0,0,0
"2469",2017,63920,5,5,0,0,0,0,1
"2470",2017,63963,76,63,7,2,15,3,15
"2471",2017,64944,12,11,0,0,1,0,3
"2472",2017,66917,0,0,0,0,0,0,0
"2473",2017,66968,2,2,0,0,0,0,1
"2474",2017,67935,56,51,5,0,17,5,12
"2475",2017,73213,72,65,2,2,22,1,9
"2476",2017,73306,20,17,2,0,6,0,3
"2477",2017,73339,44,38,6,0,12,0,5
"2478",2017,74358,10,5,3,1,2,0,2
"2479",2017,74465,60,46,9,5,15,3,12
"2480",2017,75441,12,10,2,0,2,0,4
"2481",2017,78122,62,53,2,3,7,0,6
"2482",2017,78352,0,0,0,0,0,0,0
"2483",2017,78813,61,49,9,0,13,3,5
"2484",2017,79358,0,0,0,0,0,0,0
"2485",2017,79364,1,1,0,0,1,0,0
"2486",2017,94629,57,49,7,0,18,1,14
"2487",2017,61208,62,53,5,0,14,0,10
"2488",2017,62234,28,26,2,0,11,0,1
"2489",2017,62244,73,64,4,1,17,0,7
"2490",2017,63257,14,14,0,0,4,0,5
"2491",2017,63260,2,2,0,0,0,0,1
"2492",2017,65269,3,3,0,0,2,0,0
"2493",2017,66203,0,0,0,0,0,0,0
"2494",2017,66207,0,0,0,0,0,0,0
"2495",2017,66209,11,9,2,0,3,0,3
"2496",2017,66244,81,73,8,0,23,6,21
"2497",2017,67202,3,3,0,0,1,0,2
"2498",2017,67246,0,0,0,0,0,0,0
"2499",2017,74206,69,60,8,0,14,1,11
"2500",2017,75334,82,75,4,1,28,6,13
"2501",2017,76232,11,10,1,0,2,1,4
"2502",2017,76249,12,11,1,0,3,0,4
"2503",2017,76267,72,64,4,3,19,1,11
"2504",2017,77211,0,0,0,0,0,0,0
"2505",2017,77248,31,30,1,0,5,1,7
"2506",2017,78224,87,76,11,0,33,9,11
"2507",2017,79215,76,68,5,1,28,5,6
"2508",2017,79240,67,62,2,2,13,0,7
"2509",2017,79290,16,14,1,1,3,0,4
"2510",2017,61869,31,30,0,1,6,3,7
"2511",2017,62802,8,8,0,0,0,0,3
"2512",2017,62884,7,6,0,1,2,0,2
"2513",2017,62895,89,71,12,5,19,6,19
"2514",2017,63704,80,73,4,0,18,2,15
"2515",2017,64868,38,30,7,1,5,0,9
"2516",2017,66838,70,64,5,1,19,2,10
"2517",2017,67872,54,48,6,0,11,4,13
"2518",2017,71184,29,26,2,0,5,0,7
"2519",2017,71837,23,20,1,2,2,0,6
"2520",2017,72860,34,28,5,1,9,0,5
"2521",2017,73209,77,68,4,2,24,3,13
"2522",2017,74846,45,39,5,1,13,3,12
"2523",2017,75151,70,63,6,1,17,4,9
"2524",2017,75847,97,77,13,5,25,8,18
"2525",2017,76802,82,74,7,0,20,0,5
"2526",2017,76812,56,50,4,1,10,3,12
"2527",2017,61104,28,24,0,2,5,0,6
"2528",2017,61404,25,23,1,1,8,1,4
"2529",2017,61463,8,8,0,0,0,0,4
"2530",2017,62404,99,85,8,4,22,5,27
"2531",2017,62406,1,1,0,0,0,0,0
"2532",2017,62415,106,92,12,1,25,2,14
"2533",2017,64610,59,56,2,0,18,0,9
"2534",2017,66409,14,11,1,1,1,0,8
"2535",2017,66462,6,6,0,0,3,0,0
"2536",2017,66492,0,0,0,0,0,0,0
"2537",2017,67449,7,5,2,0,0,0,5
"2538",2017,67450,96,85,9,2,24,4,15
"2539",2017,67454,20,20,0,0,4,0,11
"2540",2017,71432,31,28,1,0,11,1,5
"2541",2017,72466,69,59,6,1,12,2,15
"2542",2017,73824,6,6,0,0,2,0,1
"2543",2017,75566,87,74,9,1,22,2,13
"2544",2017,79456,58,51,3,0,10,0,4
"2545",2017,79465,51,48,1,0,16,1,6
"2546",2017,95436,85,74,9,2,28,3,14
"2547",2017,61353,82,76,4,1,27,2,13
"2548",2017,62353,28,24,1,0,6,2,7
"2549",2017,62356,6,6,0,0,0,0,0
"2550",2017,62363,0,0,0,0,0,0,0
"2551",2017,64300,97,79,12,5,25,6,6
"2552",2017,64346,9,7,1,0,2,0,4
"2553",2017,65357,22,17,4,1,3,1,3
"2554",2017,65399,23,19,3,1,1,0,13
"2555",2017,65898,2,2,0,0,0,0,0
"2556",2017,66306,12,10,2,0,2,0,4
"2557",2017,66354,21,20,1,0,3,0,9
"2558",2017,67304,3,3,0,0,0,0,1
"2559",2017,67341,106,90,13,3,32,0,8
"2560",2017,67394,10,8,1,1,2,0,5
"2561",2017,73342,46,41,4,1,12,1,9
"2562",2017,74215,13,12,1,0,5,0,2
"2563",2017,76368,3,3,0,0,0,0,2
"2564",2017,76746,5,5,0,0,0,0,2
"2565",2017,77463,77,72,4,1,22,5,22
"2566",2017,77564,88,78,10,0,25,5,13
"2567",2017,77848,10,10,0,0,2,0,4
"2568",2017,78168,102,90,11,0,28,1,10
"2569",2017,79300,3,3,0,0,0,0,1
"2570",2017,79334,48,37,7,4,12,3,10
"2571",2017,79365,63,55,4,1,18,5,13
"2572",2017,62700,38,34,3,1,4,0,7
"2573",2017,62768,24,22,2,0,2,0,9
"2574",2017,62797,86,73,7,4,19,0,7
"2575",2017,64724,7,7,0,0,1,0,3
"2576",2017,66702,49,41,3,0,11,0,4
"2577",2017,66704,6,6,0,0,0,0,3
"2578",2017,66710,0,0,0,0,0,0,0
"2579",2017,66716,51,46,4,0,6,0,12
"2580",2017,66740,74,66,7,1,27,9,4
"2581",2017,66749,16,13,3,0,5,0,4
"2582",2017,67703,0,0,0,0,0,0,0
"2583",2017,71347,26,22,2,0,8,0,8
"2584",2017,71752,33,28,4,1,14,3,5
"2585",2017,73136,14,13,1,0,7,0,2
"2586",2017,73602,6,4,0,1,0,0,0
"2587",2017,74163,76,70,5,1,18,0,10
"2588",2017,74167,0,0,0,0,0,0,0
"2589",2017,74729,78,69,6,3,26,3,19
"2590",2017,75808,48,41,4,1,14,0,3
"2591",2017,76720,16,13,2,0,3,1,2
