"","year","month","T_ID","P_ID","START_CK","RELIEF_CK","CG_CK","HOLD","INN2","BF","PA","AB","HIT","H2","H3","HR","SB","CS","SH","SF","BB","IB","HP","KK","GD","WP","BK","ERR","R","ER","VS_T_ID_HH","VS_T_ID_HT","VS_T_ID_KT","VS_T_ID_LG","VS_T_ID_LT","VS_T_ID_NC","VS_T_ID_OB","VS_T_ID_SK","VS_T_ID_SS","VS_T_ID_WO","TB_SC_B","TB_SC_T","WLS_D","WLS_L","WLS_ND","WLS_S","WLS_W","ERA","WHIP","FIP","SB_try","SB_succ","ERC"
"1437",2017,5,"NC",63950,0,3,0,0,16,150,37,21,7,2,0,1,0,0,0,2,12,0,2,2,0,4,0,0,10,10,0,0,0,1,0,0,0,1,1,0,2,1,0,0,3,0,0,0.27027027027027,0.513513513513513,1.37837837837838,0,0,3.84311621621622
"1438",2017,5,"NC",63959,0,12,0,4,22,131,29,28,7,1,0,0,0,0,0,0,1,0,0,10,1,1,0,0,2,2,2,1,1,1,0,0,1,2,1,3,7,5,0,0,12,0,0,0.0689655172413793,0.275862068965517,-0.586206896551724,0,0,0.182934482758621
"1439",2017,5,"NC",64907,0,3,0,0,17,108,27,23,6,0,0,0,0,0,0,0,3,0,1,3,1,0,0,1,3,2,0,0,1,0,0,0,1,0,1,0,1,2,0,0,3,0,0,0.0740740740740741,0.333333333333333,0.222222222222222,0,0,0.735898550724638
"1440",2017,5,"NC",65064,0,12,0,0,50,333,84,68,20,2,1,0,3,0,2,0,12,0,2,14,2,1,0,1,18,15,1,1,2,1,0,0,1,1,2,3,6,6,0,1,10,0,1,0.178571428571429,0.380952380952381,0.166666666666667,0.0357142857142857,1,1.05673214285714
"1441",2017,5,"NC",65933,5,1,0,0,59,385,90,78,27,2,0,2,0,2,3,0,9,0,0,26,4,0,0,1,13,7,1,0,1,1,0,0,1,1,1,0,3,3,0,2,4,0,0,0.0777777777777778,0.4,0.0111111111111111,0.0222222222222222,0,1.29001923076923
"1442",2017,5,"NC",66960,1,3,0,0,21,117,33,29,10,2,0,3,0,0,0,0,4,0,0,3,2,0,0,0,7,7,2,1,0,0,0,0,0,0,0,1,3,1,0,1,3,0,0,0.212121212121212,0.424242424242424,1.36363636363636,0,0,2.17048056426332
"1443",2017,5,"NC",67948,1,0,0,0,15,78,18,18,3,1,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0.166666666666667,-0.444444444444444,0,0,-0.2807625
"1444",2017,5,"NC",75867,0,11,0,4,46,211,60,54,11,3,0,1,2,0,0,0,6,0,0,19,1,1,0,0,6,5,2,1,1,1,0,0,1,2,1,2,7,4,0,1,8,0,2,0.0833333333333333,0.283333333333333,-0.116666666666667,0.0333333333333333,1,0.294226388888889
"1445",2017,5,"NC",76118,0,12,0,5,45,259,67,60,19,2,0,0,1,1,2,1,3,1,1,12,2,2,0,0,7,6,1,1,1,2,0,0,2,2,1,2,6,6,0,2,9,0,1,0.0895522388059701,0.328358208955224,-0.223880597014925,0.0298507462686567,0.5,0.619284664179105
"1446",2017,5,"NC",78352,0,11,0,0,32,172,44,41,10,3,0,0,0,0,0,0,3,1,0,14,0,1,0,0,4,4,1,1,1,1,0,0,2,2,1,2,6,5,0,0,4,7,0,0.0909090909090909,0.295454545454545,-0.5,0,0,0.237046286031042
"1447",2017,5,"NC",78366,0,2,0,0,3,39,9,7,4,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,3,3,0,0,0,0,0,0,0,1,0,1,1,1,0,0,2,0,0,0.333333333333333,0.555555555555556,0.444444444444444,0,0,4.22954285714286
"1448",2017,5,"NC",79358,1,6,0,0,41,272,69,59,18,5,0,4,3,0,0,0,9,0,1,13,0,1,0,0,12,9,0,0,2,0,0,0,1,1,1,2,3,4,0,0,7,0,0,0.130434782608696,0.391304347826087,0.811594202898551,0.0434782608695652,1,1.6360893146647
"1449",2017,5,"OB",61214,1,5,0,0,23,129,34,31,11,1,1,0,0,1,0,0,3,0,0,3,2,0,0,0,6,6,0,0,1,1,0,2,0,0,2,0,4,2,0,0,6,0,0,0.176470588235294,0.411764705882353,0.0882352941176471,0.0294117647058824,0,1.10961356736243
"1450",2017,5,"OB",61240,5,0,0,0,93,538,131,119,33,5,1,2,3,1,1,0,9,0,2,28,4,1,0,0,9,9,0,1,1,0,0,1,0,1,1,0,3,2,0,1,0,0,4,0.0687022900763359,0.320610687022901,0.0229007633587786,0.0305343511450382,0.75,0.656919507344923
"1451",2017,5,"OB",63248,4,1,0,0,62,427,100,80,25,4,0,0,4,0,2,1,15,1,2,20,4,0,0,0,16,14,1,0,0,2,1,1,0,0,0,0,2,3,0,2,2,0,1,0.14,0.4,0.08,0.04,1,1.1827571875
"1452",2017,5,"OB",66291,0,4,0,0,12,55,17,15,3,0,0,1,0,0,0,0,1,0,1,4,0,0,0,0,1,1,1,1,2,0,0,0,0,0,0,0,2,2,0,0,3,0,1,0.0588235294117647,0.235294117647059,0.647058823529412,0,0,0.6601
"1453",2017,5,"OB",67266,2,4,0,0,49,274,68,59,14,4,0,1,1,0,0,0,6,0,3,12,0,0,0,0,9,9,1,1,0,2,1,0,0,0,1,0,1,5,0,0,6,0,0,0.132352941176471,0.294117647058824,0.235294117647059,0.0147058823529412,1,0.632899414257228
"1454",2017,5,"OB",73226,0,8,0,0,23,92,28,25,5,1,1,0,0,0,1,0,1,0,1,6,1,0,0,0,0,0,2,1,0,1,0,2,0,0,2,0,3,5,0,0,7,0,1,0,0.214285714285714,-0.214285714285714,0,0,0.0434275
"1455",2017,5,"OB",73248,0,11,0,3,33,140,40,36,6,1,0,0,0,0,0,0,2,0,2,7,2,0,0,0,1,1,1,1,2,2,1,3,0,0,1,0,5,6,0,0,10,0,1,0.025,0.2,-0.05,0,0,-0.00114375
"1456",2017,5,"OB",74513,4,0,1,0,78,410,105,92,17,1,1,2,1,2,2,0,9,0,2,22,0,1,0,0,6,5,1,0,0,1,0,1,0,1,0,0,3,1,0,2,1,0,1,0.0476190476190476,0.247619047619048,0.142857142857143,0.0285714285714286,0.333333333333333,0.223502173913044
"1457",2017,5,"OB",76329,0,12,0,2,39,171,52,47,12,0,1,1,1,0,1,2,0,0,2,8,1,0,0,0,2,2,1,2,1,4,0,2,0,1,1,0,6,6,0,1,8,2,1,0.0384615384615385,0.230769230769231,0.0576923076923077,0.0192307692307692,1,0.314702414075286
"1458",2017,5,"OB",77211,0,10,0,0,35,212,49,44,11,0,1,0,1,0,0,0,5,0,0,9,1,0,0,0,5,5,0,1,2,2,1,2,0,1,1,0,6,4,0,1,6,3,0,0.102040816326531,0.326530612244898,-0.0612244897959184,0.0204081632653061,1,0.447629313543599
"1459",2017,5,"OB",77263,0,10,0,0,35,218,54,50,14,1,0,3,2,0,0,0,3,0,1,11,0,2,0,1,10,10,1,1,1,3,1,1,0,1,1,0,5,5,0,1,8,0,1,0.185185185185185,0.314814814814815,0.537037037037037,0.037037037037037,1,0.952387
"1460",2017,5,"OB",78247,2,0,0,0,19,124,35,28,8,1,2,1,0,0,0,0,5,0,2,3,0,0,0,0,8,8,0,0,0,0,1,0,0,0,1,0,0,2,0,0,1,0,1,0.228571428571429,0.371428571428571,0.8,0,0,1.54746709183673
"1461",2017,5,"OB",79222,0,1,0,0,3,21,4,3,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0.25,0.75,0.25,0,-0.14
"1462",2017,5,"OB",79229,5,0,1,0,115,569,161,147,45,4,1,2,0,2,3,1,8,1,2,25,6,1,0,1,11,11,0,1,1,1,1,0,0,0,1,0,2,3,0,1,2,0,2,0.0683229813664596,0.329192546583851,0.0186335403726708,0.0124223602484472,0,0.698861737862847
"1463",2017,5,"SK",60841,5,0,0,0,78,440,114,98,24,5,0,3,5,2,1,2,7,0,6,17,0,1,0,0,12,9,1,0,0,1,1,0,1,0,1,0,3,2,0,1,2,0,2,0.0789473684210526,0.271929824561404,0.385964912280702,0.0614035087719298,0.714285714285714,0.674471119763695
"1464",2017,5,"SK",60845,0,9,0,0,32,195,46,40,10,1,0,2,1,1,0,0,6,1,0,10,0,1,0,0,7,7,1,1,0,2,1,1,0,0,1,2,5,4,1,1,6,1,0,0.152173913043478,0.347826086956522,0.456521739130435,0.0434782608695652,0.5,0.915655652173913
"1465",2017,5,"SK",61895,0,7,0,0,27,158,42,37,13,1,0,1,0,2,1,0,4,0,0,12,0,1,0,0,5,5,2,2,1,1,0,0,0,0,0,1,5,2,0,1,6,0,0,0.119047619047619,0.404761904761905,0.0238095238095238,0.0476190476190476,0,1.33068223938224
"1466",2017,5,"SK",62868,0,1,0,0,3,17,6,6,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0.166666666666667,0.5,-0.333333333333333,0,0,1.9531375
"1467",2017,5,"SK",62869,5,0,0,0,87,484,125,112,32,10,0,3,0,0,3,0,7,0,3,21,3,0,0,1,16,15,1,0,0,1,0,1,1,0,1,0,3,2,0,2,2,0,1,0.12,0.312,0.216,0,0,0.75413185
"1468",2017,5,"SK",62892,0,6,0,0,20,98,30,29,10,2,0,1,0,0,0,0,1,0,0,2,2,0,0,0,4,3,0,0,1,0,1,1,1,0,2,0,2,4,0,0,6,0,0,0.1,0.366666666666667,0.4,0,0,1.05273844827586
"1469",2017,5,"SK",65856,5,0,0,0,99,522,137,123,31,5,1,0,1,1,0,0,10,1,4,34,3,1,1,1,11,11,0,1,1,0,1,0,0,0,1,1,2,3,0,0,1,0,4,0.0802919708029197,0.299270072992701,-0.211678832116788,0.0145985401459854,0.5,0.447163209898522
"1470",2017,5,"SK",66801,0,2,0,0,6,48,10,9,3,2,0,0,0,0,0,0,1,0,0,4,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,2,0,0,2,0,0,0.1,0.4,-0.5,0,0,1.00434
"1471",2017,5,"SK",66859,1,10,0,4,51,238,67,61,17,1,3,2,0,2,1,1,4,0,0,8,3,0,0,0,8,7,0,1,0,3,1,2,1,0,2,1,6,5,0,1,9,0,1,0.104477611940299,0.313432835820896,0.328358208955224,0.0298507462686567,0,0.647632309762662
"1472",2017,5,"SK",71845,0,7,0,2,24,161,44,35,11,2,0,2,1,1,2,0,6,1,1,3,0,0,0,0,11,10,2,2,0,0,0,1,0,0,1,1,5,2,0,1,6,0,0,0.227272727272727,0.386363636363636,0.863636363636364,0.0454545454545455,0.5,1.5999175974026
"1473",2017,5,"SK",73632,0,9,0,0,30,202,51,39,10,3,0,0,0,0,0,1,10,1,1,5,1,0,1,0,8,7,1,0,1,0,2,1,1,0,1,2,2,7,0,0,9,0,0,0.137254901960784,0.392156862745098,0.392156862745098,0,0,1.03348190045249
"1474",2017,5,"SK",74838,5,0,0,0,85,449,123,113,32,9,0,3,4,0,1,0,6,0,3,24,3,1,0,0,17,17,1,1,1,0,1,1,0,0,0,0,2,3,0,1,2,0,2,0.138211382113821,0.308943089430894,0.146341463414634,0.032520325203252,1,0.717297787610619
"1475",2017,5,"SK",75138,0,7,0,0,21,109,28,26,5,1,0,1,0,0,0,0,2,0,0,7,0,0,0,0,3,3,1,0,0,0,2,1,1,0,1,1,2,5,0,0,7,0,0,0.107142857142857,0.25,0.178571428571429,0,0,0.231636538461538
"1476",2017,5,"SK",75250,0,7,0,2,29,129,37,30,5,0,1,1,0,0,2,0,4,1,1,7,2,0,0,0,3,3,1,0,0,2,1,2,0,0,0,1,3,4,0,2,5,0,0,0.0810810810810811,0.243243243243243,0.297297297297297,0,0,0.272524324324324
"1477",2017,5,"SK",75340,0,2,0,1,6,51,9,8,3,1,0,0,0,0,0,0,1,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,2,0,0,0,0.444444444444444,-0.333333333333333,0,0,1.395425
"1478",2017,5,"SK",76858,0,9,0,3,26,150,38,35,11,3,0,2,2,0,0,0,3,0,0,9,1,0,0,1,7,7,2,1,0,2,1,1,0,0,1,1,6,3,0,1,5,2,1,0.184210526315789,0.368421052631579,0.447368421052632,0.0526315789473684,1,1.22603105263158
"1479",2017,5,"SK",79847,4,1,0,0,59,347,87,77,20,5,1,0,1,0,0,0,10,0,0,17,2,1,0,0,4,3,0,1,1,1,0,1,0,0,0,1,2,3,0,1,3,0,1,0.0344827586206897,0.344827586206897,-0.0459770114942529,0.0114942528735632,1,0.566068069861173
"1480",2017,5,"SS",60146,0,11,0,0,38,267,64,54,15,2,1,4,2,0,0,0,10,0,0,13,0,1,1,0,9,9,2,0,2,1,1,1,2,1,0,1,7,4,0,0,9,0,2,0.140625,0.390625,0.875,0.03125,1,1.53156575520833
"1481",2017,5,"SS",60457,0,2,0,0,7,45,11,10,3,1,0,2,0,0,0,0,1,0,0,2,1,2,0,0,4,2,0,0,0,0,0,0,1,0,0,1,1,1,0,0,2,0,0,0.181818181818182,0.363636363636364,2.27272727272727,0,0,2.31900181818182
"1482",2017,5,"SS",61365,2,3,0,0,31,221,57,47,18,1,0,3,2,0,0,1,6,0,3,8,0,0,1,1,17,17,2,0,1,0,0,0,1,0,0,1,3,2,0,2,3,0,0,0.298245614035088,0.421052631578947,0.87719298245614,0.0350877192982456,1,2.38559266517357
"1483",2017,5,"SS",61411,0,14,0,2,46,296,70,62,15,2,0,4,1,1,0,0,5,0,3,26,1,0,0,0,10,10,3,0,2,2,1,1,1,1,0,3,8,6,0,1,8,3,2,0.142857142857143,0.285714285714286,0.342857142857143,0.0285714285714286,0.5,0.918879066820277
"1484",2017,5,"SS",61496,0,2,0,0,7,57,15,15,8,0,0,2,0,0,0,0,0,0,0,1,0,1,0,0,3,3,0,0,1,0,0,0,0,1,0,0,1,1,0,0,2,0,0,0.2,0.533333333333333,1.6,0,0,3.862944
"1485",2017,5,"SS",64462,0,1,0,0,6,48,11,7,2,1,0,0,0,0,0,0,3,0,1,1,1,0,0,0,2,2,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0.181818181818182,0.454545454545455,0.909090909090909,0,0,2.57754025974026
"1486",2017,5,"SS",66451,2,0,0,0,21,149,36,31,10,1,0,3,0,0,0,0,5,0,0,8,0,0,0,0,8,8,0,0,0,0,0,0,1,0,0,1,1,1,0,1,1,0,0,0.222222222222222,0.416666666666667,1.05555555555556,0,0,2.01644959677419
"1487",2017,5,"SS",66492,0,12,0,0,40,280,67,51,15,2,0,2,1,0,0,1,12,0,3,11,2,0,0,0,14,14,2,0,1,2,1,1,2,1,0,2,7,5,0,2,10,0,0,0.208955223880597,0.402985074626866,0.73134328358209,0.0149253731343284,1,1.81368876207199
"1488",2017,5,"SS",67421,3,1,0,0,32,236,58,44,14,4,0,0,1,0,1,0,12,0,1,9,1,1,0,0,9,8,1,0,0,0,0,1,1,0,0,1,2,2,0,1,3,0,0,0.137931034482759,0.448275862068966,0.362068965517241,0.0172413793103448,1,1.62217237460815
"1489",2017,5,"SS",67423,2,0,0,0,31,183,46,33,7,2,0,0,0,1,2,1,9,0,1,5,1,1,0,1,4,4,0,0,1,0,1,0,0,0,0,0,2,0,0,0,1,0,1,0.0869565217391304,0.347826086956522,0.434782608695652,0.0217391304347826,0,0.792472628458498
"1490",2017,5,"SS",67435,5,0,0,0,86,515,131,118,39,10,2,4,0,1,0,2,10,1,1,18,3,1,0,1,22,22,0,0,1,1,0,1,0,1,0,1,2,3,0,2,3,0,0,0.16793893129771,0.374045801526718,0.351145038167939,0.00763358778625954,0,1.15561408332255
"1491",2017,5,"SS",67467,0,4,0,0,18,89,29,23,9,2,0,0,0,0,0,2,3,0,1,2,2,0,0,0,5,5,0,0,1,0,0,1,0,0,0,2,2,2,0,0,4,0,0,0.172413793103448,0.413793103448276,0.275862068965517,0,0,1.5962643928036
"1492",2017,5,"SS",73117,3,0,0,0,55,292,79,72,19,6,0,2,0,1,1,0,3,0,3,18,1,0,0,1,9,6,1,0,1,0,0,1,0,0,0,0,1,2,0,1,0,0,2,0.0759493670886076,0.278481012658228,0.10126582278481,0.0126582278481013,0,0.605670490506329
"1493",2017,5,"SS",74454,5,0,0,0,88,489,120,107,27,8,0,2,1,3,2,1,7,0,3,24,3,0,0,0,7,7,1,0,0,1,1,0,1,1,0,0,3,2,0,1,3,0,1,0.0583333333333333,0.283333333333333,0.0666666666666667,0.0333333333333333,0.25,0.494078563084112
"1494",2017,5,"SS",76355,0,3,0,1,11,68,18,16,5,1,0,1,0,0,0,0,2,0,0,6,0,0,0,0,2,2,0,0,0,0,2,0,0,0,0,1,2,1,0,0,3,0,0,0.111111111111111,0.388888888888889,0.388888888888889,0,0,1.44108125
"1495",2017,5,"SS",77446,3,2,0,0,60,359,89,81,25,3,0,0,1,0,1,0,6,1,1,17,3,0,0,0,8,8,0,0,0,0,0,1,1,1,0,2,2,3,0,1,2,0,2,0.0898876404494382,0.348314606741573,-0.179775280898876,0.0112359550561798,1,0.689787765293383
"1496",2017,5,"SS",77927,0,11,0,2,44,296,70,61,20,2,1,1,0,1,1,1,6,1,1,16,1,0,0,0,8,8,2,0,1,1,0,1,1,2,0,3,5,6,0,2,6,2,1,0.114285714285714,0.371428571428571,-0.0142857142857143,0.0142857142857143,0,1.04152649882904
"1497",2017,5,"SS",79440,0,1,0,0,3,40,12,10,6,2,0,1,1,0,0,0,2,0,0,1,0,0,0,0,7,7,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0.583333333333333,0.666666666666667,1.41666666666667,0.0833333333333333,1,5.59885
"1498",2017,5,"SS",79791,0,2,0,0,14,89,26,20,9,0,0,0,0,0,0,1,4,0,1,1,1,0,0,0,5,5,0,0,0,0,0,0,2,0,0,0,2,0,0,0,2,0,0,0.192307692307692,0.5,0.5,0,0,2.55427173076923
"1499",2017,5,"SS",99445,0,7,0,0,28,143,39,33,9,2,0,3,0,1,0,1,4,0,1,10,2,0,0,0,7,7,1,0,1,0,0,1,1,2,0,1,3,4,0,0,7,0,0,0.179487179487179,0.333333333333333,0.871794871794872,0.0256410256410256,0,1.41583076923077
"1500",2017,5,"WO",61396,0,2,0,0,8,51,14,11,4,0,0,0,0,0,0,0,1,0,2,0,1,1,0,0,4,4,0,1,0,0,0,0,0,1,0,0,2,0,0,0,2,0,0,0.285714285714286,0.357142857142857,0.642857142857143,0,0,1.95500909090909
"1501",2017,5,"WO",62322,1,0,0,0,15,82,23,21,9,1,0,0,1,0,0,1,1,0,0,1,1,0,0,0,4,4,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0.173913043478261,0.434782608695652,0.0434782608695652,0.0434782608695652,1,1.41749378881988
"1502",2017,5,"WO",62363,5,0,0,0,98,513,142,125,32,8,1,2,1,1,1,3,6,0,7,22,2,0,0,0,18,15,0,1,1,0,0,0,0,1,2,0,3,2,0,1,1,0,3,0.105633802816901,0.267605633802817,0.147887323943662,0.0140845070422535,0.5,0.533123521126761
"1503",2017,5,"WO",62937,4,0,0,0,69,333,100,91,27,6,1,2,0,1,0,1,2,0,6,12,2,0,0,0,13,13,1,1,0,0,0,2,0,0,0,0,3,1,0,2,0,0,2,0.13,0.29,0.26,0.01,0,0.808129807692308
"1504",2017,5,"WO",63342,5,0,0,0,78,477,126,113,40,12,0,3,4,0,2,2,8,0,1,26,1,0,0,0,22,21,0,0,1,1,0,1,0,1,1,0,2,3,0,2,1,0,2,0.166666666666667,0.380952380952381,0.111111111111111,0.0317460317460317,1,1.2069471238938
"1505",2017,5,"WO",64350,0,7,0,0,28,127,40,36,8,1,1,0,0,0,0,0,3,0,1,3,0,2,0,0,4,4,1,0,1,1,0,3,0,0,1,0,4,3,0,0,7,0,0,0.1,0.275,0.15,0,0,0.27817
"1506",2017,5,"WO",65320,5,0,0,0,89,473,127,117,31,7,3,2,0,0,3,0,6,0,1,26,3,2,1,0,19,18,1,1,1,0,0,1,0,0,1,0,3,2,0,3,1,0,1,0.141732283464567,0.291338582677165,-0.0393700787401575,0,0,0.439635917625681
"1507",2017,5,"WO",66309,0,3,0,0,22,143,38,32,15,5,0,0,0,2,1,1,1,0,3,4,1,0,0,0,7,6,0,1,1,0,0,0,0,1,0,0,2,1,0,0,3,0,0,0.157894736842105,0.421052631578947,0.105263157894737,0.0526315789473684,0,2.11106640625
"1508",2017,5,"WO",67313,3,0,0,0,54,262,75,68,17,1,1,0,1,1,1,0,4,0,2,12,2,2,0,0,6,4,1,0,0,1,0,1,0,0,0,0,2,1,0,1,1,0,1,0.0533333333333333,0.28,-0.08,0.0266666666666667,0.5,0.347071970588235
"1509",2017,5,"WO",67360,0,3,0,0,12,75,18,15,3,0,1,0,0,0,0,0,3,0,0,2,2,0,0,0,1,1,0,0,0,0,0,2,0,0,1,0,3,0,0,0,3,0,0,0.0555555555555556,0.333333333333333,0.277777777777778,0,0,0.44617
"1510",2017,5,"WO",67828,1,0,0,0,12,87,18,15,4,1,0,0,2,0,0,0,3,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0.388888888888889,-0.0555555555555556,0.111111111111111,1,0.874486666666667
"1511",2017,5,"WO",72261,0,3,0,0,12,60,19,18,7,0,0,1,0,0,1,0,0,0,0,2,0,0,0,0,4,4,0,0,0,1,0,1,0,0,1,0,2,1,0,0,3,0,0,0.210526315789474,0.368421052631579,0.473684210526316,0,0,1.33031315789474
"1512",2017,5,"WO",72749,0,3,0,0,13,90,25,21,8,3,0,2,0,0,0,1,3,0,0,2,0,0,0,0,8,8,1,0,1,0,0,1,0,0,0,0,2,1,0,0,3,0,0,0.32,0.44,1.24,0,0,2.36317771428571
"1513",2017,5,"WO",74359,0,10,0,5,34,174,43,40,8,2,1,0,0,3,0,0,3,0,0,10,0,0,0,0,2,2,1,1,1,1,0,1,0,2,3,0,7,3,0,1,7,0,2,0.0465116279069767,0.255813953488372,-0.255813953488372,0.0697674418604651,0,0.0510141860465115
"1514",2017,5,"WO",75258,0,11,0,1,32,204,53,41,15,3,0,0,2,0,0,0,10,0,2,5,3,1,0,0,6,6,2,1,1,0,0,2,0,2,3,0,9,2,0,0,10,0,1,0.113207547169811,0.471698113207547,0.490566037735849,0.0377358490566038,1,2.06505418775886
"1515",2017,5,"WO",75342,0,9,0,2,26,137,38,36,11,1,0,2,1,0,1,0,1,0,0,10,0,0,0,0,5,5,2,1,1,0,0,1,0,2,2,0,5,4,0,0,4,5,0,0.131578947368421,0.315789473684211,0.236842105263158,0.0263157894736842,1,0.839938157894736
"1516",2017,5,"WO",75750,1,0,0,0,16,95,28,24,10,3,0,0,2,0,1,0,2,0,1,3,1,0,0,0,7,7,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0.25,0.428571428571429,0.107142857142857,0.0714285714285714,1,1.67718973214286
"1517",2017,5,"WO",76350,0,4,0,2,15,74,21,20,4,1,0,1,2,0,0,0,1,0,0,4,0,0,0,0,3,3,0,0,0,0,0,1,0,2,1,0,2,2,0,0,3,1,0,0.142857142857143,0.238095238095238,0.380952380952381,0.0952380952380952,1,0.240448214285714
"1518",2017,5,"WO",76430,0,11,0,3,39,175,44,43,6,2,0,0,0,1,0,0,1,0,0,9,1,0,0,0,0,0,1,1,1,1,0,2,0,1,4,0,6,5,1,0,8,2,0,0,0.159090909090909,-0.340909090909091,0.0227272727272727,0,-0.318199207188161
"1519",2017,6,"HH",60768,4,0,0,0,47,332,77,69,23,3,0,8,2,0,0,1,7,0,0,7,0,1,0,0,17,16,0,0,1,0,0,0,0,2,1,0,1,3,0,1,2,0,1,0.207792207792208,0.38961038961039,1.44155844155844,0.025974025974026,1,1.93795736871824
"1520",2017,6,"HH",63749,0,3,0,0,4,26,6,5,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,3,0,0,0,2,0,1,0,0.333333333333333,0.166666666666667,0,0,0.44617
"1521",2017,6,"HH",64759,0,2,0,0,3,16,6,4,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,2,0,0,0,2,0,0,0,0.333333333333333,1,0,0,1.95656875
"1522",2017,6,"HH",65769,1,1,0,0,20,120,29,23,6,1,0,0,0,0,1,0,5,0,0,3,2,2,0,0,3,3,0,0,1,0,0,0,1,0,0,0,2,0,0,0,2,0,0,0.103448275862069,0.379310344827586,0.310344827586207,0,0,0.850297301349325
"1523",2017,6,"HH",66741,3,0,0,0,45,281,61,55,19,2,0,2,1,5,0,1,4,0,1,9,3,0,0,0,10,10,0,0,1,0,0,0,0,1,0,1,2,1,0,1,1,0,1,0.163934426229508,0.377049180327869,0.377049180327869,0.0983606557377049,0.166666666666667,1.30115064083457
"1524",2017,6,"HH",67742,3,0,0,0,60,290,80,75,19,4,0,2,0,0,0,1,4,0,0,10,3,1,0,0,9,9,0,0,1,0,0,0,0,0,2,0,1,2,0,1,1,0,1,0.1125,0.2875,0.225,0,0,0.418011175
"1525",2017,6,"HH",67748,1,0,0,0,11,65,17,14,5,1,0,1,0,1,0,0,2,0,1,1,0,0,0,0,2,2,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0.117647058823529,0.411764705882353,1.17647058823529,0.0588235294117647,0,2.37681344537815
"1526",2017,6,"HH",70425,5,0,1,0,79,457,121,112,38,9,1,6,1,1,0,0,6,0,3,18,3,0,0,0,24,24,0,0,2,0,0,0,0,1,1,1,4,1,0,1,3,0,1,0.198347107438017,0.363636363636364,0.570247933884298,0.0165289256198347,0.5,1.3796572609209
"1527",2017,6,"HH",72447,0,11,0,3,31,204,48,41,10,3,0,1,0,0,1,0,3,0,3,6,0,2,0,0,7,6,0,0,3,0,0,0,1,3,3,1,8,3,0,2,8,0,1,0.125,0.270833333333333,0.395833333333333,0,0,0.681893902439024
"1528",2017,6,"HH",73750,5,0,0,0,66,404,108,93,29,4,0,5,0,0,0,1,13,0,1,15,3,0,0,0,23,22,0,1,0,0,0,0,1,1,1,1,2,3,0,3,2,0,0,0.203703703703704,0.388888888888889,0.712962962962963,0,0,1.46079964157706
"1529",2017,6,"HH",73801,0,2,0,0,9,73,18,17,8,1,0,1,1,0,0,0,1,0,0,2,0,0,0,0,4,4,0,1,0,0,0,0,1,0,0,0,1,1,0,0,2,0,0,0.222222222222222,0.5,0.666666666666667,0.0555555555555556,1,2.60023088235294
"1530",2017,6,"HH",74167,0,12,0,1,43,259,65,59,19,4,2,1,0,0,1,1,4,0,0,17,1,3,0,0,7,6,0,1,1,0,0,0,1,3,4,2,6,6,0,0,11,0,1,0.0923076923076923,0.353846153846154,-0.138461538461538,0,0,0.838267457627118
"1531",2017,6,"HH",74731,0,12,0,3,39,275,65,56,18,5,0,3,2,0,1,0,6,0,2,11,0,1,0,0,9,8,0,0,3,0,0,0,0,4,3,2,8,4,0,2,8,0,2,0.123076923076923,0.369230769230769,0.630769230769231,0.0307692307692308,1,1.49163035714286
"1532",2017,6,"HH",74857,0,10,0,0,34,206,49,42,11,2,0,1,0,1,0,1,4,1,2,12,0,1,0,0,5,5,0,0,3,0,0,0,1,2,2,2,7,3,1,1,1,6,1,0.102040816326531,0.306122448979592,0.0816326530612245,0.0204081632653061,0,0.743213556851312
"1533",2017,6,"HH",77452,0,9,0,2,46,206,58,54,11,1,0,2,0,0,0,0,1,0,3,11,3,0,0,0,4,4,0,1,3,0,0,0,1,2,1,1,5,4,0,0,9,0,0,0.0689655172413793,0.206896551724138,0.275862068965517,0,0,0.276747844827586
