"","year","P_ID","PA","AB","HIT","H2","H3","HR","SB","CS","SF","BB","HP","KK","GD"
"996",2016,71842,13,8,2,1,0,0,0,0,0,5,0,2,0
"997",2016,72133,81,70,22,4,0,0,1,2,2,8,1,10,2
"998",2016,72456,60,53,17,3,0,0,0,1,2,4,1,9,2
"999",2016,76100,29,26,8,2,0,1,0,0,0,3,0,8,1
"1000",2016,76650,0,0,0,0,0,0,0,0,0,0,0,0,0
"1001",2016,78135,45,36,9,2,0,0,0,0,0,7,0,4,1
"1002",2016,78217,67,58,18,4,0,0,1,0,0,7,0,15,3
"1003",2016,79109,89,72,24,7,0,3,4,2,1,15,1,19,0
"1004",2016,79113,29,27,10,1,0,3,0,0,0,0,0,7,0
"1005",2016,79150,13,13,0,0,0,0,0,0,0,0,0,4,0
"1006",2016,79192,65,56,20,2,2,0,0,1,3,6,0,6,1
"1007",2016,79198,5,5,1,0,0,0,0,0,0,0,0,2,0
"1008",2016,99606,44,40,16,5,0,2,1,1,0,4,0,8,1
"1009",2016,60523,37,30,10,1,0,0,1,0,1,2,1,7,2
"1010",2016,60558,46,42,10,0,0,2,2,1,0,4,0,11,1
"1011",2016,60559,0,0,0,0,0,0,0,0,0,0,0,0,0
"1012",2016,61204,33,30,10,1,0,0,1,0,0,2,0,7,1
"1013",2016,61554,7,6,1,0,0,0,0,0,0,0,0,3,0
"1014",2016,61591,28,21,6,1,0,0,0,0,0,2,0,5,1
"1015",2016,62556,77,58,20,3,0,1,0,1,0,10,7,5,3
"1016",2016,62558,43,41,13,1,0,0,0,0,0,2,0,14,0
"1017",2016,62559,56,49,12,1,0,1,1,0,2,5,0,12,1
"1018",2016,65513,4,3,0,0,0,0,0,0,0,1,0,0,0
"1019",2016,66508,1,1,1,0,0,0,0,2,0,0,0,0,0
"1020",2016,71552,21,17,3,0,0,1,0,0,0,4,0,6,1
"1021",2016,71562,30,27,8,1,0,0,0,1,0,2,1,4,3
"1022",2016,71565,0,0,0,0,0,0,0,0,0,0,0,0,0
"1023",2016,72546,23,20,3,0,0,0,0,0,0,1,0,4,0
"1024",2016,74540,50,43,16,3,0,2,0,0,0,6,1,9,1
"1025",2016,75321,0,0,0,0,0,0,0,0,0,0,0,0,0
"1026",2016,76313,94,84,28,4,2,6,1,1,1,9,0,16,3
"1027",2016,76509,94,80,26,1,1,0,1,3,0,11,1,11,0
"1028",2016,77532,100,83,32,7,0,4,3,0,0,16,1,10,0
"1029",2016,78513,87,74,20,6,0,2,2,2,0,7,5,17,3
"1030",2016,79356,22,18,7,3,0,1,0,0,0,3,1,7,0
"1031",2016,60566,15,14,3,1,0,0,0,0,0,0,1,3,2
"1032",2016,62016,2,2,0,0,0,0,0,0,0,0,0,0,0
"1033",2016,62907,100,82,38,2,1,2,4,0,0,16,0,11,1
"1034",2016,62908,3,3,0,0,0,0,0,0,0,0,0,0,0
"1035",2016,62917,1,1,0,0,0,0,0,0,0,0,0,0,0
"1036",2016,62926,1,1,0,0,0,0,0,0,0,0,0,1,0
"1037",2016,62929,0,0,0,0,0,0,0,0,0,0,0,0,0
"1038",2016,62934,87,76,20,5,1,1,0,1,0,8,1,18,6
"1039",2016,62947,109,96,24,6,0,0,1,1,0,10,3,18,2
"1040",2016,63920,25,19,2,1,0,0,0,0,0,6,0,3,2
"1041",2016,63963,32,27,8,0,0,1,0,1,0,4,1,6,0
"1042",2016,64906,1,1,0,0,0,0,0,0,0,0,0,0,0
"1043",2016,64914,67,60,13,3,0,1,1,1,1,6,0,19,2
"1044",2016,64944,7,7,2,0,0,0,0,0,0,0,0,3,0
"1045",2016,64995,0,0,0,0,0,0,0,0,0,0,0,0,0
"1046",2016,66968,4,4,1,0,0,0,5,0,0,0,0,1,0
"1047",2016,73213,67,54,11,2,0,0,1,0,0,7,3,11,1
"1048",2016,73306,60,54,11,2,0,0,0,0,0,5,0,16,1
"1049",2016,73339,93,77,21,3,1,1,3,1,2,12,1,19,4
"1050",2016,74223,17,16,5,0,0,1,0,0,0,1,0,4,1
"1051",2016,74465,44,37,7,2,0,1,0,0,0,5,2,13,2
"1052",2016,75441,44,39,14,4,0,1,0,1,0,5,0,11,0
"1053",2016,75867,0,0,0,0,0,0,0,0,0,0,0,0,0
"1054",2016,76118,0,0,0,0,0,0,0,0,0,0,0,0,0
"1055",2016,77454,2,2,0,0,0,0,0,0,0,0,0,2,0
"1056",2016,78122,58,53,13,2,0,0,0,0,0,1,2,8,3
"1057",2016,78813,64,55,19,5,0,4,0,0,1,6,1,7,4
"1058",2016,94629,86,73,24,1,0,4,0,0,0,12,0,17,3
"1059",2016,61208,4,3,0,0,0,0,0,0,0,1,0,0,0
"1060",2016,61214,0,0,0,0,0,0,0,0,0,0,0,0,0
"1061",2016,62234,9,9,3,0,0,1,0,0,0,0,0,2,0
"1062",2016,62244,18,15,5,1,0,1,0,0,0,1,1,3,0
"1063",2016,65293,1,1,0,0,0,0,0,0,0,0,0,0,0
"1064",2016,66203,6,6,1,0,0,0,0,0,0,0,0,2,1
"1065",2016,66209,3,3,0,0,0,0,1,1,0,0,0,0,0
"1066",2016,66244,84,63,19,5,0,2,0,0,1,19,1,15,3
"1067",2016,72214,0,0,0,0,0,0,0,0,0,0,0,0,0
"1068",2016,74206,76,67,22,6,1,1,1,1,2,6,0,9,3
"1069",2016,75334,99,86,26,6,0,7,0,0,2,11,0,21,1
"1070",2016,75566,17,15,3,1,0,2,0,0,1,1,0,2,1
"1071",2016,76232,73,58,24,5,0,6,1,0,1,9,4,5,1
"1072",2016,76249,60,51,17,5,1,1,2,2,1,8,0,8,3
"1073",2016,76267,26,21,10,0,0,0,0,0,1,2,2,2,1
"1074",2016,76329,0,0,0,0,0,0,0,0,0,0,0,0,0
"1075",2016,77248,83,72,21,5,1,2,3,2,1,9,0,14,1
"1076",2016,78224,98,82,20,5,0,3,0,0,0,16,0,26,1
"1077",2016,78288,2,1,0,0,0,0,0,0,1,0,0,0,0
"1078",2016,79215,78,71,22,5,0,4,3,1,0,6,1,14,2
"1079",2016,79231,19,18,5,0,0,0,0,0,0,1,0,2,0
"1080",2016,79240,77,72,15,3,0,0,0,0,0,4,0,12,2
"1081",2016,79290,52,44,11,3,0,0,0,1,0,8,0,11,1
"1082",2016,62802,45,40,10,1,1,1,1,0,0,4,0,11,0
"1083",2016,62864,25,24,9,2,0,0,0,0,0,1,0,2,0
"1084",2016,62893,11,9,5,1,0,0,1,0,0,1,0,2,0
"1085",2016,62895,9,9,2,0,0,0,0,0,0,0,0,3,0
"1086",2016,64861,0,0,0,0,0,0,0,0,0,0,0,0,0
"1087",2016,65464,5,5,1,0,0,0,0,0,0,0,0,1,0
"1088",2016,65869,5,5,0,0,0,0,0,0,0,0,0,4,1
"1089",2016,66805,51,46,14,4,0,1,0,1,0,4,1,7,2
"1090",2016,66833,8,7,2,0,0,0,0,0,0,1,0,4,0
"1091",2016,66838,42,41,15,1,0,1,1,0,0,1,0,9,1
"1092",2016,71837,64,51,14,2,0,2,1,1,0,5,4,13,0
"1093",2016,71848,15,13,6,1,0,0,0,0,0,1,1,2,0
"1094",2016,71857,4,4,0,0,0,0,0,0,0,0,0,1,0
"1095",2016,73209,46,39,19,2,0,4,0,3,0,2,3,2,3
"1096",2016,74846,53,41,13,1,0,4,0,0,1,9,2,14,1
"1097",2016,75151,83,82,19,3,0,3,0,0,0,1,0,5,4
"1098",2016,75847,84,72,21,5,0,5,1,0,1,8,3,12,1
"1099",2016,76158,14,14,2,0,0,0,0,0,0,0,0,8,1
"1100",2016,76802,54,50,21,3,0,2,0,0,1,2,1,3,1
"1101",2016,76812,67,56,16,2,0,0,1,0,0,9,2,12,2
"1102",2016,76849,40,34,11,2,0,0,1,1,0,3,0,3,0
"1103",2016,76858,0,0,0,0,0,0,0,0,0,0,0,0,0
"1104",2016,76869,36,36,13,1,1,0,2,3,0,0,0,3,0
"1105",2016,77869,4,3,0,0,0,0,0,0,0,1,0,1,0
"1106",2016,60456,80,71,17,1,0,0,1,0,0,9,0,12,4
"1107",2016,61463,0,0,0,0,0,0,0,0,0,0,0,0,0
"1108",2016,61742,3,3,1,0,0,0,0,0,0,0,0,1,0
"1109",2016,62404,107,93,29,4,2,4,0,1,0,12,2,12,1
"1110",2016,62406,6,6,0,0,0,0,0,0,0,0,0,0,0
"1111",2016,62415,113,101,29,2,4,2,7,0,1,8,1,15,1
"1112",2016,63440,39,31,9,4,0,2,0,0,1,3,1,14,0
"1113",2016,64493,0,0,0,0,0,0,0,0,0,0,0,0,0
"1114",2016,64499,36,35,9,1,0,0,0,0,0,0,0,8,1
"1115",2016,65412,1,1,1,0,0,0,0,0,0,0,0,0,0
"1116",2016,66409,2,2,1,0,0,0,0,0,0,0,0,1,0
"1117",2016,71432,109,94,27,1,0,5,0,0,2,12,0,16,1
"1118",2016,72443,105,85,37,4,1,8,1,0,2,18,0,10,1
"1119",2016,72466,74,65,17,0,0,3,0,0,1,8,0,21,3
"1120",2016,78454,17,13,4,1,0,0,0,0,1,3,0,2,0
"1121",2016,78467,2,2,0,0,0,0,1,0,0,0,0,1,0
"1122",2016,79402,91,82,24,4,0,1,1,1,1,6,1,8,3
"1123",2016,79456,54,50,17,0,0,1,0,0,0,0,1,5,1
"1124",2016,79465,12,11,0,0,0,0,0,0,0,1,0,4,0
"1125",2016,95436,99,89,28,5,0,3,0,0,0,9,1,11,1
"1126",2016,61353,65,59,22,3,0,0,2,2,0,6,0,13,2
"1127",2016,61366,15,15,4,0,0,0,1,0,0,0,0,5,0
"1128",2016,62332,9,8,1,0,0,0,0,0,0,1,0,0,0
"1129",2016,62353,3,3,1,0,0,0,0,0,0,0,0,2,0
"1130",2016,63339,10,9,1,0,0,0,0,0,0,1,0,4,0
"1131",2016,63360,3,3,1,0,0,0,0,0,0,0,0,1,1
"1132",2016,64300,91,83,27,5,1,2,2,5,0,8,0,10,1
"1133",2016,64346,72,65,18,2,0,3,6,2,0,5,1,20,0
"1134",2016,65399,1,1,0,0,0,0,0,0,0,0,0,1,0
"1135",2016,65898,2,2,0,0,0,0,0,0,0,0,0,1,0
"1136",2016,66306,37,32,9,5,0,2,0,0,0,5,0,6,0
"1137",2016,66354,7,7,1,1,0,0,0,0,0,0,0,4,0
"1138",2016,73342,66,52,16,4,0,2,3,0,1,11,2,7,2
"1139",2016,74215,93,82,28,4,0,3,0,1,2,8,1,12,5
"1140",2016,76368,3,3,1,0,0,0,1,2,0,0,0,0,0
"1141",2016,77463,34,31,10,3,0,2,0,0,1,2,0,9,1
"1142",2016,77564,86,75,27,9,1,2,1,0,3,8,0,17,0
"1143",2016,77848,12,11,1,0,0,0,0,0,0,1,0,2,0
"1144",2016,78168,98,89,31,2,2,1,3,2,1,4,4,8,1
"1145",2016,79130,38,35,7,2,0,0,0,2,0,1,1,12,0
"1146",2016,79300,23,19,7,1,0,1,1,0,0,4,0,2,1
"1147",2016,79334,2,2,0,0,0,0,0,0,0,0,0,1,1
"1148",2016,79365,66,55,14,4,1,2,0,0,2,7,2,8,2
"1149",2016,60667,1,1,1,0,0,0,0,0,0,0,0,0,0
"1150",2016,62700,19,18,2,0,0,0,0,0,0,1,0,6,0
"1151",2016,62797,20,15,3,1,0,0,1,0,1,2,1,3,0
"1152",2016,63700,16,15,4,2,0,0,0,0,0,1,0,4,1
"1153",2016,64086,4,3,2,1,0,0,0,0,0,1,0,1,0
"1154",2016,64724,1,1,0,0,0,0,0,0,0,0,0,0,1
"1155",2016,71347,3,2,0,0,0,0,0,0,0,1,0,1,0
"1156",2016,71752,20,15,8,2,0,3,0,0,1,4,0,1,1
"1157",2016,73136,19,18,7,0,0,1,0,0,0,1,0,4,0
"1158",2016,73602,2,1,1,0,0,0,0,0,0,1,0,0,0
"1159",2016,73725,15,13,3,0,0,0,0,0,0,0,1,2,4
"1160",2016,75808,21,19,9,3,1,1,0,0,0,2,0,3,0
"1161",2016,76753,17,15,4,2,0,0,0,0,0,2,0,4,0
"1162",2016,77243,12,8,3,0,0,0,0,0,0,0,2,3,0
"1163",2016,78756,2,2,1,0,0,0,0,0,0,0,0,0,0
"1164",2016,98144,4,3,2,0,0,0,0,0,0,0,0,0,0
"1165",2016,60636,0,0,0,0,0,0,0,0,0,0,0,0,0
"1166",2016,61643,0,0,0,0,0,0,0,0,0,0,0,0,0
"1167",2016,61652,6,3,0,0,0,0,0,0,0,1,2,1,0
"1168",2016,62668,3,3,0,0,0,0,0,0,0,0,0,1,0
"1169",2016,63634,4,4,1,0,0,0,0,0,0,0,0,2,0
"1170",2016,63636,1,1,0,0,0,0,0,0,0,0,0,0,0
"1171",2016,63704,18,14,2,1,0,0,1,0,0,2,0,3,0
"1172",2016,63722,6,6,1,0,0,0,0,0,0,0,0,2,0
"1173",2016,64610,0,0,0,0,0,0,0,0,0,0,0,0,0
"1174",2016,64699,16,13,2,0,0,0,0,1,0,3,0,3,0
"1175",2016,65653,16,14,4,1,0,0,1,3,0,1,0,2,1
"1176",2016,66606,5,5,2,0,0,0,0,0,0,0,0,1,0
"1177",2016,66609,0,0,0,0,0,0,0,0,0,0,0,0,0
"1178",2016,66643,0,0,0,0,0,0,0,0,0,0,0,0,0
"1179",2016,70410,18,16,6,1,0,1,0,0,0,2,0,3,0
"1180",2016,70756,17,14,6,1,0,1,0,0,0,3,0,0,2
"1181",2016,71184,2,1,0,0,0,0,0,0,0,0,0,0,0
"1182",2016,72559,7,6,3,0,0,0,1,1,0,1,0,1,0
"1183",2016,72641,0,0,0,0,0,0,0,0,0,0,0,0,0
"1184",2016,73606,2,2,1,0,0,0,0,0,0,0,0,0,0
"1185",2016,74605,9,7,2,1,0,1,0,0,0,2,0,0,0
"1186",2016,77648,2,2,1,0,0,0,0,0,0,0,0,0,0
"1187",2016,78603,22,20,8,2,1,0,1,1,0,1,0,1,1
"1188",2016,78629,18,15,4,1,0,0,0,0,0,3,0,5,0
"1189",2016,79608,22,17,3,1,0,0,0,0,1,3,0,3,0
"1190",2016,97336,0,0,0,0,0,0,0,0,0,0,0,0,0
"1191",2016,60343,19,17,4,1,0,0,0,0,1,0,0,3,1
"1192",2016,60496,2,2,1,0,0,0,0,0,0,0,0,0,0
"1193",2016,62265,16,14,5,1,0,1,0,0,1,1,0,2,0
"1194",2016,64006,20,19,6,1,0,0,2,0,0,1,0,3,2
"1195",2016,64007,10,10,2,0,0,0,0,0,0,0,0,5,0
"1196",2016,64166,0,0,0,0,0,0,0,0,0,0,0,0,0
"1197",2016,65096,0,0,0,0,0,0,0,0,0,0,0,0,0
"1198",2016,66052,3,2,0,0,0,0,0,0,0,1,0,2,0
"1199",2016,73113,15,12,3,1,0,0,0,0,0,3,0,3,0
"1200",2016,73153,24,22,6,0,0,0,0,0,1,1,0,7,2
"1201",2016,74339,22,20,5,2,0,0,0,0,0,2,0,5,0
"1202",2016,77104,6,6,1,0,0,0,0,0,0,0,0,0,0
"1203",2016,77462,2,2,0,0,0,0,0,0,0,0,0,1,0
"1204",2016,77609,16,14,3,1,0,0,0,0,0,1,0,3,0
"1205",2016,78517,7,4,0,0,0,0,0,0,0,3,0,1,0
"1206",2016,78892,3,2,1,0,0,0,0,0,0,1,0,1,0
"1207",2016,79453,7,5,2,0,0,0,0,0,0,2,0,0,0
"1208",2016,99810,19,18,7,3,0,0,0,0,1,0,0,2,0
"1209",2016,61102,8,6,1,0,0,0,0,0,0,1,1,0,0
"1210",2016,61186,12,10,4,0,0,1,0,0,0,2,0,1,0
"1211",2016,62147,1,1,1,0,0,0,0,0,0,0,0,0,0
"1212",2016,62164,5,5,1,0,0,1,0,0,0,0,0,2,0
"1213",2016,63077,3,3,1,1,0,0,0,0,0,0,0,1,0
"1214",2016,64153,15,15,4,1,0,0,0,0,0,0,0,6,0
"1215",2016,65103,19,17,4,2,0,0,1,1,1,1,0,2,2
"1216",2016,65115,3,3,0,0,0,0,0,0,0,0,0,1,0
"1217",2016,65120,1,1,0,0,0,0,0,0,0,0,0,1,0
"1218",2016,71842,8,7,2,0,0,0,0,0,0,1,0,2,0
"1219",2016,72133,19,18,5,0,0,0,0,0,0,1,0,4,1
"1220",2016,72456,12,6,2,0,0,0,0,1,0,3,0,1,0
"1221",2016,76100,7,4,0,0,0,0,0,0,1,2,0,1,0
"1222",2016,78135,7,6,1,0,0,0,0,0,0,0,0,3,0
"1223",2016,78217,18,16,3,0,0,0,2,0,0,2,0,2,0
"1224",2016,79109,18,14,5,1,0,0,1,0,0,3,1,3,0
"1225",2016,79113,11,8,2,0,0,2,0,0,0,3,0,2,1
"1226",2016,79192,10,8,0,0,0,0,0,0,0,1,1,0,2
"1227",2016,79198,2,2,0,0,0,0,0,0,0,0,0,0,0
"1228",2016,97109,1,1,1,0,0,0,0,0,0,0,0,0,0
"1229",2016,99606,8,7,1,0,0,0,0,0,1,0,0,2,1
"1230",2016,60523,13,12,1,0,0,0,0,0,0,1,0,1,1
"1231",2016,60558,9,8,2,0,0,0,0,0,0,1,0,2,1
"1232",2016,61204,6,5,2,0,0,0,1,0,0,1,0,1,0
"1233",2016,61591,8,7,3,0,0,0,0,0,0,1,0,1,0
"1234",2016,62556,27,23,5,1,0,0,0,0,0,3,1,7,0
"1235",2016,62558,12,11,4,2,0,1,0,0,0,1,0,4,0
"1236",2016,62559,18,16,4,0,0,0,0,0,0,1,1,4,0
"1237",2016,65506,3,3,0,0,0,0,0,0,0,0,0,1,0
"1238",2016,65513,0,0,0,0,0,0,0,0,0,0,0,0,0
"1239",2016,66508,0,0,0,0,0,0,0,0,0,0,0,0,0
"1240",2016,71552,9,7,2,0,0,2,0,0,0,1,1,3,0
"1241",2016,71562,2,2,1,0,0,0,0,0,0,0,0,0,0
"1242",2016,72546,4,3,1,0,0,0,0,0,0,0,0,0,0
"1243",2016,74540,8,8,1,0,0,1,0,0,0,0,0,3,0
"1244",2016,76313,23,21,9,2,0,1,1,0,1,1,0,2,0
"1245",2016,76509,18,16,3,0,0,0,0,0,0,2,0,5,1
"1246",2016,77532,27,26,7,0,0,0,1,0,0,1,0,5,0
"1247",2016,78513,26,25,5,1,0,0,1,1,0,0,1,8,1
"1248",2016,79356,18,15,4,1,0,2,1,0,0,3,0,6,1
"1249",2016,60566,12,11,4,1,0,0,3,0,0,0,1,1,1
"1250",2016,62907,22,19,6,2,0,0,2,0,1,1,1,3,0
"1251",2016,62929,0,0,0,0,0,0,0,0,0,0,0,0,0
"1252",2016,62934,19,17,3,0,0,0,0,0,0,2,0,5,0
"1253",2016,62947,25,22,6,1,0,0,1,0,0,3,0,5,0
"1254",2016,63920,11,8,2,0,0,0,0,2,0,3,0,2,0
"1255",2016,63959,0,0,0,0,0,0,0,0,0,0,0,0,0
"1256",2016,63963,15,14,3,0,0,0,0,0,0,1,0,3,0
"1257",2016,64944,1,1,1,0,0,0,0,0,0,0,0,0,0
"1258",2016,66968,6,6,1,0,0,0,0,1,0,0,0,2,0
"1259",2016,73213,20,18,8,1,0,0,0,0,0,2,0,2,0
"1260",2016,73306,12,11,2,1,0,0,0,0,1,0,0,4,0
"1261",2016,73339,16,14,6,2,0,0,2,0,0,2,0,2,0
"1262",2016,74223,13,11,5,0,0,0,0,0,0,1,0,1,1
"1263",2016,74465,24,17,6,0,0,4,0,0,0,5,2,4,1
"1264",2016,75441,29,27,10,3,0,0,1,1,0,1,1,5,0
"1265",2016,77454,11,11,6,2,0,0,0,2,0,0,0,3,0
"1266",2016,78122,12,12,3,0,0,1,0,0,0,0,0,0,2
"1267",2016,78352,0,0,0,0,0,0,0,0,0,0,0,0,0
"1268",2016,78813,21,18,4,2,0,0,1,1,1,2,0,3,0
"1269",2016,94629,12,10,3,1,0,1,0,0,1,1,0,2,0
"1270",2016,61208,1,1,1,0,0,0,0,0,0,0,0,0,0
"1271",2016,62244,6,6,3,0,0,0,0,0,0,0,0,1,1
"1272",2016,66203,2,2,0,0,0,0,0,0,0,0,0,1,0
"1273",2016,66209,2,2,0,0,0,0,0,0,0,0,0,0,0
"1274",2016,66244,8,5,3,1,0,1,0,0,0,3,0,1,0
"1275",2016,74206,7,7,4,1,0,1,0,0,0,0,0,1,0
"1276",2016,75334,15,12,3,0,0,1,0,0,0,3,0,5,0
"1277",2016,75566,5,4,3,2,0,0,0,0,0,1,0,0,0
"1278",2016,76232,7,7,3,1,0,0,0,0,0,0,0,0,0
"1279",2016,76249,5,5,1,0,0,0,0,0,0,0,0,0,0
"1280",2016,76267,7,7,2,0,0,0,0,0,0,0,0,0,0
"1281",2016,77248,6,5,1,0,0,0,0,0,0,0,1,1,0
"1282",2016,78224,15,14,3,1,0,1,0,0,0,1,0,3,0
"1283",2016,78288,1,0,0,0,0,0,0,0,0,0,1,0,0
"1284",2016,79215,14,14,3,2,0,0,0,0,0,0,0,2,0
"1285",2016,79231,7,6,1,0,0,0,0,0,0,1,0,1,0
"1286",2016,79240,13,9,3,1,0,0,0,0,0,4,0,1,1
"1287",2016,79290,8,8,1,0,0,0,0,0,0,0,0,3,0
"1288",2016,62802,4,2,0,0,0,0,0,0,0,2,0,1,0
"1289",2016,62864,1,1,0,0,0,0,0,0,0,0,0,0,0
"1290",2016,62895,11,9,3,0,0,0,1,0,0,1,1,2,0
"1291",2016,66805,4,4,1,0,0,0,0,0,0,0,0,1,0
"1292",2016,66838,2,1,0,0,0,0,0,0,0,1,0,1,0
"1293",2016,71837,8,6,1,1,0,0,0,0,0,2,0,3,1
"1294",2016,71848,3,3,0,0,0,0,0,0,0,0,0,1,0
"1295",2016,73209,12,12,1,0,0,1,0,0,0,0,0,3,0
"1296",2016,74846,5,5,3,0,1,1,0,0,0,0,0,0,0
"1297",2016,75151,10,10,2,0,0,0,0,0,0,0,0,3,1
"1298",2016,75847,14,13,4,1,0,1,0,0,0,1,0,5,0
"1299",2016,76158,9,9,1,0,0,0,0,0,0,0,0,3,0
"1300",2016,76802,8,8,2,0,0,1,0,0,0,0,0,1,0
"1301",2016,76812,9,8,3,0,0,0,0,0,0,1,0,2,0
"1302",2016,76849,9,9,4,0,0,0,1,0,0,0,0,1,0
"1303",2016,76869,4,4,1,0,0,0,0,0,0,0,0,2,0
"1304",2016,60456,19,18,7,0,0,0,0,1,0,1,0,4,0
"1305",2016,60724,3,3,0,0,0,0,0,0,0,0,0,2,0
"1306",2016,61463,4,4,1,0,0,0,0,0,0,0,0,1,0
"1307",2016,61742,10,9,1,0,0,0,0,0,0,1,0,4,0
"1308",2016,62404,16,14,2,0,0,0,0,0,0,2,0,4,1
"1309",2016,62406,6,5,1,0,0,1,0,0,0,1,0,1,0
"1310",2016,62415,5,4,1,0,0,0,1,1,0,1,0,2,0
"1311",2016,63440,9,8,3,2,0,1,0,0,0,0,1,2,0
"1312",2016,64499,11,11,1,0,0,0,0,0,0,0,0,6,1
"1313",2016,66409,3,1,0,0,0,0,0,0,0,0,0,1,0
"1314",2016,66469,4,3,1,0,0,0,0,0,0,1,0,1,0
"1315",2016,71432,20,19,7,2,0,1,0,0,0,1,0,3,0
"1316",2016,72443,21,15,7,2,0,0,0,0,1,4,1,0,1
"1317",2016,78454,7,6,0,0,0,0,0,0,0,1,0,1,0
"1318",2016,78467,4,4,0,0,0,0,1,0,0,0,0,3,0
"1319",2016,79402,19,17,3,1,0,0,0,0,0,1,0,2,0
"1320",2016,79456,12,12,4,0,0,0,1,0,0,0,0,1,0
"1321",2016,79465,6,5,2,0,0,0,0,0,0,1,0,1,0
"1322",2016,95436,12,9,3,1,0,1,0,0,0,3,0,1,0
"1323",2016,61353,22,20,2,0,0,0,0,0,1,1,0,9,0
"1324",2016,61366,4,3,0,0,0,0,0,0,0,1,0,2,0
"1325",2016,62332,3,2,0,0,0,0,0,0,0,1,0,1,0
"1326",2016,63339,3,3,0,0,0,0,0,1,0,0,0,1,0
"1327",2016,64300,19,17,4,1,0,0,2,0,0,1,1,1,0
"1328",2016,64346,13,11,5,1,0,0,0,1,0,2,0,2,1
"1329",2016,65898,7,6,3,0,0,0,0,0,1,0,0,1,0
"1330",2016,66306,9,8,2,0,0,1,0,0,0,1,0,1,0
"1331",2016,66354,5,5,1,0,0,0,0,0,0,0,0,2,0
"1332",2016,73342,12,12,3,0,0,0,0,0,0,0,0,4,0
"1333",2016,74215,20,19,6,0,0,1,0,0,1,0,0,4,0
"1334",2016,76368,3,2,1,0,0,0,2,0,0,1,0,1,0
"1335",2016,77463,9,9,1,0,0,0,0,0,0,0,0,2,0
"1336",2016,77564,13,11,1,1,0,0,0,0,0,2,0,4,0
"1337",2016,78168,17,15,6,1,0,0,0,0,0,1,1,1,1
"1338",2016,79130,5,5,2,0,0,0,1,0,0,0,0,3,0
"1339",2016,79300,13,12,5,1,0,1,0,2,0,1,0,1,0
"1340",2016,79365,12,10,1,0,0,0,0,0,1,0,1,2,1
"1341",2017,61700,2,2,0,0,0,0,0,0,0,0,0,1,0
"1342",2017,62768,3,3,1,0,0,0,0,0,0,0,0,0,0
"1343",2017,64086,3,3,1,0,0,0,0,0,0,0,0,0,0
"1344",2017,66702,0,0,0,0,0,0,0,0,0,0,0,0,0
"1345",2017,66740,4,4,1,0,0,0,0,0,0,0,0,0,0
"1346",2017,71347,4,3,1,0,0,0,0,1,0,0,0,2,0
"1347",2017,71752,4,2,0,0,0,0,0,0,0,2,0,0,0
"1348",2017,73602,0,0,0,0,0,0,0,0,0,0,0,0,0
"1349",2017,73725,1,1,0,0,0,0,0,0,0,0,0,0,0
"1350",2017,74729,4,3,0,0,0,0,0,0,0,1,0,1,0
"1351",2017,75808,1,1,0,0,0,0,0,0,0,0,0,0,0
"1352",2017,76753,2,2,0,0,0,0,0,0,0,0,0,1,0
"1353",2017,77464,2,2,0,0,0,0,0,0,0,0,0,2,0
"1354",2017,98144,3,3,0,0,0,0,0,0,0,0,0,1,0
"1355",2017,60648,0,0,0,0,0,0,0,0,0,0,0,0,0
"1356",2017,63634,3,2,0,0,0,0,0,0,0,1,0,1,0
"1357",2017,63704,0,0,0,0,0,0,0,0,0,0,0,0,0
"1358",2017,63722,0,0,0,0,0,0,0,0,0,0,0,0,0
"1359",2017,67650,5,5,1,1,0,0,0,0,0,0,0,1,0
"1360",2017,70410,5,4,1,0,0,1,0,0,0,1,0,0,0
"1361",2017,70756,3,3,1,0,0,0,0,0,0,0,0,0,0
"1362",2017,72443,5,4,1,0,1,0,0,0,0,1,0,1,0
"1363",2017,72559,1,1,1,0,0,0,0,0,0,0,0,0,0
"1364",2017,73606,5,4,0,0,0,0,0,0,0,1,0,0,0
"1365",2017,74605,4,4,0,0,0,0,0,0,0,0,0,0,0
"1366",2017,77648,2,1,0,0,0,0,0,1,0,1,0,1,0
"1367",2017,78603,4,3,0,0,0,0,0,0,0,1,0,1,0
"1368",2017,78629,5,3,2,0,0,2,0,0,0,2,0,0,0
"1369",2017,60343,4,4,0,0,0,0,0,0,0,0,0,2,0
"1370",2017,64006,4,4,1,0,0,0,0,0,0,0,0,1,0
"1371",2017,67005,1,1,0,0,0,0,0,0,0,0,0,0,0
"1372",2017,67024,4,3,0,0,0,0,0,1,0,1,0,2,0
"1373",2017,70553,4,4,2,0,0,1,0,0,0,0,0,1,0
"1374",2017,73113,4,4,1,1,0,0,0,0,0,0,0,1,0
"1375",2017,73153,4,4,1,0,0,0,0,0,0,0,0,0,0
"1376",2017,74339,4,4,1,0,0,0,0,0,0,0,0,0,1
"1377",2017,78517,4,4,2,1,0,0,0,0,0,0,0,1,0
"1378",2017,99810,4,3,1,0,0,0,0,0,0,1,0,0,0
"1379",2017,63077,0,0,0,0,0,0,0,0,0,0,0,0,0
"1380",2017,63913,3,2,0,0,0,0,0,0,0,1,0,0,0
"1381",2017,64153,1,1,0,0,0,0,0,0,0,0,0,1,0
"1382",2017,65103,4,4,0,0,0,0,0,0,0,0,0,2,0
