"","year","month","T_ID","P_ID","PA","AB","RBI","RUN","HIT","H2","H3","HR","SB","CS","SH","SF","BB","IB","HP","KK","GD","ERR","LOB","P_AB_CN","P_HIT_CN","VS_T_ID_HH","VS_T_ID_HT","VS_T_ID_KT","VS_T_ID_LG","VS_T_ID_LT","VS_T_ID_NC","VS_T_ID_OB","VS_T_ID_SK","VS_T_ID_SS","VS_T_ID_WO","BAT_ORDER","HOME","AWAY","KBB","SB_rate"
"1271",2016,9,"OB",62244,18,15,4,3,5,1,0,1,0,0,1,0,1,0,1,3,0,1,4,5,1,2,0,4,0,1,0,0,1,1,2,5,4,7,3,0
"1272",2016,9,"OB",65293,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,2,0,2,0,0
"1273",2016,9,"OB",66203,6,6,0,0,1,0,0,0,0,0,0,0,0,0,0,2,1,0,2,2,0,1,0,2,1,0,1,0,0,0,2,9,1,6,0,0
"1274",2016,9,"OB",66209,3,3,0,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,3,1,0,1,0,2,2,0,1,0,2,1,3,4,5,7,0,0.5
"1275",2016,9,"OB",66244,84,63,7,10,19,5,0,2,0,0,0,1,19,0,1,15,3,0,21,16,3,2,0,5,2,2,2,0,2,4,3,6,9,13,0.789473684210526,0
"1276",2016,9,"OB",72214,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,1,0,0,0
"1277",2016,9,"OB",74206,76,67,13,9,22,6,1,1,1,1,1,2,6,0,0,9,3,3,19,15,6,2,0,5,2,2,2,0,2,3,3,9,9,12,1.5,0.5
"1278",2016,9,"OB",75334,99,86,25,10,26,6,0,7,0,0,0,2,11,0,0,21,1,2,23,27,10,2,0,5,2,2,2,0,2,4,3,3,9,13,1.90909090909091,0
"1279",2016,9,"OB",75566,17,15,6,3,3,1,0,2,0,0,0,1,1,0,0,2,1,1,1,8,2,2,0,1,0,0,0,0,0,1,1,7,2,3,2,0
"1280",2016,9,"OB",76232,73,58,12,15,24,5,0,6,1,0,1,1,9,0,4,5,1,1,16,12,3,1,0,4,2,2,2,0,1,4,3,5,7,12,0.555555555555556,1
"1281",2016,9,"OB",76249,60,51,7,9,17,5,1,1,2,2,0,1,8,0,0,8,3,0,11,15,4,0,0,4,2,2,2,0,1,2,2,1,6,9,1,0.5
"1282",2016,9,"OB",76267,26,21,3,1,10,0,0,0,0,0,0,1,2,1,2,2,1,1,7,3,2,2,0,4,1,1,2,0,1,1,2,6,5,9,1,0
"1283",2016,9,"OB",76329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,0,1,0,0
"1284",2016,9,"OB",77248,83,72,14,16,21,5,1,2,3,2,1,1,9,1,0,14,1,0,14,24,8,2,0,5,1,2,2,0,2,4,2,2,8,12,1.55555555555556,0.6
"1285",2016,9,"OB",78224,98,82,9,14,20,5,0,3,0,0,0,0,16,1,0,26,1,1,20,30,3,2,0,5,2,2,2,0,2,4,3,4,9,13,1.625,0
"1286",2016,9,"OB",78288,2,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,3,1,1,0,0,0,0,0,5,2,4,0,0
"1287",2016,9,"OB",79215,78,71,13,12,22,5,0,4,3,1,0,0,6,0,1,14,2,0,12,22,7,2,0,5,2,2,1,0,1,4,3,1,8,12,2.33333333333333,0.75
"1288",2016,9,"OB",79231,19,18,1,4,5,0,0,0,0,0,0,0,1,0,0,2,0,0,7,6,2,1,0,5,2,2,2,0,2,2,3,2,8,11,2,0
"1289",2016,9,"OB",79240,77,72,8,11,15,3,0,0,0,0,1,0,4,0,0,12,2,1,8,16,6,2,0,5,2,2,2,0,2,4,3,8,9,13,3,0
"1290",2016,9,"OB",79290,52,44,2,6,11,3,0,0,0,1,0,0,8,0,0,11,1,1,6,13,3,2,0,4,1,1,2,0,2,2,2,2,6,10,1.375,0
"1291",2016,9,"SK",62802,45,40,5,9,10,1,1,1,1,0,1,0,4,0,0,11,0,0,8,17,6,3,1,1,1,0,4,2,0,2,3,2,8,9,2.75,1
"1292",2016,9,"SK",62864,25,24,2,2,9,2,0,0,0,0,0,0,1,0,0,2,0,0,8,10,3,2,1,0,1,0,2,2,0,2,3,8,6,7,2,0
"1293",2016,9,"SK",62893,11,9,0,6,5,1,0,0,1,0,1,0,1,0,0,2,0,2,5,2,1,2,1,0,0,0,3,1,0,2,3,1,7,5,2,1
"1294",2016,9,"SK",62895,9,9,0,0,2,0,0,0,0,0,0,0,0,0,0,3,0,0,2,1,0,1,0,1,1,0,0,0,0,0,0,2,1,2,0,0
"1295",2016,9,"SK",64861,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,1,0,0
"1296",2016,9,"SK",65464,5,5,0,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,3,3,1,1,1,0,0,0,2,1,0,2,2,2,6,3,0,0
"1297",2016,9,"SK",65869,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,1,0,1,1,0,0,0,1,1,0,1,1,8,3,3,0,0
"1298",2016,9,"SK",66805,51,46,5,6,14,4,0,1,0,1,0,0,4,0,1,7,2,4,9,9,3,0,2,1,1,0,4,0,0,1,4,1,7,6,1.75,0
"1299",2016,9,"SK",66833,8,7,0,3,2,0,0,0,0,0,0,0,1,0,0,4,0,0,0,0,0,1,1,0,0,0,1,0,0,0,3,8,2,4,4,0
"1300",2016,9,"SK",66838,42,41,6,1,15,1,0,1,1,0,0,0,1,0,0,9,1,0,9,11,4,3,2,1,1,0,3,2,0,2,4,6,9,9,9,1
"1301",2016,9,"SK",71837,64,51,6,7,14,2,0,2,1,1,4,0,5,0,4,13,0,0,10,10,2,3,2,1,1,0,4,2,0,2,4,9,9,10,2.6,0.5
"1302",2016,9,"SK",71848,15,13,4,4,6,1,0,0,0,0,0,0,1,0,1,2,0,1,4,6,2,3,2,0,1,0,4,2,0,2,3,9,9,8,2,0
"1303",2016,9,"SK",71857,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0
"1304",2016,9,"SK",73209,46,39,10,10,19,2,0,4,0,3,2,0,2,0,3,2,3,2,6,7,4,3,1,1,1,0,3,2,0,2,3,6,7,9,1,0
"1305",2016,9,"SK",74846,53,41,10,8,13,1,0,4,0,0,0,1,9,0,2,14,1,3,14,16,3,2,2,1,1,0,3,2,0,2,4,5,7,10,1.55555555555556,0
"1306",2016,9,"SK",75151,83,82,10,8,19,3,0,3,0,0,0,0,1,0,0,5,4,0,12,22,4,3,2,1,1,0,4,2,0,2,4,4,9,10,5,0
"1307",2016,9,"SK",75847,84,72,21,13,21,5,0,5,1,0,0,1,8,0,3,12,1,3,14,20,12,3,2,1,1,0,4,2,0,2,4,3,9,10,1.5,1
"1308",2016,9,"SK",76158,14,14,1,0,2,0,0,0,0,0,0,0,0,0,0,8,1,0,1,7,1,1,0,1,1,0,2,2,0,2,0,7,4,5,0,0
"1309",2016,9,"SK",76802,54,50,14,9,21,3,0,2,0,0,0,1,2,0,1,3,1,0,12,14,8,2,2,1,1,0,4,0,0,2,2,5,7,7,1.5,0
"1310",2016,9,"SK",76812,67,56,3,7,16,2,0,0,1,0,0,0,9,0,2,12,2,2,13,12,2,3,2,1,1,0,4,2,0,2,4,8,9,10,1.33333333333333,1
"1311",2016,9,"SK",76849,40,34,5,4,11,2,0,0,1,1,3,0,3,0,0,3,0,0,10,8,3,3,1,0,0,0,1,2,0,2,2,9,7,4,1,0.5
"1312",2016,9,"SK",76858,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,1,0,0
"1313",2016,9,"SK",76869,36,36,2,8,13,1,1,0,2,3,0,0,0,0,0,3,0,0,7,15,3,3,2,1,1,0,4,1,0,1,4,2,8,9,0,0.4
"1314",2016,9,"SK",77869,4,3,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,8,0,2,1,0
"1315",2016,9,"SS",60456,80,71,4,8,17,1,0,0,1,0,0,0,9,0,0,12,4,3,20,26,5,2,1,1,2,3,4,4,2,0,1,6,9,11,1.33333333333333,1
"1316",2016,9,"SS",61463,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,2,2,1,0,0
"1317",2016,9,"SS",61742,3,3,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,3,0,2,0,0
"1318",2016,9,"SS",62404,107,93,13,22,29,4,2,4,0,1,0,0,12,1,2,12,1,1,29,22,4,2,1,2,2,3,5,4,2,0,2,3,11,12,1,0
"1319",2016,9,"SS",62406,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,1,1,2,1,1,0,1,6,1,6,0,0
"1320",2016,9,"SS",62415,113,101,18,18,29,2,4,2,7,0,2,1,8,1,1,15,1,0,20,27,10,2,1,2,2,3,5,4,2,0,2,1,11,12,1.875,1
"1321",2016,9,"SS",63440,39,31,8,8,9,4,0,2,0,0,3,1,3,0,1,14,0,0,4,10,3,1,1,2,1,3,3,1,1,0,2,8,7,8,4.66666666666667,0
"1322",2016,9,"SS",64493,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,2,1,1,1,1,1,3,2,0,1,2,5,8,0,0
"1323",2016,9,"SS",64499,36,35,4,6,9,1,0,0,0,0,1,0,0,0,0,8,1,1,5,12,2,2,1,2,1,3,4,2,2,0,2,7,10,9,0,0
"1324",2016,9,"SS",65412,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,2,0,0
"1325",2016,9,"SS",66409,2,2,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,2,0,0,0,0,5,1,2,0,0
"1326",2016,9,"SS",71432,109,94,22,13,27,1,0,5,0,0,1,2,12,0,0,16,1,0,12,29,11,2,1,2,2,3,5,4,2,0,2,2,11,12,1.33333333333333,0
"1327",2016,9,"SS",72443,105,85,27,17,37,4,1,8,1,0,0,2,18,0,0,10,1,1,23,23,12,2,1,2,2,3,5,4,2,0,2,4,11,12,0.555555555555556,1
"1328",2016,9,"SS",72466,74,65,9,6,17,0,0,3,0,0,0,1,8,0,0,21,3,4,16,18,4,1,1,1,1,3,5,4,2,0,2,7,9,11,2.625,0
"1329",2016,9,"SS",78454,17,13,3,3,4,1,0,0,0,0,0,1,3,0,0,2,0,0,2,3,1,1,0,2,1,2,3,2,1,0,1,8,5,8,0.666666666666667,0
"1330",2016,9,"SS",78467,2,2,0,3,0,0,0,0,1,0,0,0,0,0,0,1,0,0,6,1,0,2,1,1,2,3,4,4,2,0,2,2,10,11,0,1
"1331",2016,9,"SS",79402,91,82,8,16,24,4,0,1,1,1,1,1,6,0,1,8,3,1,16,24,3,2,1,2,2,2,5,4,2,0,2,9,11,11,1.33333333333333,0.5
"1332",2016,9,"SS",79456,54,50,8,4,17,0,0,1,0,0,3,0,0,0,1,5,1,2,11,17,7,2,1,2,2,2,2,4,2,0,1,8,10,8,0,0
"1333",2016,9,"SS",79465,12,11,0,0,0,0,0,0,0,0,0,0,1,0,0,4,0,0,2,7,0,1,1,1,1,1,2,3,0,0,1,8,4,7,4,0
"1334",2016,9,"SS",95436,99,89,15,15,28,5,0,3,0,0,0,0,9,0,1,11,1,0,16,29,8,2,1,2,2,3,5,4,2,0,2,5,11,12,1.22222222222222,0
"1335",2016,9,"WO",61353,65,59,5,10,22,3,0,0,2,2,0,0,6,0,0,13,2,0,8,15,5,2,2,2,2,1,0,3,4,0,0,2,8,8,2.16666666666667,0.5
"1336",2016,9,"WO",61366,15,15,1,0,4,0,0,0,1,0,0,0,0,0,0,5,0,0,4,2,1,0,2,0,0,2,0,0,0,1,0,8,0,5,0,1
"1337",2016,9,"WO",62332,9,8,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,3,1,1,1,0,1,4,0,0,8,4,7,0,0
"1338",2016,9,"WO",62353,3,3,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,2,0,0,0
"1339",2016,9,"WO",63339,10,9,0,3,1,0,0,0,0,0,0,0,1,0,0,4,0,0,3,1,0,2,2,2,1,1,0,2,4,2,0,9,7,9,4,0
"1340",2016,9,"WO",63360,3,3,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,3,1,0,0,0,1,0,2,0,2,0,0,0,1,2,3,0,0
"1341",2016,9,"WO",64300,91,83,11,13,27,5,1,2,2,5,0,0,8,0,0,10,1,1,14,24,7,2,4,2,2,2,0,3,4,2,0,3,8,13,1.25,0.285714285714286
"1342",2016,9,"WO",64346,72,65,8,14,18,2,0,3,6,2,1,0,5,0,1,20,0,0,12,15,3,2,3,2,2,2,0,3,4,2,0,9,8,12,4,0.75
"1343",2016,9,"WO",65399,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,3,1,0,0,0
"1344",2016,9,"WO",65898,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,1,0,1,0,0,2,0,0,0,1,0,0,1,1,3,0,0
"1345",2016,9,"WO",66306,37,32,7,6,9,5,0,2,0,0,0,0,5,0,0,6,0,1,4,13,4,0,3,2,2,2,0,1,2,1,0,6,4,9,1.2,0
"1346",2016,9,"WO",66354,7,7,2,0,1,1,0,0,0,0,0,0,0,0,0,4,0,0,1,4,1,0,1,1,1,1,0,1,1,0,0,8,2,4,0,0
"1347",2016,9,"WO",73342,66,52,15,12,16,4,0,2,3,0,0,1,11,0,2,7,2,0,18,14,9,2,4,2,2,2,0,3,2,2,0,3,7,12,0.636363636363636,1
"1348",2016,9,"WO",74215,93,82,21,12,28,4,0,3,0,1,0,2,8,0,1,12,5,1,26,30,8,2,4,2,2,2,0,3,4,2,0,4,8,13,1.5,0
"1349",2016,9,"WO",76368,3,3,0,1,1,0,0,0,1,2,0,0,0,0,0,0,0,0,1,0,0,0,3,2,0,1,0,1,0,1,0,3,2,6,0,0.333333333333333
"1350",2016,9,"WO",77463,34,31,12,3,10,3,0,2,0,0,0,1,2,1,0,9,1,0,5,16,6,1,4,2,2,2,0,3,2,2,0,6,7,11,4.5,0
"1351",2016,9,"WO",77564,86,75,18,14,27,9,1,2,1,0,0,3,8,1,0,17,0,0,17,22,10,2,4,2,2,2,0,3,4,2,0,5,8,13,2.125,1
"1352",2016,9,"WO",77848,12,11,0,0,1,0,0,0,0,0,0,0,1,0,0,2,0,0,1,3,1,1,0,0,1,0,0,1,4,0,0,4,4,3,2,0
"1353",2016,9,"WO",78168,98,89,4,19,31,2,2,1,3,2,0,1,4,0,4,8,1,1,13,24,1,2,4,2,2,2,0,3,4,2,0,1,8,13,2,0.6
"1354",2016,9,"WO",79130,38,35,3,2,7,2,0,0,0,2,1,0,1,0,1,12,0,0,7,10,3,1,3,2,1,2,0,3,4,2,0,8,7,11,12,0
"1355",2016,9,"WO",79300,23,19,2,5,7,1,0,1,1,0,0,0,4,0,0,2,1,0,4,4,0,2,3,2,2,2,0,2,2,1,0,1,6,10,0.5,1
"1356",2016,9,"WO",79334,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,1,0,0,1,1,0,0,5,1,3,0,0
"1357",2016,9,"WO",79365,66,55,11,7,14,4,1,2,0,0,0,2,7,0,2,8,2,0,14,15,5,2,3,2,2,2,0,2,4,2,0,7,7,12,1.14285714285714,0
"1358",2016,10,"HH",60667,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,1,0,0,0
"1359",2016,10,"HH",62700,19,18,1,0,2,0,0,0,0,0,0,0,1,0,0,6,0,0,3,6,0,0,1,1,0,0,0,1,0,0,1,7,2,2,6,0
"1360",2016,10,"HH",62797,20,15,4,3,3,1,0,0,1,0,1,1,2,0,1,3,0,0,3,4,1,0,1,1,0,0,0,1,0,0,1,2,2,2,1.5,1
"1361",2016,10,"HH",63700,16,15,0,3,4,2,0,0,0,0,0,0,1,0,0,4,1,0,2,4,0,0,1,1,0,0,0,1,0,0,1,8,2,2,4,0
"1362",2016,10,"HH",64086,4,3,1,1,2,1,0,0,0,0,0,0,1,0,0,1,0,0,2,2,1,0,1,1,0,0,0,1,0,0,1,8,2,2,1,0
"1363",2016,10,"HH",64724,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,4,1,1,0,0
"1364",2016,10,"HH",71347,3,2,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,6,1,0,1,0
"1365",2016,10,"HH",71752,20,15,6,6,8,2,0,3,0,0,0,1,4,0,0,1,1,0,5,5,1,0,1,1,0,0,0,1,0,0,1,4,2,2,0.25,0
"1366",2016,10,"HH",73136,19,18,4,1,7,0,0,1,0,0,0,0,1,0,0,4,0,0,5,8,3,0,1,1,0,0,0,1,0,0,1,5,2,2,4,0
"1367",2016,10,"HH",73602,2,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,1,9,2,0,0,0
"1368",2016,10,"HH",73725,15,13,1,1,3,0,0,0,0,0,1,0,0,0,1,2,4,0,4,5,1,0,1,1,0,0,0,1,0,0,1,6,2,2,0,0
"1369",2016,10,"HH",75808,21,19,5,7,9,3,1,1,0,0,0,0,2,0,0,3,0,0,4,4,3,0,1,1,0,0,0,1,0,0,1,1,2,2,1.5,0
"1370",2016,10,"HH",76753,17,15,2,2,4,2,0,0,0,0,0,0,2,0,0,4,0,0,3,8,2,0,1,1,0,0,0,1,0,0,1,3,2,2,2,0
"1371",2016,10,"HH",77243,12,8,1,2,3,0,0,0,0,0,2,0,0,0,2,3,0,0,3,4,1,0,1,1,0,0,0,1,0,0,1,9,2,2,0,0
"1372",2016,10,"HH",78756,2,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,3,1,2,0,0
"1373",2016,10,"HH",98144,4,3,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,2,1,0,0,1,0,0,0,0,0,0,0,0,9,1,0,0,0
"1374",2016,10,"HT",60636,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,6,0,1,0,0
"1375",2016,10,"HT",61643,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,8,0,1,0,0
"1376",2016,10,"HT",61652,6,3,0,0,0,0,0,0,0,0,0,0,1,0,2,1,0,0,3,0,0,1,0,1,0,0,0,0,0,1,0,8,2,1,1,0
"1377",2016,10,"HT",62668,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,5,0,1,0,0
"1378",2016,10,"HT",63634,4,4,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,1,1,0,1,0,1,0,0,0,0,0,2,0,8,2,2,0,0
"1379",2016,10,"HT",63636,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,1,0,3,1,2,0,0
"1380",2016,10,"HT",63704,18,14,2,2,2,1,0,0,1,0,2,0,2,0,0,3,0,0,2,3,1,1,0,2,0,0,0,0,0,2,0,9,3,2,1.5,1
"1381",2016,10,"HT",63722,6,6,2,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,1,4,1,1,0,2,0,0,0,0,0,2,0,8,3,2,0,0
"1382",2016,10,"HT",64610,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,9,0,1,0,0
"1383",2016,10,"HT",64699,16,13,0,2,2,0,0,0,0,1,0,0,3,0,0,3,0,0,2,2,0,1,0,2,0,0,0,0,0,2,0,6,3,2,1,0
"1384",2016,10,"HT",65653,16,14,1,3,4,1,0,0,1,3,1,0,1,0,0,2,1,1,1,7,1,1,0,2,0,0,0,0,0,2,0,7,3,2,2,0.25
"1385",2016,10,"HT",66606,5,5,0,1,2,0,0,0,0,0,0,0,0,0,0,1,0,0,2,1,1,1,0,0,0,0,0,0,0,0,0,7,0,1,0,0
"1386",2016,10,"HT",66609,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,6,0,1,0,0
"1387",2016,10,"HT",66643,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6,1,0,0,0
"1388",2016,10,"HT",70410,18,16,6,4,6,1,0,1,0,0,0,0,2,0,0,3,0,0,4,6,3,1,0,2,0,0,0,0,0,2,0,3,3,2,1.5,0
"1389",2016,10,"HT",70756,17,14,4,3,6,1,0,1,0,0,0,0,3,0,0,0,2,1,6,5,2,0,0,2,0,0,0,0,0,2,0,5,3,1,0,0
"1390",2016,10,"HT",71184,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,2,0,0,0,0,0,2,0,8,3,2,0,0
"1391",2016,10,"HT",72559,7,6,0,1,3,0,0,0,1,1,0,0,1,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,2,0,6,2,2,1,0.5
"1392",2016,10,"HT",72641,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,8,0,1,0,0
"1393",2016,10,"HT",73606,2,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,5,0,1,0,0
"1394",2016,10,"HT",74605,9,7,2,1,2,1,0,1,0,0,0,0,2,0,0,0,0,0,3,3,0,1,0,2,0,0,0,0,0,2,0,8,3,2,0,0
"1395",2016,10,"HT",77648,2,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,0,0,0,0,0,0,0,2,1,1,0,0
"1396",2016,10,"HT",78603,22,20,0,3,8,2,1,0,1,1,1,0,1,0,0,1,1,1,6,5,0,1,0,2,0,0,0,0,0,2,0,2,3,2,1,0.5
"1397",2016,10,"HT",78629,18,15,3,1,4,1,0,0,0,0,0,0,3,0,0,5,0,0,3,5,3,1,0,2,0,0,0,0,0,2,0,4,3,2,1.66666666666667,0
"1398",2016,10,"HT",79608,22,17,1,3,3,1,0,0,0,0,1,1,3,0,0,3,0,0,1,5,0,1,0,2,0,0,0,0,0,2,0,1,3,2,1,0
"1399",2016,10,"HT",97336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,8,0,1,0,0
"1400",2016,10,"KT",60343,19,17,2,1,4,1,0,0,0,0,1,1,0,0,0,3,1,0,1,4,1,1,2,0,0,0,2,0,0,0,0,8,1,4,0,0
"1401",2016,10,"KT",60496,2,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,2,0,2,0,0
"1402",2016,10,"KT",62265,16,14,2,3,5,1,0,1,0,0,0,1,1,0,0,2,0,0,1,3,1,1,2,0,0,0,2,0,0,0,0,2,1,4,2,0
"1403",2016,10,"KT",64006,20,19,2,3,6,1,0,0,2,0,0,0,1,0,0,3,2,1,5,4,0,1,2,0,0,0,2,0,0,0,0,7,1,4,3,1
"1404",2016,10,"KT",64007,10,10,0,1,2,0,0,0,0,0,0,0,0,0,0,5,0,0,1,2,1,1,2,0,0,0,2,0,0,0,0,9,1,4,0,0
"1405",2016,10,"KT",64166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,2,0,0,0,0,1,1,2,0,0
"1406",2016,10,"KT",65096,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,2,0,0,0,0,9,1,3,0,0
"1407",2016,10,"KT",66052,3,2,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,5,1,1,2,0
"1408",2016,10,"KT",73113,15,12,2,1,3,1,0,0,0,0,0,0,3,1,0,3,0,0,4,6,1,1,2,0,0,0,2,0,0,0,0,5,1,4,1,0
"1409",2016,10,"KT",73153,24,22,1,4,6,0,0,0,0,0,0,1,1,0,0,7,2,0,3,2,0,1,2,0,0,0,2,0,0,0,0,1,1,4,7,0
"1410",2016,10,"KT",74339,22,20,2,2,5,2,0,0,0,0,0,0,2,0,0,5,0,0,5,5,1,1,2,0,0,0,2,0,0,0,0,3,1,4,2.5,0
"1411",2016,10,"KT",77104,6,6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,2,0,0,0,2,0,0,0,0,9,1,4,0,0
"1412",2016,10,"KT",77462,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,7,1,1,0,0
"1413",2016,10,"KT",77609,16,14,0,1,3,1,0,0,0,0,1,0,1,0,0,3,0,0,3,4,1,1,2,0,0,0,2,0,0,0,0,2,1,4,3,0
"1414",2016,10,"KT",78517,7,4,0,1,0,0,0,0,0,0,0,0,3,0,0,1,0,0,2,1,0,0,2,0,0,0,2,0,0,0,0,4,0,4,0.333333333333333,0
"1415",2016,10,"KT",78892,3,2,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,1,1,0,0,0,1,0,0,0,0,5,1,2,1,0
"1416",2016,10,"KT",79453,7,5,0,2,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,2,1,2,0,0
"1417",2016,10,"KT",99810,19,18,7,1,7,3,0,0,0,0,0,1,0,0,0,2,0,0,6,5,3,1,2,0,0,0,2,0,0,0,0,4,1,4,0,0
"1418",2016,10,"LG",61102,8,6,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,3,3,1,0,0,0,0,0,0,1,1,2,0,8,2,2,0,0
"1419",2016,10,"LG",61186,12,10,2,2,4,0,0,1,0,0,0,0,2,0,0,1,0,0,3,3,0,0,0,0,0,1,0,1,1,2,0,2,2,3,0.5,0
"1420",2016,10,"LG",62147,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,1,0,0
"1421",2016,10,"LG",62164,5,5,1,1,1,0,0,1,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,4,1,2,0,0
"1422",2016,10,"LG",63077,3,3,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,1,0,1,1,2,0,9,2,3,0,0
"1423",2016,10,"LG",64153,15,15,3,3,4,1,0,0,0,0,0,0,0,0,0,6,0,0,0,4,2,0,0,0,0,1,0,1,0,2,0,7,1,3,0,0
"1424",2016,10,"LG",65103,19,17,3,2,4,2,0,0,1,1,0,1,1,0,0,2,2,0,2,4,1,0,0,0,0,1,0,1,1,2,0,4,2,3,2,0.5
