"year","month","P_ID","T_ID","AB","HIT","H2","H3","HR","BB","HP","KK","GD","PA","SB","CS","SF","BAT_ORDER","stadium_MH","stadium_MS","stadium_JS","stadium_SW","stadium_DJ","stadium_DG","stadium_GJ","stadium_GC","stadium_SJ","stadium_PH","stadium_US","stadium_CJ","stadium_CW","VS_T_ID_HH","VS_T_ID_HT","VS_T_ID_KT","VS_T_ID_LG","VS_T_ID_LT","VS_T_ID_NC","VS_T_ID_OB","VS_T_ID_SK","VS_T_ID_SS","VS_T_ID_WO","HOME","AWAY"
2016,6,62016,"NC",5,0,0,0,0,0,0,2,0,5,0,0,0,5,3,10,5,3,0,0,0,0,2,0,0,0,0,2,3,3,2,2,0,5,3,0,3,10,13
2016,6,62164,"LG",14,3,0,0,1,0,0,6,0,14,1,0,0,2,3,0,13,3,3,0,3,0,0,0,0,0,0,3,8,3,0,0,2,0,3,3,3,13,12
2016,6,62234,"OB",10,1,0,0,0,1,0,3,0,12,0,0,1,9,3,2,11,3,0,3,3,0,0,0,0,0,0,0,3,5,0,3,5,0,6,3,0,11,14
2016,6,62244,"OB",64,12,2,0,1,9,0,18,0,79,2,1,6,8,3,2,11,3,0,3,3,0,0,0,0,0,0,0,3,5,0,3,5,0,6,3,0,11,14
2016,6,62265,"KT",45,11,3,0,0,8,1,7,4,55,1,0,1,2,0,0,2,14,0,3,0,3,2,0,0,0,0,2,0,0,3,2,3,5,3,3,3,14,10
2016,6,62302,"WO",11,3,0,0,1,3,1,6,0,15,0,0,0,8,0,3,3,0,0,0,2,14,0,0,0,3,0,6,2,3,3,3,3,0,0,5,0,14,11
2016,6,62332,"WO",27,5,1,0,0,1,0,5,0,30,0,0,2,8,0,3,3,0,0,0,2,14,0,0,0,3,0,6,2,3,3,3,3,0,0,5,0,14,11
2016,6,62353,"WO",45,13,2,0,0,1,1,11,3,48,3,1,1,9,0,3,3,0,0,0,2,14,0,0,0,3,0,6,2,3,3,3,3,0,0,5,0,14,11
2016,6,62406,"SS",2,0,0,0,0,0,0,1,0,2,0,0,0,7,0,0,3,0,0,12,3,5,3,0,0,0,0,3,3,3,3,3,0,3,3,0,5,12,14
2016,6,62415,"SS",109,31,9,2,1,12,1,20,0,127,12,5,5,2,0,0,3,0,0,12,3,5,3,0,0,0,0,3,3,3,3,3,0,3,3,0,5,12,14
2016,6,62558,"LT",27,7,0,0,1,7,0,11,0,35,0,0,1,8,3,0,3,0,3,0,3,3,10,0,0,0,0,3,3,2,0,0,2,3,6,3,3,10,15
2016,6,62559,"LT",78,17,3,0,1,8,0,26,1,87,0,0,1,3,3,0,3,0,3,0,3,3,10,0,0,0,0,3,3,2,0,0,2,3,6,3,3,10,15
2016,6,62668,"HT",3,0,0,0,0,0,0,0,0,3,0,0,0,6,0,3,5,0,3,0,14,0,0,0,0,0,0,3,0,0,8,3,3,3,0,3,2,14,11
2016,6,62698,"LG",0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,0,13,3,3,0,3,0,0,0,0,0,0,3,8,3,0,0,2,0,3,3,3,13,12
2016,6,62700,"HH",49,10,2,0,2,0,3,19,0,52,2,0,0,7,0,2,0,2,11,3,0,3,0,0,0,3,0,0,3,2,3,3,2,0,2,3,6,14,10
2016,6,62797,"HH",90,18,1,1,1,6,1,17,4,101,0,1,4,6,0,2,0,2,11,3,0,3,0,0,0,3,0,0,3,2,3,3,2,0,2,3,6,14,10
2016,6,62864,"SK",27,9,2,0,1,2,1,10,0,30,0,0,0,8,12,0,3,3,2,3,0,0,3,0,0,0,0,2,0,3,3,6,3,6,0,3,0,12,14
2016,6,62893,"SK",26,8,0,1,0,0,1,5,1,27,2,0,0,2,12,0,3,3,2,3,0,0,3,0,0,0,0,2,0,3,3,6,3,6,0,3,0,12,14
2016,6,62907,"NC",63,18,3,0,0,7,1,12,2,73,2,0,2,2,3,10,5,3,0,0,0,0,2,0,0,0,0,2,3,3,2,2,0,5,3,0,3,10,13
2016,6,62908,"NC",7,1,0,0,0,0,0,4,0,7,1,0,0,5,3,10,5,3,0,0,0,0,2,0,0,0,0,2,3,3,2,2,0,5,3,0,3,10,13
2016,6,62934,"NC",59,15,2,0,3,4,0,8,4,64,0,0,1,8,3,10,5,3,0,0,0,0,2,0,0,0,0,2,3,3,2,2,0,5,3,0,3,10,13
2016,6,62947,"NC",96,34,6,1,4,12,1,27,0,109,2,0,0,3,3,10,5,3,0,0,0,0,2,0,0,0,0,2,3,3,2,2,0,5,3,0,3,10,13
2016,6,62966,"NC",0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,10,5,3,0,0,0,0,2,0,0,0,0,2,3,3,2,2,0,5,3,0,3,10,13
2016,6,63077,"LG",2,0,0,0,0,0,0,0,0,2,0,1,0,8,3,0,13,3,3,0,3,0,0,0,0,0,0,3,8,3,0,0,2,0,3,3,3,13,12
2016,6,63088,"KT",5,1,0,0,0,0,0,0,0,5,0,0,0,1,0,0,2,14,0,3,0,3,2,0,0,0,0,2,0,0,3,2,3,5,3,3,3,14,10
2016,6,63123,"LG",22,5,3,0,0,1,0,5,0,24,0,0,1,9,3,0,13,3,3,0,3,0,0,0,0,0,0,3,8,3,0,0,2,0,3,3,3,13,12
2016,6,63257,"OB",11,2,0,0,0,1,0,2,0,12,0,0,0,2,3,2,11,3,0,3,3,0,0,0,0,0,0,0,3,5,0,3,5,0,6,3,0,11,14
2016,6,63440,"SS",12,3,1,0,1,1,1,3,1,15,0,0,1,8,0,0,3,0,0,12,3,5,3,0,0,0,0,3,3,3,3,3,0,3,3,0,5,12,14
2016,6,63634,"HT",72,25,7,0,4,5,1,14,0,80,0,0,2,8,0,3,5,0,3,0,14,0,0,0,0,0,0,3,0,0,8,3,3,3,0,3,2,14,11
2016,6,63636,"HT",45,9,2,0,0,5,3,8,0,54,2,1,1,9,0,3,5,0,3,0,14,0,0,0,0,0,0,3,0,0,8,3,3,3,0,3,2,14,11
2016,6,63700,"HH",26,7,0,1,0,3,0,3,0,30,0,0,1,9,0,2,0,2,11,3,0,3,0,0,0,3,0,0,3,2,3,3,2,0,2,3,6,14,10
2016,6,63704,"HT",20,7,1,1,0,2,0,2,0,24,1,1,2,2,0,3,5,0,3,0,14,0,0,0,0,0,0,3,0,0,8,3,3,3,0,3,2,14,11
2016,6,63722,"HT",13,2,0,0,0,1,0,4,0,14,0,0,0,8,0,3,5,0,3,0,14,0,0,0,0,0,0,3,0,0,8,3,3,3,0,3,2,14,11
2016,6,63920,"NC",40,12,3,0,0,12,0,8,0,52,1,0,0,1,3,10,5,3,0,0,0,0,2,0,0,0,0,2,3,3,2,2,0,5,3,0,3,10,13
2016,6,63950,"NC",0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,10,5,3,0,0,0,0,2,0,0,0,0,2,3,3,2,2,0,5,3,0,3,10,13
2016,6,64004,"KT",12,1,0,0,0,1,0,3,0,13,2,1,0,2,0,0,2,14,0,3,0,3,2,0,0,0,0,2,0,0,3,2,3,5,3,3,3,14,10
2016,6,64006,"KT",34,4,0,1,0,0,0,4,1,36,4,0,2,9,0,0,2,14,0,3,0,3,2,0,0,0,0,2,0,0,3,2,3,5,3,3,3,14,10
2016,6,64086,"HH",15,2,0,0,1,1,1,6,0,19,0,0,2,9,0,2,0,2,11,3,0,3,0,0,0,3,0,0,3,2,3,3,2,0,2,3,6,14,10
2016,6,64100,"LG",22,7,0,0,0,0,0,6,2,22,0,0,0,8,3,0,13,3,3,0,3,0,0,0,0,0,0,3,8,3,0,0,2,0,3,3,3,13,12
2016,6,64115,"LG",6,0,0,0,0,0,0,2,0,6,0,0,0,9,3,0,13,3,3,0,3,0,0,0,0,0,0,3,8,3,0,0,2,0,3,3,3,13,12
2016,6,64166,"KT",13,4,0,0,0,1,0,5,0,14,0,0,0,9,0,0,2,14,0,3,0,3,2,0,0,0,0,2,0,0,3,2,3,5,3,3,3,14,10
2016,6,64213,"OB",1,0,0,0,0,0,0,0,1,1,0,0,0,8,3,2,11,3,0,3,3,0,0,0,0,0,0,0,3,5,0,3,5,0,6,3,0,11,14
2016,6,64300,"WO",102,35,9,1,5,6,1,14,2,110,2,1,1,3,0,3,3,0,0,0,2,14,0,0,0,3,0,6,2,3,3,3,3,0,0,5,0,14,11
2016,6,64346,"WO",31,6,1,0,1,3,0,14,0,34,2,0,0,9,0,3,3,0,0,0,2,14,0,0,0,3,0,6,2,3,3,3,3,0,0,5,0,14,11
2016,6,64468,"SS",0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,0,0,12,3,5,3,0,0,0,0,3,3,3,3,3,0,3,3,0,5,12,14
2016,6,64493,"SS",9,1,1,0,0,0,0,3,0,9,1,1,0,4,0,0,3,0,0,12,3,5,3,0,0,0,0,3,3,3,3,3,0,3,3,0,5,12,14
2016,6,64499,"SS",34,3,1,0,0,1,1,4,6,39,1,0,3,9,0,0,3,0,0,12,3,5,3,0,0,0,0,3,3,3,3,3,0,3,3,0,5,12,14
2016,6,64610,"HT",35,6,0,0,0,0,0,10,0,36,1,0,1,9,0,3,5,0,3,0,14,0,0,0,0,0,0,3,0,0,8,3,3,3,0,3,2,14,11
2016,6,64646,"HT",7,1,0,0,0,2,0,2,1,9,0,0,0,8,0,3,5,0,3,0,14,0,0,0,0,0,0,3,0,0,8,3,3,3,0,3,2,14,11
2016,6,64699,"HT",91,26,5,1,5,9,2,10,3,103,1,1,1,5,0,3,5,0,3,0,14,0,0,0,0,0,0,3,0,0,8,3,3,3,0,3,2,14,11
2016,6,64717,"HH",0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,2,0,2,11,3,0,3,0,0,0,3,0,0,3,2,3,3,2,0,2,3,6,14,10
2016,6,64890,"SK",2,0,0,0,0,0,0,1,0,2,0,0,0,1,12,0,3,3,2,3,0,0,3,0,0,0,0,2,0,3,3,6,3,6,0,3,0,12,14
2016,6,64895,"SK",7,2,0,1,0,0,0,3,0,7,0,0,0,1,12,0,3,3,2,3,0,0,3,0,0,0,0,2,0,3,3,6,3,6,0,3,0,12,14
2016,6,64914,"NC",59,17,1,1,7,18,3,12,0,82,1,0,2,4,3,10,5,3,0,0,0,0,2,0,0,0,0,2,3,3,2,2,0,5,3,0,3,10,13
2016,6,64984,"NC",2,1,0,0,0,0,0,0,0,2,0,0,0,8,3,10,5,3,0,0,0,0,2,0,0,0,0,2,3,3,2,2,0,5,3,0,3,10,13
2016,6,65005,"KT",73,21,4,0,4,15,1,10,3,91,0,0,2,3,0,0,2,14,0,3,0,3,2,0,0,0,0,2,0,0,3,2,3,5,3,3,3,14,10
2016,6,65056,"KT",0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,14,0,3,0,3,2,0,0,0,0,2,0,0,3,2,3,5,3,3,3,14,10
2016,6,65058,"KT",1,0,0,0,0,0,0,1,0,1,0,0,0,6,0,0,2,14,0,3,0,3,2,0,0,0,0,2,0,0,3,2,3,5,3,3,3,14,10
2016,6,65062,"KT",0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,14,0,3,0,3,2,0,0,0,0,2,0,0,3,2,3,5,3,3,3,14,10
2016,6,65103,"LG",107,41,4,0,6,7,1,11,2,115,2,1,0,4,3,0,13,3,3,0,3,0,0,0,0,0,0,3,8,3,0,0,2,0,3,3,3,13,12
2016,6,65343,"WO",0,0,0,0,0,1,0,0,0,1,0,0,0,7,0,3,3,0,0,0,2,14,0,0,0,3,0,6,2,3,3,3,3,0,0,5,0,14,11
2016,6,65464,"SK",12,3,0,0,0,1,0,3,0,13,0,0,0,5,12,0,3,3,2,3,0,0,3,0,0,0,0,2,0,3,3,6,3,6,0,3,0,12,14
2016,6,65506,"LT",11,2,0,0,0,1,0,4,1,12,2,1,0,2,3,0,3,0,3,0,3,3,10,0,0,0,0,3,3,2,0,0,2,3,6,3,3,10,15
2016,6,65523,"LT",65,21,7,1,0,1,0,16,2,68,6,1,2,4,3,0,3,0,3,0,3,3,10,0,0,0,0,3,3,2,0,0,2,3,6,3,3,10,15
2016,6,65653,"HT",100,28,3,1,1,8,3,24,2,115,3,2,4,1,0,3,5,0,3,0,14,0,0,0,0,0,0,3,0,0,8,3,3,3,0,3,2,14,11
2016,6,65707,"HH",1,0,0,0,0,0,0,0,0,1,0,0,0,3,0,2,0,2,11,3,0,3,0,0,0,3,0,0,3,2,3,3,2,0,2,3,6,14,10
2016,6,66145,"LG",0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,0,13,3,3,0,3,0,0,0,0,0,0,3,8,3,0,0,2,0,3,3,3,13,12
2016,6,66203,"OB",1,0,0,0,0,0,0,1,0,1,0,0,0,9,3,2,11,3,0,3,3,0,0,0,0,0,0,0,3,5,0,3,5,0,6,3,0,11,14
2016,6,66209,"OB",0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,2,11,3,0,3,3,0,0,0,0,0,0,0,3,5,0,3,5,0,6,3,0,11,14
2016,6,66244,"OB",93,34,7,0,7,15,0,17,0,109,0,0,1,5,3,2,11,3,0,3,3,0,0,0,0,0,0,0,3,5,0,3,5,0,6,3,0,11,14
2016,6,66306,"WO",74,24,8,1,3,12,1,14,1,87,1,0,0,5,0,3,3,0,0,0,2,14,0,0,0,3,0,6,2,3,3,3,3,0,0,5,0,14,11
2016,6,66354,"WO",6,2,0,0,0,1,0,3,0,7,0,0,0,7,0,3,3,0,0,0,2,14,0,0,0,3,0,6,2,3,3,3,3,0,0,5,0,14,11
2016,6,66452,"SS",4,2,1,0,0,0,1,1,0,5,0,0,0,5,0,0,3,0,0,12,3,5,3,0,0,0,0,3,3,3,3,3,0,3,3,0,5,12,14
2016,6,66493,"SS",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,12,3,5,3,0,0,0,0,3,3,3,3,3,0,3,3,0,5,12,14
2016,6,66606,"HT",7,2,1,0,0,0,0,2,0,7,0,0,0,1,0,3,5,0,3,0,14,0,0,0,0,0,0,3,0,0,8,3,3,3,0,3,2,14,11
2016,6,66657,"HT",20,3,0,0,0,2,0,7,1,23,1,1,1,9,0,3,5,0,3,0,14,0,0,0,0,0,0,3,0,0,8,3,3,3,0,3,2,14,11
2016,6,66740,"HH",98,34,7,1,7,6,2,18,2,107,0,1,1,5,0,2,0,2,11,3,0,3,0,0,0,3,0,0,3,2,3,3,2,0,2,3,6,14,10
2016,6,66805,"SK",109,33,10,0,7,6,1,21,5,120,3,3,4,1,12,0,3,3,2,3,0,0,3,0,0,0,0,2,0,3,3,6,3,6,0,3,0,12,14
2016,6,66859,"SK",0,0,0,0,0,0,0,0,0,0,0,0,0,9,12,0,3,3,2,3,0,0,3,0,0,0,0,2,0,3,3,6,3,6,0,3,0,12,14
2016,6,70410,"HT",98,34,8,1,4,5,2,14,1,106,2,1,1,3,0,3,5,0,3,0,14,0,0,0,0,0,0,3,0,0,8,3,3,3,0,3,2,14,11
2016,6,70553,"KT",54,17,1,0,0,2,0,7,0,59,0,1,3,9,0,0,2,14,0,3,0,3,2,0,0,0,0,2,0,0,3,2,3,5,3,3,3,14,10
2016,6,70646,"KT",43,8,2,0,1,2,0,8,1,45,0,0,0,7,0,0,2,14,0,3,0,3,2,0,0,0,0,2,0,0,3,2,3,5,3,3,3,14,10
2016,6,70756,"HT",85,26,3,0,8,13,1,9,3,101,0,0,2,4,0,3,5,0,3,0,14,0,0,0,0,0,0,3,0,0,8,3,3,3,0,3,2,14,11
2016,6,71347,"HH",20,5,2,0,0,0,0,5,0,20,1,0,0,9,0,2,0,2,11,3,0,3,0,0,0,3,0,0,3,2,3,3,2,0,2,3,6,14,10
2016,6,71432,"SS",84,27,6,0,4,9,1,20,1,97,0,0,3,5,0,0,3,0,0,12,3,5,3,0,0,0,0,3,3,3,3,3,0,3,3,0,5,12,14
2016,6,71552,"LT",47,13,2,0,1,12,0,13,0,60,0,0,1,5,3,0,3,0,3,0,3,3,10,0,0,0,0,3,3,2,0,0,2,3,6,3,3,10,15
2016,6,71562,"LT",36,13,2,0,1,0,0,0,1,36,0,0,0,5,3,0,3,0,3,0,3,3,10,0,0,0,0,3,3,2,0,0,2,3,6,3,3,10,15
2016,6,71565,"LT",26,8,3,0,0,2,3,3,0,33,1,1,2,7,3,0,3,0,3,0,3,3,10,0,0,0,0,3,3,2,0,0,2,3,6,3,3,10,15
2016,6,71610,"HH",10,5,1,0,0,1,0,2,0,11,0,0,0,8,0,2,0,2,11,3,0,3,0,0,0,3,0,0,3,2,3,3,2,0,2,3,6,14,10
2016,6,71752,"HH",91,34,7,0,3,17,2,18,2,110,0,0,0,4,0,2,0,2,11,3,0,3,0,0,0,3,0,0,3,2,3,3,2,0,2,3,6,14,10
2016,6,71837,"SK",68,22,5,0,4,3,1,11,1,72,1,0,0,3,12,0,3,3,2,3,0,0,3,0,0,0,0,2,0,3,3,6,3,6,0,3,0,12,14
2016,6,71842,"LG",22,5,2,0,0,2,1,7,0,27,0,0,2,8,3,0,13,3,3,0,3,0,0,0,0,0,0,3,8,3,0,0,2,0,3,3,3,13,12
2016,6,71845,"SK",0,0,0,0,0,0,0,0,0,0,0,0,0,9,12,0,3,3,2,3,0,0,3,0,0,0,0,2,0,3,3,6,3,6,0,3,0,12,14
2016,6,71857,"SK",73,22,5,0,2,9,0,12,4,83,2,2,1,2,12,0,3,3,2,3,0,0,3,0,0,0,0,2,0,3,3,6,3,6,0,3,0,12,14
2016,6,72133,"LG",79,30,4,0,3,7,1,6,2,87,2,0,0,1,3,0,13,3,3,0,3,0,0,0,0,0,0,3,8,3,0,0,2,0,3,3,3,13,12
2016,6,72443,"SS",98,39,12,0,6,10,3,19,1,113,1,1,2,4,0,0,3,0,0,12,3,5,3,0,0,0,0,3,3,3,3,3,0,3,3,0,5,12,14
2016,6,72456,"LG",83,25,2,1,0,6,1,7,1,93,0,0,3,7,3,0,13,3,3,0,3,0,0,0,0,0,0,3,8,3,0,0,2,0,3,3,3,13,12
2016,6,72463,"SS",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,12,3,5,3,0,0,0,0,3,3,3,3,3,0,3,3,0,5,12,14
2016,6,72466,"SS",17,8,3,0,0,1,0,3,1,19,0,0,1,6,0,0,3,0,0,12,3,5,3,0,0,0,0,3,3,3,3,3,0,3,3,0,5,12,14
2016,6,72546,"LT",76,25,4,0,1,7,0,7,2,87,0,1,4,9,3,0,3,0,3,0,3,3,10,0,0,0,0,3,3,2,0,0,2,3,6,3,3,10,15
2016,6,72559,"HT",26,12,1,1,0,3,2,4,0,31,0,0,0,1,0,3,5,0,3,0,14,0,0,0,0,0,0,3,0,0,8,3,3,3,0,3,2,14,11
2016,6,73113,"KT",80,23,4,0,7,13,3,15,1,98,1,0,2,4,0,0,2,14,0,3,0,3,2,0,0,0,0,2,0,0,3,2,3,5,3,3,3,14,10
2016,6,73136,"HH",28,6,1,1,2,3,1,12,0,32,0,0,0,9,0,2,0,2,11,3,0,3,0,0,0,3,0,0,3,2,3,3,2,0,2,3,6,14,10
2016,6,73153,"KT",99,30,2,1,1,4,1,19,0,107,5,4,3,1,0,0,2,14,0,3,0,3,2,0,0,0,0,2,0,0,3,2,3,5,3,3,3,14,10
2016,6,73209,"SK",6,2,0,0,0,0,0,1,1,7,0,1,1,6,12,0,3,3,2,3,0,0,3,0,0,0,0,2,0,3,3,6,3,6,0,3,0,12,14
2016,6,73213,"NC",70,20,3,1,0,10,0,13,2,82,0,0,2,7,3,10,5,3,0,0,0,0,2,0,0,0,0,2,3,3,2,2,0,5,3,0,3,10,13
2016,6,73248,"SK",0,0,0,0,0,0,0,0,0,0,0,0,0,7,12,0,3,3,2,3,0,0,3,0,0,0,0,2,0,3,3,6,3,6,0,3,0,12,14
2016,6,73306,"NC",60,9,1,0,1,5,2,14,3,68,0,0,1,2,3,10,5,3,0,0,0,0,2,0,0,0,0,2,3,3,2,2,0,5,3,0,3,10,13
2016,6,73339,"NC",85,27,5,1,3,11,0,20,1,99,1,1,3,1,3,10,5,3,0,0,0,0,2,0,0,0,0,2,3,3,2,2,0,5,3,0,3,10,13
2016,6,73342,"WO",68,20,2,0,2,6,1,8,2,76,0,1,1,7,0,3,3,0,0,0,2,14,0,0,0,3,0,6,2,3,3,3,3,0,0,5,0,14,11
2016,6,73602,"HH",58,13,1,0,2,6,0,14,1,66,0,0,2,8,0,2,0,2,11,3,0,3,0,0,0,3,0,0,3,2,3,3,2,0,2,3,6,14,10
2016,6,73606,"HT",84,20,2,1,2,14,0,21,3,98,2,0,0,6,0,3,5,0,3,0,14,0,0,0,0,0,0,3,0,0,8,3,3,3,0,3,2,14,11
2016,6,73824,"LG",11,2,0,0,0,1,0,5,0,12,0,0,0,8,3,0,13,3,3,0,3,0,0,0,0,0,0,3,8,3,0,0,2,0,3,3,3,13,12
2016,6,74158,"SS",23,3,1,0,0,4,0,8,1,27,0,0,0,9,0,0,3,0,0,12,3,5,3,0,0,0,0,3,3,3,3,3,0,3,3,0,5,12,14
2016,6,74163,"HH",94,40,5,0,1,13,2,5,1,109,5,4,0,2,0,2,0,2,11,3,0,3,0,0,0,3,0,0,3,2,3,3,2,0,2,3,6,14,10
2016,6,74206,"OB",79,23,2,2,1,9,1,11,3,93,1,0,4,9,3,2,11,3,0,3,3,0,0,0,0,0,0,0,3,5,0,3,5,0,6,3,0,11,14
2016,6,74215,"WO",89,30,4,0,4,15,3,10,4,108,1,0,1,4,0,3,3,0,0,0,2,14,0,0,0,3,0,6,2,3,3,3,3,0,0,5,0,14,11
2016,6,74223,"NC",22,4,0,0,0,3,0,3,2,25,0,0,0,9,3,10,5,3,0,0,0,0,2,0,0,0,0,2,3,3,2,2,0,5,3,0,3,10,13
2016,6,74339,"KT",49,13,4,0,2,5,0,7,1,54,1,0,0,4,0,0,2,14,0,3,0,3,2,0,0,0,0,2,0,0,3,2,3,5,3,3,3,14,10
2016,6,74359,"WO",0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,3,3,0,0,0,2,14,0,0,0,3,0,6,2,3,3,3,3,0,0,5,0,14,11
2016,6,74402,"SS",3,0,0,0,0,0,1,2,0,4,0,0,0,8,0,0,3,0,0,12,3,5,3,0,0,0,0,3,3,3,3,3,0,3,3,0,5,12,14
2016,6,74465,"NC",88,33,5,0,6,8,2,18,3,98,0,0,0,6,3,10,5,3,0,0,0,0,2,0,0,0,0,2,3,3,2,2,0,5,3,0,3,10,13
2016,6,74540,"LT",78,26,6,0,2,7,1,20,1,86,0,0,0,6,3,0,3,0,3,0,3,3,10,0,0,0,0,3,3,2,0,0,2,3,6,3,3,10,15
2016,6,74605,"HT",50,12,4,0,1,1,0,11,1,51,0,0,0,7,0,3,5,0,3,0,14,0,0,0,0,0,0,3,0,0,8,3,3,3,0,3,2,14,11
2016,6,74756,"HH",1,0,0,0,0,0,0,1,0,1,0,0,0,7,0,2,0,2,11,3,0,3,0,0,0,3,0,0,3,2,3,3,2,0,2,3,6,14,10
2016,6,74823,"LG",44,10,1,0,0,3,1,10,1,48,1,1,0,2,3,0,13,3,3,0,3,0,0,0,0,0,0,3,8,3,0,0,2,0,3,3,3,13,12
2016,6,74846,"SK",36,13,4,1,0,0,0,5,0,36,0,0,0,2,12,0,3,3,2,3,0,0,3,0,0,0,0,2,0,3,3,6,3,6,0,3,0,12,14
2016,6,75151,"SK",102,32,3,0,6,7,4,12,2,113,0,2,0,4,12,0,3,3,2,3,0,0,3,0,0,0,0,2,0,3,3,6,3,6,0,3,0,12,14
2016,6,75250,"SK",0,0,0,0,0,0,0,0,0,0,0,0,0,5,12,0,3,3,2,3,0,0,3,0,0,0,0,2,0,3,3,6,3,6,0,3,0,12,14
2016,6,75321,"LT",0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,0,3,0,3,0,3,3,10,0,0,0,0,3,3,2,0,0,2,3,6,3,3,10,15
2016,6,75334,"OB",13,4,0,0,1,4,0,3,0,17,0,0,0,4,3,2,11,3,0,3,3,0,0,0,0,0,0,0,3,5,0,3,5,0,6,3,0,11,14
2016,6,75441,"NC",36,13,3,0,2,4,0,8,0,41,1,0,1,6,3,10,5,3,0,0,0,0,2,0,0,0,0,2,3,3,2,2,0,5,3,0,3,10,13
2016,6,75808,"HH",106,33,3,1,5,10,1,10,2,118,4,2,1,1,0,2,0,2,11,3,0,3,0,0,0,3,0,0,3,2,3,3,2,0,2,3,6,14,10
2016,6,75847,"SK",94,20,5,1,1,13,2,30,2,109,0,1,0,7,12,0,3,3,2,3,0,0,3,0,0,0,0,2,0,3,3,6,3,6,0,3,0,12,14
2016,6,76100,"LG",78,24,6,0,0,13,4,26,1,96,2,0,1,5,3,0,13,3,3,0,3,0,0,0,0,0,0,3,8,3,0,0,2,0,3,3,3,13,12
2016,6,76158,"SK",83,28,4,0,11,15,2,25,1,100,0,0,0,5,12,0,3,3,2,3,0,0,3,0,0,0,0,2,0,3,3,6,3,6,0,3,0,12,14
2016,6,76232,"OB",22,1,0,0,0,4,1,2,1,27,0,0,0,5,3,2,11,3,0,3,3,0,0,0,0,0,0,0,3,5,0,3,5,0,6,3,0,11,14
2016,6,76249,"OB",99,29,3,0,1,4,3,21,4,107,3,0,1,3,3,2,11,3,0,3,3,0,0,0,0,0,0,0,3,5,0,3,5,0,6,3,0,11,14
2016,6,76267,"OB",28,6,2,0,0,1,1,1,0,30,0,0,0,7,3,2,11,3,0,3,3,0,0,0,0,0,0,0,3,5,0,3,5,0,6,3,0,11,14
2016,6,76304,"KT",7,2,1,0,0,0,1,3,0,8,0,0,0,4,0,0,2,14,0,3,0,3,2,0,0,0,0,2,0,0,3,2,3,5,3,3,3,14,10
2016,6,76313,"LT",101,33,6,0,6,13,0,11,4,116,3,1,2,4,3,0,3,0,3,0,3,3,10,0,0,0,0,3,3,2,0,0,2,3,6,3,3,10,15
2016,6,76329,"OB",0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,2,11,3,0,3,3,0,0,0,0,0,0,0,3,5,0,3,5,0,6,3,0,11,14
2016,6,76350,"WO",0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,3,3,0,0,0,2,14,0,0,0,3,0,6,2,3,3,3,3,0,0,5,0,14,11
2016,6,76368,"WO",15,8,0,0,0,2,0,3,0,17,7,1,0,7,0,3,3,0,0,0,2,14,0,0,0,3,0,6,2,3,3,3,3,0,0,5,0,14,11
2016,6,76435,"LT",27,8,2,0,0,1,0,9,0,30,0,0,2,8,3,0,3,0,3,0,3,3,10,0,0,0,0,3,3,2,0,0,2,3,6,3,3,10,15
2016,6,76509,"LT",105,28,5,0,2,11,0,17,4,117,4,4,1,2,3,0,3,0,3,0,3,3,10,0,0,0,0,3,3,2,0,0,2,3,6,3,3,10,15
2016,6,76536,"LT",19,8,3,0,0,0,0,2,0,20,0,0,1,8,3,0,3,0,3,0,3,3,10,0,0,0,0,3,3,2,0,0,2,3,6,3,3,10,15
2016,6,76610,"HT",0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,5,0,3,0,14,0,0,0,0,0,0,3,0,0,8,3,3,3,0,3,2,14,11
2016,6,76753,"HH",84,25,5,0,6,3,0,16,7,89,0,0,2,3,0,2,0,2,11,3,0,3,0,0,0,3,0,0,3,2,3,3,2,0,2,3,6,14,10
2016,6,76802,"SK",91,29,4,0,1,6,2,7,1,99,1,1,0,6,12,0,3,3,2,3,0,0,3,0,0,0,0,2,0,3,3,6,3,6,0,3,0,12,14
2016,6,76812,"SK",82,28,3,0,8,8,1,13,3,92,0,3,1,8,12,0,3,3,2,3,0,0,3,0,0,0,0,2,0,3,3,6,3,6,0,3,0,12,14
2016,6,76849,"SK",51,14,2,2,0,2,0,4,0,55,3,1,2,2,12,0,3,3,2,3,0,0,3,0,0,0,0,2,0,3,3,6,3,6,0,3,0,12,14
