,year,month,T_ID,P_ID,PA,AB,RBI,RUN,HIT,H2,H3,HR,SB,CS,SH,SF,BB,IB,HP,KK,GD,ERR,LOB,P_AB_CN,P_HIT_CN,VS_T_ID_HH,VS_T_ID_HT,VS_T_ID_KT,VS_T_ID_LG,VS_T_ID_LT,VS_T_ID_NC,VS_T_ID_OB,VS_T_ID_SK,VS_T_ID_SS,VS_T_ID_WO,BAT_ORDER,HOME,AWAY,XR
570,2016,6,LT,77669,2,2,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,4,1,1,0.402
571,2016,6,LT,78850,10,9,0,2,1,0,0,0,1,0,0,0,1,0,0,3,0,0,3,1,0,0,0,2,0,0,2,1,3,0,1,5,4,5,0.276
572,2016,6,LT,79356,9,8,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,1,1,0,0,0,0,0,0,1,2,1,0,2,8,1,5,-0.40399999999999997
573,2016,6,NC,62016,5,5,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,1,0,0,0,0,0,2,0,1,0,0,3,5,4,2,-0.466
574,2016,6,NC,62907,73,63,6,13,18,3,0,0,2,0,1,1,7,0,1,12,2,1,13,14,5,2,3,3,1,2,0,3,2,0,3,2,8,11,8.163999999999998
575,2016,6,NC,62908,7,7,2,4,1,0,0,0,1,0,0,0,0,0,0,4,0,0,5,4,1,0,1,2,1,2,0,2,2,0,1,5,4,7,0.10799999999999993
576,2016,6,NC,62934,64,59,10,10,15,2,0,3,0,0,0,1,4,0,0,8,4,0,10,19,7,1,3,3,2,2,0,5,3,0,3,8,9,13,6.8859999999999975
577,2016,6,NC,62947,109,96,22,23,34,6,1,4,2,0,0,0,12,0,1,27,0,0,24,29,13,2,3,3,2,2,0,5,3,0,3,3,10,13,21.604
578,2016,6,NC,62966,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,0,1,0.0
579,2016,6,NC,63920,52,40,2,8,12,3,0,0,1,0,0,0,12,0,0,8,0,1,19,9,2,2,3,3,2,2,0,5,3,0,3,1,10,13,8.336
580,2016,6,NC,63950,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,1,0,0.0
581,2016,6,NC,64914,82,59,21,22,17,1,1,7,1,0,0,2,18,1,3,12,0,2,17,16,6,2,2,2,2,2,0,4,3,0,2,4,8,11,19.734
582,2016,6,NC,64984,2,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,1,0,0,0,0,1,0,0,0,8,1,1,0.41000000000000003
583,2016,6,NC,73213,82,70,2,4,20,3,1,0,0,0,2,0,10,0,0,13,2,0,21,14,2,2,3,3,2,0,0,5,3,0,3,7,10,11,9.335999999999999
584,2016,6,NC,73306,68,60,9,7,9,1,0,1,0,0,0,1,5,0,2,14,3,2,13,24,4,2,3,3,2,2,0,5,3,0,3,2,10,13,2.498000000000001
585,2016,6,NC,73339,99,85,14,18,27,5,1,3,1,1,1,2,11,0,0,20,1,0,11,17,5,2,3,2,2,2,0,5,3,0,3,1,10,12,16.39
586,2016,6,NC,74223,25,22,2,4,4,0,0,0,0,0,0,0,3,0,0,3,2,0,3,5,2,1,3,3,1,2,0,2,3,0,1,9,5,11,0.6360000000000001
587,2016,6,NC,74465,98,88,25,14,33,5,0,6,0,0,0,0,8,0,2,18,3,3,20,30,14,2,3,3,2,2,0,5,3,0,3,6,10,13,20.436000000000003
588,2016,6,NC,75441,41,36,8,7,13,3,0,2,1,0,0,1,4,0,0,8,0,0,6,10,5,1,3,3,1,2,0,4,2,0,3,6,8,11,8.715999999999998
589,2016,6,NC,77454,9,7,0,3,2,0,0,0,0,2,0,0,2,0,0,1,0,0,4,2,0,2,2,2,1,0,0,1,2,0,0,8,4,6,0.5820000000000001
590,2016,6,NC,78122,61,54,3,2,10,2,0,0,0,0,1,2,3,0,1,8,1,0,11,14,2,2,3,2,2,2,0,5,3,0,2,9,9,12,2.9859999999999998
591,2016,6,NC,78352,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,6,0,1,0.0
592,2016,6,NC,78813,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,8,0,2,-0.098
593,2016,6,NC,94629,80,71,20,8,22,3,0,6,2,1,0,1,8,1,0,14,1,0,12,21,7,2,2,3,2,2,0,4,3,0,1,5,7,12,15.348
594,2016,6,OB,61204,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,2,0,1,0,0,2,2,1,-0.278
595,2016,6,OB,61208,13,9,0,5,2,0,0,0,0,1,0,0,3,0,1,1,0,0,4,1,0,0,2,2,0,2,3,0,1,3,0,2,7,6,1.4020000000000004
596,2016,6,OB,62234,12,10,0,7,1,0,0,0,0,0,1,0,1,0,0,3,0,0,3,4,0,0,3,5,0,2,2,0,5,3,0,9,8,12,0.046000000000000006
597,2016,6,OB,62244,79,64,8,8,12,2,0,1,2,1,5,1,9,0,0,18,0,0,14,18,4,0,3,5,0,3,3,0,5,3,0,8,10,12,6.125999999999999
598,2016,6,OB,63257,12,11,2,0,2,0,0,0,0,0,0,0,1,0,0,2,0,0,2,5,2,0,0,3,0,2,0,0,1,0,0,2,3,3,0.514
599,2016,6,OB,64213,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,8,1,0,-0.45999999999999996
600,2016,6,OB,66203,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,2,0,1,0,0,0,0,0,9,1,3,-0.098
601,2016,6,OB,66209,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,2,1,0,0.0
602,2016,6,OB,66244,109,93,22,16,34,7,0,7,0,0,0,1,15,0,0,17,0,0,24,26,8,0,3,5,0,3,5,0,6,3,0,5,11,14,25.043999999999997
603,2016,6,OB,74206,93,79,9,12,23,2,2,1,1,0,1,3,9,0,1,11,3,2,15,21,5,0,3,5,0,3,4,0,6,3,0,9,10,14,12.152
604,2016,6,OB,75334,17,13,1,3,4,0,0,1,0,0,0,0,4,0,0,3,0,1,3,1,0,0,0,2,0,0,2,0,0,0,0,4,0,4,3.4659999999999997
605,2016,6,OB,76232,27,22,1,1,1,0,0,0,0,0,0,0,4,0,1,2,1,0,4,6,1,0,0,2,0,0,5,0,3,0,0,5,5,5,-0.07599999999999979
606,2016,6,OB,76249,107,99,13,13,29,3,0,1,3,0,1,0,4,0,3,21,4,0,23,25,9,0,3,5,0,3,5,0,6,2,0,3,11,13,11.111999999999998
607,2016,6,OB,76267,30,28,2,4,6,2,0,0,0,0,0,0,1,0,1,1,0,0,4,6,2,0,3,5,0,1,3,0,2,3,0,7,6,11,2.1320000000000006
608,2016,6,OB,76329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,6,1,0,0.0
609,2016,6,OB,77248,92,82,15,5,20,2,0,0,0,0,1,2,7,0,0,19,1,5,18,27,8,0,3,3,0,3,5,0,4,3,0,6,11,10,7.298000000000001
610,2016,6,OB,78224,111,90,23,25,31,6,0,5,4,0,0,2,19,2,0,16,2,1,21,23,13,0,3,5,0,3,5,0,6,3,0,4,11,14,22.881999999999998
611,2016,6,OB,79215,99,88,18,15,29,10,1,5,3,2,1,1,9,0,0,11,0,0,17,23,7,0,3,5,0,2,3,0,6,3,0,1,9,13,19.811999999999994
612,2016,6,OB,79231,64,55,1,13,11,2,0,0,2,0,2,0,6,0,1,14,1,0,12,13,2,0,3,4,0,3,4,0,5,2,0,2,9,12,4.3180000000000005
613,2016,6,OB,79240,103,93,14,15,31,4,0,1,1,1,0,1,6,0,3,5,1,2,27,35,10,0,3,5,0,3,5,0,6,3,0,7,11,14,14.52
614,2016,6,OB,79290,35,33,9,9,13,2,0,3,1,0,0,0,2,0,0,8,0,0,6,8,6,0,3,2,0,1,3,0,2,2,0,7,6,7,8.755999999999998
615,2016,6,SK,60845,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,8,1,0,0.0
616,2016,6,SK,61557,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0.0
617,2016,6,SK,62864,30,27,5,6,9,2,0,1,0,0,0,0,2,0,1,10,0,1,7,7,3,0,0,2,1,4,3,4,0,2,0,8,8,8,5.199999999999999
618,2016,6,SK,62893,27,26,2,2,8,0,1,0,2,0,0,0,0,0,1,5,1,0,10,7,2,2,0,2,2,3,2,5,0,3,0,2,8,11,3.21
619,2016,6,SK,64890,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,2,-0.188
620,2016,6,SK,64895,7,7,1,2,2,0,1,0,0,0,0,0,0,0,0,3,0,0,5,0,0,2,0,0,0,3,3,2,0,1,0,1,6,5,1.066
621,2016,6,SK,65464,13,12,0,2,3,0,0,0,0,0,0,0,1,0,0,3,0,0,4,1,0,1,0,0,0,4,2,2,0,3,0,5,4,8,1.006
622,2016,6,SK,66805,120,109,20,19,33,10,0,7,3,3,1,3,6,0,1,21,5,7,16,23,8,2,0,3,3,6,3,6,0,3,0,1,12,14,19.231999999999996
623,2016,6,SK,66859,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,9,0,1,0.0
624,2016,6,SK,71837,72,68,13,14,22,5,0,4,1,0,0,0,3,0,1,11,1,0,9,29,8,0,0,3,3,3,3,3,0,3,0,3,9,9,12.802
625,2016,6,SK,71845,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,9,1,0,0.0
626,2016,6,SK,71857,83,73,8,16,22,5,0,2,2,2,0,1,9,0,0,12,4,2,10,14,4,2,0,3,3,6,3,6,0,3,0,2,12,14,10.863999999999997
627,2016,6,SK,73209,7,6,1,1,2,0,0,0,0,1,1,0,0,0,0,1,1,0,0,3,1,0,0,0,2,0,0,3,0,0,0,6,5,0,-0.01800000000000005
628,2016,6,SK,73248,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,7,0,1,0.0
629,2016,6,SK,74846,36,36,3,7,13,4,1,0,0,0,0,0,0,0,0,5,0,0,4,8,3,1,0,3,2,1,0,5,0,0,0,2,6,6,5.81
630,2016,6,SK,75151,113,102,16,18,32,3,0,6,0,2,0,0,7,1,4,12,2,0,18,26,8,2,0,3,3,6,3,6,0,3,0,4,12,14,18.174000000000003
631,2016,6,SK,75250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,0,1,0.0
632,2016,6,SK,75847,109,94,11,14,20,5,1,1,0,1,0,0,13,1,2,30,2,2,16,22,4,2,0,3,3,6,3,6,0,3,0,7,12,14,9.629999999999999
633,2016,6,SK,76158,100,83,24,18,28,4,0,11,0,0,0,0,15,1,2,25,1,1,23,22,7,2,0,3,3,6,3,6,0,3,0,5,12,14,25.39
634,2016,6,SK,76802,99,91,11,12,29,4,0,1,1,1,0,0,6,0,2,7,1,1,22,18,7,2,0,3,3,6,3,6,0,3,0,6,12,14,12.894
635,2016,6,SK,76812,92,82,25,14,28,3,0,8,0,3,0,1,8,0,1,13,3,1,10,22,8,2,0,3,3,6,3,6,0,3,0,8,12,14,18.475999999999996
636,2016,6,SK,76849,55,51,4,4,14,2,2,0,3,1,2,0,2,0,0,4,0,0,12,18,3,2,0,2,3,6,2,6,0,3,0,2,11,13,6.137999999999998
637,2016,6,SK,76858,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,7,1,0,0.0
638,2016,6,SK,76869,60,53,10,6,22,1,3,0,4,1,1,0,4,0,2,10,0,0,21,17,9,1,0,3,3,6,3,5,0,3,0,2,12,12,12.449999999999998
639,2016,6,SK,77869,8,8,0,2,2,1,0,0,0,0,0,0,0,0,0,4,0,0,1,1,0,0,0,0,0,3,3,0,0,3,0,6,4,5,0.648
640,2016,6,SS,60456,104,91,14,10,32,4,1,1,4,0,2,1,10,0,0,14,0,2,25,28,12,3,3,3,3,3,0,3,2,0,5,6,11,14,17.407999999999994
641,2016,6,SS,60724,10,8,0,0,1,0,0,0,0,0,2,0,0,0,0,2,0,0,1,4,0,1,0,0,3,1,0,0,0,0,1,5,1,5,-0.06599999999999996
642,2016,6,SS,61411,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0.0
643,2016,6,SS,61463,89,80,8,11,20,1,1,2,1,0,1,0,7,0,1,16,3,0,18,19,3,3,3,2,3,3,0,3,3,0,5,7,11,14,8.942000000000002
644,2016,6,SS,62406,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,7,0,1,-0.188
645,2016,6,SS,62415,127,109,10,20,31,9,2,1,12,5,5,0,12,0,1,20,0,0,20,20,6,3,3,3,3,3,0,3,3,0,5,2,12,14,17.5
646,2016,6,SS,63440,15,12,1,2,3,1,0,1,0,0,1,0,1,0,1,3,1,1,1,3,1,1,1,0,2,0,0,2,1,0,2,8,4,5,2.176
647,2016,6,SS,64468,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,4,0,2,0.0
648,2016,6,SS,64493,9,9,1,3,1,1,0,0,1,1,0,0,0,0,0,3,0,0,7,1,0,3,2,1,3,0,0,1,2,0,4,4,7,9,-0.16400000000000015
649,2016,6,SS,64499,39,34,1,3,3,1,0,0,1,0,3,0,1,0,1,4,6,2,3,10,0,3,2,1,3,2,0,3,3,0,5,9,10,12,-2.341999999999999
650,2016,6,SS,66452,5,4,2,0,2,1,0,0,0,0,0,0,0,0,1,1,0,0,3,1,1,0,0,0,0,1,0,0,0,0,0,5,0,1,1.3719999999999999
651,2016,6,SS,66493,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0.0
652,2016,6,SS,71432,97,84,13,15,27,6,0,4,0,0,1,2,9,0,1,20,1,0,18,25,5,3,3,3,3,3,0,3,3,0,5,5,12,14,16.899999999999995
653,2016,6,SS,72443,113,98,21,22,39,12,0,6,1,1,0,2,10,2,3,19,1,1,18,27,5,3,3,3,3,3,0,3,3,0,5,4,12,14,26.587999999999997
654,2016,6,SS,72463,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0.0
655,2016,6,SS,72466,19,17,3,3,8,3,0,0,0,0,0,1,1,0,0,3,1,1,3,6,3,2,0,2,0,0,0,0,0,0,1,6,4,1,4.066000000000001
656,2016,6,SS,74158,27,23,1,2,3,1,0,0,0,0,0,0,4,1,0,8,1,0,3,9,0,2,1,1,3,2,0,2,3,0,4,9,8,10,0.7560000000000001
657,2016,6,SS,74402,4,3,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,1,0,0,0,0,0,0,1,0,0,0,0,2,8,0,3,0.05399999999999999
658,2016,6,SS,78454,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,8,0,1,-0.09
659,2016,6,SS,78467,6,6,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0,1,2,1,0,0,0,3,0,1,0,3,3,0,3,4,9,4,-0.8840000000000001
660,2016,6,SS,79402,67,58,9,7,14,4,0,0,0,1,2,0,5,0,2,5,0,5,14,21,6,1,3,3,3,3,0,3,3,0,1,9,10,10,6.02
661,2016,6,SS,79456,93,85,10,6,22,2,0,2,1,0,4,0,3,0,1,11,4,1,20,33,10,3,3,3,3,3,0,3,3,0,5,8,12,14,7.782
662,2016,6,SS,79465,110,94,4,11,21,4,0,1,1,0,1,0,14,0,1,10,2,0,27,25,3,3,3,3,3,1,0,3,3,0,5,1,12,12,10.249999999999996
663,2016,6,SS,95436,121,104,24,18,28,6,0,6,0,2,0,2,13,0,2,16,1,0,23,34,12,3,3,3,3,3,0,3,3,0,5,3,12,14,18.622
664,2016,6,WO,61353,102,93,17,19,34,5,1,3,4,1,0,1,6,0,2,15,2,0,20,27,11,6,1,3,3,3,3,0,0,5,0,2,14,10,18.68
665,2016,6,WO,61366,9,8,1,2,2,0,1,0,0,0,0,0,0,0,1,2,1,0,0,1,0,0,2,1,0,0,2,0,0,1,0,6,2,4,0.9540000000000001
666,2016,6,WO,62302,15,11,1,2,3,0,0,1,0,0,0,0,3,0,1,6,0,0,5,4,1,0,1,1,0,0,2,0,0,1,0,8,2,3,3.0319999999999996
667,2016,6,WO,62332,30,27,1,1,5,1,0,0,0,0,2,0,1,0,0,5,0,0,7,3,0,4,0,2,1,2,0,0,0,1,0,8,6,4,1.1199999999999997
668,2016,6,WO,62353,48,45,4,7,13,2,0,0,3,1,1,0,1,0,1,11,3,1,8,18,5,4,2,3,3,3,2,0,0,3,0,9,12,8,3.802
669,2016,6,WO,64300,110,102,23,21,35,9,1,5,2,1,0,1,6,0,1,14,2,4,16,31,13,6,2,3,3,3,3,0,0,5,0,3,14,11,20.528
670,2016,6,WO,64346,34,31,4,5,6,1,0,1,2,0,0,0,3,0,0,14,0,0,3,4,2,1,2,1,3,0,3,0,0,2,0,9,4,8,3.178
671,2016,6,WO,65343,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,7,0,1,0.34
672,2016,6,WO,66306,87,74,14,12,24,8,1,3,1,0,0,0,12,0,1,14,1,0,21,23,9,5,2,3,2,3,3,0,0,4,0,5,12,10,16.738
673,2016,6,WO,66354,7,6,1,2,2,0,0,0,0,0,0,0,1,0,0,3,0,0,1,2,1,1,0,0,0,2,0,0,0,0,0,7,2,1,0.956
674,2016,6,WO,73342,76,68,15,10,20,2,0,2,0,1,0,1,6,0,1,8,2,0,17,24,10,4,2,3,3,2,3,0,0,5,0,7,11,11,9.526
675,2016,6,WO,74215,108,89,18,22,30,4,0,4,1,0,0,1,15,2,3,10,4,1,19,30,11,6,2,3,3,3,3,0,0,5,0,4,14,11,19.16
676,2016,6,WO,74359,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,7,0,1,0.0
677,2016,6,WO,76350,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,7,1,1,0.0
678,2016,6,WO,76368,17,15,5,5,8,0,0,0,7,1,0,0,2,0,0,3,0,1,8,8,6,5,2,3,2,3,1,0,0,4,0,7,13,7,4.965999999999999
679,2016,6,WO,77463,45,41,5,3,15,2,0,1,0,0,0,0,4,0,0,9,1,0,6,10,4,5,0,3,3,2,0,0,0,2,0,7,10,5,7.457999999999999
680,2016,6,WO,77564,97,86,17,13,23,7,1,3,2,0,0,2,9,0,0,14,6,2,15,25,8,6,2,3,3,3,3,0,0,5,0,6,14,11,12.357999999999997
681,2016,6,WO,78168,113,101,14,20,27,5,2,1,7,3,0,1,11,0,0,13,1,2,15,20,8,6,2,3,3,3,3,0,0,5,0,1,14,11,13.796000000000001
682,2016,6,WO,79130,14,10,0,1,1,0,0,0,0,0,0,0,4,0,0,3,0,0,4,4,0,0,2,0,0,0,1,0,0,2,0,2,2,3,1.026
683,2016,6,WO,79300,21,17,3,3,7,0,0,0,0,0,1,1,2,0,0,2,0,0,8,8,2,4,1,0,3,1,2,0,0,2,0,3,5,8,3.574
684,2016,6,WO,79334,19,16,1,4,4,1,0,0,0,0,0,0,3,0,0,6,0,1,2,5,1,3,0,0,1,3,0,0,0,2,0,8,6,3,2.1119999999999997
685,2016,6,WO,79365,47,41,3,4,7,2,0,0,1,0,1,0,4,0,1,7,3,0,8,18,4,3,2,0,3,0,3,0,0,4,0,8,7,8,1.6340000000000008
686,2016,7,HH,60404,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,3,0,0,1,0,0,5,2,3,-0.368
687,2016,7,HH,60667,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,6,0,2,0.27
688,2016,7,HH,61700,45,40,4,9,8,2,2,0,0,0,1,0,3,0,1,7,2,1,5,11,2,0,0,3,3,3,0,0,2,3,0,9,6,8,3.2439999999999998
689,2016,7,HH,62700,16,13,0,2,4,2,0,0,0,0,1,0,1,0,1,6,0,1,4,5,0,0,0,0,0,0,0,3,2,0,0,7,2,3,2.302
690,2016,7,HH,62797,82,74,15,10,21,5,2,0,1,0,0,1,5,0,2,11,1,1,16,22,8,0,0,3,3,3,0,4,5,2,0,7,9,11,10.282000000000002
691,2016,7,HH,63700,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,2,1,0,2,2,2,-0.368
692,2016,7,HH,64086,26,21,6,5,9,1,0,2,0,3,0,0,5,0,0,4,0,1,5,7,2,0,0,1,0,3,0,4,3,0,0,3,5,6,6.228000000000001
693,2016,7,HH,65707,7,7,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,3,3,2,0,0,2,2,0,3,5,7,0.542
694,2016,7,HH,66702,2,2,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,2,3,0,0,0,0,1,0,2,3,3,-0.188
695,2016,7,HH,66740,90,81,24,17,28,3,0,7,0,0,0,0,8,0,1,12,2,0,16,26,11,0,0,3,3,3,0,4,5,3,0,6,10,11,18.694
696,2016,7,HH,71347,32,27,1,10,6,1,1,0,0,0,0,0,5,0,0,5,1,0,10,6,0,0,0,3,3,3,0,3,5,3,0,5,10,10,3.1599999999999993
697,2016,7,HH,71610,80,63,16,13,19,1,1,4,1,0,0,2,15,0,0,16,1,1,12,19,6,0,0,3,3,3,0,4,5,3,0,5,10,11,15.382000000000001
698,2016,7,HH,71752,93,73,24,16,29,9,0,4,1,0,0,1,16,0,3,11,0,0,25,28,12,0,0,3,3,3,0,4,5,3,0,4,10,11,23.102000000000004
699,2016,7,HH,72447,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,1,0.0
700,2016,7,HH,73136,10,8,5,3,3,0,1,1,0,0,0,0,1,0,1,3,1,0,0,2,2,0,0,2,1,0,0,0,2,3,0,9,5,3,2.816
701,2016,7,HH,73602,67,54,8,5,13,2,0,0,0,0,3,0,10,0,0,9,3,1,14,20,7,0,0,3,3,3,0,4,5,3,0,8,10,11,5.588
702,2016,7,HH,74163,77,63,4,16,24,3,1,0,3,3,3,0,11,0,0,3,1,0,14,9,3,0,0,0,3,2,0,4,5,2,0,2,6,10,12.735999999999995
703,2016,7,HH,75808,105,95,17,21,28,6,0,2,4,2,0,2,8,0,0,10,3,1,9,24,12,0,0,3,3,3,0,4,5,3,0,1,10,11,13.319999999999997
704,2016,7,HH,76746,8,7,0,2,4,0,1,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,1,0,3,0,2,2,0,0,4,3,5,2.602
705,2016,7,HH,76753,87,76,23,18,27,7,0,3,1,0,1,3,6,0,1,10,4,3,16,24,11,0,0,3,3,3,0,3,5,3,0,3,10,10,15.299999999999995
706,2016,7,HH,77243,5,4,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,9,0,3,-0.019999999999999962
707,2016,7,HH,77464,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,7,0,3,-0.188
708,2016,7,HH,95158,14,12,2,2,3,1,0,0,0,0,1,0,1,0,0,2,1,0,3,3,0,0,0,2,1,0,0,1,2,3,0,8,6,3,0.9040000000000002
709,2016,7,HH,98144,20,20,1,3,3,0,0,1,0,0,0,0,0,0,0,5,0,0,2,7,0,0,0,2,3,2,0,1,3,3,0,8,7,7,0.8699999999999999
710,2016,7,HT,60605,5,4,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,2,0,2,3,0,2,0,0,4,6,3,-0.09799999999999998
711,2016,7,HT,61652,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4,0,1,0.0
712,2016,7,HT,61743,8,7,0,2,2,1,0,0,0,0,1,0,0,0,0,3,0,0,2,0,0,0,0,2,0,0,2,0,1,0,0,8,4,1,0.786
713,2016,7,HT,62668,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,0,1,-0.09
714,2016,7,HT,63634,44,36,9,5,8,3,0,1,0,0,1,2,5,0,0,10,2,1,7,12,4,0,0,5,0,2,3,2,5,0,3,8,9,11,4.539999999999999
715,2016,7,HT,63636,8,8,0,0,1,0,0,0,0,0,0,0,0,0,0,5,0,1,1,1,0,0,0,2,0,0,0,1,0,0,3,9,0,6,-0.16999999999999998
716,2016,7,HT,63704,78,69,12,15,22,1,0,2,0,0,2,0,7,0,0,12,0,1,19,17,9,0,0,5,0,2,3,3,6,0,3,2,9,13,11.234000000000002
717,2016,7,HT,64610,78,72,9,10,24,2,0,0,2,0,2,0,4,0,0,9,0,4,17,23,7,0,0,5,0,3,3,3,6,0,3,9,9,14,9.847999999999999
718,2016,7,HT,64646,4,4,0,3,3,0,0,0,0,0,0,0,0,0,0,1,0,2,3,1,1,0,0,2,0,3,1,2,5,0,0,8,6,7,1.402
719,2016,7,HT,64699,102,94,22,12,32,7,0,5,2,0,0,1,5,0,2,10,2,1,23,27,8,0,0,5,0,3,3,3,6,0,3,5,9,14,18.849999999999998
720,2016,7,HT,65653,95,82,10,11,17,2,0,3,4,0,1,1,9,0,2,19,2,0,14,28,6,0,0,5,0,3,3,3,6,0,3,1,9,14,9.787999999999997
721,2016,7,HT,70410,59,53,11,11,20,5,0,2,0,1,1,1,3,0,1,7,4,0,15,12,5,0,0,2,0,3,1,3,3,0,2,3,4,10,9.823999999999998
722,2016,7,HT,70756,93,84,20,16,25,5,0,4,0,0,0,1,6,1,2,13,2,1,17,29,8,0,0,4,0,3,3,3,6,0,3,4,8,14,14.105999999999996
723,2016,7,HT,71207,28,22,3,4,5,2,0,0,0,0,1,1,4,0,0,4,0,1,11,6,1,0,0,3,0,3,3,3,5,0,1,7,7,11,3.048
724,2016,7,HT,72559,75,68,0,12,21,2,1,0,5,1,1,0,6,0,0,16,1,0,8,12,1,0,0,5,0,3,3,3,4,0,3,1,9,12,9.411999999999999
725,2016,7,HT,73606,99,84,14,15,29,8,1,2,3,2,1,1,11,0,2,29,1,2,21,21,7,0,0,5,0,3,3,3,5,0,3,6,8,14,17.758
726,2016,7,HT,74605,29,28,8,5,10,1,0,2,0,0,0,0,1,0,0,3,0,0,2,7,3,0,0,5,0,2,2,3,5,0,3,3,7,13,5.795999999999999
