,year,month,T_ID,P_ID,PA,AB,RBI,RUN,HIT,H2,H3,HR,SB,CS,SH,SF,BB,IB,HP,KK,GD,ERR,LOB,P_AB_CN,P_HIT_CN,VS_T_ID_HH,VS_T_ID_HT,VS_T_ID_KT,VS_T_ID_LG,VS_T_ID_LT,VS_T_ID_NC,VS_T_ID_OB,VS_T_ID_SK,VS_T_ID_SS,VS_T_ID_WO,BAT_ORDER,HOME,AWAY,AVG,OBP,SLG,OPS
1035,2016,8,NC,78366,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,7,1,0,0.0,0.0,0.0,0.0
1036,2016,8,NC,78813,39,38,3,4,13,0,0,1,0,1,0,0,1,0,0,8,2,1,11,7,1,5,2,4,2,2,0,1,0,2,1,6,9,10,0.34210526315789475,0.358974358974359,0.42105263157894735,0.7800269905533064
1037,2016,8,NC,94629,54,45,13,7,15,5,0,3,0,0,0,1,7,0,1,7,2,0,11,11,5,2,2,2,0,0,0,2,0,2,3,6,5,8,0.3333333333333333,0.42592592592592593,0.6444444444444445,1.0703703703703704
1038,2016,8,OB,61214,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5,1,0,0.0,0.0,0.0,0.0
1039,2016,8,OB,61295,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5,1,0,0.0,0.0,0.0,0.0
1040,2016,8,OB,62234,56,44,4,10,8,1,0,1,0,1,1,1,8,0,2,9,0,1,12,8,4,3,3,0,5,3,0,0,2,1,2,9,10,9,0.18181818181818182,0.32727272727272727,0.2727272727272727,0.6
1041,2016,8,OB,62244,39,31,7,5,6,0,0,3,0,0,3,2,3,0,0,8,0,0,5,8,1,2,3,0,5,3,1,0,1,1,2,5,11,7,0.1935483870967742,0.25,0.4838709677419355,0.7338709677419355
1042,2016,8,OB,63248,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,9,0,1,0.0,0.0,0.0,0.0
1043,2016,8,OB,63257,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,2,0,0,2,0,3,2,0,0,0,0,0,3,5,2,0.0,0.0,0.0,0.0
1044,2016,8,OB,63260,4,4,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,5,0,1,0.25,0.25,0.25,0.5
1045,2016,8,OB,66201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5,1,0,0.0,0.0,0.0,0.0
1046,2016,8,OB,66203,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,1,0,0,1,1,0,2,2,0,0,1,1,1,6,4,5,0.0,0.0,0.0,0.0
1047,2016,8,OB,66209,7,7,0,3,2,0,0,0,0,1,0,0,0,0,0,2,0,1,2,3,1,2,0,0,1,0,2,0,2,2,1,7,4,6,0.2857142857142857,0.2857142857142857,0.2857142857142857,0.5714285714285714
1048,2016,8,OB,66244,28,26,9,4,10,1,0,2,0,0,0,1,0,0,1,8,3,0,7,7,3,1,1,0,3,1,0,0,0,2,0,5,5,3,0.38461538461538464,0.39285714285714285,0.6538461538461539,1.0467032967032968
1049,2016,8,OB,72214,5,4,1,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,3,2,1,2,1,0,2,0,2,0,0,0,0,5,4,3,0.25,0.4,0.5,0.9
1050,2016,8,OB,74206,66,62,14,10,21,8,0,1,1,0,0,0,3,1,1,7,0,1,14,20,9,2,3,0,5,3,2,0,2,2,0,9,9,10,0.3387096774193548,0.3787878787878788,0.5161290322580645,0.8949169110459433
1051,2016,8,OB,75334,106,91,25,19,28,4,1,7,0,0,0,4,11,1,0,15,1,1,16,24,6,3,4,0,5,4,2,0,2,2,2,6,13,11,0.3076923076923077,0.36792452830188677,0.6043956043956044,0.9723201326974911
1052,2016,8,OB,76232,65,54,14,9,15,1,0,4,0,0,0,3,7,0,1,4,4,1,11,17,4,2,3,0,2,4,2,0,2,2,2,5,9,10,0.2777777777777778,0.35384615384615387,0.5185185185185185,0.8723646723646723
1053,2016,8,OB,76249,102,86,13,21,29,4,0,1,2,0,0,1,9,0,6,18,3,0,20,21,10,3,4,0,5,4,2,0,2,2,2,3,13,11,0.3372093023255814,0.43137254901960786,0.4186046511627907,0.8499772001823986
1054,2016,8,OB,76267,26,21,2,6,5,2,0,1,0,0,1,1,3,0,0,3,0,1,0,2,0,1,1,0,2,0,2,0,2,0,2,2,6,4,0.23809523809523808,0.32,0.47619047619047616,0.7961904761904761
1055,2016,8,OB,77248,76,62,7,15,16,1,0,1,4,1,0,1,12,0,1,11,0,2,12,15,4,2,4,0,4,4,2,0,1,2,2,8,12,9,0.25806451612903225,0.3815789473684211,0.3225806451612903,0.7041595925297114
1056,2016,8,OB,78224,113,96,35,30,37,8,2,9,2,1,0,1,16,0,0,18,2,1,19,29,12,3,4,0,5,4,2,0,2,2,2,4,13,11,0.3854166666666667,0.4690265486725664,0.7916666666666666,1.260693215339233
1057,2016,8,OB,78288,3,2,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,3,1,0,0,0,0,0,8,4,1,0.0,0.3333333333333333,0.0,0.3333333333333333
1058,2016,8,OB,79215,90,76,13,20,25,3,2,4,4,1,0,1,10,0,3,15,2,1,12,18,5,3,4,0,4,4,0,0,1,2,2,1,10,10,0.32894736842105265,0.4222222222222222,0.5789473684210527,1.001169590643275
1059,2016,8,OB,79231,20,19,6,6,5,0,1,1,0,0,0,0,1,0,0,5,0,0,3,7,3,1,3,0,4,3,0,0,0,0,0,3,8,3,0.2631578947368421,0.3,0.5263157894736842,0.8263157894736841
1060,2016,8,OB,79240,111,97,18,22,29,4,0,3,1,1,1,0,10,1,3,10,3,2,19,28,13,3,4,0,5,4,2,0,2,2,2,2,13,11,0.29896907216494845,0.38181818181818183,0.4329896907216495,0.8148078725398313
1061,2016,8,OB,79290,51,41,11,9,14,5,0,1,0,0,0,1,8,0,1,8,0,0,9,9,4,2,2,0,2,1,2,0,2,0,2,7,7,6,0.34146341463414637,0.45098039215686275,0.5365853658536586,0.9875657580105213
1062,2016,8,OB,99222,17,15,2,2,4,1,0,0,0,1,0,0,2,0,0,4,1,0,1,5,1,0,1,0,2,2,0,0,0,0,0,4,3,2,0.26666666666666666,0.35294117647058826,0.3333333333333333,0.6862745098039216
1063,2016,8,SK,62802,54,45,8,10,14,3,0,2,1,1,3,1,3,0,2,16,0,2,9,12,3,2,2,4,2,3,0,2,0,2,0,2,7,10,0.3111111111111111,0.37254901960784315,0.5111111111111111,0.8836601307189542
1064,2016,8,SK,62864,41,32,7,5,10,3,0,1,0,0,1,0,7,0,1,10,0,1,11,9,3,2,1,4,2,2,0,2,0,2,0,8,7,8,0.3125,0.45,0.5,0.95
1065,2016,8,SK,62893,5,5,0,1,0,0,0,0,3,0,0,0,0,0,0,3,0,1,3,3,0,0,0,0,2,0,0,0,0,2,2,7,4,2,0.0,0.0,0.0,0.0
1066,2016,8,SK,64893,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0.0,0.0,0.0,0.0
1067,2016,8,SK,64895,11,11,0,1,2,0,0,0,0,0,0,0,0,0,0,5,0,0,1,5,0,0,0,2,3,2,0,0,0,2,3,4,7,5,0.18181818181818182,0.18181818181818182,0.18181818181818182,0.36363636363636365
1068,2016,8,SK,65464,30,24,2,3,9,0,1,0,0,0,4,0,2,0,0,10,0,0,9,8,3,2,2,3,3,1,0,2,0,2,1,9,11,5,0.375,0.4230769230769231,0.4583333333333333,0.8814102564102564
1069,2016,8,SK,65869,5,5,0,1,2,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,1,0,0,0,2,0,0,0,8,3,1,0.4,0.4,0.4,0.8
1070,2016,8,SK,66805,97,93,15,11,21,7,0,3,4,1,0,1,3,1,0,16,2,3,10,25,8,2,1,3,4,4,0,2,0,4,3,1,11,12,0.22580645161290322,0.24742268041237114,0.3978494623655914,0.6452721427779625
1071,2016,8,SK,66838,67,63,9,14,22,6,0,2,1,0,0,1,2,0,1,18,2,0,9,14,3,2,2,3,4,4,0,2,0,3,2,7,11,11,0.3492063492063492,0.373134328358209,0.5396825396825397,0.9128168680407487
1072,2016,8,SK,66859,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,1,0.0,0.0,0.0,0.0
1073,2016,8,SK,71837,87,75,8,9,25,4,0,0,2,1,1,0,9,1,2,24,1,1,25,23,7,2,2,4,3,4,0,2,0,4,3,9,11,13,0.3333333333333333,0.4186046511627907,0.38666666666666666,0.8052713178294574
1074,2016,8,SK,71848,22,19,3,2,6,2,0,0,0,0,0,0,2,0,1,2,0,0,6,3,2,1,2,2,0,2,0,2,0,2,0,2,3,8,0.3157894736842105,0.4090909090909091,0.42105263157894735,0.8301435406698565
1075,2016,8,SK,71857,19,16,3,1,6,0,1,0,1,2,0,0,3,0,0,3,0,0,6,3,1,2,2,0,0,0,0,0,0,0,0,1,2,2,0.375,0.47368421052631576,0.5,0.9736842105263157
1076,2016,8,SK,74846,93,82,9,14,23,0,1,3,1,0,0,1,8,0,2,23,0,1,15,20,4,2,1,4,4,4,0,2,0,4,3,7,12,12,0.2804878048780488,0.3548387096774194,0.4146341463414634,0.7694728560188828
1077,2016,8,SK,75151,108,103,10,9,31,6,0,3,0,0,0,1,4,1,0,11,2,2,21,24,5,2,2,4,4,4,0,2,0,4,3,4,12,13,0.30097087378640774,0.32407407407407407,0.44660194174757284,0.7706760158216469
1078,2016,8,SK,75847,97,79,20,21,30,3,0,10,0,1,0,1,10,0,7,16,1,1,23,13,4,2,2,3,4,4,0,2,0,3,3,3,11,12,0.379746835443038,0.4845360824742268,0.7974683544303798,1.2820044369046066
1079,2016,8,SK,76802,98,89,6,11,19,4,0,0,0,0,1,0,6,0,2,10,1,1,18,26,6,2,2,4,4,4,0,2,0,4,3,3,12,13,0.21348314606741572,0.27835051546391754,0.25842696629213485,0.5367774817560524
1080,2016,8,SK,76812,60,55,10,7,14,2,0,1,0,0,0,0,4,0,1,12,1,1,13,18,6,1,2,2,4,2,0,0,0,2,3,5,9,7,0.2545454545454545,0.31666666666666665,0.34545454545454546,0.6621212121212121
1081,2016,8,SK,76849,43,39,1,3,11,1,0,0,1,2,1,1,2,0,0,10,0,1,7,13,2,0,0,4,4,1,0,2,0,2,3,1,8,8,0.28205128205128205,0.30952380952380953,0.3076923076923077,0.6172161172161172
1082,2016,8,SK,76869,50,39,4,2,9,2,0,0,3,1,6,0,4,0,1,13,1,0,13,9,3,2,2,4,3,4,0,2,0,4,3,2,12,12,0.23076923076923078,0.3181818181818182,0.28205128205128205,0.6002331002331003
1083,2016,8,SS,60456,94,79,12,16,24,5,0,2,1,0,0,2,11,0,2,8,3,0,17,20,7,2,3,2,2,1,2,2,4,0,4,6,11,11,0.3037974683544304,0.39361702127659576,0.4430379746835443,0.83665499596014
1084,2016,8,SS,60724,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,7,1,0,0.0,0.0,0.0,0.0
1085,2016,8,SS,61463,6,6,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,1,0,0,0,1,0,1,0,0,1,0,3,7,3,3,0.0,0.0,0.0,0.0
1086,2016,8,SS,62404,109,97,22,24,32,4,3,2,1,1,0,3,9,0,0,21,1,2,16,38,16,2,4,2,2,1,2,2,4,0,4,3,12,11,0.32989690721649484,0.3761467889908257,0.4948453608247423,0.8709921498155679
1087,2016,8,SS,62415,111,101,13,23,37,7,2,0,12,3,3,0,6,0,1,11,2,1,22,24,8,2,4,2,2,1,2,2,4,0,4,2,12,11,0.36633663366336633,0.4074074074074074,0.4752475247524752,0.8826549321598827
1088,2016,8,SS,63440,35,29,3,3,5,1,0,1,0,0,4,1,1,0,0,7,1,2,2,3,0,1,4,2,1,1,2,1,2,0,3,8,9,8,0.1724137931034483,0.1935483870967742,0.3103448275862069,0.5038932146829811
1089,2016,8,SS,63913,49,39,7,9,14,2,0,2,0,1,1,0,8,0,1,5,1,1,8,13,5,2,2,1,2,0,2,2,1,0,0,1,6,6,0.358974358974359,0.4791666666666667,0.5641025641025641,1.0432692307692308
1090,2016,8,SS,64493,4,4,0,3,1,0,0,0,0,0,0,0,0,0,0,2,0,0,3,1,1,2,2,2,2,1,1,0,0,0,1,4,6,5,0.25,0.25,0.25,0.5
1091,2016,8,SS,64499,12,8,1,3,3,0,0,0,0,0,0,0,2,0,2,3,0,0,5,2,1,2,2,2,2,1,1,0,3,0,4,9,9,8,0.375,0.5833333333333334,0.375,0.9583333333333334
1092,2016,8,SS,66452,6,6,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2,0,0,1,0,0,0,0,0,1,0,0,5,1,1,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.3333333333333333
1093,2016,8,SS,71432,75,67,21,14,20,8,0,2,0,0,1,0,7,0,0,14,1,0,10,21,12,1,3,2,2,1,2,2,3,0,4,2,11,9,0.29850746268656714,0.36486486486486486,0.5074626865671642,0.872327551432029
1094,2016,8,SS,72443,102,92,35,18,38,11,1,4,0,0,0,0,10,0,0,15,3,1,22,40,20,2,4,2,2,1,2,2,4,0,4,4,12,11,0.41304347826086957,0.47058823529411764,0.6847826086956522,1.1553708439897699
1095,2016,8,SS,72466,58,54,4,5,12,2,0,0,0,1,1,0,3,0,0,16,1,2,6,12,4,2,4,2,2,1,2,0,2,0,4,7,10,9,0.2222222222222222,0.2631578947368421,0.25925925925925924,0.5224171539961013
1096,2016,8,SS,78467,6,6,1,1,2,1,0,0,0,1,0,0,0,0,0,0,0,0,6,1,1,0,0,2,0,1,2,0,2,0,3,1,5,5,0.3333333333333333,0.3333333333333333,0.5,0.8333333333333333
1097,2016,8,SS,79402,78,72,7,17,24,1,0,1,1,0,0,0,4,0,2,7,1,3,14,23,6,2,4,2,2,1,2,2,3,0,3,9,11,10,0.3333333333333333,0.38461538461538464,0.3888888888888889,0.7735042735042735
1098,2016,8,SS,79456,62,60,8,9,16,4,0,1,0,1,0,0,2,0,0,2,2,3,11,17,5,2,2,1,1,1,2,2,4,0,4,8,10,9,0.26666666666666666,0.2903225806451613,0.38333333333333336,0.6736559139784947
1099,2016,8,SS,79465,28,25,0,5,8,2,0,0,0,0,0,0,2,0,1,1,0,0,5,3,0,2,3,0,0,0,0,0,1,0,0,1,3,3,0.32,0.39285714285714285,0.4,0.7928571428571429
1100,2016,8,SS,95436,98,89,26,19,31,8,0,6,1,0,0,1,6,0,2,20,1,0,15,27,12,2,3,2,2,1,2,2,4,0,4,5,11,11,0.34831460674157305,0.3979591836734694,0.6404494382022472,1.0384086218757167
1101,2016,8,WO,61353,97,92,11,10,29,5,1,0,5,4,0,1,4,0,0,10,3,1,20,24,11,1,2,2,1,4,3,2,3,4,0,2,12,10,0.31521739130434784,0.3402061855670103,0.391304347826087,0.7315105333930974
1102,2016,8,WO,61366,9,9,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,1,0,0,2,1,1,0,0,1,0,8,5,1,0.2222222222222222,0.2222222222222222,0.2222222222222222,0.4444444444444444
1103,2016,8,WO,62332,12,11,5,2,3,0,0,0,0,0,0,0,1,0,0,4,1,0,2,5,3,1,1,0,2,1,1,2,0,2,0,8,5,5,0.2727272727272727,0.3333333333333333,0.2727272727272727,0.606060606060606
1104,2016,8,WO,62353,95,83,11,16,28,2,1,3,6,3,0,1,10,0,1,16,1,0,16,15,6,1,2,2,2,4,3,2,3,3,0,1,12,10,0.3373493975903614,0.4105263157894737,0.4939759036144578,0.9045022194039315
1105,2016,8,WO,64300,93,80,12,12,13,1,0,4,3,0,1,2,9,0,1,10,2,2,9,28,3,1,2,2,2,4,3,2,3,4,0,3,13,10,0.1625,0.25,0.325,0.575
1106,2016,8,WO,64346,10,10,0,3,1,0,0,0,1,1,0,0,0,0,0,4,0,0,1,5,0,1,2,2,2,2,3,0,0,3,0,6,10,5,0.1,0.1,0.1,0.2
1107,2016,8,WO,65399,2,2,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,8,2,0,0.5,0.5,0.5,1.0
1108,2016,8,WO,66306,78,65,4,8,18,5,0,1,0,0,1,0,12,2,0,10,0,1,16,17,1,1,2,2,2,3,3,2,3,3,0,5,12,9,0.27692307692307694,0.38961038961038963,0.4,0.7896103896103897
1109,2016,8,WO,73342,75,61,10,10,19,6,0,1,2,0,0,3,11,0,0,7,4,0,17,18,6,1,2,2,2,3,3,2,2,4,0,4,12,9,0.3114754098360656,0.4,0.45901639344262296,0.8590163934426229
1110,2016,8,WO,74215,58,49,11,9,16,1,0,2,1,2,0,1,7,0,1,10,1,1,13,19,7,1,0,1,2,2,1,0,3,3,0,4,6,7,0.32653061224489793,0.41379310344827586,0.46938775510204084,0.8831808585503167
1111,2016,8,WO,76368,5,5,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,1,3,3,0,0,2,1,0,3,1,1,2,0,0,5,5,5,0.0,0.0,0.0,0.0
1112,2016,8,WO,77463,68,64,9,4,19,2,1,2,0,0,0,1,2,0,1,12,2,1,14,17,4,1,2,2,2,4,3,2,3,2,0,3,12,9,0.296875,0.3235294117647059,0.453125,0.7766544117647058
1113,2016,8,WO,77564,92,79,11,13,22,5,0,4,1,0,0,1,12,1,0,15,4,0,16,24,5,1,2,2,2,4,3,2,3,4,0,5,13,10,0.27848101265822783,0.3695652173913043,0.4936708860759494,0.8632361034672538
1114,2016,8,WO,78168,106,83,13,19,34,5,0,2,9,3,1,0,20,0,2,9,0,3,23,22,10,1,2,2,2,4,3,2,3,4,0,1,13,10,0.40963855421686746,0.5333333333333333,0.5421686746987951,1.0755020080321285
1115,2016,8,WO,79130,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2,0,0,2,0,0,6,2,2,0.0,0.0,0.0,0.0
1116,2016,8,WO,79300,14,13,0,0,2,2,0,0,0,0,1,0,0,0,0,5,0,0,4,4,0,1,2,1,1,3,3,1,0,4,0,3,8,8,0.15384615384615385,0.15384615384615385,0.3076923076923077,0.46153846153846156
1117,2016,8,WO,79334,9,7,2,0,1,1,0,0,0,1,0,0,2,0,0,3,0,0,2,5,1,0,2,1,0,1,0,1,0,0,0,3,3,2,0.14285714285714285,0.3333333333333333,0.2857142857142857,0.6190476190476191
1118,2016,8,WO,79365,73,66,10,7,21,5,0,4,0,0,1,0,6,0,0,16,2,1,15,20,3,1,1,2,2,4,2,2,3,3,0,8,11,9,0.3181818181818182,0.375,0.5757575757575758,0.9507575757575758
1119,2016,9,HH,60667,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,8,1,0,0.0,0.0,0.0,0.0
1120,2016,9,HH,62700,96,89,8,16,24,4,0,0,0,2,2,0,4,1,1,18,0,2,19,20,7,0,2,2,4,2,4,2,3,2,2,6,14,9,0.2696629213483146,0.30851063829787234,0.3146067415730337,0.623117379870906
1121,2016,9,HH,62797,88,65,5,9,15,1,1,0,2,1,5,2,13,0,3,13,1,2,24,14,4,0,2,1,4,2,4,2,2,2,2,6,12,9,0.23076923076923078,0.37349397590361444,0.27692307692307694,0.6504170528266914
1122,2016,9,HH,63700,21,18,5,2,4,0,0,0,0,0,1,0,0,0,2,4,0,0,5,6,3,0,1,1,3,2,3,2,3,2,1,2,11,7,0.2222222222222222,0.3,0.2222222222222222,0.5222222222222221
1123,2016,9,HH,64086,41,35,4,11,11,0,0,2,0,0,1,0,2,0,3,10,1,1,5,10,1,0,1,2,3,1,4,2,3,2,2,7,11,9,0.3142857142857143,0.4,0.4857142857142857,0.8857142857142857
1124,2016,9,HH,64724,8,7,3,3,3,2,0,0,0,0,0,0,1,0,0,2,0,0,1,3,1,0,0,0,2,0,0,2,0,0,0,1,3,1,0.42857142857142855,0.5,0.7142857142857143,1.2142857142857144
1125,2016,9,HH,66702,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,1,2,2,1,0,2,2,1,5,7,4,0.0,0.0,0.0,0.0
1126,2016,9,HH,66740,42,38,7,7,9,2,0,3,0,0,0,0,4,0,0,9,2,1,7,7,2,0,2,0,3,2,1,0,0,2,1,5,8,3,0.23684210526315788,0.30952380952380953,0.5263157894736842,0.8358395989974937
1127,2016,9,HH,66749,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,2,1,0,0,2,2,2,0.0,0.0,0.0,0.0
1128,2016,9,HH,71347,42,37,2,5,10,2,0,0,0,1,2,0,3,0,0,8,0,1,8,7,2,0,2,2,4,2,3,0,2,2,2,2,12,7,0.2702702702702703,0.325,0.32432432432432434,0.6493243243243243
1129,2016,9,HH,71752,107,89,24,14,32,4,0,5,0,0,0,0,17,4,1,16,0,0,26,21,9,0,2,2,4,2,4,2,3,2,2,4,14,9,0.3595505617977528,0.4672897196261682,0.5730337078651685,1.0403234274913367
1130,2016,9,HH,73136,56,51,8,11,17,4,0,5,0,0,0,0,4,0,1,17,0,0,11,14,4,0,2,2,3,2,4,2,2,2,2,5,13,8,0.3333333333333333,0.39285714285714285,0.7058823529411765,1.0987394957983194
1131,2016,9,HH,73602,38,31,8,2,4,1,0,0,0,0,1,4,0,0,2,10,0,2,4,11,2,0,2,2,2,2,3,0,0,2,2,9,8,7,0.12903225806451613,0.16216216216216217,0.16129032258064516,0.3234524847428073
1132,2016,9,HH,73725,43,39,8,4,12,2,0,1,0,0,0,1,2,0,1,6,2,1,8,11,4,0,2,0,2,2,2,2,1,2,0,5,8,5,0.3076923076923077,0.3488372093023256,0.4358974358974359,0.7847346451997614
1133,2016,9,HH,74163,47,42,4,7,15,3,0,0,0,1,1,1,3,0,0,2,0,0,9,11,8,0,0,2,2,0,2,0,2,0,2,1,6,4,0.35714285714285715,0.391304347826087,0.42857142857142855,0.8198757763975155
1134,2016,9,HH,74756,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,6,2,1,0.0,0.0,0.0,0.0
1135,2016,9,HH,75808,92,80,10,21,27,4,0,2,1,1,0,0,10,1,2,8,3,4,16,21,6,0,2,1,4,1,4,2,3,2,2,1,12,9,0.3375,0.42391304347826086,0.4625,0.8864130434782609
1136,2016,9,HH,76720,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,2,0,0,1,0,1,0,0,2,1,0,0,9,5,0,0.0,0.0,0.0,0.0
1137,2016,9,HH,76753,95,87,14,12,28,2,0,2,0,0,2,0,3,0,3,19,1,2,18,21,9,0,2,2,3,2,4,2,2,2,2,3,14,7,0.3218390804597701,0.3655913978494624,0.41379310344827586,0.7793845012977383
1138,2016,9,HH,77243,33,27,6,2,5,1,0,0,0,0,2,0,3,0,1,10,1,1,6,9,3,0,2,2,3,2,4,2,3,2,1,9,13,8,0.18518518518518517,0.2903225806451613,0.2222222222222222,0.5125448028673836
1139,2016,9,HH,78756,32,27,3,1,5,0,0,0,0,0,2,0,2,0,1,6,0,0,6,5,1,0,2,2,3,1,4,2,2,2,1,1,11,8,0.18518518518518517,0.26666666666666666,0.18518518518518517,0.45185185185185184
1140,2016,9,HH,79705,37,29,6,5,6,0,0,1,0,0,0,1,5,0,2,13,0,0,4,7,1,0,2,1,4,2,3,1,3,2,2,7,12,8,0.20689655172413793,0.35135135135135137,0.3103448275862069,0.6616961789375583
1141,2016,9,HH,95158,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,2,5,0,2,0.0,0.0,0.0,0.0
1142,2016,9,HH,98144,6,5,0,0,1,0,0,0,0,0,1,0,0,0,0,2,0,1,1,3,0,0,0,0,2,0,2,2,1,0,2,9,4,5,0.2,0.2,0.2,0.4
1143,2016,9,HT,60658,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,2,1,0.0,0.0,0.0,0.0
1144,2016,9,HT,61652,26,21,4,5,4,1,0,2,1,1,1,0,2,0,2,4,1,0,7,3,1,2,0,3,1,2,2,0,1,1,2,1,5,9,0.19047619047619047,0.32,0.5238095238095238,0.8438095238095238
1145,2016,9,HT,61666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0.0,0.0,0.0,0.0
1146,2016,9,HT,61743,5,4,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,1,0,0,1,0,0,1,0,0,0,1,1,2,1,0.25,0.4,0.25,0.65
1147,2016,9,HT,62668,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,1,1,2,0.0,0.0,0.0,0.0
1148,2016,9,HT,63634,49,44,8,4,8,0,0,2,0,0,1,2,2,0,0,14,1,2,7,15,2,2,0,2,3,2,3,0,2,1,3,8,8,10,0.18181818181818182,0.20833333333333334,0.3181818181818182,0.5265151515151515
1149,2016,9,HT,63636,4,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,2,9,2,2,0.25,0.25,0.25,0.5
1150,2016,9,HT,63722,8,8,2,1,2,0,0,0,0,0,0,0,0,0,0,2,0,0,1,1,1,0,0,2,1,2,2,0,2,1,2,8,6,6,0.25,0.25,0.25,0.5
1151,2016,9,HT,64610,38,37,3,2,9,1,0,0,1,0,1,0,0,0,0,6,0,0,5,5,3,0,0,2,1,2,2,0,2,1,2,8,6,6,0.24324324324324326,0.24324324324324326,0.2702702702702703,0.5135135135135136
1152,2016,9,HT,64646,15,14,0,1,1,0,0,0,0,0,0,0,1,0,0,4,1,3,5,2,0,2,0,2,1,0,3,0,2,1,4,9,6,9,0.07142857142857142,0.13333333333333333,0.07142857142857142,0.20476190476190476
1153,2016,9,HT,64699,83,80,11,9,25,9,0,2,1,0,0,2,1,0,0,10,3,1,12,18,4,2,0,3,3,2,3,0,2,1,4,5,9,11,0.3125,0.3132530120481928,0.5,0.8132530120481928
1154,2016,9,HT,65653,76,68,5,7,11,3,0,1,2,2,3,1,4,0,0,20,0,0,9,17,2,2,0,3,3,2,3,0,2,1,4,7,9,11,0.16176470588235295,0.2054794520547945,0.25,0.4554794520547945
1155,2016,9,HT,66606,13,12,4,3,7,0,0,1,1,1,1,0,0,0,0,0,0,1,3,3,3,2,0,1,2,0,1,0,0,0,2,2,3,5,0.5833333333333334,0.5833333333333334,0.8333333333333334,1.4166666666666667
1156,2016,9,HT,66643,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5,0,1,0.0,0.0,0.0,0.0
1157,2016,9,HT,66657,4,4,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,1,1,0,1,0,0,1,0,1,0,0,0,1,1,1,3,0.25,0.25,0.25,0.5
1158,2016,9,HT,70410,84,80,7,16,25,5,1,2,0,0,0,0,4,0,0,10,2,0,13,13,4,2,0,3,3,2,3,0,2,1,4,3,9,11,0.3125,0.34523809523809523,0.475,0.8202380952380952
