P_ID,Unnamed: 0,year,month,START_CK,RELIEF_CK,CG_CK,HOLD,INN2,BF,PA,AB,HIT,H2,H3,HR,SB,CS,SH,SF,BB,IB,HP,KK,GD,WP,BK,ERR,R,ER,VS_T_ID_HH,VS_T_ID_HT,VS_T_ID_KT,VS_T_ID_LG,VS_T_ID_LT,VS_T_ID_NC,VS_T_ID_OB,VS_T_ID_SK,VS_T_ID_SS,VS_T_ID_WO,TB_SC_B,TB_SC_T,WLS_D,WLS_L,WLS_ND,WLS_S,WLS_W,AVG,OBP,SLG,OPS,KBB,BABIP,inplay_ratio
62655,32962,26229,90,0,69,0,6,179,1058,263,232,68,17,1,6,0,3,1,10,18,3,2,40,5,5,0,1,35,32,12,5,11,7,0,9,6,6,5,8,34,35,0,1,65,2,1,3.8829816017316023,4.535778170917489,5.835236291486292,10.371014462403785,28.888888888888868,4.112244897959185,1.4943181818181819
62696,1713,2017,7,0,1,0,0,3,41,9,7,4,1,0,1,0,0,0,0,2,0,0,2,0,1,0,0,4,4,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0.5714285714285711,0.666666666666667,1.14285714285714,1.8095238095238102,1.0,0.75,2.25
62698,52444,50433,163,105,1,3,0,1980,10245,2786,2601,724,133,18,54,46,21,21,19,127,3,18,537,57,18,1,3,332,305,12,9,9,2,13,12,15,11,9,14,58,48,0,32,34,1,39,6.937350247228629,7.878709015838204,10.200054426115218,18.07876344195342,105.7086614173227,8.255298176441597,1.3992968357609241
62754,69417,46417,152,57,18,2,2,990,5622,1452,1327,408,73,3,40,18,14,6,10,85,3,24,229,41,6,1,1,195,175,6,0,11,5,10,11,8,10,7,7,41,34,0,23,29,0,23,7.507499751849146,8.545149420483453,12.166283650474613,20.711433070958083,61.96470588235284,7.9250936329587995,1.3854961832061068
62868,1466,2017,5,0,1,0,0,3,17,6,6,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0.5,0.5,0.5,1.0,0.0,0.6,1.2
62869,85020,64568,210,104,15,1,3,1778,9814,2566,2325,647,114,10,90,13,13,21,17,177,2,25,424,57,13,1,8,332,307,11,15,12,11,9,21,13,0,16,11,62,57,0,38,49,1,31,8.934617047148851,10.571487065494093,14.680702117787582,25.252189183281672,76.65536723163842,9.750547045951867,1.4303232998885174
62892,3109,4034,11,0,8,0,0,25,135,41,39,15,2,0,1,0,0,0,0,2,0,0,3,2,0,0,0,9,8,0,0,2,1,1,1,1,0,2,0,2,6,0,0,8,0,0,0.844827586206897,0.9121212121212121,1.017241379310345,1.929362591431561,3.0,0.8,1.1714285714285715
62908,4778,2020,5,0,1,0,0,1,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
62918,3137,2018,8,0,1,0,0,3,37,8,4,2,1,0,0,0,0,0,0,4,0,0,0,0,1,0,0,4,4,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0.5,0.75,0.75,1.5,0.0,0.5,2.0
62920,33409,18169,53,4,43,0,8,161,1094,259,208,58,12,1,8,2,0,2,3,44,1,2,52,5,11,0,1,42,37,3,4,6,7,6,2,5,4,2,8,26,21,0,3,43,0,1,2.7307928913192066,3.8115835416173818,5.243950786056046,9.055534327673426,10.636363636363619,2.9801324503311295,1.7862068965517242
62929,47998,48413,161,24,142,0,9,837,4909,1269,1114,313,60,5,36,10,4,13,11,113,5,18,234,19,20,1,4,177,153,20,19,17,17,21,0,17,23,15,17,87,79,2,14,112,19,19,6.686119243803201,8.726380299700802,10.81646561002022,19.542845909721013,49.69911504424778,7.775438596491243,1.5234093637454982
62937,72196,58510,190,72,35,1,3,1286,6822,1866,1717,507,109,13,67,24,24,15,15,80,3,39,249,28,4,1,2,244,229,13,13,16,11,15,15,7,8,9,0,56,51,1,23,52,1,30,9.801334947735329,11.374996536636392,16.339632014414377,27.714628551050765,90.26249999999996,9.011299435028238,1.3463203463203464
62951,68284,38353,120,8,113,0,11,476,2547,691,602,162,26,1,14,8,4,3,6,64,5,16,73,26,9,0,4,85,71,12,15,12,12,16,12,5,17,9,11,59,62,0,8,85,20,8,5.1421283865027325,6.870328333974229,7.004803284228499,13.875131618202735,21.671875,5.397312859884845,1.3575638506876229
62966,26924,36303,116,28,82,0,5,705,4110,1087,951,285,49,2,36,12,6,12,10,92,0,22,153,24,21,3,3,180,168,16,13,12,13,11,0,10,11,11,13,57,53,1,8,83,2,16,5.390877943774935,6.59673782103822,8.190939052144072,14.787676873182276,29.934782608695674,5.805699481865288,1.4454787234042554
63027,12388,10087,40,3,4,0,0,42,283,69,55,17,3,0,4,0,0,0,2,11,0,1,13,1,1,0,0,13,13,2,1,0,1,0,0,2,0,0,1,3,4,0,1,5,0,1,1.708485958485959,2.142439431913116,4.248321123321123,6.390760555234241,5.909090909090899,1.625,1.9166666666666667
63103,14426,6059,20,0,4,0,0,15,128,26,18,3,1,0,1,1,0,0,0,8,0,0,6,0,0,0,0,2,2,1,0,0,0,0,1,0,0,0,2,3,1,0,0,4,0,0,0.41666666666666696,1.311764705882353,0.9166666666666671,2.22843137254902,2.25,0.5454545454545461,2.3636363636363638
63104,9030,6055,14,0,11,0,1,38,239,66,57,21,3,0,2,1,0,0,1,6,1,2,11,1,0,0,0,12,12,1,1,0,1,3,1,2,0,1,1,7,4,0,0,11,0,0,1.101293103448276,1.30161943319838,1.691091954022988,2.9927113872213673,5.49999999999999,1.266666666666666,1.5348837209302326
63111,30738,34290,114,65,0,1,0,1038,5967,1535,1314,349,64,4,29,32,15,11,15,151,1,44,276,34,30,0,5,197,180,7,7,5,0,7,8,6,8,6,11,34,31,0,19,25,0,21,4.5692629948756895,6.1494034841332015,6.618367910185493,12.767771394318697,31.072847682119153,5.3125,1.5442655935613683
63145,38479,22203,73,17,18,0,0,302,1804,456,390,95,28,2,6,9,4,0,4,53,0,9,85,8,6,0,1,66,55,3,2,6,0,4,3,4,7,1,5,18,17,0,4,27,0,4,2.393147493126583,4.0295875823956395,4.007343384012225,8.036930966407864,17.64150943396226,3.2310231023102336,1.5457627118644068
63248,86110,58523,188,24,174,0,14,884,5377,1282,1091,254,49,3,18,19,7,16,10,156,12,9,296,15,17,1,2,122,112,23,25,21,24,25,19,0,20,20,21,103,95,0,16,109,53,20,6.486743862896862,9.548623048853335,9.418866789654063,18.967489838507397,55.02564102564108,8.696315120711546,1.6714471968709257
63292,10296,4040,13,5,2,0,0,75,447,111,96,27,6,0,3,0,0,0,1,14,0,0,17,4,1,0,0,15,15,1,1,0,2,0,1,0,1,0,1,3,4,0,2,4,0,1,0.590243902439024,0.754237288135593,0.925055432372506,1.6792927205080939,2.42857142857142,0.623376623376624,1.48
63342,63574,36334,104,7,95,0,10,406,2200,565,516,133,23,1,8,6,1,6,4,33,0,6,139,9,1,0,1,54,48,15,9,9,13,5,15,8,13,15,0,51,51,0,10,37,45,10,3.7302390354944825,4.749648796508443,4.962440280429616,9.712089076938058,75.81818181818177,6.03217158176943,1.547945205479452
63348,35013,18170,52,0,44,0,1,148,872,224,200,57,10,1,8,3,1,1,3,19,0,1,38,2,4,0,1,36,34,4,6,6,7,4,3,7,4,3,0,21,23,0,0,44,0,0,2.656480215690741,3.184448055285243,4.1702342978658775,7.354682353151119,18.0,2.8089171974522253,1.4834437086092715
63464,10077,4040,13,0,15,0,0,42,248,69,58,19,3,0,1,1,2,2,0,9,2,0,9,2,0,0,0,7,4,0,1,2,3,2,2,1,1,2,1,8,7,0,0,15,0,0,0.6657894736842109,0.853682170542635,0.8710526315789471,1.724734802121583,2.0,0.75,1.4375
63492,5271,2020,7,0,1,0,0,1,14,3,3,2,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,2,2,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0.666666666666667,0.666666666666667,2.6666666666666696,3.3333333333333304,0.0,0.0,inf
63512,57685,48422,158,23,143,0,29,774,4735,1168,994,279,63,5,28,7,8,20,8,127,6,19,253,16,18,3,2,158,148,23,17,22,19,0,15,17,15,17,21,88,78,0,11,132,7,16,6.206996094458915,9.129277886882672,9.717209491694254,18.846487378576924,47.81102362204728,8.355062413314842,1.6567375886524822
63543,58001,32299,95,0,133,0,29,422,2325,599,520,123,22,0,21,14,5,9,4,60,13,6,147,13,10,1,3,71,63,19,13,15,16,0,11,12,15,16,16,68,65,2,8,110,2,11,3.860156790770394,5.130249255262143,7.1091866856067405,12.239435940868887,39.2,4.584269662921344,1.721264367816092
63619,2176,2017,9,0,1,0,0,3,18,4,3,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0.0,0.25,0.0,0.25,1.0,0.0,2.0
63628,46346,22211,67,0,79,0,11,245,1334,366,333,99,16,3,4,1,2,4,0,20,4,9,32,14,5,2,3,38,37,7,0,9,10,9,10,8,6,12,8,43,36,0,4,72,1,2,3.9975071630732018,4.612194867542298,5.487563938574722,10.099758806117014,17.599999999999998,3.5185185185185204,1.2323232323232323
63638,43288,32285,112,2,120,0,28,411,2103,560,510,123,17,2,9,25,2,3,4,31,4,12,87,21,3,0,1,62,54,16,0,11,12,16,11,13,15,14,14,68,54,0,2,108,0,12,3.7577195004035735,5.052007137087547,5.0156287950843055,10.067635932171862,44.903225806451694,4.363636363636368,1.3658536585365855
63749,13672,12104,48,0,22,0,1,37,323,77,60,27,6,0,4,0,2,0,1,13,0,3,8,1,3,0,0,23,22,0,1,2,2,4,5,3,1,1,3,12,10,0,1,20,0,1,2.751111111111111,3.61025641025641,4.006666666666662,7.616923076923072,3.69230769230769,2.8163265306122462,1.6382978723404256
63765,42896,20192,66,0,52,0,3,149,948,228,186,50,6,2,8,7,2,2,2,37,0,1,38,6,4,0,2,32,30,0,6,8,6,6,5,4,5,8,4,29,23,0,0,50,0,2,2.471600458365164,3.608744764301059,4.094066717596129,7.702811481897185,10.2702702702703,2.95774647887324,1.6521739130434783
63791,8627,8070,23,2,12,0,0,70,402,103,93,24,3,0,4,0,1,0,0,10,0,0,16,0,1,0,0,15,15,0,0,0,1,2,2,4,0,0,5,7,7,0,1,13,0,0,0.760714285714286,2.038034188034188,1.0760204081632652,3.1140545961974526,6.4,1.095890410958904,1.4109589041095891
63810,889,6048,15,12,0,0,0,186,1033,283,256,76,10,0,8,12,2,5,4,17,0,1,43,4,8,0,3,52,37,1,1,1,1,3,1,2,0,1,1,7,5,0,5,2,0,5,1.017858061859914,1.126102941176471,1.497220935618342,2.6233238767948164,7.58823529411764,0.976076555023923,1.407960199004975
63894,17030,8077,25,0,32,0,9,94,563,134,108,19,6,0,1,1,2,1,1,22,0,2,34,2,3,0,0,11,8,6,3,1,6,3,2,4,0,3,4,18,14,0,0,31,1,0,0.710838659188731,1.3677676151761509,1.091169949132647,2.458937564308799,6.1818181818182,0.9729729729729721,1.8611111111111112
63935,4096,14112,49,6,30,0,1,206,1173,327,274,89,6,3,11,1,3,3,4,42,5,4,47,12,1,0,2,59,54,3,4,2,6,0,3,4,4,6,4,17,19,0,5,25,0,6,2.0366904886465633,2.811920328804171,3.141715662511819,5.953635991315996,7.833333333333342,2.481818181818185,1.5424528301886793
63936,20596,12111,34,1,10,0,0,40,326,78,62,26,4,0,2,0,1,1,0,11,0,4,9,1,1,0,0,19,18,1,3,1,1,1,0,1,1,0,2,5,6,0,1,10,0,0,2.7,3.353030303030303,3.5619047619047626,6.914935064935067,4.909090909090908,2.8235294117647083,1.5294117647058822
63938,27172,32270,116,62,1,1,0,1142,5908,1608,1455,377,53,3,44,24,8,28,6,90,1,29,272,35,13,3,7,170,161,9,3,7,7,6,2,4,7,11,7,29,34,0,13,20,0,30,4.313764152846053,5.171172722672628,6.8848340422561485,12.056006764928775,48.35555555555551,4.653275109170304,1.4192409532215358
63950,71518,52463,178,27,124,0,11,905,5527,1351,1164,308,54,4,40,19,10,11,9,155,1,12,256,16,40,0,2,190,177,18,14,20,15,14,0,18,17,20,15,82,69,0,18,112,2,19,7.419026025562839,9.823536524819781,12.02601877437281,21.84955529919259,42.94193548387107,7.945267958950974,1.5727590221187426
63959,40668,36313,129,0,136,0,23,234,1463,347,294,73,9,1,4,2,1,1,6,35,0,11,82,9,5,0,1,51,42,14,15,10,15,13,0,18,13,16,22,71,65,0,4,128,1,3,4.345635237082605,5.806704867147024,5.626028454975825,11.432733322122843,42.171428571428535,5.803738317757009,1.7178217821782178
63960,6951,4036,19,0,4,0,0,14,54,16,15,3,1,0,0,0,1,0,0,1,0,0,2,1,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,3,1,0,0,4,0,0,0.25,0.5,0.33333333333333304,0.833333333333333,4.0,0.46153846153846206,1.2307692307692308
63961,13222,6058,19,0,6,0,0,20,149,36,31,12,2,0,2,1,0,0,0,5,0,0,3,0,0,0,0,9,9,0,1,0,2,1,1,0,1,0,0,3,3,0,0,6,0,0,1.375,1.623015873015873,1.958333333333334,3.58134920634921,1.7999999999999998,1.153846153846155,1.3846153846153846
63991,55654,26248,89,19,63,0,12,565,2913,791,705,184,24,0,12,7,7,9,11,42,2,24,119,18,2,0,2,75,70,7,11,8,8,9,0,15,9,6,9,42,40,2,7,61,0,12,3.5974321484965097,4.369663006445992,4.560658829707202,8.930321836153194,36.833333333333286,3.8222222222222215,1.4049733570159857
64001,32871,38325,117,47,56,5,6,1020,5495,1492,1365,410,68,9,36,40,9,15,10,60,1,42,321,36,8,3,0,213,196,13,9,0,13,10,11,13,13,11,10,52,51,0,25,62,0,16,5.761579048686468,6.638400302175529,8.503708203643656,15.142108505819182,101.64999999999996,6.980353634577602,1.4949899799599198
64017,33156,40340,130,2,165,0,23,510,3062,778,667,208,29,5,20,8,8,17,11,72,5,11,135,20,9,1,7,109,97,24,13,0,21,17,17,18,15,20,22,89,78,0,15,143,2,7,6.566269349012592,7.781984580474101,9.703157215269432,17.485141795743537,37.5,7.18929254302104,1.5528942115768463
64021,62464,50440,176,91,2,0,0,1440,8456,2149,1895,548,100,9,61,35,17,21,17,194,2,22,381,48,33,0,1,297,276,10,8,15,9,0,6,9,14,13,9,45,48,0,34,33,0,26,7.921702608120855,9.542645683648367,12.242357841453815,21.78500352510218,49.09793814432999,8.282312925170075,1.4965181058495822
64029,46001,38335,126,17,47,0,1,419,2656,667,571,179,41,3,31,14,5,4,6,76,0,10,88,13,11,1,3,120,116,8,9,0,4,8,8,7,6,8,6,34,30,0,7,52,0,5,6.074693747696684,7.826233827081617,10.413103167264751,18.239336994346374,22.00000000000009,6.139737991266368,1.4955156950672646
64041,1141,6048,18,0,11,0,0,36,221,57,46,11,4,0,2,0,0,0,0,9,0,2,12,1,1,0,0,8,8,1,2,0,3,1,0,2,0,0,2,5,6,0,0,11,0,0,0.9375,1.474702380952381,1.401785714285714,2.8764880952380953,3.99999999999999,0.84375,1.78125
64047,18501,8078,26,0,24,0,1,71,376,100,82,18,5,0,1,1,2,3,0,13,0,2,18,2,2,0,0,9,9,2,3,0,3,2,4,2,3,1,4,11,13,0,1,22,1,0,0.848216031280547,1.242857142857143,1.138294232649071,2.381151375506214,5.53846153846152,1.07936507936508,1.5873015873015872
64051,47877,26242,82,0,67,0,14,195,1076,284,260,76,13,2,4,5,1,1,1,19,0,3,40,7,2,1,0,32,32,7,7,6,12,7,6,2,9,11,0,35,32,0,3,61,0,3,4.166398386940983,4.901343152065616,5.7191090344183655,10.620452186483977,27.36842105263162,4.313364055299533,1.3209302325581396
64155,13340,8074,21,2,8,0,0,34,278,65,49,16,2,0,3,4,0,0,0,15,0,1,13,1,3,0,1,17,15,0,1,1,0,2,1,2,1,0,2,4,6,0,2,8,0,0,1.270833333333333,1.981045270518955,2.25,4.231045270518954,3.466666666666668,1.575757575757576,1.9696969696969697
64204,740,4032,11,0,6,0,0,19,140,33,27,9,1,0,1,2,0,0,0,6,0,0,6,2,2,0,0,6,5,0,1,0,1,2,1,0,0,0,1,2,4,0,0,5,0,1,0.597826086956522,0.864285714285714,0.9782608695652171,1.842546583850932,2.0,0.8,1.65
64255,3176,2018,8,0,3,0,0,12,70,22,20,8,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,3,3,0,0,1,0,1,0,0,1,0,0,2,1,0,0,3,0,0,0.4,0.45454545454545503,0.45,0.904545454545455,1.0,0.421052631578947,1.1578947368421053
64267,5374,6051,21,0,7,0,0,27,149,39,36,11,3,1,0,0,0,0,1,2,0,0,6,1,0,0,0,7,6,1,1,0,1,0,1,0,2,1,0,2,5,0,0,7,0,0,0.8380952380952389,0.9625,1.185714285714286,2.1482142857142827,9.0,1.064516129032257,1.3448275862068966
64350,26642,26224,85,4,44,0,2,271,1479,416,360,112,25,2,10,3,4,5,1,46,2,4,48,11,5,0,1,54,48,5,7,2,5,7,8,2,6,6,0,21,27,0,4,42,0,2,3.9961235840183216,4.967117090231724,6.09326480537007,11.060381895601791,13.565217391304408,4.376237623762381,1.3820598006644518
64396,1007,2016,9,0,1,0,0,3,18,4,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0.0,0.25,0.0,0.25,0.0,0.0,1.3333333333333333
64462,1485,2017,5,0,1,0,0,6,48,11,7,2,1,0,0,0,0,0,0,3,0,1,1,1,0,0,0,2,2,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0.28571428571428603,0.545454545454545,0.42857142857142894,0.9740259740259741,0.33333333333333304,0.33333333333333304,1.8333333333333333
64464,1319,2017,4,0,1,0,0,8,43,14,12,4,3,0,0,0,0,0,0,1,0,1,1,0,0,0,0,3,3,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0.33333333333333304,0.42857142857142894,0.583333333333333,1.01190476190476,1.0,0.36363636363636404,1.2727272727272727
64554,22077,10097,30,1,27,0,1,93,547,160,134,47,8,0,5,0,0,3,2,17,1,4,21,5,1,0,1,32,27,0,1,3,2,4,4,5,2,6,1,15,13,0,2,24,1,1,1.774646767525329,2.243462836704389,2.724280716784465,4.9677435534888525,6.1764705882353,1.90909090909091,1.509433962264151
64565,26400,12117,30,1,33,0,1,109,579,171,153,55,7,1,2,0,2,4,2,11,0,1,16,2,1,0,0,26,24,3,6,3,3,0,4,3,2,7,3,16,18,0,4,29,0,1,2.1635699244394893,2.3961691927270206,2.745757463148767,5.14192665587579,8.7272727272727,2.3211678832116776,1.2857142857142858
64594,3007,2018,7,0,1,0,0,2,9,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0.33333333333333304,0.33333333333333304,0.33333333333333304,0.666666666666667,0.0,0.33333333333333304,1.0
64596,24392,30254,101,1,89,0,5,255,1564,397,328,90,17,1,8,2,1,4,5,57,4,3,74,8,15,0,0,56,49,7,10,9,10,0,15,9,9,13,8,47,43,0,1,88,1,0,3.7209446888763784,7.184559783963035,5.286767868437698,12.471327652400735,19.473684210526343,4.900398406374496,1.6473029045643153
64615,12226,6057,18,6,3,0,0,99,583,151,128,35,9,0,1,0,1,2,1,18,0,2,19,3,3,0,0,17,16,3,0,2,1,0,1,1,0,1,0,6,3,0,1,5,0,3,0.898526077097505,1.161457174638487,1.256293970579685,2.4177511452181726,3.1666666666666803,0.9357798165137609,1.411214953271028
64718,17713,8077,26,0,20,0,0,79,479,121,104,33,10,0,4,3,1,1,3,11,0,2,24,1,4,1,0,20,19,2,4,3,1,0,0,3,3,2,2,9,11,0,0,20,0,0,1.347733110189091,1.622620765477909,2.279902684316756,3.902523449794672,8.72727272727272,1.468354430379748,1.6575342465753424
64759,37351,28250,91,0,77,0,10,168,990,259,225,66,11,0,9,3,1,2,0,22,0,10,35,8,4,0,1,41,38,0,7,12,9,11,7,8,6,7,10,39,38,0,1,74,1,1,4.033184721999264,5.474043799337918,6.147921882372102,11.62196568171002,22.27272727272726,4.408839779005523,1.430939226519337
64760,27340,12116,43,0,20,0,4,50,360,81,70,21,3,0,5,1,1,0,0,9,1,2,19,1,2,0,0,13,13,0,1,3,4,5,2,2,2,1,0,10,10,0,0,20,0,0,2.272820512820512,2.684946236559139,4.834358974358974,7.51930521091811,12.666666666666663,2.0869565217391317,1.7608695652173914
64764,3791,10080,40,0,9,0,0,49,305,78,70,24,3,1,1,0,1,0,0,7,0,1,10,3,2,0,1,15,11,1,1,1,1,0,2,1,0,1,1,4,5,0,0,9,0,0,1.733091787439613,2.135042735042735,2.4969806763285023,4.63202341137124,7.1428571428571495,1.9491525423728797,1.3220338983050848
64768,36098,16155,48,1,21,0,0,92,552,147,130,46,7,0,3,3,1,2,2,12,0,1,17,3,1,0,0,25,23,0,1,4,4,0,4,2,0,2,5,10,12,0,0,21,0,1,3.2559940059940065,3.437718649913771,4.743312243312239,8.18103089322601,11.333333333333359,3.071428571428569,1.3611111111111112
64805,43768,24223,76,4,49,0,1,184,1137,287,246,65,9,1,9,3,1,0,2,34,1,5,51,3,8,0,1,45,41,4,7,8,3,7,5,5,0,5,9,25,28,0,1,52,0,0,3.364701213818861,4.723732311651123,5.054822595704948,9.778554907356071,18.0,3.574468085106384,1.559782608695652
64861,18011,10093,34,9,5,0,0,155,897,217,186,43,5,4,4,2,4,0,3,26,0,2,39,4,2,1,0,24,24,0,1,0,5,0,2,3,0,1,2,5,9,0,2,8,0,4,1.759876543209877,1.9747461159159398,3.991820987654321,5.966567103570264,7.5,1.335616438356165,1.55
64893,46663,30272,97,0,112,0,13,350,1921,493,432,113,21,1,8,10,1,6,11,34,1,10,61,8,0,0,1,48,45,14,16,16,10,11,10,11,0,9,15,63,49,0,2,104,2,4,3.803741399655345,4.856610303351399,5.561255958925936,10.417866262277332,26.911764705882295,4.2112299465240595,1.4005681818181819
64907,9584,14117,47,0,20,0,0,86,508,133,105,30,4,0,5,1,3,3,3,18,0,4,17,3,1,0,1,20,19,3,4,1,2,3,1,2,1,3,0,9,11,0,1,19,0,0,1.572917125979762,2.7873866873866873,3.312452009700693,6.099838697087382,6.611111111111107,2.0348837209302344,1.6625
64960,1393,4032,15,1,3,0,0,13,112,27,23,11,1,0,0,0,0,0,0,3,0,1,0,1,0,0,0,7,7,1,0,0,0,1,0,0,0,1,1,2,2,0,0,4,0,0,0.984615384615385,1.133333333333334,1.084615384615385,2.2179487179487207,0.0,0.9565217391304341,1.173913043478261
64995,61046,38348,113,2,137,0,31,442,2735,672,552,138,25,2,16,8,4,11,6,90,5,13,135,10,10,2,0,74,70,20,13,20,14,13,0,15,13,16,15,77,62,0,12,118,1,8,5.106294147272935,7.393538396087604,7.365828172298667,14.759366568386278,28.5,5.695331695331699,1.70126582278481
65042,27425,20180,57,0,41,0,0,134,860,228,191,59,12,1,9,3,0,3,1,31,0,2,38,1,1,0,2,47,44,8,3,5,3,7,2,3,5,4,1,21,20,0,1,39,1,0,3.0473745552692932,4.118083683789028,5.191991780149676,9.310075463938698,12.258064516129002,3.448275862068969,1.5944055944055944
65048,40136,24221,77,18,35,0,1,400,2210,601,541,168,19,3,15,7,4,3,5,49,2,3,86,17,8,0,3,85,82,4,6,0,8,7,4,4,8,8,4,27,26,0,8,32,3,10,3.8329834193722263,4.723514185847679,5.088025665332538,9.811539851180221,21.06122448979596,4.1258426966292125,1.3816091954022989
65056,58461,54470,175,6,179,0,28,609,3741,939,803,232,46,3,21,31,5,12,5,103,7,16,160,16,10,0,3,151,135,14,20,0,24,21,24,22,18,20,22,84,101,0,19,158,3,5,7.292245650077313,9.429411606328456,11.139139411050708,20.568551017379168,41.941747572815586,9.086124401913867,1.5218800648298216
65057,2771,10080,35,0,47,0,2,121,715,182,164,48,6,3,6,1,3,0,1,15,0,2,38,5,3,0,0,24,23,5,3,0,7,5,6,6,5,5,5,24,23,0,1,42,1,3,1.184824492130058,2.446811868686868,1.969834159359512,4.41664602804638,12.66666666666665,1.735537190082645,1.5294117647058822
65058,55160,48419,164,29,101,0,16,756,4437,1167,1021,310,64,4,34,22,6,17,8,107,4,14,181,22,13,3,2,195,181,20,10,0,21,10,15,10,14,17,13,62,68,1,22,92,8,7,7.092423628681201,8.71686823347424,10.729130139296606,19.44599837277086,40.598130841121524,8.137592137592138,1.462406015037594
65060,82484,64568,210,48,170,1,44,1242,6757,1820,1636,474,105,10,56,22,11,18,20,126,2,20,236,32,11,1,1,267,255,26,31,0,25,26,27,26,16,19,22,112,106,0,26,165,3,24,8.482086498135782,10.388237215189163,13.982476306050687,24.37071352123985,59.936507936507894,9.806451612903233,1.3746223564954683
65062,77362,62549,197,0,223,0,10,679,3879,960,875,238,33,5,26,28,16,15,6,60,10,4,238,8,8,0,2,118,112,30,24,0,31,26,25,20,25,24,18,117,106,0,16,126,60,21,9.455608488781824,10.913224220806118,14.885444430738616,25.798668651544734,122.96666666666674,10.651539708265787,1.5867768595041323
65064,30114,24211,85,0,57,0,1,217,1386,340,280,74,13,1,7,8,0,4,4,47,2,5,61,6,3,0,1,62,54,6,6,8,7,9,0,2,7,7,5,31,26,1,2,52,0,2,2.516309806750984,3.8186914774898035,3.5566148176442285,7.375306295134026,15.574468085106359,3.722222222222221,1.6346153846153846
65067,27320,32272,105,0,64,0,7,191,1118,315,259,88,22,4,7,15,1,6,5,36,0,9,46,8,9,0,1,53,52,8,8,1,3,2,6,13,7,10,6,37,27,0,0,61,0,3,5.6054959533220385,6.798522674146796,9.297694334650862,16.096217008797648,20.44444444444448,6.142180094786737,1.5671641791044777
65117,19449,8079,26,0,22,0,1,64,416,106,86,28,6,1,2,0,0,1,1,16,0,2,12,5,2,0,0,15,15,2,1,2,0,0,4,2,4,4,3,12,10,0,2,14,4,2,1.1101546309580739,2.0646599777034558,1.6743716456772408,3.739031623380698,3.0,1.424657534246576,1.4929577464788732
65206,2063,4032,19,0,4,0,0,10,59,15,13,5,0,0,1,0,1,0,0,2,0,0,3,1,0,0,0,2,2,1,0,1,1,1,0,0,0,0,0,1,3,0,0,4,0,0,0.694444444444444,0.9,1.027777777777778,1.9277777777777798,3.0,0.888888888888888,1.6666666666666667
65241,15168,6060,18,0,17,0,2,56,338,83,72,19,1,1,0,0,0,1,0,9,0,1,19,1,5,0,0,9,9,2,1,0,3,0,4,0,4,1,2,7,10,0,0,17,0,0,1.001240694789082,1.3502353444587079,1.56575682382134,2.9159921682800505,6.33333333333333,1.075471698113208,1.5660377358490567
65320,75635,54483,167,98,6,1,0,1706,9058,2461,2242,630,102,6,47,65,19,20,15,145,1,39,418,59,21,1,3,295,276,12,13,10,13,9,11,12,13,11,0,53,51,0,25,38,0,41,7.674683350154935,9.021871498031123,10.699561322421264,19.721432820452396,77.83448275862078,8.78404017857142,1.3967082860385924
65331,37767,44374,147,82,2,2,0,1516,8301,2167,1984,570,85,6,67,26,21,30,13,117,0,23,417,47,15,3,4,254,222,11,7,3,13,9,7,9,9,12,4,46,38,0,31,30,0,23,6.433714037060351,7.433026280005115,10.09175378333518,17.524780063340298,78.41025641025632,7.313945803040314,1.457296570275723
65343,48673,30274,94,0,87,0,13,225,1404,360,300,85,11,1,10,12,7,4,0,54,0,2,85,4,14,0,2,63,60,10,11,7,15,7,11,10,0,9,7,43,44,0,5,76,0,6,3.7383474466015163,6.501360818221873,5.839423238421985,12.340784056643862,23.61111111111105,5.487804878048774,1.7560975609756098
65345,1677,2017,6,0,1,0,0,3,27,7,4,1,0,0,0,0,0,0,0,1,0,2,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0.25,0.5714285714285711,0.25,0.8214285714285708,1.0,0.33333333333333304,2.3333333333333335
