"year","month","T_ID","P_ID","PA","AB","RBI","RUN","HIT","H2","H3","HR","SB","CS","SH","SF","BB","IB","HP","KK","GD","ERR","LOB","P_AB_CN","P_HIT_CN","VS_T_ID_HH","VS_T_ID_HT","VS_T_ID_KT","VS_T_ID_LG","VS_T_ID_LT","VS_T_ID_NC","VS_T_ID_OB","VS_T_ID_SK","VS_T_ID_SS","VS_T_ID_WO","BAT_ORDER","HOME","AWAY","VISIT_G","HOME_G"
2016,8,"SS",66452,6,6,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2,0,0,1,0,0,0,0,0,1,0,0,5,1,1,11,12
2016,8,"SS",71432,75,67,21,14,20,8,0,2,0,0,1,0,7,0,0,14,1,0,10,21,12,1,3,2,2,1,2,2,3,0,4,2,11,9,11,12
2016,8,"SS",72443,102,92,35,18,38,11,1,4,0,0,0,0,10,0,0,15,3,1,22,40,20,2,4,2,2,1,2,2,4,0,4,4,12,11,11,12
2016,8,"SS",72466,58,54,4,5,12,2,0,0,0,1,1,0,3,0,0,16,1,2,6,12,4,2,4,2,2,1,2,0,2,0,4,7,10,9,11,12
2016,8,"SS",78467,6,6,1,1,2,1,0,0,0,1,0,0,0,0,0,0,0,0,6,1,1,0,0,2,0,1,2,0,2,0,3,1,5,5,11,12
2016,8,"SS",79402,78,72,7,17,24,1,0,1,1,0,0,0,4,0,2,7,1,3,14,23,6,2,4,2,2,1,2,2,3,0,3,9,11,10,11,12
2016,8,"SS",79456,62,60,8,9,16,4,0,1,0,1,0,0,2,0,0,2,2,3,11,17,5,2,2,1,1,1,2,2,4,0,4,8,10,9,11,12
2016,8,"SS",79465,28,25,0,5,8,2,0,0,0,0,0,0,2,0,1,1,0,0,5,3,0,2,3,0,0,0,0,0,1,0,0,1,3,3,11,12
2016,8,"SS",95436,98,89,26,19,31,8,0,6,1,0,0,1,6,0,2,20,1,0,15,27,12,2,3,2,2,1,2,2,4,0,4,5,11,11,11,12
2016,8,"WO",61353,97,92,11,10,29,5,1,0,5,4,0,1,4,0,0,10,3,1,20,24,11,1,2,2,1,4,3,2,3,4,0,2,12,10,10,13
2016,8,"WO",61366,9,9,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,1,0,0,2,1,1,0,0,1,0,8,5,1,10,13
2016,8,"WO",62332,12,11,5,2,3,0,0,0,0,0,0,0,1,0,0,4,1,0,2,5,3,1,1,0,2,1,1,2,0,2,0,8,5,5,10,13
2016,8,"WO",62353,95,83,11,16,28,2,1,3,6,3,0,1,10,0,1,16,1,0,16,15,6,1,2,2,2,4,3,2,3,3,0,1,12,10,10,13
2016,8,"WO",64300,93,80,12,12,13,1,0,4,3,0,1,2,9,0,1,10,2,2,9,28,3,1,2,2,2,4,3,2,3,4,0,3,13,10,10,13
2016,8,"WO",64346,10,10,0,3,1,0,0,0,1,1,0,0,0,0,0,4,0,0,1,5,0,1,2,2,2,2,3,0,0,3,0,6,10,5,10,13
2016,8,"WO",65399,2,2,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,8,2,0,10,13
2016,8,"WO",66306,78,65,4,8,18,5,0,1,0,0,1,0,12,2,0,10,0,1,16,17,1,1,2,2,2,3,3,2,3,3,0,5,12,9,10,13
2016,8,"WO",73342,75,61,10,10,19,6,0,1,2,0,0,3,11,0,0,7,4,0,17,18,6,1,2,2,2,3,3,2,2,4,0,4,12,9,10,13
2016,8,"WO",74215,58,49,11,9,16,1,0,2,1,2,0,1,7,0,1,10,1,1,13,19,7,1,0,1,2,2,1,0,3,3,0,4,6,7,10,13
2016,8,"WO",76368,5,5,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,1,3,3,0,0,2,1,0,3,1,1,2,0,0,5,5,5,10,13
2016,8,"WO",77463,68,64,9,4,19,2,1,2,0,0,0,1,2,0,1,12,2,1,14,17,4,1,2,2,2,4,3,2,3,2,0,3,12,9,10,13
2016,8,"WO",77564,92,79,11,13,22,5,0,4,1,0,0,1,12,1,0,15,4,0,16,24,5,1,2,2,2,4,3,2,3,4,0,5,13,10,10,13
2016,8,"WO",78168,106,83,13,19,34,5,0,2,9,3,1,0,20,0,2,9,0,3,23,22,10,1,2,2,2,4,3,2,3,4,0,1,13,10,10,13
2016,8,"WO",79130,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2,0,0,2,0,0,6,2,2,10,13
2016,8,"WO",79300,14,13,0,0,2,2,0,0,0,0,1,0,0,0,0,5,0,0,4,4,0,1,2,1,1,3,3,1,0,4,0,3,8,8,10,13
2016,8,"WO",79334,9,7,2,0,1,1,0,0,0,1,0,0,2,0,0,3,0,0,2,5,1,0,2,1,0,1,0,1,0,0,0,3,3,2,10,13
2016,8,"WO",79365,73,66,10,7,21,5,0,4,0,0,1,0,6,0,0,16,2,1,15,20,3,1,1,2,2,4,2,2,3,3,0,8,11,9,10,13
2016,9,"HH",60667,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,8,1,0,9,14
2016,9,"HH",62700,96,89,8,16,24,4,0,0,0,2,2,0,4,1,1,18,0,2,19,20,7,0,2,2,4,2,4,2,3,2,2,6,14,9,9,14
2016,9,"HH",62797,88,65,5,9,15,1,1,0,2,1,5,2,13,0,3,13,1,2,24,14,4,0,2,1,4,2,4,2,2,2,2,6,12,9,9,14
2016,9,"HH",63700,21,18,5,2,4,0,0,0,0,0,1,0,0,0,2,4,0,0,5,6,3,0,1,1,3,2,3,2,3,2,1,2,11,7,9,14
2016,9,"HH",64086,41,35,4,11,11,0,0,2,0,0,1,0,2,0,3,10,1,1,5,10,1,0,1,2,3,1,4,2,3,2,2,7,11,9,9,14
2016,9,"HH",64724,8,7,3,3,3,2,0,0,0,0,0,0,1,0,0,2,0,0,1,3,1,0,0,0,2,0,0,2,0,0,0,1,3,1,9,14
2016,9,"HH",66702,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,1,2,2,1,0,2,2,1,5,7,4,9,14
2016,9,"HH",66740,42,38,7,7,9,2,0,3,0,0,0,0,4,0,0,9,2,1,7,7,2,0,2,0,3,2,1,0,0,2,1,5,8,3,9,14
2016,9,"HH",66749,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,2,1,0,0,2,2,2,9,14
2016,9,"HH",71347,42,37,2,5,10,2,0,0,0,1,2,0,3,0,0,8,0,1,8,7,2,0,2,2,4,2,3,0,2,2,2,2,12,7,9,14
2016,9,"HH",71752,107,89,24,14,32,4,0,5,0,0,0,0,17,4,1,16,0,0,26,21,9,0,2,2,4,2,4,2,3,2,2,4,14,9,9,14
2016,9,"HH",73136,56,51,8,11,17,4,0,5,0,0,0,0,4,0,1,17,0,0,11,14,4,0,2,2,3,2,4,2,2,2,2,5,13,8,9,14
2016,9,"HH",73602,38,31,8,2,4,1,0,0,0,0,1,4,0,0,2,10,0,2,4,11,2,0,2,2,2,2,3,0,0,2,2,9,8,7,9,14
2016,9,"HH",73725,43,39,8,4,12,2,0,1,0,0,0,1,2,0,1,6,2,1,8,11,4,0,2,0,2,2,2,2,1,2,0,5,8,5,9,14
2016,9,"HH",74163,47,42,4,7,15,3,0,0,0,1,1,1,3,0,0,2,0,0,9,11,8,0,0,2,2,0,2,0,2,0,2,1,6,4,9,14
2016,9,"HH",74756,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,6,2,1,9,14
2016,9,"HH",75808,92,80,10,21,27,4,0,2,1,1,0,0,10,1,2,8,3,4,16,21,6,0,2,1,4,1,4,2,3,2,2,1,12,9,9,14
2016,9,"HH",76720,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,2,0,0,1,0,1,0,0,2,1,0,0,9,5,0,9,14
2016,9,"HH",76753,95,87,14,12,28,2,0,2,0,0,2,0,3,0,3,19,1,2,18,21,9,0,2,2,3,2,4,2,2,2,2,3,14,7,9,14
2016,9,"HH",77243,33,27,6,2,5,1,0,0,0,0,2,0,3,0,1,10,1,1,6,9,3,0,2,2,3,2,4,2,3,2,1,9,13,8,9,14
2016,9,"HH",78756,32,27,3,1,5,0,0,0,0,0,2,0,2,0,1,6,0,0,6,5,1,0,2,2,3,1,4,2,2,2,1,1,11,8,9,14
2016,9,"HH",79705,37,29,6,5,6,0,0,1,0,0,0,1,5,0,2,13,0,0,4,7,1,0,2,1,4,2,3,1,3,2,2,7,12,8,9,14
2016,9,"HH",95158,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,2,5,0,2,9,14
2016,9,"HH",98144,6,5,0,0,1,0,0,0,0,0,1,0,0,0,0,2,0,1,1,3,0,0,0,0,2,0,2,2,1,0,2,9,4,5,9,14
2016,9,"HT",60658,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,2,1,11,9
2016,9,"HT",61652,26,21,4,5,4,1,0,2,1,1,1,0,2,0,2,4,1,0,7,3,1,2,0,3,1,2,2,0,1,1,2,1,5,9,11,9
2016,9,"HT",61666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,11,9
2016,9,"HT",61743,5,4,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,1,0,0,1,0,0,1,0,0,0,1,1,2,1,11,9
2016,9,"HT",62668,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,1,1,2,11,9
2016,9,"HT",63634,49,44,8,4,8,0,0,2,0,0,1,2,2,0,0,14,1,2,7,15,2,2,0,2,3,2,3,0,2,1,3,8,8,10,11,9
2016,9,"HT",63636,4,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,2,9,2,2,11,9
2016,9,"HT",63722,8,8,2,1,2,0,0,0,0,0,0,0,0,0,0,2,0,0,1,1,1,0,0,2,1,2,2,0,2,1,2,8,6,6,11,9
2016,9,"HT",64610,38,37,3,2,9,1,0,0,1,0,1,0,0,0,0,6,0,0,5,5,3,0,0,2,1,2,2,0,2,1,2,8,6,6,11,9
2016,9,"HT",64646,15,14,0,1,1,0,0,0,0,0,0,0,1,0,0,4,1,3,5,2,0,2,0,2,1,0,3,0,2,1,4,9,6,9,11,9
2016,9,"HT",64699,83,80,11,9,25,9,0,2,1,0,0,2,1,0,0,10,3,1,12,18,4,2,0,3,3,2,3,0,2,1,4,5,9,11,11,9
2016,9,"HT",65653,76,68,5,7,11,3,0,1,2,2,3,1,4,0,0,20,0,0,9,17,2,2,0,3,3,2,3,0,2,1,4,7,9,11,11,9
2016,9,"HT",66606,13,12,4,3,7,0,0,1,1,1,1,0,0,0,0,0,0,1,3,3,3,2,0,1,2,0,1,0,0,0,2,2,3,5,11,9
2016,9,"HT",66643,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5,0,1,11,9
2016,9,"HT",66657,4,4,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,1,1,0,1,0,0,1,0,1,0,0,0,1,1,1,3,11,9
2016,9,"HT",70410,84,80,7,16,25,5,1,2,0,0,0,0,4,0,0,10,2,0,13,13,4,2,0,3,3,2,3,0,2,1,4,3,9,11,11,9
2016,9,"HT",70756,81,67,18,14,22,2,0,6,0,0,0,1,11,2,2,3,2,1,16,17,6,2,0,3,3,2,3,0,2,1,4,4,9,11,11,9
2016,9,"HT",71184,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,2,0,1,1,0,0,0,0,0,1,8,2,3,11,9
2016,9,"HT",72559,39,35,3,5,8,2,1,0,0,0,0,0,3,0,1,7,0,0,4,4,2,2,0,2,3,1,3,0,2,0,2,1,6,9,11,9
2016,9,"HT",72641,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,6,0,1,11,9
2016,9,"HT",73606,78,65,7,12,18,6,1,2,1,1,2,1,10,0,0,18,1,2,10,9,2,2,0,3,2,2,3,0,2,1,4,2,8,11,11,9
2016,9,"HT",74605,70,59,12,5,15,1,1,4,0,0,0,1,10,0,0,9,2,1,12,12,5,2,0,3,3,2,3,0,2,1,4,6,9,11,11,9
2016,9,"HT",77648,6,6,0,1,1,1,0,0,1,0,0,0,0,0,0,2,0,0,3,0,0,2,0,2,1,2,2,0,2,1,3,1,7,8,11,9
2016,9,"HT",78603,5,5,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,1,2,0,0,0,0,1,0,0,0,0,0,0,2,1,0,11,9
2016,9,"HT",78629,11,9,1,1,2,1,0,0,0,0,0,0,2,0,0,3,0,0,3,2,0,0,0,0,1,1,0,0,0,1,0,4,2,1,11,9
2016,9,"HT",78643,10,9,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,1,1,0,0,0,1,1,0,2,0,1,1,2,9,4,4,11,9
2016,9,"HT",78765,7,7,0,1,3,0,0,0,0,0,0,0,0,0,0,2,0,0,1,3,1,0,0,0,0,0,2,0,2,1,1,7,3,3,11,9
2016,9,"HT",79608,21,19,0,0,5,1,0,0,0,0,0,0,2,0,0,5,2,0,6,2,0,0,0,0,1,1,1,0,2,0,0,1,3,2,11,9
2016,9,"HT",95657,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,2,11,9
2016,9,"KT",60343,85,77,8,6,16,4,0,3,0,0,3,0,4,0,1,20,1,5,10,25,4,2,3,0,2,5,1,5,1,2,2,8,11,12,12,11
2016,9,"KT",60496,19,14,0,4,4,0,0,0,1,1,0,0,4,0,1,4,1,1,4,4,1,0,1,0,0,2,0,4,1,1,0,2,4,5,12,11
2016,9,"KT",62265,61,47,9,4,10,3,0,1,0,0,1,2,7,0,4,13,1,0,11,14,4,2,3,0,2,5,0,5,1,2,0,6,10,10,12,11
2016,9,"KT",63448,3,3,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,1,2,0,2,0,1,0,4,5,1,12,11
2016,9,"KT",64006,72,67,5,10,17,3,0,1,2,0,3,0,2,0,0,9,1,1,14,14,4,1,3,0,1,5,1,5,1,2,2,9,10,11,12,11
2016,9,"KT",64007,7,6,1,1,2,1,0,0,0,0,0,1,0,0,0,2,0,2,2,1,0,0,0,0,2,1,0,2,0,1,0,6,2,4,12,11
2016,9,"KT",64166,8,8,0,2,3,1,0,0,1,0,0,0,0,0,0,2,0,0,5,2,0,2,3,0,2,2,1,4,1,2,0,3,11,6,12,11
2016,9,"KT",65044,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,7,1,0,12,11
2016,9,"KT",65056,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,7,0,1,12,11
2016,9,"KT",65096,3,3,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,1,3,1,0,0,2,0,0,3,0,1,1,0,1,2,6,2,12,11
2016,9,"KT",66052,45,42,2,2,9,3,0,0,1,0,0,1,2,0,0,16,3,3,6,11,1,1,3,0,0,3,1,3,1,0,2,4,9,5,12,11
2016,9,"KT",70553,49,47,2,2,16,1,0,0,0,0,0,0,2,0,0,5,2,1,15,13,2,2,3,0,1,3,1,4,0,2,2,7,9,9,12,11
2016,9,"KT",73113,44,37,8,8,13,0,0,3,0,0,0,0,7,0,0,9,2,2,11,11,2,2,2,0,2,1,0,2,0,2,0,5,4,7,12,11
2016,9,"KT",73153,105,95,10,13,31,4,1,0,3,3,1,0,9,0,0,10,2,1,22,25,7,2,3,0,2,5,1,5,1,2,2,1,11,12,12,11
2016,9,"KT",74339,101,87,11,14,31,1,0,4,1,0,0,0,14,0,0,8,0,0,24,31,10,2,3,0,2,5,1,5,1,2,2,4,11,12,12,11
2016,9,"KT",75149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,7,0,1,12,11
2016,9,"KT",77104,69,57,5,5,14,4,1,1,0,1,0,1,11,0,0,12,1,1,16,15,2,2,3,0,2,5,1,4,1,2,2,2,10,12,12,11
2016,9,"KT",77462,3,3,1,1,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,6,0,3,12,11
2016,9,"KT",77609,12,12,2,3,4,1,0,0,0,0,0,0,0,0,0,3,0,1,2,4,3,0,1,0,0,3,1,1,1,0,0,9,3,4,12,11
2016,9,"KT",78517,33,28,2,6,7,3,0,0,1,2,0,1,3,0,1,6,1,0,7,5,1,1,3,0,2,5,0,4,1,2,2,2,10,10,12,11
2016,9,"KT",78892,41,35,9,4,10,1,0,4,1,0,0,0,4,1,2,8,2,0,9,10,3,2,2,0,2,3,1,5,1,2,1,5,9,10,12,11
2016,9,"KT",79191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,7,0,1,12,11
2016,9,"KT",79453,75,66,6,8,20,3,1,1,0,0,1,2,6,1,0,7,1,0,13,14,3,2,3,0,1,4,1,4,1,2,2,3,8,12,12,11
2016,9,"KT",99810,59,57,19,8,22,8,0,3,0,1,0,1,1,0,0,6,3,0,6,22,9,2,3,0,2,5,1,3,1,2,2,5,9,12,12,11
2016,9,"LG",61102,64,59,7,7,13,2,0,1,0,0,2,0,2,0,1,12,2,0,9,17,4,4,3,2,0,2,3,2,1,2,2,8,13,8,8,13
2016,9,"LG",61186,55,45,7,6,15,4,0,1,0,2,0,0,9,0,1,8,1,0,16,11,5,4,3,1,0,2,3,2,1,1,2,2,12,7,8,13
2016,9,"LG",62164,3,2,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,2,0,0,2,0,0,0,0,1,0,0,0,0,8,2,1,8,13
2016,9,"LG",63123,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,1,0,0,1,5,2,1,8,13
2016,9,"LG",64100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,8,0,1,8,13
2016,9,"LG",64153,68,63,12,9,17,2,0,2,0,0,1,1,2,0,1,14,1,3,8,27,6,4,3,2,0,2,3,2,1,2,2,7,13,8,8,13
2016,9,"LG",65103,89,80,9,17,23,5,0,2,3,1,1,0,6,0,2,12,0,1,10,25,8,4,3,2,0,2,3,2,1,2,2,4,13,8,8,13
2016,9,"LG",65115,10,10,4,6,5,0,1,0,1,0,0,0,0,0,0,2,0,0,7,5,3,4,3,1,0,2,3,2,1,1,2,1,12,7,8,13
2016,9,"LG",71842,13,8,2,1,2,1,0,0,0,0,0,0,5,0,0,2,0,1,3,4,1,2,0,1,0,1,3,2,0,1,1,8,7,4,8,13
2016,9,"LG",72133,81,70,12,10,22,4,0,0,1,2,0,2,8,0,1,10,2,0,17,21,8,4,3,2,0,2,3,2,1,2,2,3,13,8,8,13
2016,9,"LG",72456,60,53,4,6,17,3,0,0,0,1,0,2,4,0,1,9,2,1,5,10,1,4,3,2,0,2,3,2,1,2,1,9,12,8,8,13
2016,9,"LG",76100,29,26,6,5,8,2,0,1,0,0,0,0,3,0,0,8,1,1,2,9,3,3,2,1,0,1,2,2,1,0,2,9,9,5,8,13
2016,9,"LG",76650,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,8,13
2016,9,"LG",78135,45,36,4,3,9,2,0,0,0,0,2,0,7,0,0,4,1,0,9,8,2,3,2,2,0,2,3,1,0,2,2,1,10,7,8,13
2016,9,"LG",78217,67,58,5,10,18,4,0,0,1,0,2,0,7,0,0,15,3,0,13,11,4,4,1,2,0,2,3,2,1,1,2,1,11,7,8,13
2016,9,"LG",79109,89,72,18,14,24,7,0,3,4,2,0,1,15,0,1,19,0,1,26,22,9,4,3,2,0,2,3,2,1,2,2,6,13,8,8,13
2016,9,"LG",79113,29,27,6,8,10,1,0,3,0,0,2,0,0,0,0,7,0,0,4,8,4,2,2,0,0,1,3,2,1,2,1,2,10,4,8,13
2016,9,"LG",79150,13,13,0,2,0,0,0,0,0,0,0,0,0,0,0,4,0,1,1,4,0,4,1,1,0,1,3,1,0,2,1,1,7,7,8,13
2016,9,"LG",79192,65,56,8,9,20,2,2,0,0,1,0,3,6,0,0,6,1,0,11,17,5,4,3,2,0,1,3,2,0,2,2,5,11,8,8,13
2016,9,"LG",79198,5,5,0,1,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,2,3,1,0,2,1,1,0,0,2,9,7,5,8,13
2016,9,"LG",99606,44,40,13,5,16,5,0,2,1,1,0,0,4,0,0,8,1,0,9,16,7,4,2,2,0,2,3,2,1,1,2,7,11,8,8,13
2016,9,"LT",60523,37,30,3,4,10,1,0,0,1,0,3,1,2,0,1,7,2,2,6,8,2,1,2,4,2,0,1,1,0,2,1,2,7,7,11,10
2016,9,"LT",60558,46,42,3,8,10,0,0,2,2,1,0,0,4,0,0,11,1,0,5,15,3,1,2,4,2,0,2,2,0,2,1,5,8,8,11,10
2016,9,"LT",60559,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,1,11,10
2016,9,"LT",61204,33,30,2,1,10,1,0,0,1,0,1,0,2,0,0,7,1,1,12,5,2,2,1,5,1,0,3,2,0,3,2,8,10,9,11,10
2016,9,"LT",61554,7,6,0,0,1,0,0,0,0,0,1,0,0,0,0,3,0,0,1,1,0,0,1,0,0,0,1,0,0,1,0,7,2,1,11,10
2016,9,"LT",61591,28,21,2,5,6,1,0,0,0,0,5,0,2,0,0,5,1,0,5,7,1,2,1,3,1,0,2,2,0,2,2,9,8,7,11,10
2016,9,"LT",62556,77,58,10,9,20,3,0,1,0,1,2,0,10,0,7,5,3,2,23,20,7,2,1,5,2,0,2,2,0,3,2,2,9,10,11,10
2016,9,"LT",62558,43,41,1,5,13,1,0,0,0,0,0,0,2,0,0,14,0,0,7,7,2,2,2,5,2,0,3,2,0,2,2,9,10,10,11,10
2016,9,"LT",62559,56,49,8,3,12,1,0,1,1,0,0,2,5,1,0,12,1,0,12,10,4,1,2,4,2,0,3,2,0,3,2,7,10,9,11,10
2016,9,"LT",65513,4,3,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,3,1,0,0,0,3,2,0,1,2,0,1,2,8,8,3,11,10
2016,9,"LT",66508,1,1,0,5,1,0,0,0,0,2,0,0,0,0,0,0,0,0,6,0,0,1,1,4,2,0,2,1,0,3,1,5,8,7,11,10
2016,9,"LT",71552,21,17,5,1,3,0,0,1,0,0,0,0,4,1,0,6,1,0,0,6,2,1,2,3,2,0,3,2,0,2,2,8,9,8,11,10
2016,9,"LT",71562,30,27,2,4,8,1,0,0,0,1,0,0,2,0,1,4,3,0,6,9,1,2,2,1,2,0,2,2,0,3,2,7,8,8,11,10
2016,9,"LT",71565,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,9,1,0,11,10
2016,9,"LT",72546,23,20,1,2,3,0,0,0,0,0,2,0,1,0,0,4,0,0,4,4,0,1,1,4,1,0,2,2,0,2,2,8,10,5,11,10
2016,9,"LT",74540,50,43,12,7,16,3,0,2,0,0,0,0,6,0,1,9,1,0,9,11,7,2,0,4,2,0,2,0,0,1,2,5,4,9,11,10
2016,9,"LT",75321,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,1,0,11,10
2016,9,"LT",76313,94,84,23,19,28,4,2,6,1,1,0,1,9,1,0,16,3,1,19,29,12,2,2,5,2,0,3,2,0,3,2,4,10,11,11,10
2016,9,"LT",76509,94,80,13,10,26,1,1,0,1,3,2,0,11,0,1,11,0,1,19,21,7,2,2,5,2,0,3,2,0,3,2,6,10,11,11,10
2016,9,"LT",77532,100,83,21,20,32,7,0,4,3,0,0,0,16,0,1,10,0,0,26,32,12,2,2,5,2,0,3,2,0,3,2,3,10,11,11,10
2016,9,"LT",78513,87,74,9,15,20,6,0,2,2,2,1,0,7,0,5,17,3,0,9,18,5,2,1,5,2,0,2,2,0,3,2,1,9,10,11,10
2016,9,"LT",79356,22,18,4,4,7,3,0,1,0,0,0,0,3,0,1,7,0,0,3,8,2,2,0,3,2,0,2,2,0,1,2,9,9,5,11,10
2016,9,"NC",60566,15,14,0,0,3,1,0,0,0,0,0,0,0,0,1,3,2,1,7,3,0,2,1,0,0,2,0,0,0,3,0,8,7,1,10,15
2016,9,"NC",62016,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,2,0,0,7,3,0,10,15
2016,9,"NC",62907,100,82,10,14,38,2,1,2,4,0,2,0,16,1,0,11,1,1,35,24,12,4,3,1,3,3,0,2,3,5,0,2,15,9,10,15
2016,9,"NC",62908,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,1,1,1,1,0,1,3,2,0,8,4,6,10,15
2016,9,"NC",62917,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,2,0,1,10,15
2016,9,"NC",62926,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,9,1,0,10,15
2016,9,"NC",62929,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,1,10,15
2016,9,"NC",62934,87,76,5,11,20,5,1,1,0,1,2,0,8,0,1,18,6,0,16,20,4,4,3,1,3,3,0,2,4,3,0,2,13,10,10,15
2016,9,"NC",62947,109,96,8,12,24,6,0,0,1,1,0,0,10,1,3,18,2,1,22,32,5,4,3,1,3,3,0,2,4,5,0,3,15,10,10,15
2016,9,"NC",63920,25,19,1,5,2,1,0,0,0,0,0,0,6,0,0,3,2,0,4,5,0,4,3,0,1,3,0,2,3,3,0,1,14,5,10,15
2016,9,"NC",63963,32,27,9,4,8,0,0,1,0,1,0,0,4,0,1,6,0,0,4,12,4,2,1,0,0,2,0,0,0,3,0,5,7,1,10,15
2016,9,"NC",64906,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,5,1,0,10,15
2016,9,"NC",64914,67,60,13,11,13,3,0,1,1,1,0,1,6,1,0,19,2,0,5,31,6,3,3,0,2,2,0,1,1,4,0,4,9,7,10,15
2016,9,"NC",64944,7,7,0,0,2,0,0,0,0,0,0,0,0,0,0,3,0,1,2,1,1,1,0,1,1,0,0,0,2,2,0,9,5,2,10,15
2016,9,"NC",64995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,1,0,10,15
2016,9,"NC",66968,4,4,0,4,1,0,0,0,5,0,0,0,0,0,0,1,0,0,8,1,0,2,2,1,3,3,0,2,3,2,0,5,10,8,10,15
