"year","month","P_ID","T_ID","PA","SB","CS","GD","ERR"
2016,7,74513,"OB",110,3,0,0,0
2016,7,74630,"SS",11,0,0,0,0
2016,7,74731,"HH",77,1,1,0,0
2016,7,74838,"SK",132,3,2,1,0
2016,7,74857,"HH",44,0,1,0,0
2016,7,75149,"KT",26,0,1,1,0
2016,7,75250,"SK",28,0,1,0,0
2016,7,75321,"LT",44,1,0,1,0
2016,7,75340,"SK",25,1,0,0,1
2016,7,75342,"WO",57,0,1,1,0
2016,7,75668,"HT",24,5,0,0,0
2016,7,75852,"NC",2,0,0,0,0
2016,7,75867,"NC",54,0,2,1,0
2016,7,76118,"NC",64,1,0,1,0
2016,7,76329,"OB",33,1,1,0,0
2016,7,76350,"WO",53,0,0,0,0
2016,7,76430,"WO",58,1,0,1,0
2016,7,76455,"SS",112,0,0,0,0
2016,7,76461,"SS",97,1,0,1,0
2016,7,76610,"HT",48,3,0,4,0
2016,7,76650,"LG",56,0,0,0,0
2016,7,76757,"LG",31,1,0,1,0
2016,7,76858,"SK",58,3,0,0,0
2016,7,77147,"LG",13,0,0,0,0
2016,7,77263,"OB",41,0,0,4,0
2016,7,77318,"KT",74,2,0,1,0
2016,7,77446,"SS",36,0,0,0,0
2016,7,77452,"HH",13,0,0,0,0
2016,7,77563,"KT",18,0,0,0,0
2016,7,77591,"LT",84,1,0,2,0
2016,7,77637,"HT",134,0,2,2,0
2016,7,77829,"SK",10,0,0,0,0
2016,7,77927,"SS",38,2,0,3,0
2016,7,78257,"OB",57,0,0,1,0
2016,7,78352,"NC",38,0,0,0,0
2016,7,78366,"NC",12,0,0,0,0
2016,7,78760,"HH",64,3,0,0,0
2016,7,79140,"LG",15,0,0,0,1
2016,7,79191,"KT",35,0,0,3,0
2016,7,79229,"OB",138,2,0,3,0
2016,7,79235,"OB",20,1,0,0,0
2016,7,79349,"OB",11,0,0,0,0
2016,7,79440,"SS",66,2,2,1,0
2016,7,79448,"SS",14,0,0,1,0
2016,7,79535,"OB",34,0,1,0,0
2016,7,79764,"HH",96,3,0,4,1
2016,7,79791,"SS",3,0,0,0,0
2016,7,79847,"SK",31,1,0,1,0
2016,7,95657,"HT",53,0,0,1,0
2016,7,97336,"HT",49,1,0,1,0
2016,7,97541,"WO",47,2,1,3,0
2016,7,99314,"HH",11,0,0,1,0
2016,7,99445,"SS",40,0,2,2,0
2016,7,99563,"KT",14,2,0,0,0
2016,7,99737,"HH",58,2,0,2,1
2016,8,60146,"LG",23,1,1,0,0
2016,8,60181,"LG",47,1,0,0,0
2016,8,60263,"NC",62,0,1,0,0
2016,8,60264,"KT",14,1,0,0,0
2016,8,60339,"WO",51,2,0,2,0
2016,8,60342,"WO",7,0,0,0,0
2016,8,60457,"SS",31,1,0,0,0
2016,8,60559,"LT",55,0,0,1,0
2016,8,60634,"HT",9,0,0,0,0
2016,8,60636,"HT",14,1,0,0,0
2016,8,60764,"HH",10,0,0,0,0
2016,8,60768,"HH",121,4,4,4,0
2016,8,60841,"SK",113,8,4,0,0
2016,8,61101,"LG",92,0,2,3,0
2016,8,61214,"OB",53,2,0,2,0
2016,8,61215,"OB",53,0,1,3,0
2016,8,61240,"OB",107,2,0,2,0
2016,8,61295,"OB",8,0,1,0,0
2016,8,61329,"LG",41,1,0,1,1
2016,8,61365,"SS",47,1,0,2,0
2016,8,61411,"SS",8,0,0,0,0
2016,8,61643,"HT",62,0,0,0,0
2016,8,61666,"HT",29,0,0,0,0
2016,8,61891,"LG",56,0,0,1,0
2016,8,61895,"SK",51,1,0,0,0
2016,8,62056,"SK",23,0,0,1,0
2016,8,62242,"OB",55,2,0,0,0
2016,8,62322,"WO",114,1,2,2,0
2016,8,62463,"LG",72,0,1,1,1
2016,8,62648,"HT",93,3,0,2,0
2016,8,62655,"LT",27,0,1,0,0
2016,8,62698,"LG",139,2,0,3,0
2016,8,62869,"SK",11,0,0,0,0
2016,8,62929,"NC",61,0,0,1,0
2016,8,62937,"WO",127,3,0,1,0
2016,8,62966,"NC",113,3,0,2,0
2016,8,63111,"LG",123,4,1,0,0
2016,8,63248,"OB",16,2,0,1,0
2016,8,63512,"LT",72,0,2,4,0
2016,8,63638,"HT",60,2,1,1,0
2016,8,63935,"LT",38,0,0,2,0
2016,8,63938,"NC",132,2,1,3,1
2016,8,63950,"NC",83,4,0,0,1
2016,8,63959,"NC",20,0,0,0,0
2016,8,64001,"KT",68,2,1,0,0
2016,8,64017,"KT",49,0,1,0,0
2016,8,64021,"LT",117,1,1,3,0
2016,8,64029,"KT",11,0,0,0,0
2016,8,64596,"LT",24,0,0,0,0
2016,8,64764,"LT",18,0,0,3,1
2016,8,64893,"SK",21,1,0,0,0
2016,8,64960,"NC",15,0,0,1,0
2016,8,65056,"KT",40,1,0,0,2
2016,8,65057,"KT",48,0,0,1,0
2016,8,65058,"KT",85,0,0,3,0
2016,8,65060,"KT",95,0,2,0,0
2016,8,65062,"KT",22,0,0,0,0
2016,8,65067,"KT",6,0,0,0,0
2016,8,65320,"WO",91,5,1,0,0
2016,8,65331,"KT",139,2,1,4,1
2016,8,65348,"WO",102,4,1,4,0
2016,8,65543,"LT",128,4,3,1,1
2016,8,65546,"LT",101,2,1,4,0
2016,8,65696,"HT",44,0,0,1,0
2016,8,65856,"SK",133,0,0,3,0
2016,8,65931,"NC",116,2,0,0,0
2016,8,65933,"NC",69,0,0,4,0
2016,8,66047,"KT",21,0,0,1,0
2016,8,66050,"KT",84,5,1,0,0
2016,8,66138,"LG",134,1,0,3,2
2016,8,66160,"LG",25,2,0,0,0
2016,8,66201,"OB",51,0,0,3,0
2016,8,66226,"OB",102,0,3,1,0
2016,8,66324,"WO",113,0,3,2,0
2016,8,66423,"SS",121,2,1,2,0
2016,8,66451,"SS",21,1,0,0,0
2016,8,66493,"SS",6,0,0,0,0
2016,8,66565,"LT",5,1,0,0,0
2016,8,66628,"HT",67,3,0,1,0
2016,8,66643,"HT",137,3,2,0,1
2016,8,66742,"HH",41,4,1,0,0
2016,8,66750,"HH",103,3,0,1,0
2016,8,66825,"SK",106,5,4,4,1
2016,8,66859,"SK",69,1,1,0,0
2016,8,66928,"NC",5,1,0,0,0
2016,8,66960,"NC",22,1,0,1,0
2016,8,66990,"NC",17,0,0,0,0
2016,8,67845,"KT",82,2,1,1,0
2016,8,70142,"HT",47,1,0,1,0
2016,8,70839,"LG",6,0,0,0,0
2016,8,71118,"LG",33,0,0,3,0
2016,8,71801,"LT",8,0,0,0,0
2016,8,71845,"SK",61,0,1,4,0
2016,8,72447,"HH",59,4,0,1,0
2016,8,72523,"HT",96,0,2,3,1
2016,8,72535,"LT",14,1,0,0,0
2016,8,72551,"LT",48,0,0,3,0
2016,8,72749,"WO",44,0,0,1,0
2016,8,72862,"LT",54,2,0,1,0
2016,8,73117,"LG",96,1,2,3,2
2016,8,73211,"LT",130,3,1,3,1
2016,8,73226,"OB",45,0,1,0,0
2016,8,73241,"OB",1,0,0,0,0
2016,8,73632,"SK",63,1,0,2,0
2016,8,73750,"HH",121,1,1,2,0
2016,8,73801,"HH",44,4,0,1,1
2016,8,74167,"HH",106,4,2,2,0
2016,8,74359,"WO",44,0,0,0,0
2016,8,74454,"SS",139,4,1,3,0
2016,8,74513,"OB",134,2,0,4,0
2016,8,74630,"SS",50,3,0,1,0
2016,8,74731,"HH",99,4,1,0,1
2016,8,74748,"HH",59,0,0,1,0
2016,8,74838,"SK",117,3,0,1,0
2016,8,74857,"HH",46,0,1,0,1
2016,8,75138,"SK",24,0,1,0,0
2016,8,75149,"KT",26,0,0,0,0
2016,8,75250,"SK",57,0,1,2,1
2016,8,75258,"WO",46,0,0,1,0
2016,8,75321,"LT",36,1,0,2,0
2016,8,75340,"SK",41,0,0,1,0
2016,8,75342,"WO",45,3,0,1,0
2016,8,75620,"HT",10,0,0,0,0
2016,8,75668,"HT",44,1,0,1,0
2016,8,75750,"WO",31,1,0,1,0
2016,8,75852,"NC",5,0,0,1,0
2016,8,75867,"NC",50,1,0,0,0
2016,8,76118,"NC",68,0,0,2,1
2016,8,76329,"OB",28,0,0,1,0
2016,8,76350,"WO",29,1,1,0,0
2016,8,76355,"SS",25,1,0,0,0
2016,8,76430,"WO",52,1,0,0,0
2016,8,76455,"SS",139,2,2,3,2
2016,8,76461,"SS",80,2,0,0,0
2016,8,76540,"LT",19,0,0,1,0
2016,8,76610,"HT",57,1,1,0,0
2016,8,76650,"LG",29,0,0,0,0
2016,8,76757,"LG",32,0,0,0,0
2016,8,76858,"SK",27,0,0,1,0
2016,8,77147,"LG",34,4,0,0,0
2016,8,77263,"OB",36,0,0,1,0
2016,8,77318,"KT",24,1,0,0,0
2016,8,77446,"SS",46,0,0,0,0
2016,8,77563,"KT",35,0,0,0,0
2016,8,77637,"HT",112,4,2,6,0
2016,8,77829,"SK",64,0,3,2,0
2016,8,77927,"SS",51,0,1,0,0
2016,8,78257,"OB",38,1,0,0,0
2016,8,78352,"NC",40,1,0,0,0
2016,8,78366,"NC",29,0,0,0,0
2016,8,78552,"LT",23,0,0,1,0
2016,8,78760,"HH",47,0,0,1,0
2016,8,79140,"LG",25,0,0,1,0
2016,8,79191,"KT",55,1,0,0,0
2016,8,79229,"OB",141,1,1,3,0
2016,8,79339,"LG",7,0,0,0,0
2016,8,79440,"SS",77,4,1,0,0
2016,8,79535,"OB",84,3,1,2,0
2016,8,79758,"HH",24,0,0,0,0
2016,8,79764,"HH",31,0,0,1,0
2016,8,79791,"SS",18,0,0,2,0
2016,8,79847,"SK",7,0,0,0,0
2016,8,95657,"HT",57,6,1,1,0
2016,8,96462,"LG",31,1,1,0,0
2016,8,97336,"HT",59,1,1,1,0
2016,8,97541,"WO",4,0,0,0,0
2016,8,99445,"SS",52,0,0,0,0
2016,8,99563,"KT",23,0,0,0,0
2016,8,99737,"HH",54,2,0,1,0
2016,9,60146,"LG",18,1,0,0,0
2016,9,60181,"LG",46,0,1,1,0
2016,9,60263,"NC",108,0,2,3,0
2016,9,60264,"KT",57,1,1,2,0
2016,9,60339,"WO",55,2,1,2,0
2016,9,60457,"SS",28,1,0,0,0
2016,9,60559,"LT",60,2,2,0,0
2016,9,60636,"HT",23,2,0,1,0
2016,9,60764,"HH",17,0,0,0,0
2016,9,60768,"HH",142,2,0,4,1
2016,9,60841,"SK",71,1,1,2,0
2016,9,61101,"LG",51,0,2,0,0
2016,9,61214,"OB",7,0,0,0,0
2016,9,61215,"OB",51,1,0,3,0
2016,9,61240,"OB",134,0,1,0,0
2016,9,61295,"OB",3,0,0,0,0
2016,9,61329,"LG",27,0,0,0,0
2016,9,61365,"SS",46,0,0,1,0
2016,9,61411,"SS",63,3,1,1,0
2016,9,61457,"SS",7,0,0,0,0
2016,9,61643,"HT",63,0,0,0,0
2016,9,61666,"HT",37,0,0,0,0
2016,9,61891,"LG",41,0,0,0,1
2016,9,61895,"SK",41,1,1,1,0
2016,9,62146,"LG",16,0,1,0,0
2016,9,62242,"OB",44,1,0,1,0
2016,9,62322,"WO",127,1,1,2,0
2016,9,62463,"LG",27,0,0,1,0
2016,9,62648,"HT",59,4,1,0,0
2016,9,62655,"LT",38,0,1,2,1
2016,9,62698,"LG",127,1,0,3,0
2016,9,62869,"SK",26,0,0,1,0
2016,9,62929,"NC",87,0,0,1,0
2016,9,62937,"WO",86,1,2,1,0
2016,9,62966,"NC",129,1,1,3,1
2016,9,63111,"LG",125,1,1,3,0
2016,9,63512,"LT",88,0,0,2,0
2016,9,63638,"HT",18,1,0,2,0
2016,9,63935,"LT",13,0,0,1,0
2016,9,63938,"NC",136,2,0,2,0
2016,9,63950,"NC",93,1,0,2,0
2016,9,63959,"NC",29,0,0,1,0
2016,9,64001,"KT",48,0,0,0,0
2016,9,64017,"KT",30,0,0,0,0
2016,9,64021,"LT",82,0,0,5,0
2016,9,64029,"KT",16,1,0,1,0
2016,9,64396,"WO",4,0,0,0,0
2016,9,64596,"LT",24,2,0,0,0
2016,9,64764,"LT",26,0,0,0,0
2016,9,64861,"SK",4,0,0,0,0
2016,9,64893,"SK",17,0,0,0,0
2016,9,64907,"NC",8,0,0,0,0
2016,9,64995,"NC",47,0,1,1,0
2016,9,65056,"KT",41,1,1,2,0
2016,9,65057,"KT",33,0,1,2,0
2016,9,65058,"KT",21,0,0,0,0
2016,9,65060,"KT",100,0,0,2,0
2016,9,65062,"KT",25,1,2,0,0
2016,9,65067,"KT",24,1,0,1,0
2016,9,65206,"OB",10,0,1,0,0
2016,9,65320,"WO",31,0,0,0,1
2016,9,65331,"KT",132,2,3,6,0
2016,9,65348,"WO",44,0,1,2,0
2016,9,65392,"WO",13,0,0,0,0
2016,9,65543,"LT",132,2,2,2,0
2016,9,65546,"LT",90,2,0,3,1
2016,9,65696,"HT",14,0,0,0,0
2016,9,65769,"HH",7,0,0,0,0
2016,9,65856,"SK",138,1,1,3,1
2016,9,65931,"NC",23,0,1,0,0
2016,9,65933,"NC",98,3,2,2,1
2016,9,66050,"KT",125,0,1,6,0
2016,9,66138,"LG",88,2,0,0,0
2016,9,66201,"OB",33,2,0,2,0
2016,9,66226,"OB",122,0,1,0,1
2016,9,66324,"WO",77,1,0,1,0
2016,9,66359,"WO",3,0,0,0,0
2016,9,66423,"SS",111,2,1,0,0
2016,9,66451,"SS",24,0,0,0,0
2016,9,66492,"SS",3,0,0,0,0
2016,9,66565,"LT",11,0,0,1,0
2016,9,66628,"HT",96,3,2,1,1
2016,9,66643,"HT",103,0,0,4,0
2016,9,66741,"HH",17,1,0,2,0
2016,9,66742,"HH",50,1,1,0,0
2016,9,66750,"HH",114,0,0,2,0
2016,9,66825,"SK",63,2,1,3,1
2016,9,66859,"SK",55,0,0,0,0
2016,9,66920,"NC",11,0,0,0,0
2016,9,67845,"KT",117,1,1,2,0
2016,9,70142,"HT",16,1,0,0,0
2016,9,70839,"LG",23,0,0,2,0
2016,9,71118,"LG",27,1,0,0,0
2016,9,71260,"HH",35,0,2,2,0
2016,9,71845,"SK",58,1,0,0,0
2016,9,72261,"WO",51,0,1,2,0
2016,9,72523,"HT",56,2,1,1,2
2016,9,72551,"LT",60,0,2,2,0
2016,9,72641,"HT",54,3,0,1,0
2016,9,72649,"SS",29,1,0,2,0
2016,9,72749,"WO",49,1,0,1,0
2016,9,72862,"LT",47,4,0,0,0
2016,9,73117,"LG",61,0,1,0,0
2016,9,73211,"LT",86,0,1,1,0
2016,9,73226,"OB",29,0,0,2,0
2016,9,73632,"SK",16,1,0,0,0
2016,9,73750,"HH",94,1,1,3,0
2016,9,73801,"HH",109,0,2,2,0
2016,9,74167,"HH",94,2,0,4,0
2016,9,74359,"WO",49,0,0,0,0
2016,9,74454,"SS",103,0,2,2,0
2016,9,74513,"OB",106,1,2,3,0
2016,9,74630,"SS",43,1,0,0,0
2016,9,74748,"HH",25,1,0,0,0
2016,9,74838,"SK",97,2,2,5,0
2016,9,74857,"HH",50,0,1,0,0
2016,9,75138,"SK",10,0,0,0,0
2016,9,75149,"KT",41,1,0,0,0
2016,9,75250,"SK",11,0,0,0,0
2016,9,75258,"WO",27,0,0,0,0
2016,9,75321,"LT",37,1,0,1,0
2016,9,75340,"SK",39,1,1,1,0
2016,9,75342,"WO",31,0,1,0,0
2016,9,75620,"HT",36,0,1,0,0
2016,9,75750,"WO",70,2,0,2,0
2016,9,75867,"NC",70,0,0,0,1
2016,9,76118,"NC",66,4,1,1,0
2016,9,76329,"OB",40,0,0,0,0
2016,9,76350,"WO",30,0,0,1,0
2016,9,76355,"SS",37,0,1,0,0
2016,9,76430,"WO",41,0,0,0,0
2016,9,76455,"SS",143,0,1,5,0
2016,9,76540,"LT",50,0,1,2,0
2016,9,76610,"HT",6,0,0,1,0
2016,9,76650,"LG",36,0,1,2,0
2016,9,76858,"SK",26,0,0,0,0
2016,9,77147,"LG",64,1,0,1,0
2016,9,77211,"OB",13,0,0,1,0
2016,9,77318,"KT",33,0,0,0,0
2016,9,77446,"SS",62,0,0,0,0
2016,9,77563,"KT",27,0,0,1,0
2016,9,77637,"HT",128,6,0,1,0
2016,9,77829,"SK",83,0,0,2,0
2016,9,77927,"SS",49,0,0,1,0
2016,9,78148,"LG",15,0,0,0,0
2016,9,78247,"OB",44,0,1,0,0
2016,9,78257,"OB",42,1,1,1,0
2016,9,78352,"NC",72,1,0,3,0
2016,9,78366,"NC",16,0,0,0,0
2016,9,78760,"HH",8,0,0,0,0
2016,9,79191,"KT",55,0,1,4,0
2016,9,79229,"OB",106,0,2,3,0
2016,9,79235,"OB",26,0,0,1,0
2016,9,79339,"LG",19,0,0,1,0
2016,9,79358,"WO",5,0,0,0,0
2016,9,79440,"SS",117,2,1,3,0
2016,9,79535,"OB",38,0,1,1,0
2016,9,79764,"HH",105,0,2,4,0
2016,9,79791,"SS",35,0,0,2,0
2016,9,95657,"HT",39,3,0,1,1
2016,9,97336,"HT",20,1,0,0,0
2016,9,97541,"WO",36,0,0,0,0
2016,9,99314,"HH",7,0,0,1,0
2016,9,99445,"SS",48,1,1,1,0
2016,9,99737,"HH",82,1,0,2,0
2016,10,60181,"LG",14,0,0,0,0
2016,10,60263,"NC",26,1,0,0,0
2016,10,60264,"KT",31,0,0,0,0
2016,10,60339,"WO",16,0,0,0,0
2016,10,60457,"SS",9,0,0,0,0
2016,10,60559,"LT",23,0,0,1,0
2016,10,60636,"HT",10,0,0,0,0
2016,10,60768,"HH",24,0,0,2,0
2016,10,60841,"SK",21,1,2,1,0
2016,10,61101,"LG",18,0,0,0,0
2016,10,61214,"OB",18,3,0,0,0
2016,10,61215,"OB",16,0,0,0,0
2016,10,61240,"OB",9,0,0,0,0
2016,10,61329,"LG",13,0,0,1,0
2016,10,61411,"SS",10,0,0,0,0
2016,10,61643,"HT",8,0,0,0,0
2016,10,61666,"HT",11,1,0,0,0
2016,10,61891,"LG",12,0,0,0,0
2016,10,61895,"SK",3,0,0,0,0
2016,10,62242,"OB",8,0,0,0,0
2016,10,62322,"WO",23,0,1,0,0
2016,10,62463,"LG",14,0,0,0,1
2016,10,62528,"LT",5,0,0,0,0
2016,10,62648,"HT",13,0,0,0,0
2016,10,62655,"LT",15,0,0,0,0
2016,10,62698,"LG",20,0,0,2,0
2016,10,62869,"SK",7,0,0,0,0
2016,10,62929,"NC",19,1,0,0,0
2016,10,62937,"WO",37,0,0,2,0
2016,10,62966,"NC",7,0,0,0,0
2016,10,63111,"LG",21,1,0,0,0
2016,10,63512,"LT",2,0,0,0,0
2016,10,63638,"HT",19,1,0,2,0
2016,10,63935,"LT",8,0,1,0,0
2016,10,63938,"NC",26,0,0,1,0
2016,10,63950,"NC",31,0,1,0,0
2016,10,63959,"NC",9,0,0,0,0
2016,10,64017,"KT",5,0,0,0,0
2016,10,64021,"LT",23,0,0,1,0
2016,10,64596,"LT",2,0,0,0,0
2016,10,64764,"LT",12,0,1,0,0
2016,10,64995,"NC",19,0,0,0,0
2016,10,65056,"KT",16,0,0,0,0
2016,10,65058,"KT",32,2,2,0,1
2016,10,65060,"KT",31,0,2,0,0
2016,10,65062,"KT",9,0,0,0,0
2016,10,65067,"KT",12,2,0,1,0
2016,10,65206,"OB",5,0,0,1,0
2016,10,65331,"KT",16,0,0,1,0
2016,10,65348,"WO",4,0,0,0,0
2016,10,65543,"LT",32,1,0,2,0
2016,10,65546,"LT",51,3,1,0,0
2016,10,65931,"NC",27,0,0,1,0
2016,10,65933,"NC",28,0,0,1,0
2016,10,66050,"KT",24,0,0,0,0
2016,10,66138,"LG",22,0,1,0,0
2016,10,66201,"OB",8,0,0,0,0
2016,10,66226,"OB",12,0,0,0,0
2016,10,66324,"WO",27,0,1,1,0
2016,10,66423,"SS",49,1,0,2,0
2016,10,66492,"SS",4,0,0,0,0
2016,10,66609,"HT",4,0,0,0,0
2016,10,66628,"HT",21,0,0,1,0
2016,10,66643,"HT",32,1,0,0,0
2016,10,66742,"HH",16,1,1,0,0
2016,10,66750,"HH",25,0,0,0,0
2016,10,66825,"SK",2,1,0,0,0
2016,10,66859,"SK",11,0,0,2,0
2016,10,70142,"HT",4,0,0,0,0
2016,10,70839,"LG",7,0,0,0,0
2016,10,71118,"LG",3,0,0,0,0
2016,10,72261,"WO",13,0,0,0,0
2016,10,72523,"HT",16,0,0,0,0
2016,10,72551,"LT",20,0,1,0,0
2016,10,72641,"HT",11,0,0,0,0
2016,10,72649,"SS",14,0,0,0,0
2016,10,72749,"WO",12,0,0,1,0
2016,10,72862,"LT",10,0,0,0,0
2016,10,73117,"LG",9,0,0,0,0
2016,10,73211,"LT",23,1,0,1,0
2016,10,73226,"OB",5,0,0,1,0
2016,10,73228,"SK",1,0,0,0,0
2016,10,73801,"HH",23,1,0,0,0
2016,10,74167,"HH",24,0,0,0,0
2016,10,74359,"WO",12,0,0,0,0
2016,10,74630,"SS",6,0,0,0,0
2016,10,74838,"SK",37,0,0,2,0
2016,10,74857,"HH",9,0,0,0,0
2016,10,75149,"KT",10,0,2,0,0
2016,10,75321,"LT",5,0,0,0,0
2016,10,75342,"WO",10,2,0,0,0
2016,10,75620,"HT",10,1,0,0,0
2016,10,75750,"WO",13,1,0,0,0
2016,10,75867,"NC",22,0,0,0,0
2016,10,76118,"NC",21,0,0,0,0
2016,10,76329,"OB",6,0,0,1,0
2016,10,76350,"WO",11,1,0,0,0
2016,10,76355,"SS",3,0,0,0,0
2016,10,76430,"WO",9,0,0,0,0
2016,10,76455,"SS",27,2,2,1,1
2016,10,76540,"LT",22,0,0,1,0
2016,10,76650,"LG",3,0,0,0,0
2016,10,76858,"SK",6,0,0,0,0
2016,10,77147,"LG",22,0,1,1,0
2016,10,77211,"OB",13,0,0,0,0
2016,10,77253,"OB",9,0,0,1,0
2016,10,77446,"SS",21,1,2,0,0
2016,10,77563,"KT",6,0,0,0,0
2016,10,77637,"HT",26,0,0,0,0
2016,10,77829,"SK",13,1,0,0,0
2016,10,77927,"SS",23,0,0,1,0
2016,10,78148,"LG",19,0,0,1,0
2016,10,78247,"OB",10,0,0,1,0
2016,10,78352,"NC",18,1,0,0,0
2016,10,78366,"NC",4,0,0,1,0
2016,10,79191,"KT",7,0,0,0,0
2016,10,79229,"OB",11,1,0,0,0
2016,10,79440,"SS",19,1,0,2,0
2016,10,79535,"OB",4,0,0,0,0
2016,10,79764,"HH",34,1,0,1,0
2016,10,95657,"HT",10,0,0,0,0
2016,10,97336,"HT",2,0,0,0,0
2016,10,99445,"SS",9,0,0,0,1
2016,10,99737,"HH",9,0,0,0,0
2017,3,60140,"LG",4,0,0,0,0
2017,3,60559,"LT",3,0,0,0,0
2017,3,60636,"HT",3,0,0,1,0
2017,3,61240,"OB",30,0,1,0,0
2017,3,61365,"SS",1,0,1,0,0
2017,3,62322,"WO",24,0,0,1,0
2017,3,62698,"LG",23,0,0,2,1
2017,3,62754,"HT",4,0,0,0,0
2017,3,64001,"KT",6,1,0,0,0
2017,3,65062,"KT",4,0,0,0,0
2017,3,65067,"KT",1,0,0,0,0
2017,3,65546,"LT",25,0,1,0,0
2017,3,65856,"SK",26,0,0,0,0
2017,3,66492,"SS",5,0,0,0,0
2017,3,66643,"HT",26,0,0,0,0
2017,3,66859,"SK",1,0,0,1,0
2017,3,67033,"KT",25,0,0,1,0
2017,3,67435,"SS",26,0,0,0,0
2017,3,67443,"SS",2,0,0,0,0
2017,3,67742,"HH",22,2,0,0,0
2017,3,67948,"NC",24,0,0,0,0
2017,3,71118,"LG",4,0,0,0,0
2017,3,71845,"SK",3,0,0,0,0
2017,3,72551,"LT",4,1,0,0,0
2017,3,72749,"WO",3,0,0,0,0
2017,3,72862,"LT",4,0,0,0,0
2017,3,73226,"OB",3,0,0,0,0
2017,3,74167,"HH",6,0,0,0,0
2017,3,74630,"SS",5,0,0,0,0
2017,3,74731,"HH",1,0,0,0,0
2017,3,75250,"SK",4,0,1,0,0
2017,3,75258,"WO",4,0,0,0,0
2017,3,75867,"NC",2,0,0,0,0
2017,3,76118,"NC",4,0,0,0,0
2017,3,76430,"WO",3,0,0,0,0
2017,3,76540,"LT",2,1,1,0,0
2017,3,76650,"LG",2,0,0,0,0
2017,3,76858,"SK",3,0,0,0,1
2017,3,77446,"SS",3,0,0,0,0
2017,3,78148,"LG",1,0,0,0,0
2017,3,78352,"NC",4,0,1,0,0
2017,3,79764,"HH",3,1,0,0,0
2017,3,99737,"HH",1,0,0,0,0
2017,4,60140,"LG",45,1,0,1,0
2017,4,60146,"SS",27,0,0,0,0
2017,4,60181,"LG",46,0,0,0,0
2017,4,60255,"OB",5,2,0,0,0
2017,4,60263,"NC",32,0,0,0,0
2017,4,60264,"KT",113,2,2,6,0
2017,4,60339,"WO",13,0,0,0,0
2017,4,60457,"SS",25,0,0,0,0
2017,4,60559,"LT",71,0,0,1,0
2017,4,60636,"HT",41,0,0,0,0
2017,4,60768,"HH",81,4,1,3,1
2017,4,60841,"SK",119,4,1,3,1
2017,4,60845,"SK",15,0,0,1,0
2017,4,61101,"LG",83,2,1,2,0
2017,4,61214,"OB",34,3,1,0,1
2017,4,61215,"OB",3,0,0,0,0
2017,4,61240,"OB",103,0,1,0,1
2017,4,61329,"LG",70,0,2,0,0
2017,4,61365,"SS",36,1,0,2,0
2017,4,61396,"WO",8,1,0,0,0
2017,4,61411,"SS",59,1,0,0,0
2017,4,61643,"HT",65,4,1,0,1
2017,4,61666,"HT",62,0,0,1,1
2017,4,61895,"SK",44,1,0,0,0
2017,4,62146,"LG",23,0,0,0,1
2017,4,62322,"WO",97,3,0,0,0
2017,4,62363,"WO",102,1,0,2,0
2017,4,62528,"LT",101,1,0,1,0
2017,4,62637,"HT",35,2,0,2,0
2017,4,62648,"HT",63,2,0,1,0
2017,4,62698,"LG",125,1,1,2,0
2017,4,62754,"HT",130,1,2,4,0
2017,4,62869,"SK",121,2,1,1,1
2017,4,62929,"NC",40,1,0,0,0
2017,4,62937,"WO",128,7,3,2,0
2017,4,62951,"NC",29,0,0,1,0
2017,4,62966,"NC",97,0,3,1,0
2017,4,63111,"LG",122,2,1,2,0
2017,4,63248,"OB",116,0,3,1,0
2017,4,63342,"WO",45,0,0,2,0
2017,4,63512,"LT",109,4,1,2,0
2017,4,63938,"NC",124,1,0,3,0
2017,4,63950,"NC",92,4,1,0,0
2017,4,63959,"NC",22,1,1,1,0
2017,4,64001,"KT",130,1,0,3,0
2017,4,64017,"KT",69,1,1,0,2
2017,4,64021,"LT",126,0,1,2,0
2017,4,64464,"SS",14,0,0,0,0
2017,4,64596,"LT",18,0,0,1,0
2017,4,64907,"NC",22,0,0,0,0
2017,4,64995,"NC",41,0,0,2,0
2017,4,65056,"KT",51,1,0,0,0
2017,4,65058,"KT",80,5,0,2,0
2017,4,65060,"KT",84,1,0,3,0
2017,4,65062,"KT",26,0,0,1,0
2017,4,65064,"NC",59,0,0,2,0
2017,4,65067,"KT",23,0,0,0,1
2017,4,65320,"WO",135,4,1,5,0
2017,4,65331,"KT",131,2,1,5,0
2017,4,65348,"WO",19,0,0,0,0
2017,4,65516,"KT",24,1,0,0,0
2017,4,65546,"LT",121,1,0,3,1
2017,4,65856,"SK",142,3,1,3,0
2017,4,65933,"NC",104,3,1,1,0
2017,4,66145,"LG",94,1,2,4,0
2017,4,66226,"OB",31,1,0,0,0
2017,4,66451,"SS",90,1,0,2,0
2017,4,66492,"SS",66,2,0,3,0
2017,4,66643,"HT",120,0,1,1,0
2017,4,66659,"HT",14,3,0,0,0
2017,4,66859,"SK",66,3,1,4,0
2017,4,66920,"NC",7,0,0,0,0
2017,4,67033,"KT",131,0,3,2,1
2017,4,67119,"LG",25,0,0,0,0
2017,4,67246,"OB",79,1,0,2,0
2017,4,67266,"OB",11,1,0,0,0
2017,4,67312,"WO",43,2,1,0,0
2017,4,67421,"SS",19,0,0,0,0
