"year","month","P_ID","T_ID","PA","AB","HIT","H2","H3","HR","BB","HP","KK","BK","AVG","VS_T_ID_HH","VS_T_ID_HT","VS_T_ID_KT","VS_T_ID_LG","VS_T_ID_LT","VS_T_ID_NC","VS_T_ID_OB","VS_T_ID_SK","VS_T_ID_SS","VS_T_ID_WO","H_A_AWAY","H_A_HOME"
2020,8,78352,"NC",24,22,3,1,0,0,2,0,6,0,0.136,4,4,2,3,2,0,4,2,0,2,10,13
2020,8,64615,"HT",6,4,3,0,0,0,0,2,0,0,0.75,0,0,2,8,2,4,2,5,0,2,13,12
2020,8,67828,"WO",10,8,4,2,0,0,2,0,4,0,0.5,3,2,5,5,5,2,0,0,4,0,11,15
2020,8,68341,"WO",28,25,4,1,0,0,3,0,10,0,0.16,3,2,5,5,5,2,0,0,4,0,11,15
2020,8,62056,"SK",17,14,4,0,0,0,2,1,2,1,0.286,2,5,4,0,4,2,2,0,4,0,11,12
2020,8,61295,"NC",8,8,4,1,0,0,0,0,1,0,0.5,4,4,2,3,2,0,4,2,0,2,10,13
2020,8,79358,"NC",6,6,4,0,0,1,0,0,1,0,0.667,4,4,2,3,2,0,4,2,0,2,10,13
2020,8,60339,"NC",19,18,4,0,0,0,0,1,5,0,0.222,4,4,2,3,2,0,4,2,0,2,10,13
2020,8,69974,"NC",17,14,4,1,0,0,3,0,1,0,0.286,4,4,2,3,2,0,4,2,0,2,10,13
2020,8,65060,"KT",33,26,4,2,0,0,6,1,3,0,0.154,3,2,0,2,0,2,3,4,2,5,15,8
2020,8,63492,"SS",6,5,4,2,0,0,1,0,0,0,0.8,4,0,2,2,2,0,6,4,0,4,13,11
2020,8,50449,"SS",14,12,4,1,0,1,2,0,0,0,0.333,4,0,2,2,2,0,6,4,0,4,13,11
2020,8,79293,"LT",18,18,4,0,0,2,0,0,2,0,0.222,2,2,0,0,0,2,6,4,2,5,8,15
2020,8,50298,"OB",15,15,5,0,0,1,0,0,1,0,0.333,0,2,3,2,6,4,0,2,6,0,13,12
2020,8,66305,"WO",12,10,5,1,0,0,2,0,2,0,0.5,3,2,5,5,5,2,0,0,4,0,11,15
2020,8,67365,"WO",20,20,5,1,0,0,0,0,3,0,0.25,3,2,5,5,5,2,0,0,4,0,11,15
2020,8,69360,"WO",27,23,5,0,1,0,3,1,3,0,0.217,3,2,5,5,5,2,0,0,4,0,11,15
2020,8,64893,"SK",19,17,5,1,0,1,1,1,3,0,0.294,2,5,4,0,4,2,2,0,4,0,11,12
2020,8,61895,"SK",31,24,5,0,1,0,7,0,7,0,0.208,2,5,4,0,4,2,2,0,4,0,11,12
2020,8,99813,"LG",16,15,5,1,0,0,1,0,0,0,0.333,3,8,2,0,0,3,2,0,2,5,13,12
2020,8,63991,"NC",21,18,5,2,0,1,1,2,2,0,0.278,4,4,2,3,2,0,4,2,0,2,10,13
2020,8,99814,"NC",6,6,5,0,0,1,0,0,0,0,0.833,4,4,2,3,2,0,4,2,0,2,10,13
2020,8,68043,"KT",26,22,5,0,0,0,4,0,8,0,0.227,3,2,0,2,0,2,3,4,2,5,15,8
2020,8,78517,"KT",32,27,5,0,0,0,5,0,2,0,0.185,3,2,0,2,0,2,3,4,2,5,15,8
2020,8,65696,"HT",16,11,5,1,0,1,4,1,2,0,0.455,0,0,2,8,2,4,2,5,0,2,13,12
2020,8,50464,"SS",15,12,5,1,0,0,3,0,1,0,0.417,4,0,2,2,2,0,6,4,0,4,13,11
2020,8,61457,"SS",11,10,5,0,0,0,1,0,2,0,0.5,4,0,2,2,2,0,6,4,0,4,13,11
2020,8,50556,"LT",34,29,5,3,0,0,5,0,8,0,0.172,2,2,0,0,0,2,6,4,2,5,8,15
2020,8,65241,"OB",45,33,6,0,0,2,11,1,8,0,0.182,0,2,3,2,6,4,0,2,6,0,13,12
2020,8,79847,"SK",27,26,6,1,0,0,1,0,11,0,0.231,2,5,4,0,4,2,2,0,4,0,11,12
2020,8,50859,"SK",23,22,6,1,0,0,1,0,4,1,0.273,2,5,4,0,4,2,2,0,4,0,11,12
2020,8,79825,"LG",18,17,6,0,0,2,0,1,6,0,0.353,3,8,2,0,0,3,2,0,2,5,13,12
2020,8,63959,"NC",26,20,6,0,0,0,5,1,3,0,0.3,4,4,2,3,2,0,4,2,0,2,10,13
2020,8,76757,"KT",47,39,6,2,0,0,7,1,5,0,0.154,3,2,0,2,0,2,3,4,2,5,15,8
2020,8,78247,"HT",43,31,6,2,0,2,12,0,10,0,0.194,0,0,2,8,2,4,2,5,0,2,13,12
2020,8,99445,"SS",18,16,6,1,0,2,2,0,5,0,0.375,4,0,2,2,2,0,6,4,0,4,13,11
2020,8,99815,"HH",19,15,6,2,0,1,3,1,0,0,0.4,0,0,3,3,2,4,0,2,4,3,12,9
2020,8,76225,"LT",43,37,6,1,0,0,4,2,11,0,0.162,2,2,0,0,0,2,6,4,2,5,8,15
2020,8,62528,"LT",35,34,6,3,0,0,1,0,9,0,0.176,2,2,0,0,0,2,6,4,2,5,8,15
2020,8,76355,"LT",22,17,6,1,0,0,3,2,3,0,0.353,2,2,0,0,0,2,6,4,2,5,8,15
2020,8,68200,"OB",62,53,7,2,0,1,8,1,13,0,0.132,0,2,3,2,6,4,0,2,6,0,13,12
2020,8,74359,"WO",24,24,7,0,0,2,0,0,3,0,0.292,3,2,5,5,5,2,0,0,4,0,11,15
2020,8,63348,"WO",31,27,7,1,0,0,4,0,5,0,0.259,3,2,5,5,5,2,0,0,4,0,11,15
2020,8,69159,"LG",49,43,7,0,0,0,3,3,14,0,0.163,3,8,2,0,0,3,2,0,2,5,13,12
2020,8,76118,"NC",24,23,7,1,0,0,1,0,5,0,0.304,4,4,2,3,2,0,4,2,0,2,10,13
2020,8,65057,"KT",24,22,7,1,0,0,2,0,4,0,0.318,3,2,0,2,0,2,3,4,2,5,15,8
2020,8,75340,"KT",24,22,7,1,0,0,2,0,1,0,0.318,3,2,0,2,0,2,3,4,2,5,15,8
2020,8,69646,"HT",40,31,7,2,0,0,8,1,7,0,0.226,0,0,2,8,2,4,2,5,0,2,13,12
2020,8,60146,"SS",43,40,7,0,1,1,3,0,10,0,0.175,4,0,2,2,2,0,6,4,0,4,13,11
2020,8,69745,"HH",33,26,7,2,0,2,7,0,6,0,0.269,0,0,3,3,2,4,0,2,4,3,12,9
2020,8,63464,"HH",39,35,7,0,0,1,3,1,8,0,0.2,0,0,3,3,2,4,0,2,4,3,12,9
2020,8,66557,"LT",29,25,7,0,0,0,4,0,3,0,0.28,2,2,0,0,0,2,6,4,2,5,8,15
2020,8,99816,"OB",28,26,8,1,0,0,0,2,7,0,0.308,0,2,3,2,6,4,0,2,6,0,13,12
2020,8,62951,"OB",27,22,8,1,0,1,5,0,3,0,0.364,0,2,3,2,6,4,0,2,6,0,13,12
2020,8,61643,"OB",44,36,8,2,0,1,5,3,8,0,0.222,0,2,3,2,6,4,0,2,6,0,13,12
2020,8,67954,"NC",19,17,8,0,0,4,1,1,0,0,0.471,4,4,2,3,2,0,4,2,0,2,10,13
2020,8,62655,"NC",34,33,8,2,0,0,1,0,5,0,0.242,4,4,2,3,2,0,4,2,0,2,10,13
2020,8,67045,"KT",18,13,8,1,0,0,4,1,2,0,0.615,3,2,0,2,0,2,3,4,2,5,15,8
2020,8,65665,"HT",30,28,8,3,0,1,2,0,7,0,0.286,0,0,2,8,2,4,2,5,0,2,13,12
2020,8,75421,"SS",40,36,8,4,0,0,4,0,9,0,0.222,4,0,2,2,2,0,6,4,0,4,13,11
2020,8,67421,"SS",49,39,8,0,0,2,9,1,10,0,0.205,4,0,2,2,2,0,6,4,0,4,13,11
2020,8,63765,"HH",45,36,8,4,1,1,9,0,10,0,0.222,0,0,3,3,2,4,0,2,4,3,12,9
2020,8,78536,"LT",29,28,8,1,0,0,1,0,9,0,0.286,2,2,0,0,0,2,6,4,2,5,8,15
2020,8,67391,"WO",56,48,9,1,0,0,7,1,10,0,0.188,3,2,5,5,5,2,0,0,4,0,11,15
2020,8,69839,"SK",43,34,9,2,0,0,8,1,7,0,0.265,2,5,4,0,4,2,2,0,4,0,11,12
2020,8,69134,"LG",48,41,9,1,0,2,7,0,17,1,0.22,3,8,2,0,0,3,2,0,2,5,13,12
2020,8,75342,"KT",48,44,9,1,0,2,3,1,10,0,0.205,3,2,0,2,0,2,3,4,2,5,15,8
2020,8,66660,"HT",40,33,9,3,1,1,6,1,6,0,0.273,0,0,2,8,2,4,2,5,0,2,13,12
2020,8,77927,"SS",32,30,9,1,0,1,2,0,6,0,0.3,4,0,2,2,2,0,6,4,0,4,13,11
2020,8,50705,"HH",48,43,9,1,0,1,5,0,12,1,0.209,0,0,3,3,2,4,0,2,4,3,12,9
2020,8,67737,"HH",34,32,9,3,0,1,2,0,8,0,0.281,0,0,3,3,2,4,0,2,4,3,12,9
2020,8,63543,"LT",36,32,9,4,0,1,4,0,5,0,0.281,2,2,0,0,0,2,6,4,2,5,8,15
2020,8,76430,"WO",50,45,10,1,0,0,4,1,13,0,0.222,3,2,5,5,5,2,0,0,4,0,11,15
2020,8,69399,"WO",25,24,10,1,0,2,0,1,1,0,0.417,3,2,5,5,5,2,0,0,4,0,11,15
2020,8,64051,"WO",40,37,10,1,0,1,2,1,9,0,0.27,3,2,5,5,5,2,0,0,4,0,11,15
2020,8,76350,"SK",46,39,10,0,0,2,7,0,12,0,0.256,2,5,4,0,4,2,2,0,4,0,11,12
2020,8,65411,"SK",39,35,10,1,0,1,4,0,6,0,0.286,2,5,4,0,4,2,2,0,4,0,11,12
2020,8,73801,"LG",57,55,10,3,0,1,2,0,11,0,0.182,3,8,2,0,0,3,2,0,2,5,13,12
2020,8,62146,"LG",29,28,10,0,0,0,1,0,4,0,0.357,3,8,2,0,0,3,2,0,2,5,13,12
2020,8,65643,"NC",40,37,10,2,0,4,3,0,4,0,0.27,4,4,2,3,2,0,4,2,0,2,10,13
2020,8,64995,"NC",41,35,10,0,1,2,4,2,7,0,0.286,4,4,2,3,2,0,4,2,0,2,10,13
2020,8,50662,"HT",49,40,10,0,1,1,8,1,13,0,0.25,0,0,2,8,2,4,2,5,0,2,13,12
2020,8,73117,"SS",34,32,10,4,0,0,2,0,8,0,0.313,4,0,2,2,2,0,6,4,0,4,13,11
2020,8,65496,"SS",38,35,10,1,1,1,3,0,7,0,0.286,4,0,2,2,2,0,6,4,0,4,13,11
2020,8,62360,"WO",35,30,11,1,0,0,4,1,2,0,0.367,3,2,5,5,5,2,0,0,4,0,11,15
2020,8,60768,"SK",40,36,11,0,0,0,4,0,10,0,0.306,2,5,4,0,4,2,2,0,4,0,11,12
2020,8,76650,"LG",35,31,11,0,0,0,2,2,10,0,0.355,3,8,2,0,0,3,2,0,2,5,13,12
2020,8,65062,"KT",51,47,11,0,1,0,4,0,15,0,0.234,3,2,0,2,0,2,3,4,2,5,15,8
2020,8,69620,"HT",38,30,11,4,0,1,8,0,2,0,0.367,0,0,2,8,2,4,2,5,0,2,13,12
2020,8,63950,"HT",32,30,11,2,0,3,2,0,5,0,0.367,0,0,2,8,2,4,2,5,0,2,13,12
2020,8,66609,"HT",34,30,11,4,1,1,4,0,11,0,0.367,0,0,2,8,2,4,2,5,0,2,13,12
2020,8,68403,"SS",41,35,11,1,0,0,6,0,6,0,0.314,4,0,2,2,2,0,6,4,0,4,13,11
2020,8,74454,"SS",69,58,11,4,1,0,8,3,4,0,0.19,4,0,2,2,2,0,6,4,0,4,13,11
2020,8,68703,"HH",37,31,11,1,0,4,6,0,5,0,0.355,0,0,3,3,2,4,0,2,4,3,12,9
2020,8,61156,"HH",31,27,11,5,0,1,4,0,4,0,0.407,0,0,3,3,2,4,0,2,4,3,12,9
2020,8,64565,"LT",27,25,11,0,0,1,2,0,1,0,0.44,2,2,0,0,0,2,6,4,2,5,8,15
2020,8,76329,"OB",42,37,12,2,0,2,5,0,8,1,0.324,0,2,3,2,6,4,0,2,6,0,13,12
2020,8,64047,"KT",51,48,12,3,0,0,3,0,8,0,0.25,3,2,0,2,0,2,3,4,2,5,15,8
2020,8,61365,"SS",59,55,12,0,0,0,3,1,3,0,0.218,4,0,2,2,2,0,6,4,0,4,13,11
2020,8,63512,"LT",41,36,12,2,1,0,3,2,9,0,0.333,2,2,0,0,0,2,6,4,2,5,8,15
2020,8,60263,"NC",39,33,13,3,0,1,6,0,5,0,0.394,4,4,2,3,2,0,4,2,0,2,10,13
2020,8,69516,"HT",34,28,13,3,3,1,6,0,1,0,0.464,0,0,2,8,2,4,2,5,0,2,13,12
2020,8,65764,"HH",86,65,13,4,0,1,17,4,13,0,0.2,0,0,3,3,2,4,0,2,4,3,12,9
2020,8,73738,"HH",35,30,13,1,0,3,5,0,7,0,0.433,0,0,3,3,2,4,0,2,4,3,12,9
2020,8,74857,"HH",40,36,13,2,0,1,4,0,3,0,0.361,0,0,3,3,2,4,0,2,4,3,12,9
2020,8,69343,"WO",70,65,14,3,0,1,5,0,11,0,0.215,3,2,5,5,5,2,0,0,4,0,11,15
2020,8,63342,"WO",57,55,14,1,0,1,2,0,16,0,0.255,3,2,5,5,5,2,0,0,4,0,11,15
2020,8,65320,"WO",65,57,14,1,0,2,7,1,8,0,0.246,3,2,5,5,5,2,0,0,4,0,11,15
2020,8,78148,"LG",50,45,14,2,0,0,4,1,7,0,0.311,3,8,2,0,0,3,2,0,2,5,13,12
2020,8,67266,"OB",70,62,15,7,0,2,7,1,19,0,0.242,0,2,3,2,6,4,0,2,6,0,13,12
2020,8,62242,"OB",51,45,15,2,1,0,6,0,4,0,0.333,0,2,3,2,6,4,0,2,6,0,13,12
2020,8,61268,"WO",53,48,15,5,0,0,4,1,6,0,0.313,3,2,5,5,5,2,0,0,4,0,11,15
2020,8,64768,"SK",53,50,15,2,0,4,3,0,6,0,0.3,2,5,4,0,4,2,2,0,4,0,11,12
2020,8,68701,"HH",52,47,15,1,1,3,3,2,6,0,0.319,0,0,3,3,2,4,0,2,4,3,12,9
2020,8,69748,"HH",87,76,15,1,0,2,9,2,22,0,0.197,0,0,3,3,2,4,0,2,4,3,12,9
2020,8,75867,"NC",53,50,16,4,1,2,3,0,18,0,0.32,4,4,2,3,2,0,4,2,0,2,10,13
2020,8,66859,"SK",55,49,17,1,1,2,3,3,8,0,0.347,2,5,4,0,4,2,2,0,4,0,11,12
2020,8,61101,"LG",101,82,17,5,0,3,19,0,24,0,0.207,3,8,2,0,0,3,2,0,2,5,13,12
2020,8,65516,"KT",70,61,17,1,0,3,9,0,11,0,0.279,3,2,0,2,0,2,3,4,2,5,15,8
2020,8,64805,"OB",78,69,18,4,2,2,8,1,20,0,0.261,0,2,3,2,6,4,0,2,6,0,13,12
2020,8,67603,"WO",100,90,19,2,0,3,10,0,17,0,0.211,3,2,5,5,5,2,0,0,4,0,11,15
2020,8,66920,"NC",83,69,19,5,0,2,14,0,8,0,0.275,4,4,2,3,2,0,4,2,0,2,10,13
2020,8,50524,"LT",82,73,19,3,0,3,7,2,11,1,0.26,2,2,0,0,0,2,6,4,2,5,8,15
2020,8,62363,"WO",115,107,20,5,0,5,5,3,24,0,0.187,3,2,5,5,5,2,0,0,4,0,11,15
2020,8,60841,"SK",87,70,20,6,0,2,10,7,12,0,0.286,2,5,4,0,4,2,2,0,4,0,11,12
2020,8,69962,"NC",79,74,20,4,0,2,5,0,15,0,0.27,4,4,2,3,2,0,4,2,0,2,10,13
2020,8,50030,"KT",115,101,20,3,0,0,12,2,24,0,0.198,3,2,0,2,0,2,3,4,2,5,15,8
2020,8,69539,"LT",80,72,21,6,0,2,8,0,9,0,0.292,2,2,0,0,0,2,6,4,2,5,8,15
2020,8,62869,"SK",95,84,22,5,0,3,10,1,17,0,0.262,2,5,4,0,4,2,2,0,4,0,11,12
2020,8,68902,"NC",87,79,22,4,0,4,6,2,9,0,0.278,4,4,2,3,2,0,4,2,0,2,10,13
2020,8,69446,"SS",96,87,22,3,0,3,8,1,7,0,0.253,4,0,2,2,2,0,6,4,0,4,13,11
2020,8,77318,"HH",85,76,22,2,0,2,9,0,10,0,0.289,0,0,3,3,2,4,0,2,4,3,12,9
2020,8,50126,"LG",82,76,23,6,0,1,4,2,10,0,0.303,3,8,2,0,0,3,2,0,2,5,13,12
2020,8,63628,"HT",60,55,23,2,0,1,4,1,4,0,0.418,0,0,2,8,2,4,2,5,0,2,13,12
2020,8,50157,"LG",113,98,24,6,0,2,13,2,16,0,0.245,3,8,2,0,0,3,2,0,2,5,13,12
2020,8,68419,"SS",76,68,24,3,0,2,7,1,9,0,0.353,4,0,2,2,2,0,6,4,0,4,13,11
2020,8,69103,"LG",123,117,25,5,0,3,5,1,22,0,0.214,3,8,2,0,0,3,2,0,2,5,13,12
2020,8,68135,"LG",127,113,26,2,0,4,10,4,27,0,0.23,3,8,2,0,0,3,2,0,2,5,13,12
2020,8,77637,"HT",120,107,26,6,0,0,12,1,35,0,0.243,0,0,2,8,2,4,2,5,0,2,13,12
2020,8,62754,"HT",87,78,26,5,0,3,9,0,15,0,0.333,0,0,2,8,2,4,2,5,0,2,13,12
2020,8,69439,"SS",117,98,26,2,1,3,16,3,26,0,0.265,4,0,2,2,2,0,6,4,0,4,13,11
2020,8,65048,"KT",86,81,27,2,1,2,4,1,12,0,0.333,3,2,0,2,0,2,3,4,2,5,15,8
2020,8,69032,"KT",116,103,27,7,0,3,11,2,9,0,0.262,3,2,0,2,0,2,3,4,2,5,15,8
2020,8,50636,"HT",99,97,27,5,0,0,2,0,26,0,0.278,0,0,2,8,2,4,2,5,0,2,13,12
2020,8,73211,"LT",115,110,27,9,0,2,4,1,12,0,0.245,2,2,0,0,0,2,6,4,2,5,8,15
2020,8,64021,"LT",117,109,28,4,0,2,8,0,20,0,0.257,2,2,0,0,0,2,6,4,2,5,8,15
2020,8,67263,"OB",108,102,30,1,2,3,6,0,22,1,0.294,0,2,3,2,6,4,0,2,6,0,13,12
2020,8,50912,"NC",129,119,30,4,1,2,8,2,30,1,0.252,4,4,2,3,2,0,4,2,0,2,10,13
2020,8,64861,"SK",132,109,31,8,1,5,21,2,20,0,0.284,2,5,4,0,4,2,2,0,4,0,11,12
2020,8,50558,"LT",126,115,31,2,0,3,10,1,31,0,0.27,2,2,0,0,0,2,6,4,2,5,8,15
2020,8,79229,"OB",106,98,32,7,0,2,8,0,7,0,0.327,0,2,3,2,6,4,0,2,6,0,13,12
2020,8,67313,"WO",139,127,32,3,1,1,10,2,35,0,0.252,3,2,5,5,5,2,0,0,4,0,11,15
2020,8,65616,"HT",112,98,32,2,3,5,12,2,18,0,0.327,0,0,2,8,2,4,2,5,0,2,13,12
2020,8,66291,"OB",134,118,34,9,0,3,16,0,12,0,0.288,0,2,3,2,6,4,0,2,6,0,13,12
2020,8,69940,"NC",124,112,34,2,0,3,9,3,18,0,0.304,4,4,2,3,2,0,4,2,0,2,10,13
2020,8,50404,"SS",132,116,34,5,0,2,15,1,13,0,0.293,4,0,2,2,2,0,6,4,0,4,13,11
2020,8,69045,"OB",128,124,35,5,1,3,4,0,24,1,0.282,0,2,3,2,6,4,0,2,6,0,13,12
2020,8,69744,"HH",113,107,38,7,0,7,4,2,18,0,0.355,0,0,3,3,2,4,0,2,4,3,12,9
2020,8,50640,"HT",126,107,40,6,2,1,18,1,19,0,0.374,0,0,2,8,2,4,2,5,0,2,13,12
2020,8,50835,"SK",123,108,42,5,0,6,14,1,22,1,0.389,2,5,4,0,4,2,2,0,4,0,11,12
2020,8,50040,"KT",153,137,42,1,0,3,16,0,30,0,0.307,3,2,0,2,0,2,3,4,2,5,15,8
2020,9,69054,"KT",1,0,0,0,0,0,1,0,0,0,0,2,2,0,2,3,2,4,5,4,2,12,14
2020,9,67646,"HT",2,0,0,0,0,0,2,0,1,0,0,4,0,2,1,5,2,1,2,3,4,13,11
2020,9,66663,"HT",0,0,0,0,0,0,0,0,0,0,0,4,0,2,1,5,2,1,2,3,4,13,11
2020,9,50262,"OB",6,2,1,1,0,0,4,0,0,0,0.5,5,1,4,2,0,2,0,2,4,5,11,14
2020,9,68341,"WO",9,8,1,0,0,1,1,0,2,0,0.125,4,4,2,2,2,2,5,4,2,0,13,14
2020,9,66801,"SK",3,1,1,0,0,0,2,0,0,0,1,2,2,5,3,2,4,2,0,2,4,17,9
2020,9,50813,"SK",5,3,1,0,0,1,2,0,0,0,0.333,2,2,5,3,2,4,2,0,2,4,17,9
2020,9,99813,"LG",4,3,1,0,0,0,0,1,1,0,0.333,2,1,2,0,6,4,2,3,2,2,12,12
2020,9,60339,"NC",22,18,1,0,0,0,4,0,4,0,0.056,2,2,2,4,5,0,2,4,3,2,14,12
2020,9,63638,"HT",10,8,1,0,0,0,2,0,2,0,0.125,4,0,2,1,5,2,1,2,3,4,13,11
2020,9,61457,"SS",13,10,1,0,0,0,1,2,2,0,0.1,3,3,4,2,2,3,4,2,0,2,11,14
2020,9,67443,"SS",4,4,1,0,0,0,0,0,1,0,0.25,3,3,4,2,2,3,4,2,0,2,11,14
2020,9,72523,"LT",13,12,1,0,0,0,1,0,3,0,0.083,2,5,3,6,0,5,0,2,2,2,15,12
2020,9,66557,"LT",2,2,1,1,0,0,0,0,0,0,0.5,2,5,3,6,0,5,0,2,2,2,15,12
2020,9,62242,"OB",12,10,2,0,0,0,2,0,1,0,0.2,5,1,4,2,0,2,0,2,4,5,11,14
2020,9,65241,"OB",9,6,2,0,0,0,3,0,2,0,0.333,5,1,4,2,0,2,0,2,4,5,11,14
2020,9,99811,"SK",5,5,2,1,0,0,0,0,1,0,0.4,2,2,5,3,2,4,2,0,2,4,17,9
2020,9,99814,"NC",17,14,2,0,0,0,2,1,3,0,0.143,2,2,2,4,5,0,2,4,3,2,14,12
2020,9,64041,"KT",5,3,2,0,0,0,2,0,0,0,0.667,2,2,0,2,3,2,4,5,4,2,12,14
2020,9,66660,"HT",4,3,2,0,0,0,1,0,0,0,0.667,4,0,2,1,5,2,1,2,3,4,13,11
2020,9,63512,"LT",7,7,2,0,0,0,0,0,1,0,0.286,2,5,3,6,0,5,0,2,2,2,15,12
2020,9,77263,"OB",13,11,3,0,0,0,2,0,3,0,0.273,5,1,4,2,0,2,0,2,4,5,11,14
2020,9,62951,"OB",10,9,3,0,0,1,1,0,1,0,0.333,5,1,4,2,0,2,0,2,4,5,11,14
2020,9,63894,"SK",11,8,3,1,0,0,3,0,2,0,0.375,2,2,5,3,2,4,2,0,2,4,17,9
2020,9,65343,"SK",18,14,3,0,0,1,4,0,5,0,0.214,2,2,5,3,2,4,2,0,2,4,17,9
2020,9,75138,"SK",21,16,3,0,0,0,5,0,1,0,0.188,2,2,5,3,2,4,2,0,2,4,17,9
2020,9,64995,"NC",19,12,3,1,0,0,6,1,3,1,0.25,2,2,2,4,5,0,2,4,3,2,14,12
2020,9,67962,"NC",26,22,3,1,0,0,3,1,3,0,0.136,2,2,2,4,5,0,2,4,3,2,14,12
2020,9,65062,"KT",25,24,3,1,0,0,1,0,4,0,0.125,2,2,0,2,3,2,4,5,4,2,12,14
2020,9,65057,"KT",11,9,3,2,0,0,2,0,3,0,0.333,2,2,0,2,3,2,4,5,4,2,12,14
2020,9,64047,"KT",18,16,3,0,0,0,2,0,7,0,0.188,2,2,0,2,3,2,4,5,4,2,12,14
2020,9,60146,"SS",25,23,3,2,0,1,2,0,5,0,0.13,3,3,4,2,2,3,4,2,0,2,11,14
2020,9,65496,"SS",14,12,3,0,0,0,2,0,3,0,0.25,3,3,4,2,2,3,4,2,0,2,11,14
2020,9,77591,"LT",6,4,3,2,0,0,1,1,1,0,0.75,2,5,3,6,0,5,0,2,2,2,15,12
2020,9,79545,"LT",19,18,3,1,0,1,1,0,6,0,0.167,2,5,3,6,0,5,0,2,2,2,15,12
2020,9,50556,"LT",19,19,3,1,0,0,0,0,4,0,0.158,2,5,3,6,0,5,0,2,2,2,15,12
2020,9,99816,"OB",13,11,4,0,0,1,2,0,2,0,0.364,5,1,4,2,0,2,0,2,4,5,11,14
2020,9,76329,"OB",19,16,4,0,2,0,3,0,5,0,0.25,5,1,4,2,0,2,0,2,4,5,11,14
2020,9,50360,"WO",20,20,4,1,0,1,0,0,1,0,0.2,4,4,2,2,2,2,5,4,2,0,13,14
2020,9,64051,"WO",21,16,4,0,0,0,5,0,3,0,0.25,4,4,2,2,2,2,5,4,2,0,13,14
2020,9,76858,"SK",25,21,4,1,0,0,4,0,7,0,0.19,2,2,5,3,2,4,2,0,2,4,17,9
2020,9,75867,"NC",42,41,4,3,0,0,1,0,17,0,0.098,2,2,2,4,5,0,2,4,3,2,14,12
2020,9,69974,"NC",15,14,4,1,0,2,1,0,2,0,0.286,2,2,2,4,5,0,2,4,3,2,14,12
2020,9,60263,"NC",17,13,4,0,0,3,4,0,2,0,0.308,2,2,2,4,5,0,2,4,3,2,14,12
2020,9,65696,"HT",16,12,4,0,0,1,3,1,2,0,0.333,4,0,2,1,5,2,1,2,3,4,13,11
2020,9,78247,"HT",30,21,4,1,0,1,7,2,5,0,0.19,4,0,2,1,5,2,1,2,3,4,13,11
2020,9,75421,"SS",20,19,4,3,0,0,0,1,4,0,0.211,3,3,4,2,2,3,4,2,0,2,11,14
2020,9,63765,"HH",36,26,4,0,0,0,8,2,5,0,0.154,0,4,2,2,2,2,5,2,3,4,10,16
2020,9,73738,"HH",19,18,4,1,0,0,1,0,3,0,0.222,0,4,2,2,2,2,5,2,3,4,10,16
2020,9,67266,"OB",36,31,5,0,0,1,5,0,7,0,0.161,5,1,4,2,0,2,0,2,4,5,11,14
2020,9,66018,"WO",32,29,5,1,0,0,2,1,8,0,0.172,4,4,2,2,2,2,5,4,2,0,13,14
2020,9,74359,"WO",18,18,5,1,0,0,0,0,2,0,0.278,4,4,2,2,2,2,5,4,2,0,13,14
2020,9,69134,"LG",28,27,5,2,0,1,0,1,7,0,0.185,2,1,2,0,6,4,2,3,2,2,12,12
2020,9,69159,"LG",31,25,5,0,0,0,5,1,3,0,0.2,2,1,2,0,6,4,2,3,2,2,12,12
2020,9,76650,"LG",38,32,5,1,0,0,6,0,11,0,0.156,2,1,2,0,6,4,2,3,2,2,12,12
2020,9,65639,"NC",29,22,5,1,0,0,4,3,7,0,0.227,2,2,2,4,5,0,2,4,3,2,14,12
2020,9,63991,"NC",12,11,5,0,0,0,1,0,3,0,0.455,2,2,2,4,5,0,2,4,3,2,14,12
2020,9,63959,"NC",23,18,5,0,0,1,2,3,7,0,0.278,2,2,2,4,5,0,2,4,3,2,14,12
2020,9,62655,"NC",22,18,5,1,0,1,3,1,2,0,0.278,2,2,2,4,5,0,2,4,3,2,14,12
2020,9,78517,"KT",38,32,5,0,0,0,5,1,5,0,0.156,2,2,0,2,3,2,4,5,4,2,12,14
2020,9,63628,"HT",19,16,5,2,0,0,3,0,3,0,0.313,4,0,2,1,5,2,1,2,3,4,13,11
2020,9,69620,"HT",19,16,5,1,0,0,3,0,6,0,0.313,4,0,2,1,5,2,1,2,3,4,13,11
2020,9,65665,"HT",24,22,5,1,0,0,2,0,6,0,0.227,4,0,2,1,5,2,1,2,3,4,13,11
2020,9,66609,"HT",23,21,5,0,0,1,2,0,6,0,0.238,4,0,2,1,5,2,1,2,3,4,13,11
2020,9,79440,"SS",25,20,5,0,0,1,4,1,3,0,0.25,3,3,4,2,2,3,4,2,0,2,11,14
2020,9,67737,"HH",28,26,5,0,0,0,2,0,8,0,0.192,0,4,2,2,2,2,5,2,3,4,10,16
2020,9,79293,"LT",20,20,5,2,0,0,0,0,3,0,0.25,2,5,3,6,0,5,0,2,2,2,15,12
2020,9,68200,"OB",38,35,6,1,0,0,3,0,11,0,0.171,5,1,4,2,0,2,0,2,4,5,11,14
2020,9,67828,"WO",16,14,6,1,0,0,2,0,3,0,0.429,4,4,2,2,2,2,5,4,2,0,13,14
