"year","month","P_ID","T_ID","AB","HIT","H2","H3","HR","BB","HP","KK","BK","AVG","VS_T_ID_HH","VS_T_ID_HT","VS_T_ID_KT","VS_T_ID_LG","VS_T_ID_LT","VS_T_ID_NC","VS_T_ID_OB","VS_T_ID_SK","VS_T_ID_SS","VS_T_ID_WO","H_A_AWAY","H_A_HOME","PA","R","ER"
2020,8,79617,"LG",3,2,1,0,0,1,0,1,0,0.667,3,8,2,0,0,3,2,0,2,5,13,12,4,3,3
2020,8,68900,"NC",5,2,0,0,0,0,0,0,0,0.4,4,4,2,3,2,0,4,2,0,2,10,13,5,0,0
2020,8,66663,"HT",13,2,1,0,1,0,0,1,0,0.154,0,0,2,8,2,4,2,5,0,2,13,12,13,1,1
2020,8,79764,"HH",8,2,1,0,0,1,0,0,0,0.25,0,0,3,3,2,4,0,2,4,3,12,9,9,1,1
2020,8,67246,"OB",9,3,1,0,0,0,0,2,0,0.333,0,2,3,2,6,4,0,2,6,0,13,12,9,1,1
2020,8,69205,"OB",9,3,1,0,0,1,0,2,0,0.333,0,2,3,2,6,4,0,2,6,0,13,12,10,1,1
2020,8,63248,"OB",6,3,1,0,0,2,0,0,0,0.5,0,2,3,2,6,4,0,2,6,0,13,12,8,2,2
2020,8,63894,"SK",27,3,0,1,0,13,2,3,0,0.111,2,5,4,0,4,2,2,0,4,0,11,12,42,5,5
2020,8,67119,"LG",36,3,1,0,0,4,0,14,0,0.083,3,8,2,0,0,3,2,0,2,5,13,12,40,1,1
2020,8,66145,"LG",14,3,0,2,0,1,0,3,0,0.214,3,8,2,0,0,3,2,0,2,5,13,12,15,1,1
2020,8,79140,"LG",22,3,2,0,0,2,0,7,0,0.136,3,8,2,0,0,3,2,0,2,5,13,12,24,4,4
2020,8,65639,"NC",25,3,0,0,1,8,1,6,0,0.12,4,4,2,3,2,0,4,2,0,2,10,13,34,1,1
2020,8,63914,"NC",13,3,1,0,0,2,1,1,0,0.231,4,4,2,3,2,0,4,2,0,2,10,13,16,2,2
2020,8,68910,"NC",6,3,0,0,1,1,1,2,0,0.5,4,4,2,3,2,0,4,2,0,2,10,13,8,2,2
2020,8,78352,"NC",22,3,1,0,0,2,0,6,0,0.136,4,4,2,3,2,0,4,2,0,2,10,13,25,0,0
2020,8,64615,"HT",4,3,0,0,0,0,2,0,0,0.75,0,0,2,8,2,4,2,5,0,2,13,12,6,5,5
2020,8,67828,"WO",8,4,2,0,0,2,0,4,0,0.5,3,2,5,5,5,2,0,0,4,0,11,15,11,3,3
2020,8,68341,"WO",25,4,1,0,0,3,0,10,0,0.16,3,2,5,5,5,2,0,0,4,0,11,15,28,0,0
2020,8,62056,"SK",14,4,0,0,0,2,1,2,1,0.286,2,5,4,0,4,2,2,0,4,0,11,12,17,2,2
2020,8,61295,"NC",8,4,1,0,0,0,0,1,0,0.5,4,4,2,3,2,0,4,2,0,2,10,13,9,3,2
2020,8,79358,"NC",6,4,0,0,1,0,0,1,0,0.667,4,4,2,3,2,0,4,2,0,2,10,13,6,4,4
2020,8,60339,"NC",18,4,0,0,0,0,1,5,0,0.222,4,4,2,3,2,0,4,2,0,2,10,13,19,0,0
2020,8,69974,"NC",14,4,1,0,0,3,0,1,0,0.286,4,4,2,3,2,0,4,2,0,2,10,13,17,4,4
2020,8,65060,"KT",26,4,2,0,0,6,1,3,0,0.154,3,2,0,2,0,2,3,4,2,5,15,8,35,2,0
2020,8,63492,"SS",5,4,2,0,0,1,0,0,0,0.8,4,0,2,2,2,0,6,4,0,4,13,11,6,6,5
2020,8,50449,"SS",12,4,1,0,1,2,0,0,0,0.333,4,0,2,2,2,0,6,4,0,4,13,11,14,3,3
2020,8,79293,"LT",18,4,0,0,2,0,0,2,0,0.222,2,2,0,0,0,2,6,4,2,5,8,15,18,2,2
2020,8,50298,"OB",15,5,0,0,1,0,0,1,0,0.333,0,2,3,2,6,4,0,2,6,0,13,12,15,2,1
2020,8,66305,"WO",10,5,1,0,0,2,0,2,0,0.5,3,2,5,5,5,2,0,0,4,0,11,15,12,3,3
2020,8,67365,"WO",20,5,1,0,0,0,0,3,0,0.25,3,2,5,5,5,2,0,0,4,0,11,15,20,0,0
2020,8,69360,"WO",23,5,0,1,0,3,1,3,0,0.217,3,2,5,5,5,2,0,0,4,0,11,15,27,2,2
2020,8,64893,"SK",17,5,1,0,1,1,1,3,0,0.294,2,5,4,0,4,2,2,0,4,0,11,12,19,2,1
2020,8,61895,"SK",24,5,0,1,0,7,0,7,0,0.208,2,5,4,0,4,2,2,0,4,0,11,12,33,5,4
2020,8,50109,"LG",15,5,1,0,0,1,0,0,0,0.333,3,8,2,0,0,3,2,0,2,5,13,12,16,1,1
2020,8,63991,"NC",18,5,2,0,1,1,2,2,0,0.278,4,4,2,3,2,0,4,2,0,2,10,13,22,7,6
2020,8,65937,"NC",6,5,0,0,1,0,0,0,0,0.833,4,4,2,3,2,0,4,2,0,2,10,13,6,3,3
2020,8,68043,"KT",22,5,0,0,0,4,0,8,0,0.227,3,2,0,2,0,2,3,4,2,5,15,8,26,2,2
2020,8,78517,"KT",27,5,0,0,0,5,0,2,0,0.185,3,2,0,2,0,2,3,4,2,5,15,8,32,1,1
2020,8,65696,"HT",11,5,1,0,1,4,1,2,0,0.455,0,0,2,8,2,4,2,5,0,2,13,12,16,4,4
2020,8,50464,"SS",12,5,1,0,0,3,0,1,0,0.417,4,0,2,2,2,0,6,4,0,4,13,11,16,5,5
2020,8,61457,"SS",10,5,0,0,0,1,0,2,0,0.5,4,0,2,2,2,0,6,4,0,4,13,11,12,2,2
2020,8,50556,"LT",29,5,3,0,0,5,0,8,0,0.172,2,2,0,0,0,2,6,4,2,5,8,15,35,3,3
2020,8,65241,"OB",33,6,0,0,2,11,1,8,0,0.182,0,2,3,2,6,4,0,2,6,0,13,12,45,5,5
2020,8,79847,"SK",26,6,1,0,0,1,0,11,0,0.231,2,5,4,0,4,2,2,0,4,0,11,12,27,5,5
2020,8,50859,"SK",22,6,1,0,0,1,0,4,1,0.273,2,5,4,0,4,2,2,0,4,0,11,12,23,3,0
2020,8,79825,"LG",17,6,0,0,2,0,1,6,0,0.353,3,8,2,0,0,3,2,0,2,5,13,12,18,4,4
2020,8,63959,"NC",20,6,0,0,0,5,1,3,0,0.3,4,4,2,3,2,0,4,2,0,2,10,13,28,3,3
2020,8,76757,"KT",39,6,2,0,0,7,1,5,0,0.154,3,2,0,2,0,2,3,4,2,5,15,8,47,1,1
2020,8,78247,"HT",31,6,2,0,2,12,0,10,0,0.194,0,0,2,8,2,4,2,5,0,2,13,12,43,5,5
2020,8,99445,"SS",16,6,1,0,2,2,0,5,0,0.375,4,0,2,2,2,0,6,4,0,4,13,11,18,7,4
2020,8,69703,"HH",15,6,2,0,1,3,1,0,0,0.4,0,0,3,3,2,4,0,2,4,3,12,9,19,8,4
2020,8,76225,"LT",37,6,1,0,0,4,2,11,0,0.162,2,2,0,0,0,2,6,4,2,5,8,15,44,3,3
2020,8,62528,"LT",34,6,3,0,0,1,0,9,0,0.176,2,2,0,0,0,2,6,4,2,5,8,15,35,1,1
2020,8,76355,"LT",17,6,1,0,0,3,2,3,0,0.353,2,2,0,0,0,2,6,4,2,5,8,15,23,4,4
2020,8,68200,"OB",53,7,2,0,1,8,1,13,0,0.132,0,2,3,2,6,4,0,2,6,0,13,12,62,4,4
2020,8,74359,"WO",24,7,0,0,2,0,0,3,0,0.292,3,2,5,5,5,2,0,0,4,0,11,15,25,4,4
2020,8,63348,"WO",27,7,1,0,0,4,0,5,0,0.259,3,2,5,5,5,2,0,0,4,0,11,15,32,1,1
2020,8,69159,"LG",43,7,0,0,0,3,3,14,0,0.163,3,8,2,0,0,3,2,0,2,5,13,12,50,2,2
2020,8,76118,"NC",23,7,1,0,0,1,0,5,0,0.304,4,4,2,3,2,0,4,2,0,2,10,13,26,4,4
2020,8,65057,"KT",22,7,1,0,0,2,0,4,0,0.318,3,2,0,2,0,2,3,4,2,5,15,8,24,2,1
2020,8,75340,"KT",22,7,1,0,0,2,0,1,0,0.318,3,2,0,2,0,2,3,4,2,5,15,8,25,2,2
2020,8,69646,"HT",31,7,2,0,0,8,1,7,0,0.226,0,0,2,8,2,4,2,5,0,2,13,12,40,3,3
2020,8,60146,"SS",40,7,0,1,1,3,0,10,0,0.175,4,0,2,2,2,0,6,4,0,4,13,11,43,2,2
2020,8,69745,"HH",26,7,2,0,2,7,0,6,0,0.269,0,0,3,3,2,4,0,2,4,3,12,9,34,7,6
2020,8,63464,"HH",35,7,0,0,1,3,1,8,0,0.2,0,0,3,3,2,4,0,2,4,3,12,9,40,3,0
2020,8,66557,"LT",25,7,0,0,0,4,0,3,0,0.28,2,2,0,0,0,2,6,4,2,5,8,15,29,3,3
2020,8,50203,"OB",26,8,1,0,0,0,2,7,0,0.308,0,2,3,2,6,4,0,2,6,0,13,12,28,1,1
2020,8,62951,"OB",22,8,1,0,1,5,0,3,0,0.364,0,2,3,2,6,4,0,2,6,0,13,12,27,5,5
2020,8,61643,"OB",36,8,2,0,1,5,3,8,0,0.222,0,2,3,2,6,4,0,2,6,0,13,12,47,6,6
2020,8,67954,"NC",17,8,0,0,4,1,1,0,0,0.471,4,4,2,3,2,0,4,2,0,2,10,13,19,6,6
2020,8,62655,"NC",33,8,2,0,0,1,0,5,0,0.242,4,4,2,3,2,0,4,2,0,2,10,13,34,1,1
2020,8,67045,"KT",13,8,1,0,0,4,1,2,0,0.615,3,2,0,2,0,2,3,4,2,5,15,8,18,8,8
2020,8,65665,"HT",28,8,3,0,1,2,0,7,0,0.286,0,0,2,8,2,4,2,5,0,2,13,12,30,4,4
2020,8,75421,"SS",36,8,4,0,0,4,0,9,0,0.222,4,0,2,2,2,0,6,4,0,4,13,11,41,2,2
2020,8,67421,"SS",39,8,0,0,2,9,1,10,0,0.205,4,0,2,2,2,0,6,4,0,4,13,11,52,9,9
2020,8,63765,"HH",36,8,4,1,1,9,0,10,0,0.222,0,0,3,3,2,4,0,2,4,3,12,9,45,6,6
2020,8,78536,"LT",28,8,1,0,0,1,0,9,0,0.286,2,2,0,0,0,2,6,4,2,5,8,15,29,1,1
2020,8,67391,"WO",48,9,1,0,0,7,1,10,0,0.188,3,2,5,5,5,2,0,0,4,0,11,15,58,0,0
2020,8,69839,"SK",34,9,2,0,0,8,1,7,0,0.265,2,5,4,0,4,2,2,0,4,0,11,12,44,6,4
2020,8,69134,"LG",41,9,1,0,2,7,0,17,1,0.22,3,8,2,0,0,3,2,0,2,5,13,12,50,5,4
2020,8,75342,"KT",44,9,1,0,2,3,1,10,0,0.205,3,2,0,2,0,2,3,4,2,5,15,8,49,6,3
2020,8,66660,"HT",33,9,3,1,1,6,1,6,0,0.273,0,0,2,8,2,4,2,5,0,2,13,12,42,8,3
2020,8,77927,"SS",30,9,1,0,1,2,0,6,0,0.3,4,0,2,2,2,0,6,4,0,4,13,11,32,2,2
2020,8,50705,"HH",43,9,1,0,1,5,0,12,1,0.209,0,0,3,3,2,4,0,2,4,3,12,9,48,3,3
2020,8,67737,"HH",32,9,3,0,1,2,0,8,0,0.281,0,0,3,3,2,4,0,2,4,3,12,9,34,5,2
2020,8,63543,"LT",32,9,4,0,1,4,0,5,0,0.281,2,2,0,0,0,2,6,4,2,5,8,15,37,5,5
2020,8,76430,"WO",45,10,1,0,0,4,1,13,0,0.222,3,2,5,5,5,2,0,0,4,0,11,15,52,3,3
2020,8,69399,"WO",24,10,1,0,2,0,1,1,0,0.417,3,2,5,5,5,2,0,0,4,0,11,15,25,4,4
2020,8,64051,"WO",37,10,1,0,1,2,1,9,0,0.27,3,2,5,5,5,2,0,0,4,0,11,15,41,7,7
2020,8,76350,"SK",39,10,0,0,2,7,0,12,0,0.256,2,5,4,0,4,2,2,0,4,0,11,12,48,3,3
2020,8,65411,"SK",35,10,1,0,1,4,0,6,0,0.286,2,5,4,0,4,2,2,0,4,0,11,12,40,1,1
2020,8,73801,"LG",55,10,3,0,1,2,0,11,0,0.182,3,8,2,0,0,3,2,0,2,5,13,12,57,4,4
2020,8,62146,"LG",28,10,0,0,0,1,0,4,0,0.357,3,8,2,0,0,3,2,0,2,5,13,12,30,3,3
2020,8,65643,"NC",37,10,2,0,4,3,0,4,0,0.27,4,4,2,3,2,0,4,2,0,2,10,13,40,7,7
2020,8,64995,"NC",35,10,0,1,2,4,2,7,0,0.286,4,4,2,3,2,0,4,2,0,2,10,13,42,6,6
2020,8,50662,"HT",40,10,0,1,1,8,1,13,0,0.25,0,0,2,8,2,4,2,5,0,2,13,12,50,4,3
2020,8,73117,"SS",32,10,4,0,0,2,0,8,0,0.313,4,0,2,2,2,0,6,4,0,4,13,11,35,6,6
2020,8,65496,"SS",35,10,1,1,1,3,0,7,0,0.286,4,0,2,2,2,0,6,4,0,4,13,11,39,5,5
2020,8,62360,"WO",30,11,1,0,0,4,1,2,0,0.367,3,2,5,5,5,2,0,0,4,0,11,15,35,8,6
2020,8,60768,"SK",36,11,0,0,0,4,0,10,0,0.306,2,5,4,0,4,2,2,0,4,0,11,12,40,4,4
2020,8,76650,"LG",31,11,0,0,0,2,2,10,0,0.355,3,8,2,0,0,3,2,0,2,5,13,12,37,3,3
2020,8,65062,"KT",47,11,0,1,0,4,0,15,0,0.234,3,2,0,2,0,2,3,4,2,5,15,8,53,1,1
2020,8,69620,"HT",30,11,4,0,1,8,0,2,0,0.367,0,0,2,8,2,4,2,5,0,2,13,12,39,9,8
2020,8,63950,"HT",30,11,2,0,3,2,0,5,0,0.367,0,0,2,8,2,4,2,5,0,2,13,12,32,9,8
2020,8,66609,"HT",30,11,4,1,1,4,0,11,0,0.367,0,0,2,8,2,4,2,5,0,2,13,12,36,10,5
2020,8,68403,"SS",35,11,1,0,0,6,0,6,0,0.314,4,0,2,2,2,0,6,4,0,4,13,11,42,1,1
2020,8,74454,"SS",58,11,4,1,0,8,3,4,0,0.19,4,0,2,2,2,0,6,4,0,4,13,11,70,8,6
2020,8,68703,"HH",31,11,1,0,4,6,0,5,0,0.355,0,0,3,3,2,4,0,2,4,3,12,9,38,11,11
2020,8,61156,"HH",27,11,5,0,1,4,0,4,0,0.407,0,0,3,3,2,4,0,2,4,3,12,9,33,8,8
2020,8,64565,"LT",25,11,0,0,1,2,0,1,0,0.44,2,2,0,0,0,2,6,4,2,5,8,15,28,6,5
2020,8,76329,"OB",37,12,2,0,2,5,0,8,1,0.324,0,2,3,2,6,4,0,2,6,0,13,12,43,7,7
2020,8,64047,"KT",48,12,3,0,0,3,0,8,0,0.25,3,2,0,2,0,2,3,4,2,5,15,8,51,4,4
2020,8,61365,"SS",55,12,0,0,0,3,1,3,0,0.218,4,0,2,2,2,0,6,4,0,4,13,11,59,4,4
2020,8,63512,"LT",36,12,2,1,0,3,2,9,0,0.333,2,2,0,0,0,2,6,4,2,5,8,15,41,6,6
2020,8,60263,"NC",33,13,3,0,1,6,0,5,0,0.394,4,4,2,3,2,0,4,2,0,2,10,13,40,10,10
2020,8,69516,"HT",28,13,3,3,1,6,0,1,0,0.464,0,0,2,8,2,4,2,5,0,2,13,12,35,13,12
2020,8,65764,"HH",65,13,4,0,1,17,4,13,0,0.2,0,0,3,3,2,4,0,2,4,3,12,9,89,11,9
2020,8,73738,"HH",30,13,1,0,3,5,0,7,0,0.433,0,0,3,3,2,4,0,2,4,3,12,9,36,9,9
2020,8,74857,"HH",36,13,2,0,1,4,0,3,0,0.361,0,0,3,3,2,4,0,2,4,3,12,9,40,5,5
2020,8,69343,"WO",65,14,3,0,1,5,0,11,0,0.215,3,2,5,5,5,2,0,0,4,0,11,15,70,3,3
2020,8,63342,"WO",55,14,1,0,1,2,0,16,0,0.255,3,2,5,5,5,2,0,0,4,0,11,15,58,6,5
2020,8,65320,"WO",57,14,1,0,2,7,1,8,0,0.246,3,2,5,5,5,2,0,0,4,0,11,15,66,11,8
2020,8,78148,"LG",45,14,2,0,0,4,1,7,0,0.311,3,8,2,0,0,3,2,0,2,5,13,12,51,5,5
2020,8,67266,"OB",62,15,7,0,2,7,1,19,0,0.242,0,2,3,2,6,4,0,2,6,0,13,12,70,12,7
2020,8,62242,"OB",45,15,2,1,0,6,0,4,0,0.333,0,2,3,2,6,4,0,2,6,0,13,12,52,5,4
2020,8,61268,"WO",48,15,5,0,0,4,1,6,0,0.313,3,2,5,5,5,2,0,0,4,0,11,15,54,5,5
2020,8,64768,"SK",50,15,2,0,4,3,0,6,0,0.3,2,5,4,0,4,2,2,0,4,0,11,12,53,12,12
2020,8,68701,"HH",47,15,1,1,3,3,2,6,0,0.319,0,0,3,3,2,4,0,2,4,3,12,9,53,8,8
2020,8,69748,"HH",76,15,1,0,2,9,2,22,0,0.197,0,0,3,3,2,4,0,2,4,3,12,9,88,6,6
2020,8,75867,"NC",50,16,4,1,2,3,0,18,0,0.32,4,4,2,3,2,0,4,2,0,2,10,13,54,7,6
2020,8,66859,"SK",49,17,1,1,2,3,3,8,0,0.347,2,5,4,0,4,2,2,0,4,0,11,12,55,15,12
2020,8,61101,"LG",82,17,5,0,3,19,0,24,0,0.207,3,8,2,0,0,3,2,0,2,5,13,12,102,15,13
2020,8,65516,"KT",61,17,1,0,3,9,0,11,0,0.279,3,2,0,2,0,2,3,4,2,5,15,8,71,13,13
2020,8,64805,"OB",69,18,4,2,2,8,1,20,0,0.261,0,2,3,2,6,4,0,2,6,0,13,12,78,12,11
2020,8,67603,"WO",90,19,2,0,3,10,0,17,0,0.211,3,2,5,5,5,2,0,0,4,0,11,15,100,6,6
2020,8,66920,"NC",69,19,5,0,2,14,0,8,0,0.275,4,4,2,3,2,0,4,2,0,2,10,13,83,14,11
2020,8,50524,"LT",73,19,3,0,3,7,2,11,1,0.26,2,2,0,0,0,2,6,4,2,5,8,15,82,14,14
2020,8,62363,"WO",107,20,5,0,5,5,3,24,0,0.187,3,2,5,5,5,2,0,0,4,0,11,15,117,14,14
2020,8,60841,"SK",70,20,6,0,2,10,7,12,0,0.286,2,5,4,0,4,2,2,0,4,0,11,12,87,16,14
2020,8,69962,"NC",74,20,4,0,2,5,0,15,0,0.27,4,4,2,3,2,0,4,2,0,2,10,13,80,4,4
2020,8,50030,"KT",101,20,3,0,0,12,2,24,0,0.198,3,2,0,2,0,2,3,4,2,5,15,8,115,5,5
2020,8,69539,"LT",72,21,6,0,2,8,0,9,0,0.292,2,2,0,0,0,2,6,4,2,5,8,15,81,8,6
2020,8,62869,"SK",84,22,5,0,3,10,1,17,0,0.262,2,5,4,0,4,2,2,0,4,0,11,12,98,13,12
2020,8,68902,"NC",79,22,4,0,4,6,2,9,0,0.278,4,4,2,3,2,0,4,2,0,2,10,13,87,13,13
2020,8,69446,"SS",87,22,3,0,3,8,1,7,0,0.253,4,0,2,2,2,0,6,4,0,4,13,11,96,15,14
2020,8,77318,"HH",76,22,2,0,2,9,0,10,0,0.289,0,0,3,3,2,4,0,2,4,3,12,9,86,11,11
2020,8,50126,"LG",76,23,6,0,1,4,2,10,0,0.303,3,8,2,0,0,3,2,0,2,5,13,12,83,14,14
2020,8,63628,"HT",55,23,2,0,1,4,1,4,0,0.418,0,0,2,8,2,4,2,5,0,2,13,12,61,14,14
2020,8,50157,"LG",98,24,6,0,2,13,2,16,0,0.245,3,8,2,0,0,3,2,0,2,5,13,12,114,16,16
2020,8,68419,"SS",68,24,3,0,2,7,1,9,0,0.353,4,0,2,2,2,0,6,4,0,4,13,11,76,16,13
2020,8,69103,"LG",117,25,5,0,3,5,1,22,0,0.214,3,8,2,0,0,3,2,0,2,5,13,12,124,9,8
2020,8,68135,"LG",113,26,2,0,4,10,4,27,0,0.23,3,8,2,0,0,3,2,0,2,5,13,12,130,15,12
2020,8,77637,"HT",107,26,6,0,0,12,1,35,0,0.243,0,0,2,8,2,4,2,5,0,2,13,12,123,9,8
2020,8,62754,"HT",78,26,5,0,3,9,0,15,0,0.333,0,0,2,8,2,4,2,5,0,2,13,12,90,16,15
2020,8,69439,"SS",98,26,2,1,3,16,3,26,0,0.265,4,0,2,2,2,0,6,4,0,4,13,11,120,18,18
2020,8,65048,"KT",81,27,2,1,2,4,1,12,0,0.333,3,2,0,2,0,2,3,4,2,5,15,8,86,16,10
2020,8,69032,"KT",103,27,7,0,3,11,2,9,0,0.262,3,2,0,2,0,2,3,4,2,5,15,8,119,16,12
2020,8,50636,"HT",97,27,5,0,0,2,0,26,0,0.278,0,0,2,8,2,4,2,5,0,2,13,12,102,13,13
2020,8,73211,"LT",110,27,9,0,2,4,1,12,0,0.245,2,2,0,0,0,2,6,4,2,5,8,15,116,12,10
2020,8,64021,"LT",109,28,4,0,2,8,0,20,0,0.257,2,2,0,0,0,2,6,4,2,5,8,15,119,10,9
2020,8,67263,"OB",102,30,1,2,3,6,0,22,1,0.294,0,2,3,2,6,4,0,2,6,0,13,12,109,9,9
2020,8,50912,"NC",119,30,4,1,2,8,2,30,1,0.252,4,4,2,3,2,0,4,2,0,2,10,13,129,16,14
2020,8,64861,"SK",109,31,8,1,5,21,2,20,0,0.284,2,5,4,0,4,2,2,0,4,0,11,12,134,25,25
2020,8,50558,"LT",115,31,2,0,3,10,1,31,0,0.27,2,2,0,0,0,2,6,4,2,5,8,15,128,15,15
2020,8,79229,"OB",98,32,7,0,2,8,0,7,0,0.327,0,2,3,2,6,4,0,2,6,0,13,12,110,9,6
2020,8,67313,"WO",127,32,3,1,1,10,2,35,0,0.252,3,2,5,5,5,2,0,0,4,0,11,15,143,15,13
2020,8,65616,"HT",98,32,2,3,5,12,2,18,0,0.327,0,0,2,8,2,4,2,5,0,2,13,12,115,21,19
2020,8,66291,"OB",118,34,9,0,3,16,0,12,0,0.288,0,2,3,2,6,4,0,2,6,0,13,12,137,17,16
2020,8,69940,"NC",112,34,2,0,3,9,3,18,0,0.304,4,4,2,3,2,0,4,2,0,2,10,13,127,19,19
2020,8,50404,"SS",116,34,5,0,2,15,1,13,0,0.293,4,0,2,2,2,0,6,4,0,4,13,11,137,16,16
2020,8,69045,"OB",124,35,5,1,3,4,0,24,1,0.282,0,2,3,2,6,4,0,2,6,0,13,12,130,13,13
2020,8,69744,"HH",107,38,7,0,7,4,2,18,0,0.355,0,0,3,3,2,4,0,2,4,3,12,9,115,27,20
2020,8,50640,"HT",107,40,6,2,1,18,1,19,0,0.374,0,0,2,8,2,4,2,5,0,2,13,12,131,22,21
2020,8,50835,"SK",108,42,5,0,6,14,1,22,1,0.389,2,5,4,0,4,2,2,0,4,0,11,12,125,29,29
2020,8,50040,"KT",137,42,1,0,3,16,0,30,0,0.307,3,2,0,2,0,2,3,4,2,5,15,8,159,17,16
2020,9,69054,"KT",0,0,0,0,0,1,0,0,0,0,2,2,0,2,3,2,4,5,4,2,12,14,3,0,0
2020,9,67646,"HT",0,0,0,0,0,2,0,1,0,0,4,0,2,1,5,2,1,2,3,4,13,11,5,0,0
2020,9,66663,"HT",0,0,0,0,0,0,0,0,0,0,4,0,2,1,5,2,1,2,3,4,13,11,9,3,3
2020,9,50262,"OB",2,1,1,0,0,4,0,0,0,0.5,5,1,4,2,0,2,0,2,4,5,11,14,7,2,2
2020,9,68341,"WO",8,1,0,0,1,1,0,2,0,0.125,4,4,2,2,2,2,5,4,2,0,13,14,9,1,1
2020,9,66801,"SK",1,1,0,0,0,2,0,0,0,1,2,2,5,3,2,4,2,0,2,4,17,9,3,3,3
2020,9,50813,"SK",3,1,0,0,1,2,0,0,0,0.333,2,2,5,3,2,4,2,0,2,4,17,9,5,1,1
2020,9,50109,"LG",3,1,0,0,0,0,1,1,0,0.333,2,1,2,0,6,4,2,3,2,2,12,12,4,1,1
2020,9,60339,"NC",18,1,0,0,0,4,0,4,0,0.056,2,2,2,4,5,0,2,4,3,2,14,12,34,0,0
2020,9,63638,"HT",8,1,0,0,0,2,0,2,0,0.125,4,0,2,1,5,2,1,2,3,4,13,11,16,2,1
2020,9,61457,"SS",10,1,0,0,0,1,2,2,0,0.1,3,3,4,2,2,3,4,2,0,2,11,14,17,0,0
2020,9,67443,"SS",4,1,0,0,0,0,0,1,0,0.25,3,3,4,2,2,3,4,2,0,2,11,14,4,0,0
2020,9,72523,"LT",12,1,0,0,0,1,0,3,0,0.083,2,5,3,6,0,5,0,2,2,2,15,12,13,1,1
2020,9,66557,"LT",2,1,1,0,0,0,0,0,0,0.5,2,5,3,6,0,5,0,2,2,2,15,12,2,1,1
2020,9,62242,"OB",10,2,0,0,0,2,0,1,0,0.2,5,1,4,2,0,2,0,2,4,5,11,14,18,1,1
2020,9,65241,"OB",6,2,0,0,0,3,0,2,0,0.333,5,1,4,2,0,2,0,2,4,5,11,14,9,1,1
2020,9,64896,"SK",5,2,1,0,0,0,0,1,0,0.4,2,2,5,3,2,4,2,0,2,4,17,9,5,1,1
2020,9,65937,"NC",14,2,0,0,0,2,1,3,0,0.143,2,2,2,4,5,0,2,4,3,2,14,12,17,0,0
2020,9,64041,"KT",3,2,0,0,0,2,0,0,0,0.667,2,2,0,2,3,2,4,5,4,2,12,14,5,4,4
2020,9,66660,"HT",3,2,0,0,0,1,0,0,0,0.667,4,0,2,1,5,2,1,2,3,4,13,11,5,1,1
2020,9,63512,"LT",7,2,0,0,0,0,0,1,0,0.286,2,5,3,6,0,5,0,2,2,2,15,12,10,0,0
2020,9,77263,"OB",11,3,0,0,0,2,0,3,0,0.273,5,1,4,2,0,2,0,2,4,5,11,14,13,1,1
2020,9,62951,"OB",9,3,0,0,1,1,0,1,0,0.333,5,1,4,2,0,2,0,2,4,5,11,14,10,2,2
2020,9,63894,"SK",8,3,1,0,0,3,0,2,0,0.375,2,2,5,3,2,4,2,0,2,4,17,9,18,5,5
2020,9,65343,"SK",14,3,0,0,1,4,0,5,0,0.214,2,2,5,3,2,4,2,0,2,4,17,9,18,6,2
2020,9,75138,"SK",16,3,0,0,0,5,0,1,0,0.188,2,2,5,3,2,4,2,0,2,4,17,9,26,4,4
2020,9,64995,"NC",12,3,1,0,0,6,1,3,1,0.25,2,2,2,4,5,0,2,4,3,2,14,12,19,3,2
2020,9,67962,"NC",22,3,1,0,0,3,1,3,0,0.136,2,2,2,4,5,0,2,4,3,2,14,12,31,4,4
2020,9,65062,"KT",24,3,1,0,0,1,0,4,0,0.125,2,2,0,2,3,2,4,5,4,2,12,14,30,1,0
2020,9,65057,"KT",9,3,2,0,0,2,0,3,0,0.333,2,2,0,2,3,2,4,5,4,2,12,14,11,4,4
2020,9,64047,"KT",16,3,0,0,0,2,0,7,0,0.188,2,2,0,2,3,2,4,5,4,2,12,14,27,3,3
2020,9,60146,"SS",23,3,2,0,1,2,0,5,0,0.13,3,3,4,2,2,3,4,2,0,2,11,14,28,2,2
2020,9,65496,"SS",12,3,0,0,0,2,0,3,0,0.25,3,3,4,2,2,3,4,2,0,2,11,14,17,0,0
2020,9,77591,"LT",4,3,2,0,0,1,1,1,0,0.75,2,5,3,6,0,5,0,2,2,2,15,12,6,5,5
2020,9,79545,"LT",18,3,1,0,1,1,0,6,0,0.167,2,5,3,6,0,5,0,2,2,2,15,12,25,4,4
2020,9,50556,"LT",19,3,1,0,0,0,0,4,0,0.158,2,5,3,6,0,5,0,2,2,2,15,12,23,3,3
2020,9,50203,"OB",11,4,0,0,1,2,0,2,0,0.364,5,1,4,2,0,2,0,2,4,5,11,14,13,4,4
2020,9,76329,"OB",16,4,0,2,0,3,0,5,0,0.25,5,1,4,2,0,2,0,2,4,5,11,14,24,3,3
2020,9,50360,"WO",20,4,1,0,1,0,0,1,0,0.2,4,4,2,2,2,2,5,4,2,0,13,14,20,2,2
2020,9,64051,"WO",16,4,0,0,0,5,0,3,0,0.25,4,4,2,2,2,2,5,4,2,0,13,14,26,3,3
2020,9,76858,"SK",21,4,1,0,0,4,0,7,0,0.19,2,2,5,3,2,4,2,0,2,4,17,9,26,3,2
