"year","month","T_ID","VS_T_ID","TB_SC","P_ID","BAT_ORDER_NO","PA","AB","RBI","RUN","HIT","H2","H3","HR","SB","CS","SH","SF","BB","IB","HP","KK","GD","ERR","LOB","P_AB_CN","P_HIT_CN"
2017,5,"KT","WO","B",78548,7,4,3,1,1,1,0,0,1,0,0,0,0,1,0,0,2,0,0,1,1,0
2017,5,"KT","WO","B",78753,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2017,5,"WO","KT","T",79300,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,5,"WO","KT","T",79365,8,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2017,5,"KT","WO","B",79453,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
2017,5,"KT","WO","B",99810,5,4,4,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
2017,5,"LT","LG","T",60523,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
2017,5,"LG","LT","B",61102,8,4,3,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,2,0
2017,5,"LT","LG","T",61204,7,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2017,5,"LT","LG","T",61591,9,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2017,5,"LT","LG","T",62556,8,4,3,1,0,1,1,0,0,1,0,0,0,0,0,1,1,0,0,2,1,0
2017,5,"LT","LG","T",62559,2,2,2,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0
2017,5,"LG","LT","B",64153,5,4,4,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,1,2,0
2017,5,"LG","LT","B",65103,4,4,4,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
2017,5,"LG","LT","B",65115,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0
2017,5,"LT","LG","T",65513,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,5,"LT","LG","T",66508,5,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0
2017,5,"LT","LG","T",67598,6,4,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
2017,5,"LT","LG","T",71552,4,4,3,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0
2017,5,"LT","LG","T",71564,3,4,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2017,5,"LT","LG","T",71565,2,3,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,5,"LG","LT","B",72133,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2017,5,"LG","LT","B",72456,9,4,4,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0
2017,5,"LT","LG","T",74540,9,3,2,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,2,1,0
2017,5,"LG","LT","B",74823,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,5,"LG","LT","B",76100,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,5,"LT","LG","T",76509,7,2,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2017,5,"LT","LG","T",77532,1,5,5,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,3,1
2017,5,"LG","LT","B",78135,1,4,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2017,5,"LG","LT","B",78217,2,4,3,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
2017,5,"LG","LT","B",79109,6,4,3,3,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,3,1,1
2017,5,"LG","LT","B",79192,7,4,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
2017,5,"LT","LG","T",79356,5,3,2,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
2017,5,"LG","LT","B",99606,3,4,1,0,1,0,0,0,0,0,0,0,0,3,1,0,0,0,0,2,0,0
2017,5,"HT","OB","B",62007,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,5,"HT","OB","B",62864,8,2,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,5,"HT","OB","B",63722,8,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2017,5,"OB","HT","T",65269,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2017,5,"HT","OB","B",65653,9,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2017,5,"OB","HT","T",66209,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,5,"OB","HT","T",66244,3,5,5,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
2017,5,"HT","OB","B",66606,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,5,"HT","OB","B",67650,1,4,4,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
2017,5,"HT","OB","B",70756,6,4,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2017,5,"HT","OB","B",72443,4,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2017,5,"OB","HT","T",74206,9,4,4,1,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
2017,5,"HT","OB","B",74605,7,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
2017,5,"OB","HT","T",75334,8,4,3,3,3,2,0,0,1,0,0,0,0,1,0,0,0,0,0,0,2,2
2017,5,"OB","HT","T",76232,5,4,4,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2017,5,"OB","HT","T",76249,1,5,5,0,1,2,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0
2017,5,"OB","HT","T",76267,2,4,4,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2,1
2017,5,"OB","HT","T",77248,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,5,"OB","HT","T",78224,4,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
2017,5,"HT","OB","B",78603,2,4,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2017,5,"HT","OB","B",78629,5,4,3,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0
2017,5,"OB","HT","T",79215,6,4,4,0,1,1,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0
2017,5,"OB","HT","T",79240,7,4,4,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,5,"HT","OB","B",79608,3,4,4,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
2017,5,"SK","NC","T",61869,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2017,5,"NC","SK","B",62016,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,5,"SK","NC","T",62802,9,3,2,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0
2017,5,"SK","NC","T",62895,4,4,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2017,5,"NC","SK","B",62947,3,4,3,1,0,1,1,0,0,0,0,0,0,1,0,0,2,0,0,2,1,1
2017,5,"SK","NC","T",63634,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,5,"SK","NC","T",63704,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2017,5,"NC","SK","B",63920,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2017,5,"NC","SK","B",63963,6,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0
2017,5,"SK","NC","T",64868,1,4,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
2017,5,"SK","NC","T",66838,6,4,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1
2017,5,"SK","NC","T",67872,5,4,2,0,0,0,0,0,0,1,0,0,0,2,0,0,1,0,0,2,0,0
2017,5,"NC","SK","B",67935,4,4,3,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,2,1,1
2017,5,"SK","NC","T",73209,7,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
2017,5,"NC","SK","B",73213,8,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
2017,5,"NC","SK","B",73306,7,4,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,1,0
2017,5,"NC","SK","B",73339,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,5,"NC","SK","B",74465,5,4,3,0,0,0,0,0,0,0,0,0,0,1,0,0,2,1,0,1,2,0
2017,5,"SK","NC","T",74846,7,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0
2017,5,"SK","NC","T",75847,3,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0
2017,5,"SK","NC","T",76802,2,4,3,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0
2017,5,"SK","NC","T",76812,8,3,3,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2017,5,"NC","SK","B",78122,9,3,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2017,5,"NC","SK","B",78813,2,4,4,0,1,2,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0
2017,5,"NC","SK","B",94629,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
2017,5,"SS","HH","T",60456,9,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0
2017,5,"HH","SS","B",60667,7,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0
2017,5,"SS","HH","T",61404,6,5,5,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,3,1
2017,5,"HH","SS","B",61700,8,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2017,5,"SS","HH","T",62404,7,5,4,1,1,1,0,0,1,0,0,0,0,1,0,0,2,0,0,1,1,0
2017,5,"SS","HH","T",62415,1,6,6,0,1,2,1,0,0,0,0,0,0,0,0,0,2,0,0,2,1,0
2017,5,"HH","SS","B",62700,2,6,4,1,1,2,1,0,0,0,0,0,0,2,0,0,1,0,0,4,2,1
2017,5,"HH","SS","B",62797,6,6,5,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,2,3,0
2017,5,"SS","HH","T",64610,9,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2017,5,"SS","HH","T",65412,8,2,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2017,5,"HH","SS","B",66702,9,5,5,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0
2017,5,"HH","SS","B",66740,5,6,5,2,1,3,0,0,1,0,0,0,0,0,0,1,0,0,0,3,1,0
2017,5,"SS","HH","T",67450,4,5,4,2,2,4,2,0,0,0,0,0,0,1,0,0,0,0,0,2,1,1
2017,5,"HH","SS","B",71347,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,5,"HH","SS","B",71752,4,6,5,3,0,2,0,0,0,0,0,0,0,1,0,0,1,1,0,2,3,1
2017,5,"SS","HH","T",72466,3,5,4,1,3,3,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0
2017,5,"HH","SS","B",73602,8,4,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,1,0
2017,5,"SS","HH","T",75566,2,5,5,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
2017,5,"HH","SS","B",75808,1,6,6,0,3,4,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0
2017,5,"HH","SS","B",76753,3,6,2,2,2,1,0,0,1,0,0,1,0,3,0,0,0,0,0,1,1,1
2017,5,"HH","SS","B",78745,7,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2017,5,"SS","HH","T",79402,9,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2017,5,"SS","HH","T",79456,8,3,2,2,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,2,1,1
2017,5,"HH","SS","B",79705,7,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2017,5,"SS","HH","T",95436,5,5,4,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,3,0
2017,5,"HH","SS","B",98144,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,5,"KT","WO","B",60343,6,2,2,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
2017,5,"KT","WO","B",60558,1,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0
2017,5,"WO","KT","T",61353,9,4,4,0,1,3,0,0,0,1,0,0,0,0,0,0,1,0,0,2,1,0
2017,5,"KT","WO","B",62265,2,4,4,1,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
2017,5,"WO","KT","T",62353,1,5,5,1,1,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,3,0
2017,5,"WO","KT","T",62356,4,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,5,"KT","WO","B",63450,7,2,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
2017,5,"KT","WO","B",64006,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,5,"WO","KT","T",64300,5,5,4,4,1,2,0,0,1,0,0,0,0,1,0,0,1,0,0,1,2,2
2017,5,"WO","KT","T",67341,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,5,"KT","WO","B",70553,9,4,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,2,1,0
2017,5,"KT","WO","B",73113,3,4,4,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0
2017,5,"KT","WO","B",73153,8,2,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
2017,5,"WO","KT","T",73342,4,4,4,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2017,5,"WO","KT","T",74215,3,5,4,3,3,2,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,1
2017,5,"KT","WO","B",74339,4,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2017,5,"WO","KT","T",76746,6,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
2017,5,"KT","WO","B",77462,7,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
2017,5,"WO","KT","T",77463,6,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0
2017,5,"WO","KT","T",77564,7,5,4,1,1,2,1,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0
2017,5,"WO","KT","T",78168,2,4,4,1,1,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
2017,5,"KT","WO","B",78517,8,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0
2017,5,"KT","WO","B",78548,6,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2017,5,"KT","WO","B",78753,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,5,"WO","KT","T",79300,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2017,5,"WO","KT","T",79365,8,5,4,0,1,0,0,0,0,0,0,0,0,1,0,0,2,1,0,0,1,0
2017,5,"KT","WO","B",79453,5,4,4,0,1,2,2,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
2017,5,"LT","LG","T",60523,6,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2017,5,"LG","LT","B",61102,8,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,1,0
2017,5,"LT","LG","T",61204,2,4,3,0,1,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
2017,5,"LT","LG","T",62556,9,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2017,5,"LT","LG","T",62559,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
2017,5,"LG","LT","B",64153,6,4,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,1
2017,5,"LG","LT","B",65103,4,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0
2017,5,"LG","LT","B",65115,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,5,"LT","LG","T",65513,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,5,"LT","LG","T",66508,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,5,"LT","LG","T",67598,7,4,4,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0
2017,5,"LT","LG","T",71552,4,4,4,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1
2017,5,"LT","LG","T",71564,3,4,4,1,0,2,1,0,0,0,0,0,0,0,0,0,1,0,0,2,2,1
2017,5,"LT","LG","T",71565,8,4,3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2017,5,"LG","LT","B",72133,3,4,3,0,2,2,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
2017,5,"LG","LT","B",72456,9,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,5,"LT","LG","T",74540,5,4,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,1,0
2017,5,"LG","LT","B",74823,2,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0
2017,5,"LG","LT","B",76100,2,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,5,"LT","LG","T",76509,9,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,5,"LT","LG","T",77532,1,5,4,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
2017,5,"LG","LT","B",78135,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,5,"LG","LT","B",78217,1,4,2,0,0,0,0,0,0,0,1,0,0,2,0,0,1,0,0,1,0,0
2017,5,"LG","LT","B",79109,5,4,2,0,1,1,0,0,0,0,0,0,0,2,1,0,0,0,0,2,0,0
2017,5,"LG","LT","B",79192,7,4,4,2,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
2017,5,"LT","LG","T",79356,6,3,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
2017,5,"HT","OB","B",62007,9,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0
2017,5,"OB","HT","T",62234,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,5,"HT","OB","B",62864,9,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2017,5,"HT","OB","B",63722,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,5,"HT","OB","B",65653,3,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2017,5,"OB","HT","T",66209,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,5,"OB","HT","T",66244,3,5,2,1,2,2,0,0,1,0,0,0,0,3,0,0,0,0,0,2,0,0
2017,5,"HT","OB","B",66606,8,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2017,5,"HT","OB","B",67650,1,5,5,1,2,2,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
2017,5,"HT","OB","B",70756,6,5,2,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,2,2,1,0
2017,5,"HT","OB","B",72443,4,5,3,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,3,2,0
2017,5,"HT","OB","B",72559,8,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2017,5,"HT","OB","B",73606,7,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0
2017,5,"OB","HT","T",74206,9,4,3,1,2,2,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1
2017,5,"HT","OB","B",74605,8,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,5,"OB","HT","T",75334,7,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
2017,5,"OB","HT","T",76232,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,2,0
2017,5,"OB","HT","T",76249,1,5,5,2,1,2,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1
2017,5,"OB","HT","T",76267,2,4,3,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
2017,5,"OB","HT","T",77248,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2017,5,"OB","HT","T",78224,4,5,3,0,0,0,0,0,0,0,0,0,0,2,0,0,2,1,1,0,0,0
2017,5,"HT","OB","B",78603,2,5,5,0,1,2,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0
2017,5,"HT","OB","B",78629,3,4,4,1,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,1,1,1
2017,5,"OB","HT","T",79215,6,5,5,1,1,2,1,1,0,0,0,0,0,0,0,0,2,0,0,2,0,0
2017,5,"OB","HT","T",79240,8,4,4,0,1,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0
2017,5,"HT","OB","B",79608,5,5,4,1,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,3,2,2
2017,5,"NC","SK","B",60566,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2017,5,"SK","NC","T",61869,7,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
2017,5,"NC","SK","B",62016,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,5,"SK","NC","T",62802,9,4,4,2,1,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0
2017,5,"SK","NC","T",62895,3,6,6,2,1,2,0,0,0,0,0,0,0,0,0,0,1,0,0,2,2,1
2017,5,"NC","SK","B",62907,2,4,4,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1
2017,5,"NC","SK","B",62947,3,5,4,0,0,1,1,0,0,0,0,0,0,1,1,0,3,0,0,2,0,0
2017,5,"SK","NC","T",63634,7,5,5,0,0,1,1,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0
2017,5,"SK","NC","T",63704,6,3,3,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1
2017,5,"NC","SK","B",63920,8,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,5,"NC","SK","B",63963,6,5,4,0,1,1,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0
2017,5,"SK","NC","T",64868,1,6,4,1,2,1,0,0,0,1,0,0,0,2,0,0,1,0,0,1,0,0
2017,5,"SK","NC","T",66859,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,5,"SK","NC","T",67872,5,6,5,1,0,1,0,0,0,0,0,0,0,1,1,0,2,0,0,1,4,1
2017,5,"NC","SK","B",67935,4,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,2,0
2017,5,"SK","NC","T",73209,9,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2017,5,"NC","SK","B",73213,8,4,4,1,1,2,0,0,0,0,0,0,0,0,0,0,0,1,0,2,2,1
2017,5,"NC","SK","B",73306,5,2,2,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
2017,5,"NC","SK","B",73339,1,5,4,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0
2017,5,"NC","SK","B",74465,5,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2017,5,"SK","NC","T",75847,4,6,4,0,0,1,0,0,0,0,0,0,0,2,0,0,1,0,0,3,2,0
2017,5,"SK","NC","T",76158,6,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,1,0
2017,5,"SK","NC","T",76802,2,6,6,1,1,4,0,0,0,0,0,0,0,0,0,0,1,0,0,2,1,1
2017,5,"SK","NC","T",76812,8,5,5,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
2017,5,"NC","SK","B",78122,9,4,1,0,0,0,0,0,0,0,0,2,0,0,0,1,1,0,0,1,1,0
2017,5,"NC","SK","B",78813,7,5,4,1,1,2,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,1
2017,5,"NC","SK","B",94629,9,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,5,"SS","HH","T",60456,9,4,4,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,5,"SS","HH","T",61404,6,4,4,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1
2017,5,"HH","SS","B",61700,8,3,2,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0
2017,5,"SS","HH","T",62404,7,4,4,1,1,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0
2017,5,"SS","HH","T",62406,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,5,"SS","HH","T",62415,1,5,5,0,2,3,1,0,0,2,0,0,0,0,0,0,1,0,0,1,0,0
2017,5,"HH","SS","B",62700,6,5,5,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,3,1
2017,5,"SS","HH","T",64610,2,5,4,1,1,0,0,0,0,1,0,1,0,0,0,0,2,0,0,0,2,0
2017,5,"HH","SS","B",66702,8,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2017,5,"HH","SS","B",66740,5,5,4,0,0,2,2,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0
2017,5,"SS","HH","T",67450,4,5,5,3,1,1,0,0,1,0,0,0,0,0,0,0,2,0,0,0,3,1
2017,5,"HH","SS","B",71347,2,5,5,0,1,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0
