"","PA","BB_rate","HR_rate","AVG","OBP","SLG","OPS","XR","SB_rate","BABIP","H2_rate","H3_rate"
"1109",78,0.153846153846154,0.0555555555555556,0.276923076923077,0.38961038961039,0.4,0.78961038961039,10.67,1,0.308743169398907,0.277777777777778,0
"1110",75,0.146666666666667,0.0526315789473684,0.311475409836066,0.4,0.459016393442623,0.859016393442623,11.354,0.666666666666667,0.342265529841657,0.315789473684211,0
"1111",58,0.120689655172414,0.125,0.326530612244898,0.413793103448276,0.469387755102041,0.883180858550317,9.21,0.545454545454545,0.308229813664596,0.0625,0
"1112",5,0,0,0,0,0,0,-0.466,0.710526315789474,0.370967741935484,0,0
"1113",68,0.0294117647058824,0.105263157894737,0.296875,0.323529411764706,0.453125,0.776654411764706,8.764,0,0.365957446808511,0.105263157894737,0.0526315789473684
"1114",92,0.130434782608696,0.181818181818182,0.278481012658228,0.369565217391304,0.493670886075949,0.863236103467254,13.57,0.666666666666667,0.323211875843455,0.227272727272727,0
"1115",106,0.188679245283019,0.0588235294117647,0.409638554216867,0.533333333333333,0.542168674698795,1.07550200803213,23.678,0.745098039215686,0.34943351222421,0.147058823529412,0
"1116",0,0,0,0,0,0,0,0,0.25,0.272727272727273,0,0
"1117",14,0,0,0.153846153846154,0.153846153846154,0.307692307692308,0.461538461538462,0.45,0.333333333333333,0.286713286713287,1,0
"1118",9,0.222222222222222,0,0.142857142857143,0.333333333333333,0.285714285714286,0.619047619047619,0.516,0.5,0.28839590443686,1,0
"1119",73,0.0821917808219178,0.19047619047619,0.318181818181818,0.375,0.575757575757576,0.950757575757576,12.522,0.75,0.302136317395727,0.238095238095238,0
"1120",1,0,0,0,0,0,0,-0.09,0,0.380952380952381,0,0
"1121",96,0.0416666666666667,0,0.269662921348315,0.308510638297872,0.314606741573034,0.623117379870906,7.936,0.537037037037037,0.344199424736337,0.166666666666667,0
"1122",88,0.147727272727273,0,0.230769230769231,0.373493975903614,0.276923076923077,0.650417052826691,9.506,0.611111111111111,0.299554565701559,0.0666666666666667,0.0666666666666667
"1123",21,0,0,0.222222222222222,0.3,0.222222222222222,0.522222222222222,1.428,0,0.253012048192771,0,0
"1124",41,0.0487804878048781,0.181818181818182,0.314285714285714,0.4,0.485714285714286,0.885714285714286,6.51,0.2,0.302702702702703,0,0
"1125",8,0.125,0,0.428571428571429,0.5,0.714285714285714,1.21428571428571,1.904,0,0.3125,0.666666666666667,0
"1126",0,0,0,0,0,0,0,0,0.7,0.263157894736842,0,0
"1127",42,0.0952380952380952,0.333333333333333,0.236842105263158,0.30952380952381,0.526315789473684,0.835839598997494,5.698,0.578947368421053,0.330567081604426,0.222222222222222,0
"1128",3,0,0,0,0,0,0,-0.286,0,0.45,0,0
"1129",42,0.0714285714285714,0,0.27027027027027,0.325,0.324324324324324,0.649324324324324,3.726,0.611111111111111,0.319201995012469,0.2,0
"1130",107,0.158878504672897,0.15625,0.359550561797753,0.467289719626168,0.573033707865168,1.04032342749134,22.082,0.8,0.37233259749816,0.125,0
"1131",56,0.0714285714285714,0.294117647058824,0.333333333333333,0.392857142857143,0.705882352941177,1.09873949579832,12.584,0.636363636363636,0.332332332332332,0.235294117647059,0
"1132",38,0,0,0.129032258064516,0.162162162162162,0.161290322580645,0.323452484742807,1.51,0.5,0.267123287671233,0.25,0
"1133",43,0.0465116279069767,0.0833333333333333,0.307692307692308,0.348837209302326,0.435897435897436,0.784734645199761,5.452,0,0.307692307692308,0.166666666666667,0
"1134",47,0.0638297872340425,0,0.357142857142857,0.391304347826087,0.428571428571429,0.819875776397516,6.724,0.699029126213592,0.335581787521079,0.2,0
"1135",1,0,0,0,0,0,0,-0.098,0,0,0,0
"1136",92,0.108695652173913,0.0740740740740741,0.3375,0.423913043478261,0.4625,0.886413043478261,14.166,0.671232876712329,0.322045152722444,0.148148148148148,0
"1137",4,0,0,0,0,0,0,-0.384,0.666666666666667,0.264044943820225,0,0
"1138",95,0.0315789473684211,0.0714285714285714,0.32183908045977,0.365591397849462,0.413793103448276,0.779384501297738,12.608,0.653846153846154,0.343940419769804,0.0714285714285714,0
"1139",33,0.0909090909090909,0,0.185185185185185,0.290322580645161,0.222222222222222,0.512544802867384,1.73,0,0.265193370165746,0.2,0
"1140",32,0.0625,0,0.185185185185185,0.266666666666667,0.185185185185185,0.451851851851852,1.572,0.65,0.282828282828283,0,0
"1141",37,0.135135135135135,0.166666666666667,0.206896551724138,0.351351351351351,0.310344827586207,0.661696178937558,4.416,0.75,0.285106382978723,0,0
"1142",3,0,0,0,0,0,0,-0.648,0,0.34375,0,0
"1143",6,0,0,0.2,0.2,0.2,0.4,0.164,0,0.206896551724138,0,0
"1144",0,0,0,0,0,0,0,0,0,0,0,0
"1145",26,0.0769230769230769,0.5,0.19047619047619,0.32,0.523809523809524,0.843809523809524,3.428,0.8,0.325301204819277,0.25,0
"1146",0,0,0,0,0,0,0,0,0,0,0,0
"1147",5,0.2,0,0.25,0.4,0.25,0.65,0.562,0.285714285714286,0.317708333333333,0,0
"1148",2,0,0,0,0,0,0,-0.18,0,0.153846153846154,0,0
"1149",49,0.0408163265306122,0.25,0.181818181818182,0.208333333333333,0.318181818181818,0.526515151515151,3.418,0,0.284584980237154,0,0
"1150",4,0,0,0.25,0.25,0.25,0.5,0.23,0.428571428571429,0.287037037037037,0,0
"1151",8,0,0,0.25,0.25,0.25,0.5,0.444,1,0.307106598984772,0,0
"1152",38,0,0,0.243243243243243,0.243243243243243,0.27027027027027,0.513513513513514,2.372,0.611111111111111,0.333767926988266,0.111111111111111,0
"1153",15,0.0666666666666667,0,0.0714285714285714,0.133333333333333,0.0714285714285714,0.204761904761905,-0.732,0.844827586206897,0.296754250386399,0,0
"1154",83,0.0120481927710843,0.08,0.3125,0.313253012048193,0.5,0.813253012048193,11.28,0.769230769230769,0.326923076923077,0.36,0
"1155",76,0.0526315789473684,0.0909090909090909,0.161764705882353,0.205479452054795,0.25,0.455479452054795,3.28,0.641025641025641,0.334042553191489,0.272727272727273,0
"1156",13,0,0.142857142857143,0.583333333333333,0.583333333333333,0.833333333333333,1.41666666666667,3.89,0.694444444444444,0.304747320061256,0,0
"1157",0,0,0,0,0,0,0,0,0,0,0,0
"1158",4,0,0,0.25,0.25,0.25,0.5,0.214,0.333333333333333,0.235294117647059,0,0
"1159",84,0.0476190476190476,0.08,0.3125,0.345238095238095,0.475,0.820238095238095,11.61,0.707317073170732,0.346730245231608,0.2,0.04
"1160",81,0.135802469135802,0.272727272727273,0.328358208955224,0.432098765432099,0.626865671641791,1.05896443707389,16.776,0.666666666666667,0.284823284823285,0.0909090909090909,0
"1161",3,0,0,0,0,0,0,-0.27,1,0.268221574344023,0,0
"1162",39,0.0769230769230769,0,0.228571428571429,0.307692307692308,0.342857142857143,0.650549450549451,3.854,0.642857142857143,0.358974358974359,0.25,0.125
"1163",0,0,0,0,0,0,0,0,0,0,0,0
"1164",78,0.128205128205128,0.111111111111111,0.276923076923077,0.368421052631579,0.492307692307692,0.860728744939271,11.606,0.666666666666667,0.355595667870036,0.333333333333333,0.0555555555555556
"1165",70,0.142857142857143,0.266666666666667,0.254237288135593,0.357142857142857,0.508474576271186,0.865617433414044,10.918,0.333333333333333,0.260053619302949,0.0666666666666667,0.0666666666666667
"1166",6,0,0,0.166666666666667,0.166666666666667,0.333333333333333,0.5,0.434,0.333333333333333,0.205882352941176,1,0
"1167",5,0,0,0.2,0.2,0.2,0.4,0.124,0.576923076923077,0.349397590361446,0,0
"1168",11,0.181818181818182,0,0.222222222222222,0.363636363636364,0.333333333333333,0.696969696969697,1.246,0.636363636363636,0.311444652908068,0.5,0
"1169",10,0.1,0,0.111111111111111,0.2,0.111111111111111,0.311111111111111,-0.258,0.5,0.283333333333333,0,0
"1170",7,0,0,0.428571428571429,0.428571428571429,0.428571428571429,0.857142857142857,1.124,0,0.444444444444444,0,0
"1171",21,0.0952380952380952,0,0.263157894736842,0.333333333333333,0.315789473684211,0.649122807017544,1.36,0.8125,0.331140350877193,0.2,0
"1172",0,0,0,0,0,0,0,0,0,0,0,0
"1173",85,0.0470588235294118,0.1875,0.207792207792208,0.25609756097561,0.376623376623377,0.632720937598986,7.5,0.2,0.262357414448669,0.25,0
"1174",19,0.210526315789474,0,0.285714285714286,0.473684210526316,0.285714285714286,0.759398496240602,2.258,0.75,0.305555555555556,0,0
"1175",61,0.114754098360656,0.1,0.212765957446809,0.35,0.340425531914894,0.690425531914894,7.116,0.666666666666667,0.332644628099174,0.3,0
"1176",3,0,0,0.333333333333333,0.333333333333333,0.333333333333333,0.666666666666667,0.312,0,0.107142857142857,0,0
"1177",72,0.0277777777777778,0.0588235294117647,0.253731343283582,0.27536231884058,0.343283582089552,0.618645900930132,6.318,0.759259259259259,0.309893704006541,0.176470588235294,0
"1178",7,0,0,0.333333333333333,0.285714285714286,0.5,0.785714285714286,1.114,0.75,0.26865671641791,0.5,0
"1179",8,0,0,0.375,0.375,0.5,0.875,1.434,0.631578947368421,0.387832699619772,0.333333333333333,0
"1180",1,0,0,0,0,0,0,-0.46,0,0.25,0,0
"1181",0,0,0,0,0,0,0,0,0,0,0,0
"1182",3,0,0,0,0,0,0,-0.278,1,0,0,0
"1183",45,0.0444444444444444,0,0.214285714285714,0.244444444444444,0.285714285714286,0.53015873015873,2.082,1,0.32258064516129,0.333333333333333,0
"1184",49,0.0408163265306122,0,0.340425531914894,0.36734693877551,0.361702127659574,0.729049066435085,5.33,0.5,0.304424778761062,0.0625,0
"1185",44,0.159090909090909,0.230769230769231,0.351351351351351,0.454545454545455,0.594594594594595,1.04914004914005,8.728,0.571428571428571,0.321349963316214,0,0
"1186",105,0.0857142857142857,0,0.326315789473684,0.384615384615385,0.389473684210526,0.774089068825911,13.02,0.714285714285714,0.351990049751244,0.129032258064516,0.032258064516129
"1187",101,0.138613861386139,0.129032258064516,0.35632183908046,0.445544554455446,0.505747126436782,0.951291680892227,19.316,0.666666666666667,0.336963097398669,0.032258064516129,0
"1188",0,0,0,0,0,0,0,0,0,0,0,0
"1189",69,0.159420289855072,0.0714285714285714,0.245614035087719,0.36231884057971,0.403508771929825,0.765827612509535,8.714,0,0.266666666666667,0.285714285714286,0.0714285714285714
"1190",3,0,0.5,0.666666666666667,0.666666666666667,1.66666666666667,2.33333333333333,1.85,1,0.305699481865285,0,0
"1191",12,0,0,0.333333333333333,0.333333333333333,0.416666666666667,0.75,1.476,1,0.270833333333333,0.25,0
"1192",33,0.0909090909090909,0,0.25,0.333333333333333,0.357142857142857,0.69047619047619,3.022,0.7,0.304511278195489,0.428571428571429,0
"1193",41,0.0975609756097561,0.4,0.285714285714286,0.390243902439024,0.657142857142857,1.04738675958188,8.056,0.5,0.246031746031746,0.1,0
"1194",0,0,0,0,0,0,0,0,0,0,0,0
"1195",75,0.08,0.05,0.303030303030303,0.351351351351351,0.424242424242424,0.775593775593776,10.104,0.5,0.345211581291759,0.15,0.05
"1196",59,0.0169491525423729,0.136363636363636,0.385964912280702,0.389830508474576,0.684210526315789,1.07404103479037,11.562,0.4,0.343789209535759,0.363636363636364,0
"1197",64,0.03125,0.0769230769230769,0.220338983050847,0.258064516129032,0.305084745762712,0.563149261891744,4.004,0.75,0.309713375796178,0.153846153846154,0
"1198",55,0.163636363636364,0.0666666666666667,0.333333333333333,0.454545454545455,0.488888888888889,0.943434343434343,8.946,0.579545454545455,0.353068592057762,0.266666666666667,0
"1199",3,0.333333333333333,0,0.5,0.666666666666667,0.5,1.16666666666667,0.742,0.666666666666667,0.340579710144928,0,0
"1200",1,0,0,1,1,1,2,0.5,0.5,0.31638418079096,0,0
"1201",0,0,0,0,0,0,0,0,0,0.302325581395349,0,0
"1202",68,0.0294117647058824,0.117647058823529,0.26984126984127,0.298507462686567,0.396825396825397,0.695332859511964,7.528,0.470588235294118,0.293515358361775,0.117647058823529,0
"1203",89,0.0674157303370786,0.0869565217391304,0.2875,0.352272727272727,0.425,0.777272727272727,12.234,0.6,0.300675675675676,0.217391304347826,0
"1204",10,0,0,0.5,0.5,0.7,1.2,2.754,0.5,0.317647058823529,0,0.2
"1205",13,0.384615384615385,0,0.25,0.538461538461538,0.375,0.913461538461538,2.364,0,0.28,0.5,0
"1206",81,0.0987654320987654,0,0.314285714285714,0.382716049382716,0.371428571428571,0.754144620811287,9.88,0.586206896551724,0.36773350751143,0.181818181818182,0
"1207",60,0.0666666666666667,0,0.320754716981132,0.366666666666667,0.377358490566038,0.744025157232704,7.028,0.705882352941177,0.307038834951456,0.176470588235294,0
"1208",29,0.103448275862069,0.125,0.307692307692308,0.379310344827586,0.5,0.879310344827586,4.346,0.615384615384615,0.337730870712401,0.25,0
"1209",0,0,0,0,0,0,0,0,0,0,0,0
"1210",45,0.155555555555556,0,0.25,0.372093023255814,0.305555555555556,0.67764857881137,4.568,0.615384615384615,0.329700272479564,0.222222222222222,0
"1211",67,0.104477611940299,0,0.310344827586207,0.384615384615385,0.379310344827586,0.763925729442971,7.69,0.738461538461539,0.345291479820628,0.222222222222222,0
"1212",89,0.168539325842697,0.125,0.333333333333333,0.449438202247191,0.555555555555556,1.00499375780275,17.678,0.74,0.336415362731152,0.291666666666667,0
"1213",29,0,0.3,0.37037037037037,0.37037037037037,0.740740740740741,1.11111111111111,6.534,0.636363636363636,0.298342541436464,0.1,0
"1214",13,0,0,0,0,0,0,-1.202,0.7,0.302872062663185,0,0
"1215",65,0.0923076923076923,0,0.357142857142857,0.4,0.464285714285714,0.864285714285714,10.392,0.548387096774194,0.34314980793854,0.1,0.1
"1216",5,0,0,0.2,0.2,0.2,0.4,0.124,0.5,0.207920792079208,0,0
"1217",44,0.0909090909090909,0.125,0.4,0.454545454545455,0.675,1.12954545454545,9.606,0.6,0.365963855421687,0.3125,0
"1218",37,0.0540540540540541,0,0.333333333333333,0.382352941176471,0.366666666666667,0.749019607843137,4.214,0.6,0.331108144192256,0.1,0
"1219",46,0.0869565217391304,0.2,0.238095238095238,0.304347826086957,0.380952380952381,0.685300207039337,4.942,0.72,0.325221238938053,0,0
"1220",0,0,0,0,0,0,0,0,0,0,0,0
"1221",33,0.0606060606060606,0,0.333333333333333,0.375,0.366666666666667,0.741666666666667,3.894,0.714285714285714,0.276543209876543,0.1,0
"1222",7,0,0,0.166666666666667,0.166666666666667,0.166666666666667,0.333333333333333,0.066,0.666666666666667,0.324468085106383,0,0
"1223",28,0.0714285714285714,0,0.285714285714286,0.347826086956522,0.333333333333333,0.681159420289855,2.34,1,0.305343511450382,0.166666666666667,0
"1224",77,0.12987012987013,0.05,0.344827586206897,0.493333333333333,0.448275862068966,0.941609195402299,12.57,0.45,0.316851664984864,0.15,0
"1225",43,0.0465116279069767,0,0.317073170731707,0.348837209302326,0.341463414634146,0.690300623936472,4.768,0,0.312236286919831,0.0769230769230769,0
"1226",56,0.0892857142857143,0.0833333333333333,0.244897959183673,0.303571428571429,0.326530612244898,0.630102040816326,5.694,0.428571428571429,0.33983286908078,0.0833333333333333,0
"1227",4,0.25,0,0,0.25,0,0.25,0.07,0,0.227272727272727,0,0
"1228",1,0,0,1,1,1,2,-0.14,0.787234042553192,0.351063829787234,0,0
"1229",21,0.19047619047619,0.333333333333333,0.176470588235294,0.333333333333333,0.352941176470588,0.686274509803922,2.032,0,0.327503974562798,0,0
"1230",30,0.0666666666666667,0,0.296296296296296,0.366666666666667,0.333333333333333,0.7,2.068,0.6,0.317647058823529,0.125,0
"1231",0,0,0,0,0,0,0,0,0.4,0.277511961722488,0,0
"1232",23,0.0434782608695652,0,0.15,0.19047619047619,0.15,0.34047619047619,0.358,0.583333333333333,0.295823665893271,0,0
"1233",50,0.12,0.125,0.372093023255814,0.46,0.581395348837209,1.04139534883721,10.048,0.666666666666667,0.312403100775194,0.1875,0
"1234",0,0,0,0,0,0,0,0,0,0,0,0
"1235",94,0.0957446808510638,0.214285714285714,0.333333333333333,0.393617021276596,0.642857142857143,1.03647416413374,18.422,0.670886075949367,0.328614008941878,0.142857142857143,0.0714285714285714
"1236",94,0.117021276595745,0,0.325,0.41304347826087,0.3625,0.77554347826087,12.192,0.558139534883721,0.351322751322751,0.0384615384615385,0.0384615384615385
"1237",100,0.16,0.125,0.385542168674699,0.49,0.614457831325301,1.1044578313253,22.95,0.816,0.365804160324708,0.21875,0
"1238",87,0.0804597701149425,0.1,0.27027027027027,0.372093023255814,0.432432432432432,0.804525455688246,10.934,0.575,0.328802588996764,0.3,0
"1239",22,0.136363636363636,0.142857142857143,0.388888888888889,0.5,0.722222222222222,1.22222222222222,5.414,1,0.309352517985612,0.428571428571429,0
"1240",15,0,0,0.214285714285714,0.266666666666667,0.285714285714286,0.552380952380952,0.306,0.767857142857143,0.306625577812018,0.333333333333333,0
"1241",2,0,0,0,0,0,0,-0.18,1,0.232876712328767,0,0
"1242",100,0.16,0.0526315789473684,0.463414634146341,0.551020408163265,0.585365853658537,1.1363862618218,23.592,0.782608695652174,0.374193548387097,0.0526315789473684,0.0263157894736842
"1243",3,0,0,0,0,0,0,-0.27,0.636363636363636,0.267241379310345,0,0
"1244",1,0,0,0,0,0,0,-0.09,0,0.25,0,0
"1245",1,0,0,0,0,0,0,-0.098,0,0,0,0
"1246",0,0,0,0,0,0,0,0,0,0,0,0
"1247",87,0.0919540229885057,0.05,0.263157894736842,0.341176470588235,0.394736842105263,0.735913312693498,7.996,0.711538461538462,0.280561122244489,0.25,0.05
"1248",109,0.0917431192660551,0,0.25,0.339449541284404,0.3125,0.651949541284404,10.146,0.745454545454545,0.391553328561203,0.25,0
"1249",25,0.24,0,0.105263157894737,0.32,0.157894736842105,0.477894736842105,0.966,0.363636363636364,0.319018404907975,0.5,0
"1250",32,0.125,0.125,0.296296296296296,0.40625,0.407407407407407,0.813657407407407,4.562,0.533333333333333,0.308890925756187,0,0
"1251",1,0,0,0,0,0,0,-0.09,1,0.307692307692308,0,0
"1252",67,0.0895522388059701,0.0769230769230769,0.216666666666667,0.283582089552239,0.316666666666667,0.600248756218905,5.058,0.764705882352941,0.333333333333333,0.230769230769231,0
"1253",7,0,0,0.285714285714286,0.285714285714286,0.285714285714286,0.571428571428571,0.526,0,0.291666666666667,0,0
"1254",0,0,0,0,0,0,0,0,0,0,0,0
"1255",4,0,0,0.25,0.25,0.25,0.5,1.122,0.869565217391304,0.232142857142857,0,0
"1256",67,0.104477611940299,0,0.203703703703704,0.328125,0.240740740740741,0.568865740740741,5.312,0.714285714285714,0.335388409371147,0.181818181818182,0
"1257",60,0.0833333333333333,0,0.203703703703704,0.271186440677966,0.240740740740741,0.511927181418707,3.312,0.4,0.268702290076336,0.181818181818182,0
"1258",93,0.129032258064516,0.0476190476190476,0.272727272727273,0.369565217391304,0.376623376623377,0.746188594014681,11.188,0.806451612903226,0.328145265888457,0.142857142857143,0.0476190476190476
"1259",17,0.0588235294117647,0.2,0.3125,0.352941176470588,0.5,0.852941176470588,2.388,0,0.24390243902439,0,0
"1260",44,0.113636363636364,0.142857142857143,0.189189189189189,0.318181818181818,0.324324324324324,0.642506142506142,3.716,0.555555555555556,0.299826689774697,0.285714285714286,0
"1261",44,0.113636363636364,0.0714285714285714,0.358974358974359,0.431818181818182,0.538461538461538,0.97027972027972,7.772,0.5,0.37037037037037,0.285714285714286,0
"1262",0,0,0,0,0,0,0,0,0,0,0,0
"1263",0,0,0,0,0,0,0,0,0,0,0,0
"1264",2,0,0,0,0,0,0,-0.196,0.7,0.391304347826087,0,0
"1265",58,0.0172413793103448,0,0.245283018867925,0.285714285714286,0.283018867924528,0.568733153638814,3.266,0,0.284040995607613,0.153846153846154,0
"1266",64,0.09375,0.210526315789474,0.345454545454545,0.412698412698413,0.654545454545455,1.06724386724387,12.274,0.566666666666667,0.327290076335878,0.263157894736842,0
"1267",86,0.13953488372093,0.166666666666667,0.328767123287671,0.423529411764706,0.506849315068493,0.930378726833199,14.264,0.666666666666667,0.33096926713948,0.0416666666666667,0
"1268",4,0.25,0,0,0.25,0,0.25,0.07,0.709677419354839,0.329032258064516,0,0
"1269",0,0,0,0,0,0,0,0,0,0,0,0
"1270",9,0,0.333333333333333,0.333333333333333,0.333333333333333,0.666666666666667,1,1.884,0.705882352941177,0.315589353612167,0,0
"1271",18,0.0555555555555556,0.2,0.333333333333333,0.411764705882353,0.6,1.01176470588235,3.456,0.692307692307692,0.319698600645856,0.2,0
"1272",1,0,0,0,0,0,0,-0.09,0,0,0,0
"1273",6,0,0,0.166666666666667,0.166666666666667,0.166666666666667,0.333333333333333,-0.336,0,0.243243243243243,0,0
"1274",3,0,0,0,0,0,0,-0.41,0.736842105263158,0.341346153846154,0,0
"1275",84,0.226190476190476,0.105263157894737,0.301587301587302,0.464285714285714,0.476190476190476,0.94047619047619,14.36,1,0.334828101644245,0.263157894736842,0
"1276",0,0,0,0,0,0,0,0,0,0.333333333333333,0,0
"1277",76,0.0789473684210526,0.0454545454545455,0.328358208955224,0.373333333333333,0.492537313432836,0.865870646766169,11.048,0.692307692307692,0.324694024478042,0.272727272727273,0.0454545454545455
"1278",99,0.111111111111111,0.269230769230769,0.302325581395349,0.373737373737374,0.616279069767442,0.990016443504816,19.242,0.625,0.333088774761555,0.230769230769231,0
"1279",17,0.0588235294117647,0.666666666666667,0.2,0.235294117647059,0.666666666666667,0.901960784313725,2.744,0.75,0.293863439930856,0.333333333333333,0
"1280",73,0.123287671232877,0.25,0.413793103448276,0.513888888888889,0.810344827586207,1.3242337164751,20.18,0.777777777777778,0.32080723729993,0.208333333333333,0
"1281",60,0.133333333333333,0.0588235294117647,0.333333333333333,0.416666666666667,0.529411764705882,0.946078431372549,9.556,0.688524590163934,0.339141257000622,0.294117647058824,0.0588235294117647
"1282",26,0.0769230769230769,0,0.476190476190476,0.538461538461538,0.476190476190476,1.01465201465201,5.164,0.571428571428571,0.326167531504818,0,0
"1283",0,0,0,0,0,0,0,0,0,0,0,0
"1284",83,0.108433734939759,0.0952380952380952,0.291666666666667,0.365853658536585,0.472222222222222,0.838075880758808,12.128,0.625,0.32171581769437,0.238095238095238,0.0476190476190476
"1285",98,0.163265306122449,0.15,0.24390243902439,0.36734693877551,0.414634146341463,0.781981085116974,13.112,0.833333333333333,0.358675659104844,0.25,0
"1286",2,0,0,0,0,0,0,0.18,0.478260869565217,0.312567132116004,0,0
"1287",78,0.0769230769230769,0.181818181818182,0.309859154929577,0.371794871794872,0.549295774647887,0.921090646442759,13.198,0.797297297297297,0.362165178571429,0.227272727272727,0
"1288",19,0.0526315789473684,0,0.277777777777778,0.315789473684211,0.277777777777778,0.593567251461988,1.654,0.746031746031746,0.306896551724138,0,0
"1289",77,0.051948051948052,0,0.208333333333333,0.25,0.25,0.5,3.594,0.702702702702703,0.317086234600964,0.2,0
"1290",52,0.153846153846154,0,0.25,0.365384615384615,0.318181818181818,0.683566433566434,5.132,0.75,0.302325581395349,0.272727272727273,0
"1291",45,0.0888888888888889,0.1,0.25,0.318181818181818,0.4,0.718181818181818,5.492,0.578947368421053,0.31328320802005,0.1,0.1
"1292",25,0.04,0,0.375,0.4,0.458333333333333,0.858333333333333,3.914,0.647058823529412,0.277854195323246,0.222222222222222,0
"1293",11,0.0909090909090909,0,0.555555555555556,0.6,0.666666666666667,1.26666666666667,2.904,0.5625,0.41340782122905,0.2,0
"1294",9,0,0,0.222222222222222,0.222222222222222,0.222222222222222,0.444444444444444,0.346,0.583333333333333,0.305672268907563,0,0
"1295",0,0,0,0,0,0,0,0,0,0,0,0
"1296",5,0,0,0.2,0.2,0.2,0.4,0.132,0,0.357142857142857,0,0
"1297",5,0,0,0,0,0,0,-0.852,1,0.258620689655172,0,0
"1298",51,0.0784313725490196,0.0714285714285714,0.304347826086957,0.372549019607843,0.456521739130435,0.829070758738278,6.524,0.666666666666667,0.306818181818182,0.285714285714286,0
"1299",8,0.125,0,0.285714285714286,0.375,0.285714285714286,0.660714285714286,0.858,0,0.4,0,0
"1300",42,0.0238095238095238,0.0666666666666667,0.365853658536585,0.380952380952381,0.463414634146341,0.844367015098722,6.398,0.689655172413793,0.289500509683996,0.0666666666666667,0
"1301",64,0.078125,0.142857142857143,0.274509803921569,0.383333333333333,0.431372549019608,0.814705882352941,8.966,0.657894736842105,0.332310838445808,0.142857142857143,0
"1302",15,0.0666666666666667,0,0.461538461538462,0.533333333333333,0.538461538461538,1.07179487179487,3.254,0.75,0.265625,0.166666666666667,0
"1303",4,0,0,0,0,0,0,-0.368,0.333333333333333,0.327102803738318,0,0
"1304",46,0.0434782608695652,0.210526315789474,0.487179487179487,0.545454545454545,0.846153846153846,1.39160839160839,11.594,0.285714285714286,0.301845819761129,0.105263157894737,0
"1305",53,0.169811320754717,0.307692307692308,0.317073170731707,0.452830188679245,0.634146341463415,1.08697653014266,11.488,0.833333333333333,0.300177619893428,0.0769230769230769,0
"1306",83,0.0120481927710843,0.157894736842105,0.231707317073171,0.240963855421687,0.378048780487805,0.619012635909492,6.13,0.333333333333333,0.313049853372434,0.157894736842105,0
"1307",84,0.0952380952380952,0.238095238095238,0.291666666666667,0.380952380952381,0.569444444444444,0.950396825396825,15.434,0.59375,0.298158640226629,0.238095238095238,0
"1308",14,0,0,0.142857142857143,0.142857142857143,0.142857142857143,0.285714285714286,-0.514,0,0.312217194570136,0,0
"1309",54,0.037037037037037,0.0952380952380952,0.42,0.444444444444444,0.6,1.04444444444444,11.326,0.653846153846154,0.293517406962785,0.142857142857143,0
"1310",67,0.134328358208955,0,0.285714285714286,0.402985074626866,0.321428571428571,0.724413646055437,7.924,0.25,0.300673148840688,0.125,0
"1311",40,0.075,0,0.323529411764706,0.378378378378378,0.382352941176471,0.760731319554849,4.846,0.658227848101266,0.340333539221742,0.181818181818182,0
"1312",0,0,0,0,0,0,0,0,0,0,0,0
"1313",36,0,0,0.361111111111111,0.361111111111111,0.444444444444444,0.805555555555556,4.566,0.68,0.392344497607655,0.0769230769230769,0.0769230769230769
"1314",4,0.25,0,0,0.25,0,0.25,0.062,0,0.3,0,0
"1315",80,0.1125,0,0.23943661971831,0.325,0.253521126760563,0.578521126760563,5.524,0.727272727272727,0.317535545023697,0.0588235294117647,0
"1316",0,0,0,0,0,0,0,0,0.666666666666667,0.312925170068027,0,0
"1317",3,0,0,0.333333333333333,0.333333333333333,0.333333333333333,0.666666666666667,0.312,0,0.363636363636364,0,0
"1318",107,0.11214953271028,0.137931034482759,0.311827956989247,0.401869158878505,0.526881720430108,0.928750879308612,18.344,0.765625,0.36358024691358,0.137931034482759,0.0689655172413793
"1319",6,0,0,0,0,0,0,-0.54,0,0.105263157894737,0,0
"1320",113,0.0707964601769911,0.0689655172413793,0.287128712871287,0.342342342342342,0.445544554455446,0.787886896797788,16.59,0.766666666666667,0.321924603174603,0.0689655172413793,0.137931034482759
"1321",39,0.0769230769230769,0.222222222222222,0.290322580645161,0.361111111111111,0.612903225806452,0.974014336917563,6.918,0,0.317204301075269,0.444444444444444,0
"1322",0,0,0,0,0,0,0,0,0.5,0.19047619047619,0,0
"1323",36,0,0,0.257142857142857,0.257142857142857,0.285714285714286,0.542857142857143,1.986,0.5,0.276315789473684,0.111111111111111,0
"1324",1,0,0,1,1,1,2,0.5,0,0.225352112676056,0,0
"1325",2,0,0,0.5,0.5,0.5,1,0.402,0.333333333333333,0.272727272727273,0,0
"1326",109,0.110091743119266,0.185185185185185,0.287234042553192,0.361111111111111,0.457446808510638,0.818557919621749,16.552,0.666666666666667,0.343122102009274,0.037037037037037,0
"1327",105,0.171428571428571,0.216216216216216,0.435294117647059,0.523809523809524,0.788235294117647,1.31204481792717,29.51,0.555555555555556,0.360692350642099,0.108108108108108,0.027027027027027
"1328",74,0.108108108108108,0.176470588235294,0.261538461538462,0.337837837837838,0.4,0.737837837837838,8.712,0.75,0.328571428571429,0,0
